item_name,price,category,color
Qipao halter yaka düğmeli üst,1090.0,Keten karışımlı,Kahverengi
Qipao halter yaka düğmeli üst,1090.0,Keten karışımlı,Beyaz
Qipao halter yaka düğmeli üst,1090.0,Keten karışımlı,Turkuaz
Qipao halter yaka düğmeli üst,1090.0,Keten karışımlı,Açık pembe
Ayarlanabilir düğmeli keten karışımlı bol paça pantolon,1590.0,Keten karışımlı,Haki
Ayarlanabilir düğmeli keten karışımlı bol paça pantolon,1590.0,Keten karışımlı,Ekru
Ayarlanabilir düğmeli keten karışımlı bol paça pantolon,1590.0,Keten karışımlı,Mavi
Ayarlanabilir düğmeli keten karışımlı bol paça pantolon,1590.0,Keten karışımlı,Kahverengi
Keten görünümlü şalvar pantolon,1190.0,Keten karışımlı,Beyaz
Keten görünümlü şalvar pantolon,1190.0,Keten karışımlı,Pembe
Keten görünümlü şalvar pantolon,1190.0,Keten karışımlı,Kahverengi
Keten görünümlü gömlek,1190.0,Keten karışımlı,Haki
Keten görünümlü gömlek,1190.0,Keten karışımlı,Koyu lacivert
Keten görünümlü gömlek,1190.0,Keten karışımlı,Açık mavi
Keten görünümlü gömlek,1190.0,Keten karışımlı,Kahverengi
Keten görünümlü gömlek,1190.0,Keten karışımlı,Krem rengi
Dökümlü barrel pantolon,1190.0,Keten karışımlı,Ekru
"Çizgili, dökümlü barrel pantolon",1190.0,Keten karışımlı,Krem rengi
Geniş paça keten görünümlü pantolon,1190.0,Keten karışımlı,Koyu lacivert
Geniş paça keten görünümlü pantolon,1190.0,Keten karışımlı,Ekru
"Kemerli, keten görünümlü düz paça pantolon",1590.0,Keten karışımlı,Kahverengi
"Kemerli, keten görünümlü düz paça pantolon",1590.0,Keten karışımlı,Ekru
"Kemerli, keten görünümlü düz paça pantolon",1590.0,Keten karışımlı,Açık sarı
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Ekru
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Siyah
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Koyu lacivert
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Kahverengi
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Krem rengi
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Haki
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Altın rengi
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Siyah
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Beyaz
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Açık mavi
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Pembe
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Açık pembe
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Kahverengi
Düğmeli yelek,990.0,Keten karışımlı,Altın rengi
Düğmeli yelek,990.0,Keten karışımlı,Ekru
Düğmeli yelek,990.0,Keten karışımlı,Mavi
Düğmeli yelek,990.0,Keten karışımlı,Krem rengi
Düğmeli yelek,990.0,Keten karışımlı,Kahverengi
Düğmeli yelek,990.0,Keten karışımlı,Haki
Kemerli dökümlü şort,1490.0,Keten karışımlı,Kahverengi
Kemerli dökümlü şort,1490.0,Keten karışımlı,Ekru
Kemerli dökümlü şort,1490.0,Keten karışımlı,Koyu lacivert
Çok bantlı topuklu sandalet,1790.0,Keten karışımlı,KAHVERENGİ
Çok bantlı topuklu sandalet,1790.0,Keten karışımlı,ALTIN
Keten görünümlü çapraz askılı top,790.0,Keten karışımlı,Kahverengi
Keten görünümlü çapraz askılı top,790.0,Keten karışımlı,Beyaz
Keten görünümlü çapraz askılı top,790.0,Keten karışımlı,Altın rengi
Dökümlü kruvaze blazer,2290.0,Keten karışımlı,Kahverengi
