ID,Product Name,Price
21,YEŞİLAĞAÇ KOOP. (BARDAKTA) ÇİKOLATALI BEYPAZARI KURUSU  100 GR,"44,50 TL"
22,YEŞİLAĞAÇ KOOP. (BARDAKTA) ÇÖREKOTLU BEYPAZARI KURUSU  100 GR,"44,50 TL"
23,YEŞİLAĞAÇ KOOP. (BARDAKTA) TEREYAĞLI BEYPAZARI KURUSU  100 GR,"38,00 TL"
24,YEŞİLAĞAÇ EKŞİ MAYALI KÖY SOMUNU 400 GR,"45,00 TL"
25,KUTLUDÜĞÜN EKŞİ MAYALI EKMEK 800 GR,"79,50 TL"
26,GLÜTENSİZ CEVİZLİ BAKLAVA 300 GR,"235,00 TL"
27,GLÜTENSİZ FISTIKLI BAKLAVA 300 GR,"275,00 TL"
28,GLÜTENSİZ PEYNİRLİ SU BÖREĞİ 250 GR,"156,00 TL"
29,GLÜTENSİZ KIYMALI SU BÖREĞİ 300 GR,"170,00 TL"
30,ZİNDE KOOP. GLUTENSİZ KEÇİBOYNUZU UNU 250 GR,"93,00 TL"
31,GLUTENSİZ KARABUĞDAY EKMEĞİ 500 GR,"119,50 TL"
32,YAŞAMYOLU KOOP. ERİKLİ MEYVE TOPU KETENLİ 40 GR,"43,99 TL"
33,YAŞAMYOLU KOOP. ELMALI-ÜZÜM SUSAMLI  MEYVE TOPU 40 GR,"60,00 TL"
34,YAŞAMYOLU KOOP. ELMALI-ÜZÜMLÜ-CEVİZLİ MEYVE TOPU 40 GR,"60,00 TL"
35,ROLL SİYEZ BUĞDAYLI EKMEK 50 GR,"4,50 TL"
36,ÇORBALIK KITIR 250 GR,"22,00 TL"
37,EKŞİ MAYALI KARIŞIK TAHIL UNLU EKMEK (400 G),"55,00 TL"
38,EKŞİ MAYALI KARABUĞDAY UNLU EKMEK (500 G),"75,00 TL"
39,EKŞİ MAYALI ÇAVDARLI EKMEK (400 G),"55,00 TL"
40,YAŞAMYOLU KOOP. ÇİLEK KURUSU 50GR,"126,00 TL"
41,YEŞİLAĞAÇ KOOP. ÇİKOLATALI BEYPAZARI KURUS 350GR,"108,00 TL"
42,KEPEKLİ GRİSSİNİ 175GR,"38,00 TL"
43,YEŞİLAĞAÇ KOOP. BEYPAZARI KURUSU 400 GR (ADET),"84,00 TL"
44,YEŞİLAĞAÇ KOOP. ÇÖREKOTLU BEYPAZARI KURUSU 400 GR,"108,00 TL"
45,GLUTENSİZ GALETA UNU 500 GR (ADET),"159,50 TL"
46,YAŞAMYOLU KOOP. ERİK KURUSU 100 GR (ADET),"82,25 TL"
47,GRİSİNİ ÇÖREKOTLU 175GR,"38,50 TL"
48,ÇEREZ 3'LÜ AVANTAJ PAKET 85 GR (ADET),"48,00 TL"
49,EKŞİ MAYALI SİYEZ UNLU EKMEK (400G),"55,00 TL"
50,EKŞİ MAYALI TAŞ FIRIN EKMEĞİ (750G),"60,00 TL"
51,EKŞİ MAYALI TAM BUĞDAY UNLU KÖY EKMEĞİ (400G),"46,00 TL"
52,GLUTENSİZ SADE POĞAÇA  2'Lİ PAKET (180 Gr),"45,00 TL"
53,GLUTENSİZ PEYNİRLİ POĞAÇA 2'Lİ PAKET (180 Gr),"50,00 TL"
54,ZINDE KOOP. GLUTENSİZ BADEM EZMESİ 280 GR,"216,00 TL"
55,GLUTENSİZ ÜZÜMLÜ KEK 2’Lİ PAKET (150 Gr),"50,00 TL"
56,GLUTENSİZ FINDIKLI KEK 2'Lİ PAKET (150 Gr),"60,00 TL"
57,TUZLU KURABİYE 250 GR,"80,00 TL"
58,GLUTENSİZ UN 1KG,"110,00 TL"
59,GALETA UNU 500 GR,"40,00 TL"
60,ÇEREZ TAM BUĞDAY UNLU 30 GR,"18,50 TL"
61,ROLL TAM BUĞDAY UNLU EKMEK 50 Gr,"5,50 TL"
62,ROLL NORMAL EKMEK 50 GR,"4,00 TL"
63,ROLL TUZ İLAVESİZ EKMEK 50 GR,"4,50 TL"
64,ROLL KEPEKLİ EKMEK 50 GR,"4,50 TL"
65,GLUTENSİZ EKMEK 250 GR,"34,50 TL"
66,FINDIKLI EKMEK 2. Lİ PAKET 60 GR,"16,00 TL"
67,ÇEREZ SADE DOLGULU 40 GR,"19,50 TL"
68,ÇEREZ KAKAOLU DOLGULU 40 GR,"20,00 TL"
69,ÇEREZ ACI BİBER AROMALI 30 GR,"18,50 TL"
70,ROLL ÇAVDARLI EKMEK 50 GR,"5,50 TL"
71,TATLI KURABİYE 250 GR,"85,00 TL"
72,GRİSİNİ SUSAMLI 175 GR,"38,50 TL"
73,GRİSİNİ SADE 175 GR,"36,00 TL"
74,ÇEREZ YERFISTIĞI AROMALI 30 GR,"18,50 TL"
75,GLUTENSİZ SİMİT 100 GR,"30,00 TL"
76,ORGANİK TAM BUĞDAY EKMEĞİ 500 GR,"59,50 TL"
77,YEŞİLAĞAÇ KOOP. TAM TEREYAĞLI BEYPAZARI KURUSU 400 GR,"120,00 TL"
