product_name,price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Osmanlı Bahçesi Maydanoz Yetiştirme Seti,209.95,01,0.0,109.99199839967993,109.99199839967993,
Osmanlı Bahçesi Roka Yetiştirme Seti,209.95,01,0.0,109.99199839967993,109.99199839967993,
Osmanlı Bahçesi Kekik Yetiştirme Seti,209.95,01,0.0,109.99199839967993,109.99199839967993,
Osmanlı Bahçesi Fesleğen Yetiştirme Seti,209.95,01,0.0,109.99199839967993,109.99199839967993,
Limon Kg,92.5,01,-2.1164021164021163,19.35483870967742,15.697310819262034,
Muz Yerli Kg,104.95,01,0.0,12.910166756320601,12.910166756320601,
Üzüm Çekirdeksiz Kg,83.95,01,-20.00952834683182,-6.670372429127293,29.352850539291207,
Muz İthal Kg,146.95,01,0.0,29.47136563876651,29.47136563876651,
Şeftali Kg,89.5,01,0.0,8.484848484848486,,
Karpuz Çekirdeksiz Kg,26.5,01,-10.16949152542373,2.1194605009633936,12.76595744680851,
Erik Mürdüm Kg,52.5,01,-28.57142857142857,-34.33395872420263,-34.33395872420263,
Karpuz Kg,15.95,01,-11.142061281337048,2.903225806451608,2.903225806451608,
İncir Siyah  Kg,178.5,01,0.0,5.030891438658436,-33.87664382293017,
Kavun Kırkağaç Kg,20.95,01,,-52.92134831460674,-19.26782273603083,
Sarışın Şeftali Kg,73.5,01,0.0,-26.46323161580791,,
Elma Granny (Pazar) Kg,78.95,01,0.0,1.8709677419354875,,
Armut Santa Maria Kg,115.5,01,0.0,1.762114537444934,1.762114537444934,
Karpuz Mini Kg,29.5,01,0.0,-4.684975767366718,-4.684975767366718,
Yaban Mersini 125 G Paket,115.5,01,0.0,12.190383681398734,,
Elma Gala Kg,94.5,01,0.0,1.6675632060247414,,
Yerli Ejder Meyvesi Tekli Paket,62.95,01,0.0,-37.01850925462731,-21.26328955597248,
Nektarin Kg,104.95,01,0.0,103.78640776699031,,
Üzüm Siyah Kg,125.95,01,0.0,57.63454317897371,26.013006503251624,
Limon File Ekonomik  Kg,94.5,01,0.0,1.6675632060247414,1.6675632060247414,
Böğürtlen 125 G,115.5,01,0.0,1.762114537444934,44.46529080675422,
Üzüm Red Globe Kg,125.95,01,0.0,-5.97237775289286,,
Üzüm Razaki Kg,136.5,01,0.0,13.797415589829093,,
Avokado Adet,83.95,01,0.0,1.757575757575761,1.757575757575761,
Ceviz Kabuklu Kg,293.95,01,0.0,14.155339805825237,47.011752938234565,
Erik Angelica Kg,94.5,01,0.0,-6.389301634472513,5.05836575875486,
Portakal Kg,62.95,01,0.0,1.6142050040355123,1.6142050040355123,
Yassı Şeftali Kg,115.5,01,0.0,1.762114537444934,1.762114537444934,
Kavun Sarı,57.95,01,0.0,-3.336113427856547,28.921023359288096,
Yerli Misket Limon (Lime) Paket Adet,83.95,01,,,,
Kavun Sera Kg,52.5,01,0.0,1.9417475728155338,1.9417475728155338,
Nektarin Beyaz Kg,188.95,01,0.0,-3.5723398826231185,,
Hünnap Kg,199.5,01,0.0,,,
Altın Çilek Adet 100 G,83.95,01,-20.00952834683182,,-9.682625067240451,
Kavun Biga Kg,73.5,01,0.0,5.075053609721225,5.075053609721225,
Muz Organik Kg,167.95,01,0.0,5.001562988433886,5.001562988433886,
Kızılcık Kg,314.95,01,,-4.546143355053797,-4.546143355053797,
