Title,Monthly Inflation(%)
34 GSM MICRO USB SARJ KABLOSU,0.0
7 DAYS KAKAOLU KRUVASAN 72 GR,0.0
A4 FOTOKOPI KAGIDI 500 LU 80 GR,0.0
ACE C.SUYU 1000 GR NORMAL,-20.002667022269627
ACE POWER JEL 810 GR OKALIPTUS.,0.0
ACE ULTRA KOPUK 700ML CAMASIR SULU GENEL KULLANIM,-21.43010215015359
ACTIVIA 4*100 GR ANANAS,-10.001000100010002
ACTIVIA 4*100 GR CILEK KETEN TOHUMU,0.0
ACTIVIA 4*100 GR INCIRLI-TAHILLI VE CEVIZ.Y,-10.001000100010002
ACTIVIA 4*100 GR KURU KAYISI,-10.001000100010002
ACTIVIA 4*100 GR ORMAN MEYVELI,-10.001000100010002
ACTIVIA 4*100 GR SADE,-10.001000100010002
ACTIVIA SHOT VIT.NAR&CILEK 80 ML,0.0
ACTIVIA YOGURT PROBIYOTIKLI VE TAHIL GEVREKLI 183G,0.0
AIRWICK AEROSOL 300 ML LAVANTA ESINTISI,-25.001136415291604
AIRWICK AEROSOL 300 ML OKYANUS FERAHLIGI,-25.001136415291604
AIRWICK YEDEK 250 ML LAVANTA,-26.001040041601662
AKMAN ACI TOZ BIBER 60 GR,20.004000800160032
AKMAN COREKOTU 60 GR,18.258064516129036
AKMAN DOLMA BAHARI 40 GR,11.114198388441233
AKMAN DOLMA FISTIK 23 GR,32.078497971506756
AKMAN FESLEGEN 20 GR,15.007503751875939
AKMAN GALETA UNU 250 GR,13.337779259753264
AKMAN HINDISTAN CEVIZI 40 GR,13.639463514435098
AKMAN ISOT 60 GR,14.586372160866848
AKMAN KARABIBER 150 GR,17.648096946879228
AKMAN KARABIBER TANE 40 GR,21.670278379729943
AKMAN KARABIBER TOZ 45 GR,14.287755393627663
AKMAN KARANFIL 15 GR,6.6681484774394315
AKMAN KARBONAT 100 GR,8.699434536755112
AKMAN KEKIK 20 GR,46.52244708071645
AKMAN KIMYON 60 GR,11.113169105389886
AKMAN KOFTE HARCI 90 GR,0.0
AKMAN KORI 40 GR,25.007814942169443
AKMAN KUS UZUMU 40 GR,13.43484102104792
AKMAN MISIR UNU 250 GR,7.410151908114117
AKMAN NANE 25 GR,7.145409074669526
AKMAN NANE 85 GR,7.408322015063589
AKMAN PUL BIBER 200 GR,10.294874623134053
AKMAN PULBIBER 60 GR,10.002000400080016
AKMAN SARIMSAK TOZU 40 GR,14.919540229885062
AKMAN SUMAK 60 GR,25.00416736122686
AKMAN TARCIN 50 GR,0.0
AKMAN TATLI TOZ BIBER 60 GR,11.113169105389886
AKMAN YEDI TURLU BAHARAT 50 GR,16.280962902663102
AKMAN ZERDECAL 40 GR,6.062443164595332
AKTURK 475 GR GOFRET,0.0
ALGIDA CLASSICS VANILYA 65 ML,0.0
ALGIDA IMP.CORNETTO 125 ML CIKOLATA,0.0
ALGIDA IMP.FRIGOLA CIKOLATA&FINDIK 65 ML,0.0
ALGIDA IMP.MAGNUM 100 ML  BADEMLI,0.0
ALGIDA IMP.MAGNUM 100 ML  CLASSIC,5.88235294117647
ALGIDA IMP.MAGNUM 100 ML BEYAZ BUYU,5.88235294117647
ALGIDA IMP.MAGNUM DOUBLE CIKOLATA 95 ML,5.88235294117647
ALGIDA IMP.MAGNUM DOUBLE KARADUT BOGUR. 95 ML,5.88235294117647
ALGIDA IMP.MAX 65 ML  KAKAO,0.0
ALGIDA IMP.NOGGER SANDWICH 145 ML,0.0
ALGIDA KEYIF FIS VAN 750ML,0.0
ALGIDA KEYIF FISTIK VANILYA KAKAO 1400ML,0.0
ALGIDA MARAS 500 ML SADE-KAKAO,0.0
ALGIDA MARAS SADE CIFTE DOV.500 ML,0.0
ALGİDA CARTEDOR SELECTİON 800 ML ÇİKOLATA KARNAVAL,0.0
ALGİDA CARTEDOR SELECTİON 900 ML MEYVE ŞÖLENİ,0.0
ALPRO BADEM SUTU 1 LT,-32.001280051202045
ALPRO HINDISTAN CEVIZLI SUT 1 LT,0.0
ALTINKILIC KEFIR 1000 GR,0.0
ALTINKILIC KEFIRIX 250 ML YABAN MERSINI,0.0
ALTINKILIC KEFIRIX BALLI & MUZLU 250 ML,0.0
ALTINKILIC KEFIRIX MEYVELI 250 ML CILEKLI,0.0
ALTINKILIC KEFIRIX MEYVELI 250 ML ORMAN MEYVELI,0.0
ALTINKILIC KLASIK BEYAZ PEYNIR KG,11.111358030178447
ALTINKILIC KLS.INEK 500GR PEYNIR,0.0
ALTINKILIC TRAKYA ESKI KASAR KG,0.0
ALY TORTILLA 25 CM 6 PCS,0.0
ANKARA MAKARNA ARPA SEHRIYE 500 GR,-25.83870967741936
ANKARA MAKARNA BONCUK 500 GR,-25.83870967741936
ANKARA MAKARNA BURGU 500 GR,-25.83870967741936
ANKARA MAKARNA FIYONK 500 GR,-25.83870967741936
ANKARA MAKARNA INCE SPAGETTI 500GR,-25.83870967741936
ANKARA MAKARNA INCE UZUN 500 GR,-25.83870967741936
ANKARA MAKARNA KELEBEK 500 GR,-25.83870967741936
ANKARA MAKARNA KEPEKLI SPAGETTI 350 GR,0.0
ANKARA MAKARNA MANTI 500 GR,-25.83870967741936
ANKARA MAKARNA PENNE 500 GR,-25.83870967741936
ANKARA MAKARNA SEBZELI BURGU 350 GR,0.0
ANKARA MAKARNA SPAGETTI 500 GR,-25.83870967741936
ANKARA MAKARNA TEL SEHRIYE 500 GR,-25.83870967741936
ARBELLA MAKARNA 500 GR ARPA SEHRIYE,0.0
ARBELLA MAKARNA 500 GR BURGU,0.0
ARBELLA MAKARNA 500 GR DIRSEK,0.0
ARBELLA MAKARNA 500 GR FIYONK,0.0
ARBELLA MAKARNA 500 GR KALEM KESME,0.0
ARBELLA MAKARNA 500 GR KELEBEK,0.0
ARBELLA MAKARNA 500 GR SPAGHETTI,0.0
ARI MAMA SUTLU 250 GR,0.0
ARIEL MATIK 1.5 KG DAG ESINTISI,0.0
ARIEL MATIK 1.5 KG PARLAK RENKLER,0.0
ARKO KREM D.YAGLAR 60 ML HINDISTAN CEVIZI,0.0
ARKO KREM SOFT TOUCH 250 ML,0.0
ARKO KREM SOFT TOUCH 60ML,0.0
ARKO NEM 20CC EL KREMI YAGLI,0.0
ARKO TIRAS SABUNU 75GR,0.0
ARKO TRAS JELI 200 ML SENSITIVE,0.0
ARKO TRAS KOLONYASI 200 ML COOL,0.0
ARKO TRAS KOPUGU 200 ML ANTI IRRITATION,0.0
ARKO TRAS KOPUGU 200 ML COOL,0.0
ARKO TRAS KREMI 90 GR COOL,0.0
ARKO TRAS KREMI 90 GR EXTRA SENSITIVE,0.0
ARMUT DEVECİ,-23.078698361412425
ARMUT SANTAMARİA,-7.143367383384527
ARSEVEN SAFFET ABDULLAH GÜLLAÇ 100 GR,11.1123458162018
ASPEROX MAVI GUC 1 LT SPREY,-9.091735612328394
ASPEROX SARI GUC 1000 ML,-23.078698361412425
ASPILIC BATON SUCUK 400GR,-20.002000200020003
ASPILIC KOKTEYL SOSIS 500GR,-20.002000200020003
ASPILIC SALAM 700GR,-20.002000200020003
ASPILIC TAB. SIRTSIZ UST BUT KG (SARMA),0.0
AUTOKIT GENEL TEMIZLEYICI 500 ML,0.0
AUTOKIT LASTIK TEMIZLEYICI VE PARLATICI 500 ML,0.0
AUTOKIT OTO YIKAMA SUNGERI,0.0
AXE DEO 150 ML ICE CHILL,0.0
AXE DEO 150ML AFRICA,4.166840285011875
AXE DEO 150ML APOLLO,4.166840285011875
AXE DEO 150ML BLACK,0.0
AXE DEO 150ML DARK TEMPTATION,4.166840285011875
AXE DEO 150ML LEATHER COOKIES,0.0
AXE STICK 50 ML LEATHER & COOKIES,25.00125006250312
AYDOGMUS KURU SELE ZEYTIN KG,0.0
AÇIK BAHARAT KÖFTE HARCI KG,0.0
BABY TURCO CEP MENDILI 3*15 LI,60.024009603841556
BABY TURCO DOGADAN BONUS  120 LI MAXI,0.0
BABY TURCO JUMBO  MAXI 30LU,0.0
BABY TURCO JUMBO MIDI 34 LU,0.0
BAGBASI ACUKA 200 GR,0.0
BAGBASI ZILE PEKMEZI (CEVIZLI) 150GR,0.0
BAGBASI ZILE PEKMEZI (SADE) 150GR,0.0
BAGDAT ACI BIBER K.QUADRO 75 GR,0.0
BAGDAT BAH.KARANFIL 15GR,0.0
BAGDAT CAJUN BAHARATI K.QUADRO 80 GR,0.0
BAGDAT CITIR PANE HARCI 90GR,0.0
BAGDAT COREKOTU K.QUADRO 75 GR,0.0
BAGDAT DEFNE YAPRAGI POSET 6 GR,0.0
BAGDAT DEGIRMEN KARISIK TANE BIBER 45GR,0.0
BAGDAT DOLMA BAHARI 40 GR,0.0
BAGDAT DOLMALIK FISTIK 23 GR,11.111728429357186
BAGDAT FESLEGEN K.QUADRO 30 GR,0.0
BAGDAT GALETA UNU EKO POSET 250 GR,0.0
BAGDAT HASHAS MAVI K.QUADRO 80 GR,0.0
BAGDAT HINDISTAN CEVIZI K.QUADRO 50 GR,0.0
BAGDAT HINDISTAN CEVIZI QUADRO 160GR,0.0
BAGDAT ISOT BIBER K.QUADRO 80 GR,0.0
BAGDAT KARABIBER 40 GR,0.0
BAGDAT KARABIBER TANE 40 GR,0.0
BAGDAT KARBONAT K.QUADRO 150 GR,0.0
BAGDAT KEKIK K.QUADRO 25 GR,0.0
BAGDAT KEKIK KILITLI QUADRO EKO POSET 60 GR,0.0
BAGDAT KIMYON K.QUADRO 75 GR,0.0
BAGDAT KISNIS 40 GR,0.0
BAGDAT KOFTE HARCI 90 GR,0.0
BAGDAT KORİ K.QUADRO 70 GR,0.0
BAGDAT KUS UZUMU 40 GR,0.0
BAGDAT LIMON TUZU 60 GR,0.0
BAGDAT MAHLEP 30 GR,0.0
BAGDAT MISIR UNU EKO POSET 250GR,0.0
BAGDAT NANE EKO KILITLI QUADRO 70GR,0.0
BAGDAT NANE K.QUADRO 30 GR,0.0
BAGDAT PUL BIBER EKSTRA ACI K.QUADRO 80 GR,0.0
BAGDAT PUL BIBER QUADRO EKO POSET 210 GR,0.0
BAGDAT PUL KIRMIZI BIBER K.QUADRO 80 GR,0.0
BAGDAT SUMAK K.QUADRO 80 GR,0.0
BAGDAT SUSAM K.QUADRO 75 GR,0.0
BAGDAT TARCIN 45 GR,0.0
