category,product_name,price,date,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Kozmetik,Elegant Lady El Kremi 75 ml,999.99,2026-05-01,13,,,,
Kozmetik,Endless Love El Kremi 75 ml,749.95,2026-05-01,13,,,,
Kozmetik,Energy Çubuklu Oda Kokusu 100 ml Butter Yellow,1999.99,2026-05-01,13,,,,
Kozmetik,Exotic Terra Çubuklu Oda Kokusu 95 ml,3499.99,2026-05-01,13,,,,
Kozmetik,Fig&Violet Çubuklu Oda Kokusu 95 ml,2999.99,2026-05-01,13,,,,
Kozmetik,Fleur dAmor Kadın Parfümü 100 ml Pembe,2499.99,2026-05-01,13,,,,
Kozmetik,Floral Glam Çubuklu Oda Kokusu,3499.99,2026-05-01,13,,,,
Kozmetik,Floral Oto Kokusu 10 ml,999.99,2026-05-01,13,,,,
Kozmetik,Floral Sense Çubuklu Oda Kokusu,2999.99,2026-05-01,13,,,,
Kozmetik,Floral&Patchouli Çubuklu Oda Kokusu 100 ml,2499.99,2026-05-01,13,,,,
Kozmetik,Forest Çubuklu Oda Kokusu 100 ml,1999.99,2026-05-01,13,,,,
Kozmetik,Gleam Çubuklu Oda Kokusu 200 ml,4999.99,2026-05-01,13,,,,
Kozmetik,Golden Ḿuse Kadın Parfümü 100 ml Açık Sarı,2499.99,2026-05-01,13,,,,
Kozmetik,Green Basil Kokulu Oda Spreyi,849.95,2026-05-01,13,,,,
Kozmetik,Green Mist El Kremi,849.95,2026-05-01,13,,,,
Kozmetik,Green Mist Kokulu Kese,849.95,2026-05-01,13,,,,
Kozmetik,Gül Bahçesi Kokulu Kese,849.95,2026-05-01,13,,,,
Kozmetik,Hera Çubuklu Oda Kokusu 180 ml,5499.99,2026-05-01,13,,,,
Kozmetik,Iris Intense Oda Spreyi,1324.92,2026-05-01,13,,,,
Kozmetik,Iris Intense Çubuklu Oda Kokusu,3499.99,2026-05-01,13,,,,
Kozmetik,Island Herbs Çubuklu Oda Kokusu,3499.99,2026-05-01,13,,,,
Kozmetik,Jasmine Musk Çubuklu Oda Kokusu 100 ml Antrasit,2999.99,2026-05-01,13,,,,
Kozmetik,Lavanta Esintisi Kokulu Kese,849.95,2026-05-01,13,,,,
Kozmetik,Lavender Çubuklu Oda Kokusu 100 ml,1999.99,2026-05-01,13,,,,
Kozmetik,Lily & Pineapple Kolonya 100 ml Mavi,849.99,2026-05-01,13,,,,
Kozmetik,Lily & Pineapple Oda Spreyi 300 ml Mavi,1499.99,2026-05-01,13,,,,
Kozmetik,Lily & Pineapple Çubuklu Oda Kokusu 100 ml Mavi,2499.99,2026-05-01,13,,,,
Kozmetik,Luna Çubuklu Oda Kokusu 180 ml,5499.99,2026-05-01,13,,,,
Kozmetik,Mediterranean Katı Sabun,699.95,2026-05-01,13,,,,
Kozmetik,Mediterranean Çubuklu Oda Kokusu 100 ml,2249.99,2026-05-01,13,,,,
Kozmetik,Mimosa Çubuklu Oda Kokusu 100 ml,1999.99,2026-05-01,13,,,,
Kozmetik,Misty Aromadifüzör 300 ml,6499.99,2026-05-01,13,,,,
Kozmetik,Misty Down Çubuklu Oda Kokusu 100 ml,3199.99,2026-05-01,13,,,,
Kozmetik,Mossy Wood Çubuklu Oda Kokusu,2999.99,2026-05-01,13,,,,
Kozmetik,Muguet&Vanilla Çubuklu Oda Kokusu 100 ml,1999.99,2026-05-01,13,,,,
Kozmetik,Mugwort Tütsü,699.95,2026-05-01,13,,,,
Kozmetik,Musk&Poppy Çubuklu Oda Kokusu 100 ml,1999.99,2026-05-01,13,,,,
Kozmetik,Neroli & Jasmine Oda Spreyi 500 ml Şeffaf,1499.99,2026-05-01,13,,,,
Kozmetik,Neroli & Jasmine Çubuklu Oda Kokusu 100 ml,2999.99,2026-05-01,13,,,,
Kozmetik,Nobile Tütsü,699.95,2026-05-01,13,,,,
Kozmetik,Orange Blossom & Red Berry Kolonya 100 ml Kırmızı,849.99,2026-05-01,13,,,,
Kozmetik,Orange Blossom & Red Berry Oda Spreyi 300 ml Kırmızı,1499.99,2026-05-01,13,,,,
Kozmetik,Orange Blossom & Red Berry Çubuklu Oda Kokusu 100 ml Bordo,2499.99,2026-05-01,13,,,,
Kozmetik,Orange Rose Kolonya 200 ml Şeffaf,227.99,2026-05-01,13,,,,
Kozmetik,Orange Rose Oda Spreyi 300 ml Şeffaf,1499.99,2026-05-01,13,,,,
Kozmetik,Orange Rose Çubuklu Oda Kokusu 95 ml Şeffaf,2999.99,2026-05-01,13,,,,
Kozmetik,Orchid Çubuklu Oda Kokusu 250 ml,3199.99,2026-05-01,13,,,,
Kozmetik,Oriental Beyond Çubuklu Oda Kokusu,5499.99,2026-05-01,13,,,,
Kozmetik,Osmantus El Kremi 30 ml,749.95,2026-05-01,13,,,,
Kozmetik,Osmantus Kokulu Kese,849.95,2026-05-01,13,,,,
Kozmetik,Oud Touch Oda Spreyi,1324.92,2026-05-01,13,,,,
Kozmetik,Oud Touch Çubuklu Oda Kokusu,2999.99,2026-05-01,13,,,,
Kozmetik,Patchouli & Bergamote Kolonya 100 ml Yeşil,849.99,2026-05-01,13,,,,
Kozmetik,Patchouli & Bergamote Oda Spreyi 300 ml Yeşil,1499.99,2026-05-01,13,,,,
Kozmetik,Patchouli & Bergamote Çubuklu Oda Kokusu 100 ml Yeşil,2499.99,2026-05-01,13,,,,
Kozmetik,Patchouli & Musk Oda Spreyi 500 ml Şeffaf,299.99,2026-05-01,13,,,,
Kozmetik,Patchouli & Musk Çubuklu Oda Kokusu 100 ml,2999.99,2026-05-01,13,,,,
Kozmetik,Patchouli&Wood Çubuklu Oda Kokusu 95 ml,2999.99,2026-05-01,13,,,,
Kozmetik,"Paçuli, Bergamot, Lavanta 3lü Esansiyel Koku Yağı Amber",1499.99,2026-05-01,13,,,,
Kozmetik,Peach Blossom Body Mist 100 ml Turuncu,899.99,2026-05-01,13,,,,
Kozmetik,Peach Blossom Vücut Losyonu 50 ml. Turuncu,799.95,2026-05-01,13,,,,
Kozmetik,Peach&Apple Çubuklu Oda Kokusu 100 ml,2499.99,2026-05-01,13,,,,
Kozmetik,Pearl 3lü Koku Barı Beyaz,1499.99,2026-05-01,13,,,,
Kozmetik,Pearl Body Mist Vücut Spreyi,1149.99,2026-05-01,13,,,,
Kozmetik,Pearl El Kremi,849.95,2026-05-01,13,,,,
Kozmetik,Pearl Katı Sabun,849.95,2026-05-01,13,,,,
Kozmetik,Pearl Kokulu Kese,849.95,2026-05-01,13,,,,
Kozmetik,Pearl Çubuklu Oda Kokusu,6999.99,2026-05-01,13,,,,
Kozmetik,Pearl Çubuklu Oda Kokusu 100 ml,2249.99,2026-05-01,13,,,,
Kozmetik,Peony Çubuklu Oda Kokusu 100 ml,2249.99,2026-05-01,13,,,,
Kozmetik,Pine Rose Çubuklu Oda Kokusu 140 ml Amber,3199.99,2026-05-01,13,,,,
Kozmetik,Pink Flower Çubuklu Oda Kokusu 100 ml,1999.99,2026-05-01,13,,,,
Kozmetik,Pink Pepper&Jasmine Çubuklu Oda Kokusu 100 ml,1999.99,2026-05-01,13,,,,
Kozmetik,Plum Blossom Çubuklu Oda Kokusu 100 ml,2999.99,2026-05-01,13,,,,
Kozmetik,Poudre El Kremi,849.95,2026-05-01,13,,,,
Kozmetik,Poudre Katı Sabun,849.95,2026-05-01,13,,,,
Kozmetik,Poudre Kokulu Kese,849.95,2026-05-01,13,,,,
Kozmetik,Poudre Oda Spreyi 400 ml,1324.92,2026-05-01,13,,,,
Kozmetik,Poudre Çubuklu Oda Kokusu,3499.99,2026-05-01,13,,,,
Kozmetik,Poudre Çubuklu Oda Kokusu 100 ml,2249.99,2026-05-01,13,,,,
Kozmetik,Powder & White Musk Oda Spreyi 500 ml Şeffaf,1499.99,2026-05-01,13,,,,
Kozmetik,Powder & White Musk Çubuklu Oda Kokusu 100 ml,2999.99,2026-05-01,13,,,,
Kozmetik,Powdery Oto Kokusu 10 ml,999.99,2026-05-01,13,,,,
Kozmetik,Pure 3lü Koku Barı Beyaz,1499.99,2026-05-01,13,,,,
Kozmetik,Pure El Kremi,849.95,2026-05-01,13,,,,
Kozmetik,Pure Kokulu Kese 19 Gr,849.95,2026-05-01,13,,,,
Kozmetik,Pure Kolonya 200 ml,1499.99,2026-05-01,13,,,,
Kozmetik,Pure Oda Spreyi 500 ml,1499.99,2026-05-01,13,,,,
Kozmetik,Pure Sıvı Sabun,1499.99,2026-05-01,13,,,,
Kozmetik,Pure Çubuklu Oda Kokusu 100 ml,2249.99,2026-05-01,13,,,,
Kozmetik,Pure Çubuklu Oda Kokusu 200 ml,3499.99,2026-05-01,13,,,,
Kozmetik,Pure Çubuklu Oda Kokusu 500 ml,6999.99,2026-05-01,13,,,,
Kozmetik,Raindrop 3lü Kokulu Kese,849.95,2026-05-01,13,,,,
Kozmetik,Raspberry Lemon Çubuklu Oda Kokusu 140 ml Amber,2499.99,2026-05-01,13,,,,
Kozmetik,Rosemary – Geranium 5li Aromaterapi Set,3499.99,2026-05-01,13,,,,
Kozmetik,Rustic Harmony Çubuklu Oda Kokusu 200 ml Amber,5499.99,2026-05-01,13,,,,
Kozmetik,Sabun Ferahlığı Kokulu Kese,849.95,2026-05-01,13,,,,
Kozmetik,Sakura Çubuklu Oda Kokusu 100 ml,1999.99,2026-05-01,13,,,,
Kozmetik,Sandalwood Çubuklu Oda Kokusu 100 ml,2999.99,2026-05-01,13,,,,
Kozmetik,Savannah Terra Çubuklu Oda Kokusu 95 ml,3499.99,2026-05-01,13,,,,
Kozmetik,Sense Tütsü,699.95,2026-05-01,13,,,,
Kozmetik,Shiny Snow Çubuklu Oda Kokusu 100 ml,3199.99,2026-05-01,13,,,,
Kozmetik,Soft Koku Barı 3x70 g Şeffaf,1499.99,2026-05-01,13,,,,
Kozmetik,Soft Kokulu Kese,849.95,2026-05-01,13,,,,
Kozmetik,Soft Kolonya 200 ml,1499.99,2026-05-01,13,,,,
Kozmetik,Soft Oda Spreyi 400 ml,1499.99,2026-05-01,13,,,,
Kozmetik,Soft Powder Çubuklu Oda Kokusu,3499.99,2026-05-01,13,,,,
Kozmetik,Soft Çubuklu Oda Kokusu 100 ml,2249.99,2026-05-01,13,,,,
Kozmetik,Soft Çubuklu Oda Kokusu 500 ml Şeffaf,6999.99,2026-05-01,13,,,,
Kozmetik,Suave Bliss Çubuklu Oda Kokusu 100 ml Şeffaf,1999.99,2026-05-01,13,,,,
Kozmetik,Sweet Spring Kokulu Vücut Spreyi,1149.99,2026-05-01,13,,,,
Kozmetik,Sweet Séduction Kadın Parfümü 100 ml Lila,299.99,2026-05-01,13,,,,
Kozmetik,The Scent of a Autumn Sunset Çubuklu Oda Kokusu 200 ml,3499.99,2026-05-01,13,,,,
Kozmetik,The Scent of a Magical Night Çubuklu Oda Kokusu 200 ml,4999.99,2026-05-01,13,,,,
Kozmetik,The Scent of a Sweet Love Çubuklu Oda Kokusu 200 ml,3499.99,2026-05-01,13,,,,
Kozmetik,Tobacco 3lü Kokulu Kese,849.95,2026-05-01,13,,,,
Kozmetik,Tuberose Çubuklu Oda Kokusu 100 ml,2499.99,2026-05-01,13,,,,
Kozmetik,Twilight Bliss Çubuklu Oda Kokusu 100 ml Şeffaf,1999.99,2026-05-01,13,,,,
Kozmetik,Valerie Kokulu Kese,849.95,2026-05-01,13,,,,
Kozmetik,Vanilla Wind Body Mist,1299.99,2026-05-01,13,,,,
Kozmetik,Vanilla Wind Katı Sabun,849.95,2026-05-01,13,,,,
Kozmetik,Vanilla Wind Koku Barı 3 x 70 g Şeffaf,1499.99,2026-05-01,13,,,,
Kozmetik,Vanilla Wind Kokulu Kese,849.95,2026-05-01,13,,,,
Kozmetik,Vanilla Wind Kolonya Şeffaf,1499.99,2026-05-01,13,,,,
Kozmetik,Vanilla Wind Oda Spreyi,1749.99,2026-05-01,13,,,,
Kozmetik,Vanilla Wind Çubuklu Oda Kokusu 200 ml,3499.99,2026-05-01,13,,,,
Kozmetik,Vanilla Wind Çubuklu Oda Kokusu 500 ml,6999.99,2026-05-01,13,,,,
Kozmetik,Vesta Çubuklu Oda Kokusu 180 ml,5499.99,2026-05-01,13,,,,
Kozmetik,Warm Embrace Çubuklu Oda Kokusu 200 ml,4999.99,2026-05-01,13,,,,
Kozmetik,White Lily Çubuklu Oda Kokusu 200 ml,5499.99,2026-05-01,13,,,,
Kozmetik,Wild Berry Body Mist 100 ml Mor,999.99,2026-05-01,13,,,,
Kozmetik,Wild Berry Vücut Losyonu 50 ml. Mor,799.95,2026-05-01,13,,,,
Kozmetik,Wild Terra Çubuklu Oda Kokusu 95 ml,3499.99,2026-05-01,13,,,,
Kozmetik,Winter Cinnamon Çubuklu Oda Kokusu 100 ml,1999.99,2026-05-01,13,,,,
Kozmetik,Winter Pomegranate Çubuklu Oda Kokusu 100 ml,1999.99,2026-05-01,13,,,,
Kozmetik,Wood Savage Çubuklu Oda Kokusu 100 ml,2499.99,2026-05-01,13,,,,
Kozmetik,Wood&Spicy Çubuklu Oda Kokusu 95 ml,2999.99,2026-05-01,13,,,,
Kozmetik,Woody Bergamot Çubuklu Oda Kokusu 140 ml Amber,3199.99,2026-05-01,13,,,,
Kozmetik,Woody Oto Kokusu 10 ml,999.99,2026-05-01,13,,,,
Kozmetik,Woody&Patchouli Çubuklu Oda Kokusu 100 ml,2999.99,2026-05-01,13,,,,
Kozmetik,Woody&Saffron Çubuklu Oda Kokusu 100 ml,2999.99,2026-05-01,13,,,,
Kozmetik,Woody&Vanilla Çubuklu Oda Kokusu 100 ml,2999.99,2026-05-01,13,,,,
Kozmetik,Zen Composure Oda Spreyi,1324.92,2026-05-01,13,,,,
Küçük Ev Aletleri,AF-G Sepet Grubu Siyah,1399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,AF-G Sepet Grubu Siyah-Bakır,1499.99,2026-05-01,05,,,,
Küçük Ev Aletleri,AF-G Sepet Grubu Siyah-Krom,1499.99,2026-05-01,05,,,,
Küçük Ev Aletleri,AQUA OPTIMA Su Arıtma Filtresi Beyaz,799.99,2026-05-01,05,,,,
Küçük Ev Aletleri,"Ariete Vintage 2869/04 Su Isıtıcı 1,7L Yeşil",4989.99,2026-05-01,05,,,,
Küçük Ev Aletleri,Bıçak Grubu  Kea Yedek Parça Beyaz,289.99,2026-05-01,05,,,,
Küçük Ev Aletleri,Bıçak Grubu  Kea Yedek Parça Siyah,289.99,2026-05-01,05,,,,
Küçük Ev Aletleri,CMK 6001 - CMK 6010 Alt Tabla Beyaz,179.99,2026-05-01,05,,,,
Küçük Ev Aletleri,CMK 6001 - CMK 6010 Alt Tabla Siyah,339.99,2026-05-01,05,,,,
Küçük Ev Aletleri,CMK 6010 Inox Kapaksız Demlik Siyah-Bakır,729.99,2026-05-01,05,,,,
Küçük Ev Aletleri,CMK 6010 İNOX DEMLİK GRUBU Beyaz-Krom,729.99,2026-05-01,05,,,,
Küçük Ev Aletleri,CMK DEMLİK KAPAĞI BEYAZ LOGOLU Bakır,149.99,2026-05-01,05,,,,
Küçük Ev Aletleri,CMK DEMLİK KAPAĞI BEYAZ LOGOLU Krom,199.99,2026-05-01,05,,,,
Küçük Ev Aletleri,CMK DEMLİK KAPAĞI SİYAH LOGOLU Bakır,199.99,2026-05-01,05,,,,
Küçük Ev Aletleri,DGR 3001 Doğrayıcı Bıçak,229.99,2026-05-01,05,,,,
Küçük Ev Aletleri,DGR 3001 Doğrayıcı Hazne,149.99,2026-05-01,05,,,,
Küçük Ev Aletleri,DGR 3001 Hazne Ayak Lastiği Kırmızı,169.99,2026-05-01,05,,,,
Küçük Ev Aletleri,DGR 3001 Hazne Ayak Lastiği Siyah,169.99,2026-05-01,05,,,,
Küçük Ev Aletleri,DGR 3001 Hazne Kapağı,199.99,2026-05-01,05,,,,
Küçük Ev Aletleri,DGR 3001 Hazne Kapağı Contası,169.99,2026-05-01,05,,,,
Küçük Ev Aletleri,DGR3010 Bıçak Mili,159.99,2026-05-01,05,,,,
Küçük Ev Aletleri,DGR3010 Hazne 1500 ml Siyah,299.99,2026-05-01,05,,,,
Küçük Ev Aletleri,ELB Parçalayıcı Ayak Siyah,279.99,2026-05-01,05,,,,
Küçük Ev Aletleri,ELM 3001 HAMUR KARIŞTIRICI - SAĞ,199.99,2026-05-01,05,,,,
Küçük Ev Aletleri,ELM 3001 HAMUR KARIŞTIRICI - SOL,199.99,2026-05-01,05,,,,
Küçük Ev Aletleri,ELM 3010 Çırpıcı Tel,649.99,2026-05-01,05,,,,
Küçük Ev Aletleri,Elm 3010 Yoğurucu Tel,499.99,2026-05-01,05,,,,
Küçük Ev Aletleri,"English Home AIF 2001 Dijital Çıkarılabilir Sepetli Airfryer XL 5,5 Lt Siyah-Krom",8399.98,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home AIF 2030 XL Sıcak Tutma Hazneli Air Fryer 1500W Siyah-Krom,11999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home AIF 2030 XL Sıcak Tutma Hazneli Airfryer 1500W Siyah,9999.98,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home AIF 2030 XL Sıcak Tutma Hazneli Airfryer 1500W Siyah-Bakır,9999.98,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home CMK 6001 Cam Çay Makinesi ve Kettle Siyah,5399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home CMK 6001 Cam Çay Makinesi ve Kettle Siyah-Bakır,5399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home CMK 6001 Cam Çay Makinesi ve Kettle Siyah-Krom,5399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home CMK 6010 Inox Çay Makinesi ve Kettle Beyaz-Krom,5399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home CMK 6010 Inox Çay Makinesi ve Kettle Siyah,5399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home CMK 6010 Inox Çay Makinesi ve Kettle Siyah-Bakır,5399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home CMK 6010 Inox Çay Makinesi ve Kettle Siyah-Krom,5399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home CMK 6030 Çay Makinesi ve Kettle 2 Litre Antrasit,3599.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home CMK 6030 Çay Makinesi ve Kettle 2 Litre Bej,3599.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home CMK 6030 Çay Makinesi ve Kettle 2 Litre Mint,3599.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home DGR 3001 Plastik Doğrayıcı Kırmızı,1274.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home DGR 3001 Plastik Doğrayıcı Siyah,1274.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home DGR 3010 Doğrayıcı 1500 ml Siyah,1274.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home EKM 5001 Dijital Ekmek Kızartma Makinesi 920W Siyah-Krom,2999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home ELB 3001 4 Bıçaklı El Blenderı 1500W Beyaz-Krom,1019.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home ELB 3001 4 Bıçaklı El Blenderı Siyah-Krom,1274.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home ELM 3001 El Mikserı 600 W Kırmızı,1402.49,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home ELM 3001 El Mikserı 600 W Siyah,1104.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home ELM 3010 El Mikseri 500W Beyaz-Bakır,1274.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home ELM 3010 El Mikseri 500W Siyah-Krom,1274.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home ESM 6001 Espresso Makinesi Siyah,9399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,"English Home FKM 6010 Coffee Talks Intelligent Filtre Kahve Makinesi 1,8L Siyah",5999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,"English Home FKM 6020 Coffee Talks Expert Filtre Kahve Makinesi 1,35 Litre Siyah",9999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home KBL 3001 Shake Away Smoothie Blender Beyaz-Bakır,1529.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home KBL 3001 Shake Away Smoothie Blender Siyah-Krom,1529.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home KBL 3010 Shake Away Smoothie Blender Beyaz-Bakır,2974.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home KBL 3010 Shake Away Smoothie Blender Kırmızı,2974.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home KBL 3010 Shake Away Smoothie Blender Lacivert,2974.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home KBL 3010 Shake Away Smoothie Blender Siyah-Krom,2974.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home MBS 3001 4 Bıçaklı Mini Blender Seti Siyah-Krom,1699.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home MBS 3010 4 Bıçaklı Mini Blender Seti 1500W Beyaz-Krom,2124.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home MBS 3010 4 Bıçaklı Mini Blender Seti 1500W Siyah-Krom,2124.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home RMB 3001 4 Bıçaklı Multi Blender Seti 1500W Beyaz-Krom,2294.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home RMB 3001 4 Bıçaklı Multi Blender Seti Siyah-Krom,2294.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home SBL 3001 Cam Sürahi Blender 1750 ml Beyaz-Krom,3399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home SBL 3001 Cam Sürahi Blender 1750 ml Kırmızı,1869.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home SBL 3001 Cam Sürahi Blender 1750 ml Lacivert,2124.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home SBL 3001 Cam Sürahi Blender 1750 ml Siyah-Krom,3399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,"English Home SMR 3001 Hammurix Hamur Yoğurma Makinesi 5,5 L Mint",9999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,"English Home SMR 3001 Hammurix Hamur Yoğurma Makinesi 5,5 L Siyah-Krom",9999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,"English Home SMR 3001 Hammurix Stand Mikseri 5,5 L Mint",9999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,"English Home SUI 6001 Inox Su Isıtıcı 1,7L Siyah",2999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TKM 6001 Çelik Cezve Çift Taşım Türk Kahvesi Makinesi Beyaz-Bakır,3999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TKM 6001 Çelik Cezve Çift Taşım Türk Kahvesi Makinesi Siyah-Krom,3999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TKM 6002 Çift Taşım Türk Kahvesi Makinesi Lacivert,3399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TKM 6002 Çift Taşım Türk Kahvesi Makinesi Siyah-Bakır,3399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TKM 6002 Çift Taşım Türk Kahvesi Makinesi Siyah-Krom,3399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TKM 6011 Sütlü Türk Kahvesi Makinesi Siyah-Bakır,3999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TKM 6011 Sütlü Türk Kahvesi Makinesi Siyah-Krom,3399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TKM 6020 Çift Hazneli İkili Türk Kahvesi Makinesi Siyah-Bakır,13999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TKM 6020 Çift Hazneli İkili Türk Kahvesi Makinesi Siyah-Krom,13999.98,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TKM 6030 Çift Taşım Türk Kahvesi Makinesi Siyah-Bakır,3399.98,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TKM 6030 Çift Taşım Türk Kahvesi Makinesi Siyah-Krom,3399.98,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TKM 6031 Çelik Cezve Çift Taşım Türk Kahvesi Makinesi Beyaz-Bakır,3499.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TKM 6031 Çelik Cezve Çift Taşım Türk Kahvesi Makinesi Siyah-Krom,3499.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TKM 6040 Sütlü Türk Kahvesi Makinesi Antrasit,3399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TKM 6040 Sütlü Türk Kahvesi Makinesi Siyah-Krom,3399.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TMK 5001 Mini Tost ve Waffle Makinesi Siyah,4799.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TMK 5001 Mini Waffle ve Tost Makinesi 900W Yeşil,5999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TMK 5010 Çıkarılabilir Plakalı Tost Makinesi Siyah-Krom,3999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TMK 5030 Izgara ve Tost Makinesi Inox,8199.99,2026-05-01,05,,,,
Küçük Ev Aletleri,English Home TMK 5050 Teflon Çıkarılabilir Plakalı Tost Makinesi 1800W Antrasit,4599.99,2026-05-01,05,,,,
Küçük Ev Aletleri,FKM 6020 Fırça,139.99,2026-05-01,05,,,,
Küçük Ev Aletleri,FKM 6020 Süzgeç,649.99,2026-05-01,05,,,,
Küçük Ev Aletleri,KBL 3001 Doğrayıcı Bıçak Grubu Gri,279.99,2026-05-01,05,,,,
Küçük Ev Aletleri,KBL 3001 Shake Away Kişisel Blender Şişe Kapağı Beyaz,199.99,2026-05-01,05,,,,
Küçük Ev Aletleri,KBL 3001 Shake Away Kişisel Blender Şişe Kapağı Siyah,199.99,2026-05-01,05,,,,
Küçük Ev Aletleri,KBL 3001 Shake Away Kişisel Blender Şişe Şeffaf,229.98,2026-05-01,05,,,,
Küçük Ev Aletleri,KBL 3001 Şişe Siyah,229.99,2026-05-01,05,,,,
Küçük Ev Aletleri,KBL 3010 Bıçak Grubu Kırmızı,289.99,2026-05-01,05,,,,
Küçük Ev Aletleri,MBS 3001 - RMB 3001 Çırpıcı Top Beyaz,279.99,2026-05-01,05,,,,
Küçük Ev Aletleri,MBS 3001 - RMB 3001 Çırpıcı Top Siyah,179.99,2026-05-01,05,,,,
Küçük Ev Aletleri,MBS 3001 Dişli Kutusu Beyaz,169.99,2026-05-01,05,,,,
Küçük Ev Aletleri,MBS 3001 Dişli Kutusu Siyah,179.99,2026-05-01,05,,,,
Küçük Ev Aletleri,MBS 3001 Doğrayıcı Hazne,199.99,2026-05-01,05,,,,
Küçük Ev Aletleri,MBS 3010 Dişli Kutusu Siyah,279.99,2026-05-01,05,,,,
Küçük Ev Aletleri,MBS 3010 Hazne,229.99,2026-05-01,05,,,,
Küçük Ev Aletleri,Nespresso C40 Inissia Kapsül Espresso Makinesi Kırmızı,9999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,Nespresso F121 Latissima One Süt Çözümlü Espresso Makinesi Beyaz,19999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,Nespresso F541 Gran Latissima Süt Çözümlü Espresso Makinesi Siyah,27999.99,2026-05-01,05,,,,
Küçük Ev Aletleri,Philips 2000 Serisi XB2142/10 Toz Torbasız Süpürge + Philips HDA150/61 Türk Kahve Makinesi,8999.99,2026-05-01,05,,,,
