product_name,price,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
AF-G Sepet Grubu Siyah,1679.99,05,20.000142858163272,20.000142858163272,20.000142858163272,20.000142858163272
AF-G Sepet Grubu Siyah-Bakır,1799.99,05,20.000133334222227,20.000133334222227,20.000133334222227,20.000133334222227
AF-G Sepet Grubu Siyah-Krom,1799.99,05,20.000133334222227,20.000133334222227,20.000133334222227,20.000133334222227
AQUA OPTIMA Su Arıtma Filtresi Beyaz,479.99,05,20.00050001250031,-40.00050000625008,-40.00050000625008,-40.00050000625008
Abstract Flowers Kolay Ütülenir Tek Kişilik Çarşaflı Nevresim Takımı 160x220 cm Yeşil-Mavi,1199.99,05,0.0,42.857653067298415,42.857653067298415,42.857653067298415
"Acalis Akasya-Cam 4 Parça Sunumluk 33x10,5x6 cm Şeffaf",329.99,05,0.0,-14.286085352866307,-14.286085352866307,0.0
Adela Ahşap Masa Saati Naturel,1259.99,05,0.0,-12.500086806158375,-12.500086806158375,-86.00009555566173
Adelina Masa Örtüsü 150x200 cm Beyaz-Gold,1583.99,05,10.000069444926702,10.000069444926702,-82.40009155565728,46.66709876943305
Adelina Runner 40x140 cm Beyaz-Gold,527.99,05,10.000208337673701,10.000208337673701,10.000208337673701,-82.40027466758222
"Adora Cam Vazo 28,5 cm Krem",1049.99,05,0.0,0.0,0.0,-12.500104167534728
Adora Metal Dekoratif Tepsi Gold,767.99,05,20.00031250488289,20.00031250488289,-80.80020200050501,-80.80020200050501
Adra Cam Vazo Amber,1439.99,05,0.0,0.0,0.0,-11.111179698640115
Adrea Paslanmaz Çelik Süzgeç 40 cm Gri,647.99,05,20.000370377229206,20.000370377229206,20.000370377229206,-78.40026133420446
Akasya Dekoratif Tepsi Koyu Kahverengi,314.99,05,0.0,-12.50034723186755,-12.50034723186755,-86.000382223921
Akuante Dekoratif Tepsi 30x42 cm Multicolor,559.99,05,0.0,-12.500195315551805,-12.500195315551805,-86.00021500053751
Albus Dekoratif Jüt Kilim 100 cm Beyaz,1259.99,05,0.0,-12.500086806158375,-86.00009555566173,
Alexi Mutfak Gereci Yeşil,399.99,05,0.0,42.85867352405443,42.85867352405443,42.85867352405443
Alice Cam Kase Şeffaf,419.99,05,0.0,0.0,0.0,0.0
Alice Polyresin Çerçeve 10x15 cm Krem,479.99,05,0.0,0.0,,
"Alicia Cam Vazo 20,5 cm Kahverengi",1511.99,05,20.0001587314185,20.0001587314185,20.0001587314185,20.0001587314185
Alicia Polyresin Çerçeve 10x15 cm Krem,584.99,05,0.0,0.0,,12.500240389238254
Aligne Pamuklu Bukle Kilim Krem,629.99,05,0.0,-12.500173613522412,-86.00019111153581,-86.00019111153581
Alina Cam 4lü Baharatlık Şeffaf,494.99,05,0.0,0.0,0.0,-82.00029818290248
Alina Polyresin Çerçeve 10x15 cm Beyaz,389.99,05,0.0,,,-14.286028264357459
Alina Polyresin Çerçeve 10x15 cm Krem,584.99,05,0.0,0.0,,12.500240389238254
Aline Dekoratif Kutu Krem,1139.99,05,0.0,0.0,0.0,-14.285821697907503
Alissa Polyresin Çerçeve 10x15 cm Beyaz,389.99,05,0.0,0.0,,-14.286028264357459
All Fresh Square Borosilikat Erzak Kabı Şeffaf,479.99,05,0.0,,,
All Stripe New Bone China Kupa 345 ml Siyah - Beyaz,479.99,05,20.00050001250031,20.00050001250031,20.00050001250031,20.00050001250031
Allure Hasır Ekmek Sepeti Bej,350.0,05,0.0,-16.664682492440296,-16.664682492440296,-16.664682492440296
Almina Dekoratif Tepsi 33x33 cm Krem,503.99,05,20.00047620181433,5.000104168836851,5.000104168836851,-83.20027733425779
Aloe Vera – Ylang Ylang 5li Aromaterapi Set,839.99,05,50.000892873087025,50.000892873087025,-76.00021714347756,-76.00021714347756
Alva Yılbaşı Ağaç Süsü Multicolor,420.0,05,20.0,20.0,20.0,0.002381009071642397
