District,Rooms,Price,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Akdeniz / Barış,1+1,14700.0,04,-0.18518518518518967,-10.000000000000004,-9.538461538461538,
Akdeniz / Barış,2+0,15000.0,04,0.0,0.0,,
Akdeniz / Barış,2+1,17041.666666666668,04,0.4724111866969114,-0.24390243902437606,3.7018255578093453,
Akdeniz / Barış,2.5+1,18750.0,04,0.0,,,
Akdeniz / Barış,3+1,22119.565217391304,04,0.5966477364173535,-1.6199166914919743,35.66245782163376,
Akdeniz / Barış,4+1,311666.6666666667,04,0.0,68.92502258355918,24.231855173559218,
Akdeniz / Camiişerif,1+1,12500.0,04,0.0,0.0,-26.47058823529412,
Akdeniz / Camiişerif,2+1,29500.0,04,0.0,-22.163588390501317,-14.903846153846148,
Akdeniz / Camiişerif,3+0,16500.0,04,0.0,0.0,0.0,
Akdeniz / Camiişerif,3+1,16954.545454545456,04,0.0,2.9949022939677263,4.565478574289158,
Akdeniz / Karaduvar,2+1,16250.0,04,0.0,-14.473684210526317,,
Akdeniz / Karaduvar,3+1,132000.0,04,0.0,140.0,143.39274738783035,
Akdeniz / Köyler,2+1,12000.0,04,0.0,0.0,0.0,
Akdeniz / Köyler,3+1,22000.0,04,0.0,,,
Akdeniz / Merkez,3+1,18000.0,04,0.0,,,
Akdeniz / Mithatpaşa,2+1,24666.666666666668,04,1.36986301369864,1.023890784982935,99.32659932659934,
Akdeniz / Mithatpaşa,3+1,13500.0,04,0.0,0.0,-20.588235294117645,
Akdeniz / Nusratiye,1+1,13100.0,04,0.0,24.170616113744074,13.41991341991342,
Akdeniz / Nusratiye,2+1,16000.0,04,0.0,-3.0303030303030303,0.4188302043104798,
Akdeniz / Nusratiye,3+1,16800.0,04,-2.84337349397591,1.4492753623188406,0.1834862385321084,
Akdeniz / Nusratiye,4+1,15000.0,04,0.0,,,
Akdeniz / Yenitaşkent,1+1,12500.0,04,0.0,,,
Akdeniz / Çankaya,1+1,14000.0,04,0.0,7.6923076923076925,13.513513513513509,
Akdeniz / Çankaya,2+1,16475.0,04,1.021972406745014,3.366312741312737,0.29053680132816423,
Akdeniz / Çankaya,3+1,21666.666666666668,04,0.0,31.313131313131322,33.33333333333334,
