District,Rooms,Price,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Akdeniz / Barış,1+1,14777.777777777777,04,0.5291005291005264,-11.111111111111112,-9.059829059829063,
Akdeniz / Barış,2+0,15000.0,04,0.0,0.0,,
Akdeniz / Barış,2+1,17346.153846153848,04,1.7867218356215921,1.5384615384615539,5.356248957116648,
Akdeniz / Barış,2.5+1,18750.0,04,0.0,-6.25,,
Akdeniz / Barış,3+1,22352.272727272728,04,1.0520437793165112,-0.9421378717102653,3.12479127322052,
Akdeniz / Barış,4+1,311666.6666666667,04,0.0,68.92502258355918,24.231855173559218,
Akdeniz / Camiişerif,1+1,12500.0,04,0.0,0.0,-25.925925925925924,
Akdeniz / Camiişerif,2+1,29500.0,04,0.0,-13.86861313868613,-14.595898673100113,
Akdeniz / Camiişerif,3+0,16500.0,04,0.0,0.0,0.0,
Akdeniz / Camiişerif,3+1,16727.272727272728,04,-1.3404825737265453,2.331550802139044,3.0590262817751026,
Akdeniz / Karaduvar,2+1,16250.0,04,0.0,-14.473684210526317,,
Akdeniz / Karaduvar,3+1,132000.0,04,0.0,140.0,192.19701162147206,
Akdeniz / Karaduvar,4+1,150000.0,04,,,,
Akdeniz / Köyler,2+1,12000.0,04,0.0,0.0,0.0,
Akdeniz / Köyler,3+1,22000.0,04,0.0,,,
Akdeniz / Merkez,3+1,18000.0,04,0.0,,,
Akdeniz / Mithatpaşa,2+1,24666.666666666668,04,0.0,1.36986301369864,99.32659932659934,
Akdeniz / Mithatpaşa,3+1,13500.0,04,0.0,0.0,-20.588235294117645,
Akdeniz / Nusratiye,1+1,15550.0,04,18.702290076335878,18.702290076335878,16.334164588528683,
Akdeniz / Nusratiye,2+1,15777.777777777777,04,-1.3888888888888915,-2.1533161068044815,-0.9758757707493906,
Akdeniz / Nusratiye,3+1,16825.0,04,0.1488095238095238,2.4473067915690936,-0.6482670089858784,
Akdeniz / Nusratiye,4+1,15000.0,04,0.0,,,
Akdeniz / Yenitaşkent,1+1,12500.0,04,0.0,,,
Akdeniz / Çankaya,1+1,14000.0,04,0.0,7.6923076923076925,13.513513513513509,
Akdeniz / Çankaya,2+1,15976.923076923076,04,-3.0232286681452125,-1.0206107779675158,-2.200248277042937,
Akdeniz / Çankaya,3+1,21666.666666666668,04,0.0,31.313131313131322,33.33333333333334,
Akdeniz / Çankaya,Stüdyo (1+0),10000.0,04,0.0,0.0,0.0,
Akdeniz / Çay,3+1,14250.0,04,0.0,0.0,0.0,
Akdeniz / Özgürlük,2+1,12100.0,04,0.0,0.0,-98.86820690300252,
Akdeniz / Özgürlük,3+1,180000.0,04,0.0,0.0,,
Akdeniz / Özgürlük,4+1,15000.0,04,0.0,-6.25,-6.25,
Anamur / Göktaş,2+1,20800.0,04,0.0,-3.629343629343624,0.0,
Anamur / Göktaş,3+1,24041.666666666668,04,1.3101026472177264,7.328869047619054,6.126202603282412,
Anamur / Göktaş,4+1,31000.0,04,0.0,0.0,0.0,
Anamur / Köyler,3+1,15500.0,04,0.0,0.0,-1.5873015873015872,
Anamur / Merkez,1+1,16500.0,04,0.0,0.0,0.0,
Anamur / Yıldırımbeyazıt,2+1,22000.0,04,0.0,0.0,46.666666666666664,
Anamur / Yıldırımbeyazıt,3+1,20250.0,04,0.0,2.10084033613446,0.41322314049586173,
Anamur / Ören,3+1,15000.0,04,0.0,0.0,0.0,
Anamur / İskele,1+1,19000.0,04,-1.481481481481484,-1.481481481481484,-2.2508038585209005,
Anamur / İskele,2+1,22333.333333333332,04,0.810185185185186,1.1866235167205939,3.8759689922480565,
Anamur / İskele,3+1,24897.058823529413,04,-0.02296512581607709,0.15158797648538075,-5.154061624649857,
Aydıncık,1+1,15000.0,04,0.0,,50.0,
Aydıncık,2+1,18000.0,04,0.0,,73.49397590361446,
Aydıncık,3+1,17333.333333333332,04,-4.587155963302765,-2.9333333333333487,0.12033694344162958,
Aydıncık / Köyler,2+1,3300.0,04,0.0,-5.714285714285714,-81.14285714285714,
Bozyazı,1+1,20000.0,04,-11.11111111111111,0.0,,
Bozyazı,2+1,16333.333333333334,04,0.0,,,
Bozyazı,3+1,27500.0,04,0.0,11.11111111111111,30.952380952380953,
Bozyazı,4+1,25000.0,04,0.0,0.0,0.0,
Bozyazı,5+1,20000.0,04,0.0,0.0,0.0,
Bozyazı / Tekmen,3.5+1,6000.0,04,0.0,0.0,0.0,
Erdemli / Akdeniz,1+1,15525.0,04,1.400296882731325,0.5303114882215011,0.8207810949760969,
Erdemli / Akdeniz,2+1,19000.0,04,-1.2987012987012987,2.2222222222222143,5.395864851235498,
Erdemli / Akdeniz,2.5+1,18500.0,04,-7.5,-7.112970711297077,-7.883817427385886,
Erdemli / Akdeniz,3+1,21880.434782608696,04,1.818794916647355,3.242802191397592,-1.0587970263572808,
Erdemli / Akdeniz,3.5+1,22000.0,04,0.0,,,
Erdemli / Akdeniz,4+1,26821.428571428572,04,2.0149422685080363,0.0,2.611203886442991,
Erdemli / Alata,1+1,17125.0,04,-0.2427184466019488,2.49376558603492,4.373589164785544,
Erdemli / Alata,2+1,19400.0,04,0.17211703958691282,-7.496688741721856,-5.9393939393939394,
Erdemli / Alata,3+1,50468.625,04,-3.5014270272199584,-45.88930927835052,-40.81083854573887,
Erdemli / Alata,4+1,31214.285714285714,04,-1.1312217194570184,10.688956433637282,-6.357142857142866,
Erdemli / Alata,5+1,34000.0,04,-2.857142857142857,-2.857142857142857,-2.857142857142857,
Erdemli / Arpaçbahşiş,1+1,16976.5625,04,-0.5809117125110926,-4.087217514124294,-3.8198347571942413,
Erdemli / Arpaçbahşiş,2+1,21086.956521739132,04,0.0,0.7567888410743552,6.06612861234054,
Erdemli / Arpaçbahşiş,3+1,24388.88888888889,04,0.3141959440160021,-5.2858683926645025,-5.2858683926645025,
Erdemli / Beldeler,1+1,12944.333333333334,04,7.012997474273744,-6.121466042581358,-2.1285473455465986,
Erdemli / Beldeler,2+1,28416.666666666668,04,3.615922212093593,30.882787127251266,27.619760479041915,
Erdemli / Beldeler,3+1,30000.0,04,0.0,0.0,11.11111111111111,
Erdemli / Beldeler,3.5+1,240000.0,04,0.0,0.0,0.0,
Erdemli / Kargıpınarı,1+1,18923.076923076922,04,-1.0558069381598851,-0.8791208791208902,-0.8791208791208902,
Erdemli / Kargıpınarı,2+0,12000.0,04,0.0,0.0,0.0,
Erdemli / Kargıpınarı,2+1,22750.0,04,2.335640138408306,0.36764705882352405,4.255319148936165,
Erdemli / Kargıpınarı,3+1,42833.333333333336,04,0.0,108.94308943089432,99.2248062015504,
Erdemli / Kargıpınarı,4+1,75000.0,04,0.0,102.7027027027027,61.29032258064516,
Erdemli / Kargıpınarı,5+1,79000.0,04,0.0,0.0,,
Erdemli / Kocahasanlı,1+1,12000.0,04,-5.88235294117647,-5.67685589519651,-6.976744186046512,
Erdemli / Kocahasanlı,2+1,17200.0,04,8.631578947368416,8.631578947368416,1.925925925925926,
Erdemli / Köyler,2+1,100000.0,04,0.0,0.0,,
Erdemli / Köyler,3+1,197500.0,04,0.0,1.282051282051282,,
Erdemli / Limonlu,1+1,39285.71428571428,04,9.99999999999998,11.33603238866397,11.33603238866397,
Erdemli / Limonlu,2+1,32900.0,04,11.211267605633807,0.0,10.588235294117647,
Erdemli / Merkez,1+1,22730.48780487805,04,1.3476428564117775,1.0030139446548918,1.7659405080697612,
Erdemli / Merkez,2+1,26377.43137254902,04,3.3471668847680673,3.384672688395871,0.222209094656677,
Erdemli / Merkez,2.5+1,23000.0,04,0.0,0.0,0.0,
Erdemli / Merkez,3+1,129363.63636363637,04,0.0,0.1524926686217002,32.00371057513915,
Erdemli / Merkez,4+1,57375.0,04,64.71291866028707,-49.504950495049506,-42.567567567567565,
Erdemli / Merkez,5+1,750000.0,04,0.0,0.0,0.0,
Erdemli / Çeşmeli,1+1,51731.48148148148,04,-5.375011008813825,-2.2337983995261848,30.74010253791989,
Erdemli / Çeşmeli,2+1,63080.0,04,-10.808386153096045,-17.728618008527715,-3.479757730315584,
Erdemli / Çeşmeli,2.5+1,400000.0,04,0.0,-11.11111111111111,1900.0,
Erdemli / Çeşmeli,3+1,142565.21739130435,04,-5.455506565589814,8.644111475168433,-5.367965367965371,
Erdemli / Çeşmeli,3+2,390000.0,04,0.0,0.0,0.0,
Erdemli / Çeşmeli,3.5+1,60000.0,04,0.0,0.0,0.0,
Gülnar / Merkez,2+1,14000.0,04,0.0,0.0,-9.67741935483871,
Gülnar / Merkez,3+1,16857.14285714286,04,-3.6734693877550932,19.55420466058765,19.55420466058765,
Gülnar / Ovacık,1+1,16000.0,04,0.0,0.0,0.0,
Gülnar / Ovacık,1.5+1,14000.0,04,0.0,,0.0,
Gülnar / Ovacık,2+0,11000.0,04,0.0,0.0,0.0,
Gülnar / Ovacık,2+1,20200.0,04,0.0,-7.126436781609195,19.32489451476794,
Gülnar / Ovacık,3+1,24000.0,04,0.0,-20.0,-20.0,
Mezitli,1+1,18684.308310991957,04,0.1127058338134752,-8.702817864208484,-13.508804446888135,
Mezitli,1.5+1,15833.333333333334,04,-3.3078880407124647,-3.3078880407124647,-5.94059405940593,
Mezitli,2+0,25000.0,04,0.0,,,
Mezitli,2+1,28949.272946859903,04,2.0116120989871202,1.7309137024312773,-4.605337703625658,
Mezitli,2+2,21000.0,04,0.0,-5.970149253731338,-10.638297872340425,
Mezitli,2.5+1,46790.42857142857,04,-3.1510109720043116,-19.82820559117268,-21.61481274723957,
Mezitli,3+0,20000.0,04,0.0,,,
Mezitli,3+1,35743.39841688654,04,1.5517534514145197,0.4529943933852191,-4.200525844885737,
Mezitli,3+2,720000.0,04,0.0,0.0,0.0,
Mezitli,3.5+1,33166.666666666664,04,-1.9704433497537088,-3.021442495126713,-1.2406947890819002,
Mezitli,4+1,96652.56153846154,04,-0.36871597950827706,-0.4023213667421758,12.250739704931696,
Mezitli,4.5+1,55000.0,04,0.0,10.0,10.0,
Mezitli,5+1,110888.88888888889,04,2.3506868539659433,39.26391069248212,16.563700630090665,
Mezitli,5+2,600000.0,04,0.0,0.0,,
Mezitli,Stüdyo (1+0),13000.0,04,5.4054054054054,6.849315068493156,1.298701298701294,
Mezitli / Davultepe,1+1,23828.070175438595,04,40.994498079518316,0.13007791206166325,-1.8279240420801313,
Mezitli / Davultepe,2+0,20000.0,04,0.0,0.0,0.0,
Mezitli / Davultepe,2+1,28797.945205479453,04,0.08444030552914884,-3.2557167776394933,11.631636731559956,
Mezitli / Davultepe,2.5+1,22500.0,04,2.272727272727273,4.6523796788334755,9.75877460425864,
Mezitli / Davultepe,3+1,37037.5,04,12.939461883408065,14.943965517241379,10.810290117860381,
Mezitli / Davultepe,5+1,93250.0,04,1.912568306010929,-91.52272727272728,-84.39330543933055,
Mezitli / Fındıkpınarı,3+1,200000.0,04,0.0,0.0,0.0,
