District,Rooms,Price,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Akdeniz / Barış,1+1,16166.666666666666,04,0.0,3.4666666666666632,,
Akdeniz / Barış,2+1,16437.5,04,0.19047619047619047,0.126903553299485,,
Akdeniz / Barış,3+1,22567.54054054054,04,0.47657238503390376,36.87954119385582,,
Akdeniz / Barış,4+1,250875.0,04,0.0,92.42569511025887,,
Akdeniz / Barış,Stüdyo (1+0),10000.0,04,0.0,0.0,,
Akdeniz / Camiişerif,1+1,12500.0,04,-26.47058823529412,-26.47058823529412,,
Akdeniz / Camiişerif,2+1,34375.0,04,-0.4825090470446251,1.1029411764705883,,
Akdeniz / Camiişerif,3+0,16500.0,04,0.0,0.0,,
Akdeniz / Camiişerif,3+1,16153.846153846154,04,-1.6722408026755766,0.7647323436797148,,
Akdeniz / Karaduvar,2+1,19000.0,04,,,,
Akdeniz / Karaduvar,3+1,45175.0,04,0.0,0.0,,
Akdeniz / Köyler,2+1,12000.0,04,0.0,0.0,,
Akdeniz / Merkez,2+1,135000.0,04,0.0,0.0,,
Akdeniz / Merkez,2.5+1,13000.0,04,0.0,0.0,,
Akdeniz / Mithatpaşa,2+1,12375.0,04,0.0,-3.8834951456310676,,
Akdeniz / Mithatpaşa,3+1,17000.0,04,0.0,13.333333333333334,,
Akdeniz / Nusratiye,1+1,10550.0,04,-8.658008658008658,-8.26086956521739,,
Akdeniz / Nusratiye,2+1,16071.357142857143,04,0.0,1.9455563000501597,,
Akdeniz / Nusratiye,3+1,16640.0,04,-0.9032258064516201,3.640138408304504,,
Akdeniz / Çankaya,1+1,12333.333333333334,04,0.0,2.777777777777783,,
Akdeniz / Çankaya,1.5+1,12000.0,04,0.0,0.0,,
Akdeniz / Çankaya,2+1,16975.0,04,-2.8810788720882656,4.891864057672499,,
Akdeniz / Çankaya,3+1,16500.0,04,0.6097560975609756,0.5076142131979622,,
Akdeniz / Çankaya,Stüdyo (1+0),10000.0,04,0.0,0.0,,
Akdeniz / Çay,3+1,14250.0,04,0.0,-82.2429906542056,,
Akdeniz / Özgürlük,2+1,1333625.0,04,24.742774296136936,24.73577387855887,,
Akdeniz / Özgürlük,4+1,16000.0,04,0.0,0.0,,
Anamur / Göktaş,2+1,20800.0,04,0.0,0.0,,
Anamur / Göktaş,3+1,23269.23076923077,04,3.227641120432244,5.290636964845111,,
Anamur / Göktaş,4+1,31000.0,04,0.0,,,
Anamur / Köyler,3+1,15500.0,04,0.0,0.0,,
Anamur / Merkez,1+1,16500.0,04,0.0,0.0,,
Anamur / Yıldırımbeyazıt,2+1,15000.0,04,0.0,,,
Anamur / Yıldırımbeyazıt,3+1,20000.0,04,-0.8264462809917414,-11.11111111111111,,
Anamur / Ören,3+1,15000.0,04,0.0,0.0,,
Anamur / İskele,1+1,19375.0,04,0.0,1.4397905759162304,,
Anamur / İskele,2+1,21687.5,04,0.872093023255814,2.2306397306397328,,
Anamur / İskele,3+1,25300.0,04,0.6965174129353234,3.9948619139370583,,
Anamur / İskele,4+1,22500.0,04,-2.1739130434782608,-3.225806451612903,,
Aydıncık,2+1,10375.0,04,0.0,-21.32701421800948,,
Aydıncık,3+1,17312.5,04,0.0,-1.6955835962145018,,
Aydıncık / Köyler,2+1,17500.0,04,0.0,0.0,,
Bozyazı,1+1,20000.0,04,,,,
Bozyazı,3+1,21000.0,04,0.0,-13.491246138002062,,
Bozyazı,4+1,25000.0,04,0.0,0.0,,
Bozyazı,5+1,20000.0,04,0.0,0.0,,
Bozyazı / Tekmen,3.5+1,6000.0,04,0.0,0.0,,
Erdemli / Akdeniz,1+1,15069.117647058823,04,-1.389339506953567,-2.9965192316094567,,
Erdemli / Akdeniz,2+1,18076.190476190477,04,0.8153400791437649,-3.761022927689581,,
Erdemli / Akdeniz,2.5+1,20083.333333333332,04,0.0,-2.42914979757085,,
Erdemli / Akdeniz,3+1,21950.0,04,-0.38164002062918584,-3.5164835164835164,,
Erdemli / Akdeniz,4+1,27593.75,04,5.62200956937799,6.027857829010567,,
Erdemli / Akdeniz,Stüdyo (1+0),6500.0,04,0.0,8.333333333333332,,
Erdemli / Alata,1+1,16200.0,04,-1.5887850467289684,-2.2329511164755584,,
Erdemli / Alata,2+1,20388.88888888889,04,-1.1763038548752702,-3.7692559816453546,,
Erdemli / Alata,3+1,80916.66666666667,04,-9.66241360978202,-9.66241360978202,,
Erdemli / Alata,4+1,30000.0,04,-10.000000000000005,-4.0,,
Erdemli / Alata,5+1,35000.0,04,0.0,0.0,,
Erdemli / Arpaçbahşiş,1+1,17691.666666666668,04,0.6708644278606982,-17.387547816910693,,
Erdemli / Arpaçbahşiş,2+1,20833.333333333332,04,2.339181286549694,4.4568245125348085,,
