Category,Name,Current Price,Original Price
Hırdavat,EXENA CUPIDO S1P SRC İş Ayakkabısı (Numara Seçiniz),"3.250,00 TL","5.410,00 TL"
Hırdavat,EXENA CUBA 20 S3 SRC Süet İş Ayakkabısı (Numara Seçiniz),"1.950,00 TL","3.240,00 TL"
Hırdavat,EXENA ANTIGUA 20 S1P SRC Süet İş Ayakkabısı (Numara Seçiniz),"1.950,00 TL","3.240,00 TL"
Hırdavat,414 S1 Süet Deri Cırtlı İş Ayakkabısı Çelik Burunlu (Numara Seçiniz),"425,00 TL","425,00 TL"
Hırdavat,DELTAPLUS MIAMI S1P SRC Bez İş Ayakkabısı Siyah - Mavi (Numara Seçiniz),"2.945,00 TL","3.680,00 TL"
Hırdavat,414 S2 Deri Kaynakçı İş ayakkabısı (Numara Seçiniz),"660,00 TL","855,00 TL"
Hırdavat,DELTAPLUS Miami S2 SRC Siyah Deri İş Ayakkabısı (Numara Seçiniz),"2.945,00 TL","3.680,00 TL"
Hırdavat,ERA Toz Maskesi 1210 FFP2 V NR,"20,00 TL","23,00 TL"
Hırdavat,STARLİNE Kaydırmaz Bant Sarı-Siyah 50 mm x 15 Metre,"380,00 TL","630,00 TL"
Hırdavat,NORTON 18 mm x 35 mt Kağıt Maskeleme Bandı,"27,00 TL","31,00 TL"
Hırdavat,3M 7641 Yer İşaretleme Vinil Bant-Mavi,"470,00 TL","585,00 TL"
Hırdavat,STARLİNE Kaydırmaz Bant Siyah 50 mm x 15 Metre,"275,00 TL","455,00 TL"
Hırdavat,NORTON 24 mm x 35 mt Kağıt Maskeleme Bandı,"35,00 TL","41,00 TL"
Hırdavat,İzolebant  Elektrikçi Siyah,"12,00 TL","16,00 TL"
Hırdavat,STARLİNE Kaydırmaz Bant Sarı-Siyah 25 mm x 15 Metre,"190,00 TL","315,00 TL"
Hırdavat,Teflon Bant,"14,00 TL","19,00 TL"
Hırdavat,3M 767I Kırmızı-Beyaz Yer İşaretleme Bantı,"560,00 TL","700,00 TL"
Hırdavat,3M Temflex 1300e İzole Bant Beyaz,"16,00 TL","27,00 TL"
Hırdavat,İZELTAŞ Büyük Boy Fermuarlı Bez Alet Çantası (14000004133),"1.965,00 TL","3.120,00 TL"
Hırdavat,BOSCH Profesyonel Alet Taşıma Çantası (1619BZ0100),"1.200,00 TL","2.440,00 TL"
Hırdavat,İZELTAŞ Alet Sırt Çantası (14000004136),"2.155,00 TL","3.415,00 TL"
Hırdavat,İZELTAŞ 3 Gözlü Metal Takım Çantası 30x19x15 cm,"1.280,00 TL","2.030,00 TL"
Hırdavat,İZELTAŞ 5 Gözlü Metal Takım Çantası 60x19x21 cm,"2.860,00 TL","4.530,00 TL"
Hırdavat,İZELTAŞ 5 Gözlü Metal Takım Çantası 19x30x20 cm,"2.250,00 TL","3.575,00 TL"
Hırdavat,ROX Robust Bag On Wheels Imperteks Tekerlekli Bez Çanta (153ROX0154),"2.940,00 TL","4.940,00 TL"
Hırdavat,KREG KTC25 Vida İçin Organizer Takım Çantası,"2.400,00 TL","3.000,00 TL"
Hırdavat,ROX Robust Bag Imperteks Alet Sırt Çantası (153ROX1095),"1.590,00 TL","2.520,00 TL"
Hırdavat,ROX Easy Carry Imperteks Alet Çantası 16 (153ROX1096),"1.255,00 TL","1.985,00 TL"
Hırdavat,ROX Easy Carry İmperteks El Çantası 12'' (153ROX1094),"705,00 TL","1.115,00 TL"
Hırdavat,ROX Kangaroo İmperteks Bel Çantası (153ROX1093),"465,00 TL","735,00 TL"
Hırdavat,WINKEL 130130 Mavi Antifriz 3.0 LT  -56°C,"605,00 TL","1.005,00 TL"
Hırdavat,WINKEL Koyu Inox Sprey 400 ml (140447),"300,00 TL","500,00 TL"
Hırdavat,WINKEL 150158  Genel Amaçlı Sprey Yapıştırıcı 500 ml,"450,00 TL","750,00 TL"
Hırdavat,WINKEL 150220 Genel Amaçlı Gres Yağı 400 ml,"430,00 TL","710,00 TL"
Hırdavat,WINKEL 150218 Yüksek Isı Gres Yağı - Graphit Montage Paste 700 °C Derece 1 kg,"1.290,00 TL","2.145,00 TL"
Hırdavat,WINKEL 150213 Marine Gres Yağı 1 kg,"1.100,00 TL","1.850,00 TL"
Hırdavat,WINKEL 150211 Ağır Hizmet Gres Yağı - Heavy Duty Grease 1 kg,"1.100,00 TL","1.850,00 TL"
Hırdavat,WINKEL 150204 Genel Amaçlı Gıda Gres Yağı - Food Grease 1 kg,"2.700,00 TL","4.500,00 TL"
Hırdavat,WINKEL 150219 Anti-Seize Metal Gres Yağı - Metal Paste 1 kg,"1.980,00 TL","3.295,00 TL"
Hırdavat,WINKEL 150210-1 Silikonlu Gres Yağ - Silicone Grease 1 kg,"2.450,00 TL","4.050,00 TL"
Hırdavat,WINKEL WINPOX WS-2000 Çift Kompenantlı Yapıştırıcı 25 ml.,"420,00 TL","695,00 TL"
Hırdavat,WINKEL PRO 5W74 Flanş Sızdırmazlık Contalama Orta Mukavemet 50 ml,"593,00 TL","1.040,00 TL"
Hırdavat,WINKEL Açık Inox Sprey 400 ml (140448),"445,00 TL","745,00 TL"
Hırdavat,WINKEL Kırmızı Antifriz 3.0 Litre (130119),"635,00 TL","1.055,00 TL"
Hırdavat,WINKEL Kaçak Arama Spreyi (150150),"250,00 TL","420,00 TL"
Hırdavat,MICHELIN MC33177 Buz Çözücü Sprey 500 ml,"320,00 TL","320,00 TL"
Hırdavat,BETA BT-70 Developer Sprey,"390,00 TL","455,00 TL"
Hırdavat,BETA BT-69 Cleaner Sprey,"390,00 TL","455,00 TL"
Hırdavat,STARLINE E-111805 Köpük Nitril Eldiven 9 Numara,"130,00 TL","235,00 TL"
Hırdavat,STARLINE E-041 YS Takviyeli Deri İş Eldiveni 10 Numara,"140,00 TL","270,00 TL"
Hırdavat,BEYBİ PL-9 Nitril Örme Eldiven Kırmızı Siyah No:10,"45,00 TL","45,00 TL"
Hırdavat,BEYBİ PN-2 Beyaz Sarı Nitril Eldiven No:10,"22,00 TL","22,00 TL"
Hırdavat,BEYBİ KN350 Flex 9 Numara İş Eldiveni,"33,00 TL","33,00 TL"
Hırdavat,BEYBİ KN350 Flex 10 Numara İş Eldiveni,"33,00 TL","33,00 TL"
Hırdavat,BEYBİ NMF134 Mikro Köpük 10 Numara Nitril İş Eldiveni,"75,00 TL","75,00 TL"
Hırdavat,BEYBİ KN-2 Flex Nitril İş Eldiven 9 Numara,"36,50 TL","36,50 TL"
Hırdavat,BEYBİ KN-2 Flex Nitril İş Eldiven 10 Numara,"41,50 TL","36,50 TL"
Hırdavat,BEYBİ PFN110 Siyah 10 Numara Köpük Nitril Eldiven,"37,00 TL","37,00 TL"
Hırdavat,BEYBİ B-Flex134 Köpük Eldiven 9 Numara,"65,00 TL","65,00 TL"
Hırdavat,BEYBİ TOUCH 10 Numara Pu Kaplı Siyah İş Eldiveni,"28,00 TL","28,00 TL"
Hırdavat,BEYBİ PN-5 Kırmızı Siyah 9 Numara Nitril İş Eldiveni,"28,00 TL","28,00 TL"
Hırdavat,BEYBİ PN-5 Kırmızı Siyah 10 Numara Nitril İş Eldiveni,"28,00 TL","28,00 TL"
Hırdavat,BEYBİ KN6 Nitril Eldiven 10 Numara,"73,00 TL","73,00 TL"
Hırdavat,BEYBİ DK-01 Koton Kırmızı Montaj Eldiveni 10 Numara,"92,00 TL","92,00 TL"
Hırdavat,BEYBİ ARG-01 Argon Kaynakçı Eldiveni,"285,00 TL","285,00 TL"
Hırdavat,BEYBİ Zebra Nitril Mavi İş Eldiveni 10 Numara (1 Çift),"36,00 TL","36,00 TL"
Hırdavat,BEYBİ Zebra Nitril Kırmızı İş Eldiveni 10 Numara (1 Çift),"36,00 TL","36,00 TL"
Hırdavat,BEYBİ Pn7 Nitril İş Eldiveni 10 Numara (1 Çift),"30,00 TL","30,00 TL"
Hırdavat,BEYBİ Kn1 Nitril İş Eldiveni 10 Numara (1 Çift),"40,00 TL","40,00 TL"
Hırdavat,BEYBİ Kn1 Nitril İş Eldiveni 9 Numara (1 Çift),"40,00 TL","40,00 TL"
Hırdavat,BEYBİ Kn350 Nitril İş Eldiveni 10 Numara (1 Çift),"39,00 TL","39,00 TL"
Hırdavat,BEYBİ Kn350 Nitril İş Eldiveni 9 Numara (1 Çift),"39,00 TL","39,00 TL"
Hırdavat,BEYBİ Kn2 Nitril İş Eldiveni 10 Numara (1 Çift),"41,00 TL","41,00 TL"
Hırdavat,BEYBİ Kn2 Nitril İş Eldiveni 9 Numara (1 Çift),"41,00 TL","41,00 TL"
Hırdavat,BEYBİ Zebra Nitril Kırmızı İş Eldiveni 9 Numara (1 Çift),"36,00 TL","36,00 TL"
Hırdavat,STARLİNE STL-1015 Kesilmeye Dirençli PU Köpük Eldiven 9 Numara,"260,00 TL","470,00 TL"
Hırdavat,STARLİNE STL-1202 Nitril Köpük Eldiven 9 Numara,"130,00 TL","235,00 TL"
Hırdavat,STARLİNE STL-1201 Nitril Köpük Eldiven 9 Numara,"120,00 TL","220,00 TL"
Hırdavat,BETA BT-68 Penetrant Sprey (Kontrast Kırmızı),"430,00 TL","505,00 TL"
Hırdavat,WINKEL 20068 PRO Knead Steel Metal Epoksi Tamir Macunu 57 gr,"225,00 TL","370,00 TL"
Hırdavat,WINKEL 20065 PRO 5 MINUTE Clear Çift Kompenantlı Epoksi 25 GR.,"265,00 TL","445,00 TL"
Hırdavat,WINKEL PRO 5 Minute Steel Epoxy Çift Kompenantlı Epoksi 25 GR.(20064),"275,00 TL","460,00 TL"
Hırdavat,WINKEL 140618  WETOX Kaynak Temizleme Jeli 2 KG,"795,00 TL","1.325,00 TL"
Hırdavat,WINKEL 160118 Silikonlu Kalıp Ayırıcı Sprey 400 ml.,"195,00 TL","325,00 TL"
Hırdavat,WINKEL 140437 Perfect Zinc Çinko Sprey 400 ml.,"350,00 TL","585,00 TL"
Hırdavat,WINKEL Duman Dedektörü Test Spreyi 250 ml (150165),"570,00 TL","945,00 TL"
Hırdavat,WINKEL Pro 4W80 Black  Superglue Siyah Yapıştırıcı 20 gr,"380,00 TL","630,00 TL"
Hırdavat,WINKEL 20069 PRO Knead Water Metal Tamir Macunu 57 gr,"250,00 TL","410,00 TL"
Hırdavat,WINKEL PRO 20051  Knead Steel Metal Epoksi Tamir Macunu 114 gr,"360,00 TL","600,00 TL"
Hırdavat,WINKEL 20050 PRO Knead Water Metal Tamir Macunu 114 gr,"380,00 TL","630,00 TL"
Hırdavat,WINKEL Fren Balata Temizleme Spreyi (ECO),"100,00 TL","285,00 TL"
Hırdavat,WINKEL 160173-1  Pas Dönüştürücü 1 Litre,"2.080,00 TL","3.465,00 TL"
Hırdavat,WINKEL 160171 Universal Pas Sökücü 400 ml.,"175,00 TL","380,00 TL"
Hırdavat,WINKEL 160126 Multi Signum Spreyi 500 ML,"265,00 TL","480,00 TL"
Hırdavat,WINKEL 160121 Sıvı Gres 500 ml.(160121),"175,00 TL","380,00 TL"
Hırdavat,WINKEL Kesme Yağı 5 Litre 150215-5,"1.800,00 TL","4.000,00 TL"
Hırdavat,WINKEL Çinko Pasta 500 ml (140620-500),"1.095,00 TL","1.820,00 TL"
Hırdavat,WINKEL PRO 2W72 Vida Sabitleyici Yüksek Mukavemet 250 ml,"1.545,00 TL","2.709,00 TL"
Hırdavat,WINKEL PRO 6W48 Dişli Sızdırmazlık Yüksek Mukavemet 50 ml,"593,00 TL","1.040,00 TL"
Hırdavat,WINKEL PRO 6W38 Kenetleme Yüksek Mukavemet 250 ml,"1.545,00 TL","2.709,00 TL"
Hırdavat,WINKEL PRO 5W18 Flanş Sızdırmazlık Contalama Orta Mukavemet 50 ml,"593,00 TL","1.040,00 TL"
Hırdavat,WINKEL PRO 5W42 Dişli Sızdırmaz Orta Mukavemet 50 ml,"593,00 TL","1.040,00 TL"
Hırdavat,WINKEL PRO 5W77 Dişli Sızdırmazlık Orta Mukavemet,"1.545,00 TL","2.709,00 TL"
Hırdavat,WINKEL PRO 5W77 Dişli Sızdırmazlık Orta Mukavemet 50 ml,"593,00 TL","1.040,00 TL"
Hırdavat,WINKEL PRO 2W43 Civata Sabitleyici Orta Mukavemet 250 ml,"1.545,00 TL","2.709,00 TL"
Hırdavat,WINKEL PRO 2W22 Vida Sabitleyici Düşük Mukavemetli 50 ml,"593,00 TL","1.040,00 TL"
Hırdavat,WINKEL PRO 4W01 Super Glue Hızlı Yapıştırıcı 20 gr,"265,00 TL","445,00 TL"
Hırdavat,WINKEL Korozyon Koruma Sprey 400 ml (160117),"410,00 TL","685,00 TL"
Hırdavat,WINKEL WINCUT Delme Kesme Klavuz Çekme Yağı 5 lt (W150214),"2.925,00 TL","5.625,00 TL"
Hırdavat,WINKEL Şeffaf İzolasyon Vernik Sprey 400 ml (150149),"370,00 TL","620,00 TL"
Hırdavat,WINKEL Beyaz Çatlak Tespit Sprey (150143),"475,00 TL","790,00 TL"
Hırdavat,WINKEL Kırmızı Çatlak Tespit Sprey (150132),"520,00 TL","870,00 TL"
Hırdavat,WINKEL Wetox Paslanmaz Kaynak Temizleme Jeli 3 kg (140618-3),"1.100,00 TL","2.660,00 TL"
Hırdavat,WINKEL Portakallı Endüstriyel El Temizleme Kremi 3 lt (140598),"1.260,00 TL","2.100,00 TL"
Hırdavat,WINKEL Bensiz Enjektör Temizleyici 300 ml (130114),"270,00 TL","450,00 TL"
Hırdavat,WINKEL Motor Yağ Katkısı (130105),"470,00 TL","780,00 TL"
Hırdavat,WINKEL Araç İçi Klima Sprey 150 ml (130100),"275,00 TL","455,00 TL"
Hırdavat,WINKEL PRO 4W06 Düşük Viskoziteli Hızlı Yapıştırıcı 20 Gram,"265,00 TL","445,00 TL"
Hırdavat,WINKEL Pro Fast Cleaner Temizleme Spreyi 400 ml (20071),"495,00 TL","820,00 TL"
Hırdavat,FISCHER FIS VL 410 C Kimyasal Epoksi Kartuş 410 ml,"521,00 TL","3.356,00 TL"
Hırdavat,WINKEL PRO 6W38 Sıkı Geçme & Kenetleme Yüksek Mukavemet,"593,00 TL","1.040,00 TL"
Hırdavat,WINKEL PRO 2W43 Civata Sabitleme Orta Mukavemet 50 ml.,"593,00 TL","1.040,00 TL"
Hırdavat,WINKEL Pro Süper Japon Yapıştırıcı 20 gr.,"35,00 TL","193,00 TL"
Hırdavat,WINKEL Pro 2W70 Yüksek Mukavemetli Civata Sabitleyici,"593,00 TL","1.040,00 TL"
Hırdavat,WINKEL Universal Bio Reiniger Çok Amaçlı Temizleyici 1 Litre (170120),"420,00 TL","695,00 TL"
Hırdavat,WINKEL Seramik Kaynak ve Torç Koruma Spreyi (150303),"675,00 TL","1.120,00 TL"
Hırdavat,WINKEL Genel Amaçlı Rulman Gres 1 Kg (150206),"1.100,00 TL","1.800,00 TL"
Hırdavat,WINKEL Lastik ve Plastik Bakım Spreyi (150151),"315,00 TL","525,00 TL"
Hırdavat,WINKEL Kırmızı İzolasyon Verniği Sprey (150148),"390,00 TL","650,00 TL"
Hırdavat,WINKEL Dizel Enjektör Temizleyici 300 ml (130113),"295,00 TL","490,00 TL"
Hırdavat,WINKEL Motor Sistem Temizleyici (130106),"295,00 TL","495,00 TL"
Hırdavat,BOSCH Pnömatik Makinalar İçin Gres Yağı (1615430005),"168,00 TL","168,00 TL"
Hırdavat,WINKEL Yağlı Kontak Spreyi 400 ml. (170108),"330,00 TL","545,00 TL"
Hırdavat,WINKEL Silah Bakım ve Koruma Spreyi 200 ml. (160111 ),"295,00 TL","485,00 TL"
Hırdavat,WINKEL Gıda Onaylı Yağlama Spreyi 400 ml. (160105),"510,00 TL","845,00 TL"
Hırdavat,WINKEL MOS2 Kuru Sistem Yağlama Spreyi 400 ml.(160109),"511,00 TL","851,00 TL"
Hırdavat,WINKEL V Kayış Spreyi 400 ml. (150157),"390,00 TL","650,00 TL"
Hırdavat,WINKEL Bakır Sprey 400 ml.(140442),"505,00 TL","840,00 TL"
Hırdavat,STARLİNE E-92 Nitril Köpük Ve Dot Eldiven 9 Numara,"125,00 TL","225,00 TL"
Hırdavat,STARLİNE STL-1502 Kesilmeye Dirençli Eldiven 9 Numara,"245,00 TL","470,00 TL"
Hırdavat,STARLİNE STL-1086 Nitril Köpük Eldiven 9 Numara,"125,00 TL","230,00 TL"
Hırdavat,STARLİNE STL-1086 Köpük Nitril Eldiven 10 Numara,"125,00 TL","230,00 TL"
Hırdavat,STARLİNE STL-1083 Köpük Nitril Eldiven 9 Numara,"120,00 TL","220,00 TL"
Hırdavat,STARLİNE H2-45 Kauçuk Eldiven 11 Numara,"170,00 TL","350,00 TL"
Hırdavat,STARLİNE H1-60 Kauçuk Eldiven 11 Numara,"175,00 TL","355,00 TL"
Hırdavat,STARLİNE H1-45 Kauçuk Eldiven 11 Numara,"165,00 TL","300,00 TL"
Hırdavat,STARLİNE E-370 Petrolcü Eldiveni 10 Numara,"106,00 TL","192,00 TL"
Hırdavat,STARLİNE D Model Kauçuk Eldiven 10 Numara,"60,00 TL","105,00 TL"
Hırdavat,SANDER NP 01 Nitril Eldiven 9 Numara,"42,00 TL","42,00 TL"
Hırdavat,MAX SAFETY Kırmızı Kaynakçı Eldiveni,"285,00 TL","525,00 TL"
Hırdavat,BEYBİ Strong-5 Pudrasız Mavi Nitril Muayene Eldiveni - 100'lü Paket (Beden Seçiniz),"160,00 TL","160,00 TL"
Hırdavat,BEYBİ PN-5 Sarı Beyaz Nitril Eldiven NO:9 (1 ÇİFT),"26,00 TL","26,00 TL"
Hırdavat,BEYBİ PN-5 Sarı Beyaz Nitril Eldiven NO:10 (1 ÇİFT),"26,00 TL","26,00 TL"
Hırdavat,DELTAPLUS VV 636 BL Eldiven 10 Numara,"255,00 TL","350,00 TL"
Hırdavat,DELTAPLUS Toutravo VE509 Kimyasal Eldiveni XL,"200,00 TL","275,00 TL"
Hırdavat,DELTAPLUS Toutravo VE509 Kimyasal Eldiveni L,"200,00 TL","275,00 TL"
Hırdavat,STARLINE STL-1006 Nitril Köpük Eldiven 8 Numara,"205,00 TL","365,00 TL"
Hırdavat,STARLINE STL-1006 Nitril Köpük Eldiven 10 Numara,"205,00 TL","365,00 TL"
Hırdavat,FULLFACTOR B 1953 Kesilmeye Dayanıklı Eldiven 8 Numara,"175,00 TL","195,00 TL"
Hırdavat,STARLINE E-111801 Nitril Köpük Eldiven 10 Numara,"95,00 TL","170,00 TL"
Hırdavat,STARLINE E-91 Nitril Köpük Eldiven 10 Numara,"105,00 TL","195,00 TL"
Hırdavat,ToWorkFor Brake 43 Numara İş Ayakkabısı S3 SRC HRO,"5.355,00 TL","6.295,00 TL"
Hırdavat,ToWorkFor OHM 42 Numara İş Ayakkabısı S3 SRC HRO,"5.135,00 TL","6.040,00 TL"
Hırdavat,ToWorkFor OHM 44 Numara İş Ayakkabısı S3 SRC HRO,"5.135,00 TL","6.040,00 TL"
Hırdavat,EXENA WATT Elektrikçi İş Ayakkabısı 18.000 Volt (Numara Seçiniz),"3.360,00 TL","3.360,00 TL"
Hırdavat,ToWorkFor OHM 43 Numara İş Ayakkabısı S3 SRC HRO,"5.135,00 TL","6.040,00 TL"
Hırdavat,POLLYBOOT Galaxy Vega 04 Haki Çeliksiz Çizme (Numara Seçiniz),"1.350,00 TL","1.460,00 TL"
Hırdavat,POLLYBOOT Power Rıgger 04 İçi Yünlü Boğazlı Avcı Çizmesi (Numara Seçiniz),"2.100,00 TL","2.310,00 TL"
Hırdavat,KASWELD 2603 Argon İçin Yüksek Basınç Düşürücü Regülatör(0-200 Bar),"10.080,00 TL","12.600,00 TL"
Hırdavat,KASWELD 2601 Oksijen İçin Yüksek Basınç Düşürücü (0-200 Bar),"10.080,00 TL","12.600,00 TL"
Hırdavat,KASWELD 2402 Azot İçin Yüksek Basınç Düşürücü Regülatör 0-50 Bar,"4.705,00 TL","5.880,00 TL"
Hırdavat,KASWELD 2111 Karışım Gaz Basınç Düşürücü Regülatör,"3.120,00 TL","3.900,00 TL"
Hırdavat,KASWELD 2602 Azot İçin Yüksek Basınç Düşürücü (0-200 Bar),"10.080,00 TL","12.600,00 TL"
Hırdavat,KASWELD 2303-F2 Çift Flowmetreli Argon Basınç Düşürücü Regülatör,"5.860,00 TL","7.320,00 TL"
Hırdavat,KASWELD 2201 Manometresiz Propan Basınç Düşürücü Regülatör,"1.440,00 TL","1.800,00 TL"
Hırdavat,KASWELD 2200 Manometreli Propan Basınç Düşürücü Regülatör,"1.635,00 TL","2.040,00 TL"
Hırdavat,KASWELD 2108 Hidrojen Basınç Düşürücü Regülatör,"3.120,00 TL","3.900,00 TL"
Hırdavat,KASWELD 2107 Helyum Basınç Düşürücü Regülatör,"3.120,00 TL","3.900,00 TL"
Hırdavat,KASWELD 2105 Asetilen Basınç Düşürücü Regülatör,"3.120,00 TL","3.900,00 TL"
Hırdavat,KASWELD 2104 Co2 Karbondioksit Basınç Düşürücü Regülatör,"3.120,00 TL","3.900,00 TL"
Hırdavat,KASWELD 2103 Gazaltı Argon Basınç Düşürücü Regültör (Karışım Gaz),"3.120,00 TL","3.900,00 TL"
Hırdavat,KASWELD 2102 Azot Basınç Düşürücü Regülatör,"3.120,00 TL","3.900,00 TL"
Hırdavat,KASWELD 2101 Oksijen Basınç Düşürücü Regülatör,"3.120,00 TL","3.900,00 TL"
Hırdavat,KASWELD 4105 Manometre 63 mm 0-32 lt/min,"408,00 TL","510,00 TL"
Hırdavat,KASWELD 4104 Manometre 63 mm 0-315 Bar,"408,00 TL","510,00 TL"
Hırdavat,KASWELD 4103 Manometre 63 mm 0-40 Bar,"408,00 TL","510,00 TL"
Hırdavat,KASWELD 4102 Manometre 63 mm 0-16 Bar,"408,00 TL","510,00 TL"
Hırdavat,"KASWELD 4101 Manometre 63 mm 0-2,5 Bar","408,00 TL","510,00 TL"
Hırdavat,KASWELD 3007 P Basınç Düşürücü Propan İçin Emniyet Valfi,"1.155,00 TL","1.440,00 TL"
Hırdavat,KASWELD 3006 O Şalamalar İçin Emniyet Valfi (Oksijen),"550,00 TL","685,00 TL"
Hırdavat,KASWELD 3005 A Şalamalar İçin Emniyet Valfi (Asetilen),"550,00 TL","685,00 TL"
Hırdavat,KASWELD 3004 O Basınç Düşürücü İçin Emniyet Valfi (Oksijen),"915,00 TL","1.140,00 TL"
Hırdavat,KASWELD 3003 A Basınç Düşürücü İçin Emniyet Valfi (Asetilen),"915,00 TL","1.140,00 TL"
Hırdavat,KASWELD 3002 O Hortum Arası İçin Emniyet Valfi (Oksijen),"505,00 TL","630,00 TL"
Hırdavat,KASWELD 3001 A Hortum Arası İçin Emniyet Valfi (Asetilen),"505,00 TL","630,00 TL"
Hırdavat,KASWELD 104 Düz Tip Tetikli Gazlı Havya,"2.930,00 TL","3.660,00 TL"
Hırdavat,KASWELD 103 Düz Tip Gazlı Havya,"2.545,00 TL","3.180,00 TL"
Hırdavat,KASWELD 106 Düz Tip Yedek Bakır Havya,"1.035,00 TL","1.290,00 TL"
Hırdavat,KASWELD 1300 A Kaynak Şalaması Kolu ve Yedek Uçları Oksijen-Asetilen (Ölçü Seçiniz),"90,00 TL","90,00 TL"
Hırdavat,KASWELD 1455 P Oksijen-Propan İçin Tavlama Lülesi 4-8 Bar H-5,"3.555,00 TL","4.440,00 TL"
Hırdavat,KASWELD 1454 P Oksijen-Propan İçin Tavlama Lülesi 3-6 Bar H-4,"3.025,00 TL","3.780,00 TL"
Hırdavat,KASWELD 1453 P Oksijen-Propan İçin Tavlama Lülesi 2-5 Bar H-3,"1.920,00 TL","2.400,00 TL"
Hırdavat,KASWELD 1451 P Oksijen-Propan İçin Tavlama Lülesi 1-2 Bar H-1,"1.155,00 TL","1.440,00 TL"
Hırdavat,KASWELD 1703 P Lüle Karışımlı Kesme Lülesi No.3 (Oksijen-Propan),"432,00 TL","540,00 TL"
Hırdavat,KASWELD 1702 P Lüle Karışımlı Kesme Lülesi No.2 (Oksijen-Propan),"432,00 TL","540,00 TL"
Hırdavat,KASWELD 1701 P Lüle Karışımlı Kesme Lülesi No.1 (Oksijen-Propan),"432,00 TL","540,00 TL"
Hırdavat,KASWELD 1205 P Propan İçin Kesme Lülesi Takımı 3-100 mm,"625,00 TL","780,00 TL"
Hırdavat,KASWELD 1204 P Oksijen-Propan İçin Bakır Kovan 3-100 mm,"192,00 TL","240,00 TL"
Hırdavat,KASWELD 1203 P Oksijen-Propan İçin Kesme Lülesi 50-100 mm,"144,00 TL","180,00 TL"
Hırdavat,KASWELD 1202 P Oksijen-Propan İçin Kesme Lülesi 20-50 mm,"144,00 TL","180,00 TL"
Hırdavat,KASWELD 1201 P Oksijen-Propan İçin Kesme Lülesi 3-20 mm,"144,00 TL","180,00 TL"
Hırdavat,KASWELD 1100 Oksijen Şalama İçin Elçek Sap,"1.970,00 TL","2.460,00 TL"
Hırdavat,YILDIZ 45400P Propan-Oksijen Kesme Lülesi 1-5 mm No.0,"346,00 TL","432,00 TL"
Hırdavat,YILDIZ 4534A Asetilen-Oksijen Kesme Lülesi 90-150 mm No.4,"442,00 TL","552,00 TL"
Hırdavat,YILDIZ 4533A Asetilen-Oksijen Kesme Lülesi 70-100 mm No.3,"442,00 TL","552,00 TL"
Hırdavat,YILDIZ 4532A Asetilen-Oksijen Kesme Lülesi 10-75 mm No.2,"442,00 TL","552,00 TL"
Hırdavat,YILDIZ 4530P Propan-Oksijen Kesme Lüles 3-6 mm No.0,"442,00 TL","552,00 TL"
Hırdavat,YILDIZ 4522A Asetilen-Oksijen Kesme Lülesi 10-25 mm No.2,"442,00 TL","552,00 TL"
Hırdavat,YILDIZ 4520P Propan-Oksijen Kesme Lülesi 3-5 mm No.0,"442,00 TL","552,00 TL"
Hırdavat,YILDIZ 4525A Asetilen-Oksijen Kesme Lülesi 100-150 mm No.5,"442,00 TL","552,00 TL"
Hırdavat,YILDIZ 4521A Asetilen-Oksijen Kesme Lülesi 5-10 mm No.1,"442,00 TL","552,00 TL"
Hırdavat,YILDIZ 4520A Asetilen-Oksijen Kesme Lülesi 3-5 mm No.0,"442,00 TL","552,00 TL"
Hırdavat,YILDIZ 4526P Oksijen-Propan Kesme Lülesi 100-200 mm No.6,"442,00 TL","552,00 TL"
Hırdavat,YILDIZ 3006 Propan Bağlantı Boyunu 60 mm,"528,00 TL","660,00 TL"
Hırdavat,YILDIZ 4524A Asetilen-Oksijen Kesme Lülesi 40-90 mm No.4,"442,00 TL","552,00 TL"
Hırdavat,YILDIZ 3020 Propan Bağlantı Boyunu 200 mm,"557,00 TL","696,00 TL"
Hırdavat,YILDIZ 3010 Propan Bağlantı Boyunu 100 mm,"548,00 TL","684,00 TL"
Hırdavat,KASWELD 2401 Oksijen İçin Yüksek Basınç Düşürücü Regülatör (0-50 Bar),"4.705,00 TL","5.880,00 TL"
Hırdavat,WINKEL Alüminyum Sprey 400 ml.(140440),"400,00 TL","670,00 TL"
Hırdavat,WINKEL Multi Köpük Sprey 400 ml.(170112),"230,00 TL","385,00 TL"
Hırdavat,WINKEL Kalıp Koruyucu Sprey 400 ml.(150170),"345,00 TL","575,00 TL"
Hırdavat,"WINKEL Winol Glanz Temizleme,Parlatma,Koruma Kremi 150 ml.(140623)","295,00 TL","490,00 TL"
Hırdavat,WINKEL Buz Pas Sökücü 400 ml.(160102),"285,00 TL","470,00 TL"
Hırdavat,WINKEL Radyatör Tıkayıcı 300 ml.(130109),"285,00 TL","475,00 TL"
Hırdavat,WINKEL Dizel/Mazot Katkısı 200 ml.(130102),"290,00 TL","480,00 TL"
Hırdavat,WINKEL 130103 Benzin Katkısı 200 ml.,"290,00 TL","480,00 TL"
Hırdavat,WINKEL Sıvı Conta 70 ml. (SİYAH) (200502),"200,00 TL","335,00 TL"
Hırdavat,WINKEL Teflon Sprey 400 ml.(150130),"330,00 TL","545,00 TL"
