District,Rooms,Price
Bozyazı,2+1,5000
Erdemli / Arpaçbahşiş,1+1,10000
Erdemli / Beldeler,1+1,2499
Erdemli / Beldeler,1+1,5000
Yenişehir / Hürriyet,3+1,10000
Erdemli / Merkez,1+1,10000
Akdeniz / Mithatpaşa,3+1,6500
Erdemli / Merkez,2+1,10000
Erdemli / Arpaçbahşiş,1+1,10000
Erdemli / Beldeler,1+1,9999
Akdeniz / Barış,3+1,10000
Toroslar / Halkkent,2+1,10000
Erdemli / Beldeler,1+1,5000
Erdemli / Merkez,1+1,2000
Toroslar,2+1,10000
Erdemli / Merkez,2+1,3000
Toroslar / Akbelen,2+1,10000
Akdeniz / Barış,3+1,10000
Yenişehir / Barbaros,2+1,8500
Akdeniz / Camiişerif,2+1,10000
Tarsus / Anıt,3+1,8500
Erdemli / Beldeler,1+1,10000
Erdemli / Beldeler,1+1,2500
Erdemli / Merkez,1+1,10000
Erdemli / Akdeniz,1+1,2000
Silifke / Taşucu,3+1,10000
Mut / Köyler,3+1,10000
Yenişehir / Egriçam,1+1,10000
Akdeniz / Camiişerif,1+1,10000
Silifke / Taşucu,2+1,8000
Erdemli / Merkez,1+1,10000
Toroslar / Halkkent,2+1,10000
Toroslar / Halkkent,2+1,10000
Erdemli / Merkez,2+1,1250
Akdeniz / Çankaya,2+1,10500
Toroslar / Çavuşlu,1+1,10500
Erdemli / Beldeler,1+1,5000
Erdemli / Kocahasanlı,2+1,9000
Silifke / Taşucu,3+1,5000
Toroslar,2+1,10000
Erdemli / Beldeler,2+1,3000
Erdemli / Beldeler,2+1,3250
Toroslar / Çavuşlu,2+1,10000
Akdeniz / Barış,1+1,10000
Erdemli / Beldeler,1+1,2000
Erdemli / Kocahasanlı,1+1,10000
Yenişehir / Egriçam,3+1,10000
Erdemli / Beldeler,1+1,3500
Tarsus / 82 Evler,1+1,1000
Toroslar / Sağlık,1+1,8500
Erdemli / Beldeler,1+1,2000
Akdeniz / Özgürlük,2+1,9200
Aydıncık / Köyler,2+1,3300
Erdemli / Arpaçbahşiş,2+1,5000
Silifke / Gazi,2.5+1,10500
Erdemli / Limonlu,1+1,10000
Erdemli / Merkez,1+1,10000
Toroslar / Çavuşlu,3+1,10000
Erdemli / Arpaçbahşiş,1+1,5000
Yenişehir / Cumhuriyet,2+1,10000
Akdeniz / Çankaya,2+1,8000
Yenişehir / Çiftlikköy,Stüdyo (1+0),10000
Akdeniz / Çankaya,Stüdyo (1+0),10000
Akdeniz / Çankaya,1+1,9000
Akdeniz / Mithatpaşa,2+1,10000
Silifke / Atakent,1+1,1500
Akdeniz / Barış,3+1,10000
Silifke / Atakent,2+1,8250
Erdemli / Beldeler,1+1,2499
Silifke / Atayurt,2+1,8000
Bozyazı / Tekmen,3.5+1,6000
Erdemli / Kocahasanlı,1+1,10000
Yenişehir / Cumhuriyet,1+1,10000
Erdemli / Merkez,1+1,2000
Silifke / Taşucu,2+1,2000
Mezitli,1+1,10000
Erdemli / Merkez,1+1,10000
Erdemli / Merkez,2+1,1000
Anamur / Göktaş,3+1,10000
Erdemli / Merkez,1+1,10000
Erdemli / Merkez,2+1,11000
Gülnar / Merkez,3+1,11000
Akdeniz / Çay,3+1,12000
Yenişehir / Egriçam,3+1,12500
Erdemli / Arpaçbahşiş,1+1,12000
Toroslar / Sağlık,1+1,12000
Yenişehir / Egriçam,2+1,12500
Yenişehir / Cumhuriyet,1+1,12000
Akdeniz / Camiişerif,2+1,12000
Mezitli,1+1,12500
Yenişehir / Çiftlikköy,1+1,12000
Toroslar / Akbelen,3+1,12000
Yenişehir / Egriçam,2+1,12000
Mezitli / Köyler,2+1,12000
Mezitli,1+1,12000
Erdemli / Akdeniz,2+1,12000
Erdemli / Arpaçbahşiş,1+1,11000
Erdemli / Arpaçbahşiş,1+1,11500
Erdemli / Çeşmeli,1+1,12000
Silifke / Saray,3+1,11000
Toroslar / Halkkent,2+1,11000
Mezitli,1+1,12000
Akdeniz / Yenitaşkent,1+1,12500
Silifke / Taşucu,1+1,12000
Toroslar / Sağlık,2+1,12000
Erdemli / Çeşmeli,1+1,12000
Akdeniz / Barış,1+1,11000
Yenişehir / Çiftlikköy,1+1,12000
Erdemli / Alata,1+1,12000
Erdemli / Merkez,1+1,12000
Erdemli / Akdeniz,2+1,12000
Toroslar / Alsancak,3+1,11000
Toroslar / Çavuşlu,2+1,12500
Erdemli / Arpaçbahşiş,1+1,11000
Erdemli / Arpaçbahşiş,1+1,11000
Akdeniz / Barış,3+1,12500
Tarsus / Gülek,Stüdyo (1+0),11000
Toroslar / Köyler,1+1,12500
Erdemli / Arpaçbahşiş,1+1,12000
Silifke / Saray,2+1,12000
Erdemli / Merkez,1+1,12500
Mezitli,3+1,12500
Yenişehir / Barbaros,1+1,12500
Erdemli / Alata,1+1,12000
Yenişehir / Bahçelievler,1+1,12500
Toroslar / Akbelen,2+1,12000
Akdeniz / Mithatpaşa,2+1,12000
Yenişehir / Cumhuriyet,1+1,12000
Akdeniz / Camiişerif,2+1,12000
Silifke / Gazi,2+1,12500
Mezitli,2+1,11500
Silifke / Gazi,2+1,12000
Yenişehir / Çiftlikköy,1+1,11000
Toroslar / Sağlık,2+1,11000
Erdemli / Beldeler,1+1,12000
Silifke / Taşucu,2+1,12000
