id,sku,name,brand,category,sub_category,family,regular_price,shown_price,discount_rate,unit,status,image_url,product_url,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
SM-R640NZWATUR,SM-R640NZWATUR,Galaxy Buds4 Pro,Samsung,Audio Sound,Galaxy Buds,Galaxy Buds4 Pro,12499.0,12499.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/s2602/gallery/tr-galaxy-buds4-r640-sm-r640nzwatur-thumb-550975743,https://www.samsung.com/tr/audio-sound/galaxy-buds/galaxy-buds4-pro-white-sm-r640nzwatur/,09,0.0,0.0,,
SM-R640NZKATUR,SM-R640NZKATUR,Galaxy Buds4 Pro,Samsung,Audio Sound,Galaxy Buds,Galaxy Buds4 Pro,12499.0,12499.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/s2602/gallery/tr-galaxy-buds4-r640-sm-r640nzkatur-thumb-550975722,https://www.samsung.com/tr/audio-sound/galaxy-buds/galaxy-buds4-pro-black-sm-r640nzkatur/,09,0.0,0.0,,
SM-R640NZDATUR,SM-R640NZDATUR,Galaxy Buds4 Pro (Samsung.com’a özel),Samsung,Audio Sound,Galaxy Buds,Galaxy Buds4 Pro (Samsung.com’a özel),12499.0,12499.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/s2602/gallery/tr-galaxy-buds4-r640-579513-sm-r640nzdatur-thumb-550981549,https://www.samsung.com/tr/audio-sound/galaxy-buds/galaxy-buds4-pro-pink-gold-sm-r640nzdatur/,09,0.0,0.0,,
SM-R540NZWATUR,SM-R540NZWATUR,Galaxy Buds4,Samsung,Audio Sound,Galaxy Buds,Galaxy Buds4,8999.0,8999.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/s2602/gallery/tr-galaxy-buds4-r540-sm-r540nzwatur-thumb-550984281,https://www.samsung.com/tr/audio-sound/galaxy-buds/galaxy-buds4-white-sm-r540nzwatur/,09,0.0,0.0,,
SM-R540NZKATUR,SM-R540NZKATUR,Galaxy Buds4,Samsung,Audio Sound,Galaxy Buds,Galaxy Buds4,8999.0,8999.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/s2602/gallery/tr-galaxy-buds4-r540-sm-r540nzkatur-thumb-550984260,https://www.samsung.com/tr/audio-sound/galaxy-buds/galaxy-buds4-black-sm-r540nzkatur/,09,0.0,0.0,,
SM-R420NZAATUR,SM-R420NZAATUR,Galaxy Buds3 FE,Samsung,Audio Sound,Galaxy Buds,Galaxy Buds3 FE,5499.0,5499.0,0,PIECE,OUT_OF_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/sm-r420nzaatur/gallery/tr-galaxy-buds3-fe-sm-r420nzaatur-thumb-548598574,https://www.samsung.com/tr/audio-sound/galaxy-buds/galaxy-buds3-fe-gray-sm-r420nzaatur/,09,0.0,,,
SM-R420NZKATUR,SM-R420NZKATUR,Galaxy Buds3 FE,Samsung,Audio Sound,Galaxy Buds,Galaxy Buds3 FE,5499.0,5499.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/sm-r420nzkatur/gallery/tr-galaxy-buds3-fe-sm-r420nzkatur-thumb-548598592,https://www.samsung.com/tr/audio-sound/galaxy-buds/galaxy-buds3-fe-black-sm-r420nzkatur/,09,0.0,0.0,,
SM-R410NZKATUR,SM-R410NZKATUR,Galaxy Buds Core,Samsung,Audio Sound,Galaxy Buds,Galaxy Buds Core,2299.0,2299.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/sm-r410nzkatur/gallery/tr-galaxy-buds-core-r410-sm-r410nzkatur-thumb-547787419,https://www.samsung.com/tr/audio-sound/galaxy-buds/galaxy-buds-core-black-sm-r410nzkatur/,09,0.0,0.0,,
SM-R410NZWATUR,SM-R410NZWATUR,Galaxy Buds Core,Samsung,Audio Sound,Galaxy Buds,Galaxy Buds Core,2299.0,2299.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/sm-r410nzwatur/gallery/tr-galaxy-buds-core-r410-sm-r410nzwatur-thumb-547787432,https://www.samsung.com/tr/audio-sound/galaxy-buds/galaxy-buds-core-white-sm-r410nzwatur/,09,0.0,0.0,,
EO-IC100BBEGWW,EO-IC100BBEGWW,AKG Tip C Kulaklık,Samsung,Audio Sound,AKG Kulaklıklar,Samsung Type-C Earphones,1199.0,1199.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/tr-samsung-type-c-earphones-eo-ic100-eo-ic100bbegww-frontblack-thumb-207369417,https://www.samsung.com/tr/audio-sound/akg-headphones/samsung-type-c-earphones-black-eo-ic100bbegww/,09,0.0,0.0,,
EO-IC100BWEGWW,EO-IC100BWEGWW,AKG Tip C Kulaklık,Samsung,Audio Sound,AKG Kulaklıklar,Samsung Type-C Earphones,1199.0,1199.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/tr-samsung-type-c-earphones-eo-ic100-eo-ic100bwegww-frontwhite-thumb-207369440,https://www.samsung.com/tr/audio-sound/akg-headphones/samsung-type-c-earphones-white-eo-ic100bwegww/,09,0.0,0.0,,
CFX-D100/EU,CFX-D100/EU,Hava Temizleyici Filtresi,Samsung,Air Purifier,Hava Temizleyici,Hava Temizleyici Filtresi,2299.0,2299.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/cfx-d100-eu/gallery/tr-air-purifier-accessories-cfx-d100-eu-thumb-550774719,https://www.samsung.com/tr/air-care/air-purifier/ax5500-cfx-d100-eu/,05,,,,
AP70F06103RGSK,AP70F06103RGSK,Hava Temizleyici AX5500,Samsung,Air Purifier,Hava Temizleyici,AX5500 Air Purifier with Multi-Layered High Efficiency Purification System,17499.0,17499.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/ap70f06103rgsk/gallery/tr-ax5500-ap70f06103rgsk-thumb-549260840,https://www.samsung.com/tr/air-care/air-purifier/ax5500-ap70f06103rgsk/,05,0.0,0.0,,
WMN-B50EB/XC,WMN-B50EB/XC,Slim Fit Wall Mount (2023),Samsung,TV Accessories,Wall Mount,2021 Slim Fit Wall Mount (WMN-A50E),5699.0,5699.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/wmn-b50eb-xc/gallery/tr-slim-fit-wall-mount-wmn-a50e-574132-wmn-b50eb-xc-thumb-550473937,https://www.samsung.com/tr/tv-accessories/slim-fit-wall-mount-wmn-b50eb-xc/,09,0.0,0.0,,
VG-SCFF65TKBZN,VG-SCFF65TKBZN,"65"" The Frame TV için Modern Özelleştirilebilir Çerçeve",Samsung,TV Accessories,Kişiselleştirilebilir Frame,Customizable Frame VG-SCFF,4999.0,4999.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/vg-scff65tkbzn/gallery/tr-customizable-frame-vg-scff-vg-scff65tkbzn-thumb-547585630,https://www.samsung.com/tr/tv-accessories/customizable-frame-vg-scff-vg-scff65tkbzn/,09,0.0,0.0,,
WMN8000SXT/ZN,WMN8000SXT/ZN,Büyük Boy Duvar Askı Aparatı,Samsung,TV Accessories,Wall Mount,Large Size Bracket Wall Mount,6499.0,6499.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/wmn8000sxt-zn/gallery/tr-large-size-bracket-wall-mount-wmn8000-wmn8000sxt-zn-thumb-544437603,https://www.samsung.com/tr/tv-accessories/large-size-bracket-wall-mount-wmn8000sxt-zn/,09,0.0,0.0,,
VG-SCFA55TKBRU,VG-SCFA55TKBRU,Modern Kişiselleştirilebilir Çerçeve (21/22 The Frame TV),Samsung,TV Accessories,Kişiselleştirilebilir Frame,Customizable Frame (VG-SCFA),4299.0,4299.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/vg-scfa55tkbru/gallery/tr-customizable-frame-vg-scfa-vg-scfa55tkbru-thumb-454290628,https://www.samsung.com/tr/tv-accessories/customizable-frame-vg-scfa-vg-scfa55tkbru/,09,0.0,0.0,,
MX-ST40F/TK,MX-ST40F/TK,Sound Tower MX-ST40F 160 Watt Parti Hoparlörü (2025),Samsung,Audio Devices,Sound Tower,Sound Tower MX-ST40F 160 watts Party Audio,18999.0,18999.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/mx-st40f-tk/gallery/tr-mx-st40f-mx-st40f-tk-thumb-549220929,https://www.samsung.com/tr/audio-devices/sound-tower/st40f-black-mx-st40f-tk/,09,0.0,0.0,,
MX-ST50F/TK,MX-ST50F/TK,Sound Tower MX-ST50F 240 Watt Parti Hoparlörü (2025),Samsung,Audio Devices,Sound Tower,Sound Tower MX-ST50F 240 watts Party Audio,24999.0,24999.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/mx-st50f-tk/gallery/tr-mx-st50f-mx-st50f-tk-thumb-549221368,https://www.samsung.com/tr/audio-devices/sound-tower/st50f-black-mx-st50f-tk/,09,0.0,0.0,,
HW-QS700F/TK,HW-QS700F/TK,Q-serisi Soundbar HW-QS700F 3.1.2 Kanal Derin Baslı Hoparlör (2025),Samsung,Audio Devices,Soundbar,Q-series Soundbar HW-QS700F 3.1.2 ch Subwoofer (2025),23999.0,23999.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/hw-qs700f-tk/gallery/tr-q-series-soundbar-hw-qs700f-hw-qs700f-tk-thumb-552199220,https://www.samsung.com/tr/audio-devices/soundbar/qs700f-black-hw-qs700f-tk/,09,,,,
HW-B400F/TK,HW-B400F/TK,B-serisi Soundbar HW-B400F 2.0 ch (2025),Samsung,Audio Devices,Soundbar,B-series Soundbar HW-B400F 2.0 ch Subwoofer (2025),4649.0,4649.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/hw-b400f-tk/gallery/tr-b-series-soundbar-hw-b400f-hw-b400f-tk-thumb-552199655,https://www.samsung.com/tr/audio-devices/soundbar/b400f-black-hw-b400f-tk/,09,0.0,0.0,,
HW-B450F/TK,HW-B450F/TK,B-serisi Soundbar HW-B450F 2.1 ch Subwoofer (2025),Samsung,Audio Devices,Soundbar,B-series Soundbar HW-B450F 2.1 ch Subwoofer (2025),8699.0,8699.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/hw-b450f-tk/gallery/tr-b-series-soundbar-hw-b450f-hw-b450f-tk-thumb-552199609,https://www.samsung.com/tr/audio-devices/soundbar/b450f-black-hw-b450f-tk/,09,0.0,0.0,,
HW-B650F/TK,HW-B650F/TK,B-serisi Soundbar HW-B650F 3.1 ch Subwoofer (2025),Samsung,Audio Devices,Soundbar,B-series Soundbar HW-B650F 3.1 ch Subwoofer (2025),12099.0,12099.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/hw-b650f-tk/gallery/tr-b-series-soundbar-hw-b650f-hw-b650f-tk-thumb-552199512,https://www.samsung.com/tr/audio-devices/soundbar/b650f-black-hw-b650f-tk/,09,0.0,0.0,,
HW-Q600F/TK,HW-Q600F/TK,Q-serisi Soundbar HW-Q600F 3.1.2 ch Subwoofer (2025),Samsung,Audio Devices,Soundbar,Q-series Soundbar HW-Q600F 3.1.2 ch Subwoofer (2025),14899.0,14899.0,0,PIECE,OUT_OF_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/hw-q600f-tk/gallery/tr-q-series-soundbar-hw-q600f-hw-q600f-tk-thumb-552199203,https://www.samsung.com/tr/audio-devices/soundbar/q600f-black-hw-q600f-tk/,09,0.0,,,
HW-Q800F/TK,HW-Q800F/TK,Q-serisi Soundbar HW-Q800F 5.1.2 ch Subwoofer (2025),Samsung,Audio Devices,Soundbar,Q-series Soundbar HW-Q800F 5.1.2 ch Subwoofer (2025),27999.0,27999.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/hw-q800f-tk/gallery/tr-q-series-soundbar-hw-q800f-hw-q800f-tk-thumb-552199238,https://www.samsung.com/tr/audio-devices/soundbar/q800f-black-hw-q800f-tk/,09,0.0,0.0,,
HW-Q990F/TK,HW-Q990F/TK,Q-serisi Soundbar HW-Q990F 11.1.4 ch Subwoofer & Arka Hoparlör (2025),Samsung,Audio Devices,Soundbar,Q-series Soundbar HW-Q990F 11.1.4 ch Subwoofer & Rear Speaker (2025),54999.0,54999.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/hw-q990f-tk/gallery/tr-q-series-soundbar-hw-q990f-hw-q990f-tk-thumb-552199356,https://www.samsung.com/tr/audio-devices/soundbar/q990f-black-hw-q990f-tk/,09,0.0,0.0,,
HW-LS60D/TK,HW-LS60D/TK,2024 LS60D Music Frame Dolby Atmos Hoparlör,Samsung,Audio Devices,Music Frame,Music Frame HW-LS60D Frame Design Wireless Speaker (2024),16999.0,16999.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/hw-ls60d-tk/gallery/tr-music-frame-hw-ls60d-hw-ls60d-tk-thumb-541614677,https://www.samsung.com/tr/audio-devices/music-frame/ls60d-black-hw-ls60d-tk/,09,,,,
RS90F64EEFTR,RS90F64EEFTR,Bespoke AI Gardrop Tipi Buzdolabı AI Home™ 621L,Samsung,Refrigerators,Yan Yana Kapılı,Bespoke AI Refrigerator SBS AI Home,165399.0,165399.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rs90f64eeftr/gallery/tr-rs80f-9-inch-ai-home-rs90f64eeftr-thumb-550374573,https://www.samsung.com/tr/refrigerators/side-by-side/refrigerator-sbs-9-inch-ai-home-621l-black-doi-rs90f64eeftr/,05,0.0,0.0,,
RM90F66CEWTR,RM90F66CEWTR,Bespoke AI 4 Kapılı Buzdolabı AI Home™ 658L,Samsung,Refrigerators,Gardırop Tipi,Bespoke AI Refrigerator FDR AI Home,206699.0,206699.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rm90f66cewtr/gallery/tr-4-door-french-door-refrigerators-with-ai-home-and-ai-hybrid-cooling-rm90f66cewtr-thumb-550374432,https://www.samsung.com/tr/refrigerators/french-door/rm90f-36-4-door-french-door-refrigerators-with-ai-home-and-ai-hybrid-cooling-658l-clean-white-rm90f66cewtr/,05,0.0,0.0,,
RS70F65QEFTR,RS70F65QEFTR,Bespoke AI Gardrop Tipi Buzdolabı Space Max™ 655L,Samsung,Refrigerators,Yan Yana Kapılı,Bespoke AI Refrigerator SBS AI Energy mode,94199.0,94199.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rs70f65qeftr/gallery/tr--rs70f65qeftr-thumb-550250905,https://www.samsung.com/tr/refrigerators/side-by-side/refrigerator-sbs-rs90f-basic-655l-black-doi-rs70f65qeftr/,05,0.0,0.0,,
RS70F65QETTR,RS70F65QETTR,Bespoke AI Gardrop Tipi Buzdolabı Space Max™ 655L,Samsung,Refrigerators,Yan Yana Kapılı,Bespoke AI Refrigerator SBS AI Energy mode,94699.0,94699.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rs70f65qettr/gallery/tr--rs70f65qettr-thumb-550250943,https://www.samsung.com/tr/refrigerators/side-by-side/refrigerator-sbs-rs90f-basic-655l-silver-rs70f65qettr/,05,0.0,0.0,,
RT53DG7A64S9TR,RT53DG7A64S9TR,Bespoke AI Üstten Donduruculu Buzdolabı Active Fresh Filtre 530L,Samsung,Refrigerators,Üstten Donduruculu,531L Buzdolabı Üstten Dondurucu AI Energy Inoks,65599.0,65599.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rt53dg7a64s9tr/gallery/tr--rt53dg7a64s9tr-thumb-550251077,https://www.samsung.com/tr/refrigerators/top-mount-freezer/top-freezer-ai-energy-531l-silver-rt53dg7a64s9tr/,05,0.0,0.0,,
RT53DG7A14S9TR,RT53DG7A14S9TR,Bespoke AI Üstten Donduruculu Buzdolabı Twin Cooling™ 530L,Samsung,Refrigerators,Üstten Donduruculu,RT7300D Top Mount Freezer Refrigerator with SmartThings AI Energy Mode,65599.0,65599.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rt53dg7a14s9tr/gallery/tr--rt53dg7a14s9tr-thumb-550251170,https://www.samsung.com/tr/refrigerators/top-mount-freezer/rt7300d-smartthings-ai-energy-mode-top-mount-freezer-smartthings-ai-energy-mode-531l-silver-rt53dg7a14s9tr/,05,0.0,0.0,,
RT53DG7A14WWTR,RT53DG7A14WWTR,Bespoke AI Üstten Donduruculu Buzdolabı Twin Cooling™ 530L,Samsung,Refrigerators,Üstten Donduruculu,RT7300D Top Mount Freezer Refrigerator with SmartThings AI Energy Mode,61899.0,61899.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rt53dg7a14wwtr/gallery/tr--rt53dg7a14wwtr-thumb-550251182,https://www.samsung.com/tr/refrigerators/top-mount-freezer/rt7300d-smartthings-ai-energy-mode-top-mount-freezer-smartthings-ai-energy-mode-531l-white-rt53dg7a14wwtr/,05,0.0,0.0,,
RT58K704RWW/TR,RT58K704RWW/TR,Bespoke AI Üstten Donduruculu Buzdolabı Twin Cooling™ 588L,Samsung,Refrigerators,Üstten Donduruculu,"RT7000K Top Freezer with  Twin Cooling Plus™, 580L",69099.0,69099.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rt58k704rww-tr/gallery/tr--rt58k704rww-tr-thumb-550251112,https://www.samsung.com/tr/refrigerators/top-mount-freezer/rt7000k-top-freezer-with-twin-cooling-plus-588l-white-rt58k704rww-tr/,05,0.0,0.0,,
RT58K704RSL/TR,RT58K704RSL/TR,Bespoke AI Üstten Donduruculu Buzdolabı Twin Cooling™ 588L,Samsung,Refrigerators,Üstten Donduruculu,"RT7000K Top Freezer with  Twin Cooling Plus™, 580L",72799.0,72799.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rt58k704rsl-tr/gallery/tr--rt58k704rsl-tr-thumb-550251106,https://www.samsung.com/tr/refrigerators/top-mount-freezer/rt7000k-top-freezer-with-twin-cooling-plus-588l-silver-rt58k704rsl-tr/,05,0.0,0.0,,
RB45DG600EWWTR,RB45DG600EWWTR,Bespoke AI Alttan Donduruculu Buzdolabı Space Max™ 458L <br>,Samsung,Refrigerators,Alttan Donduruculu Buzdolabı,RB6000D Bottom Mount Freezer Refrigerator with SmartThings AI Energy Mode and  SpaceMax™ technology,51299.0,51299.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rb45dg600ewwtr/gallery/tr--rb45dg600ewwtr-thumb-550341817,https://www.samsung.com/tr/refrigerators/bottom-mount-freezer/rb6000d-458l-white-rb45dg600ewwtr/,05,0.0,0.0,,
RB45DG600ES9TR,RB45DG600ES9TR,Bespoke AI Alttan Donduruculu Buzdolabı Space Max™ 458L <br>,Samsung,Refrigerators,Alttan Donduruculu Buzdolabı,RB6000D Bottom Mount Freezer Refrigerator with SmartThings AI Energy Mode and  SpaceMax™ technology,54799.0,54799.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rb45dg600es9tr/gallery/tr--rb45dg600es9tr-thumb-550341848,https://www.samsung.com/tr/refrigerators/bottom-mount-freezer/rb6000d-458l-refined-inox-rb45dg600es9tr/,05,0.0,0.0,,
RT62K704RSL/TR,RT62K704RSL/TR,Bespoke AI Üstten Donduruculu Buzdolabı Twin Cooling™ 622L,Samsung,Refrigerators,Üstten Donduruculu,RT7000K Top Freezer with Twin Cooling Plus™,77499.0,77499.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rt62k704rsl-tr/gallery/tr--rt62k704rsl-tr-thumb-550341713,https://www.samsung.com/tr/refrigerators/top-mount-freezer/rt7000k-top-freezer-with-twin-cooling-plus-622l-silver-rt62k704rsl-tr/,05,0.0,0.0,,
RT62K704RWW/TR,RT62K704RWW/TR,Bespoke AI Üstten Donduruculu Buzdolabı Twin Cooling™ 622L,Samsung,Refrigerators,Üstten Donduruculu,RT7000K Top Freezer with Twin Cooling Plus™,73999.0,73999.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rt62k704rww-tr/gallery/tr--rt62k704rww-tr-thumb-550341760,https://www.samsung.com/tr/refrigerators/top-mount-freezer/rt7000k-top-freezer-with-twin-cooling-plus-622l-white-rt62k704rww-tr/,05,0.0,0.0,,
RF65DG90BESLTR,RF65DG90BESLTR,Bespoke AI 4 Kapılı Buzdolabı Triple Cooling™ 650L,Samsung,Refrigerators,Gardırop Tipi,RF9000 T Style French Door Refrigerator with Beverage Center™,120799.0,120799.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rf65dg90besltr/gallery/tr--rf65dg90besltr-thumb-550251150,https://www.samsung.com/tr/refrigerators/french-door/rf9000d-rf9000dc-t-style-french-door-beverage-center-650l-silver-rf65dg90besltr/,05,0.0,0.0,,
RB58DS75ESA/TR,RB58DS75ESA/TR,Alttan Donduruculu Buzdolabı Twin Cooling™ 580L,Samsung,Refrigerators,Alttan Donduruculu Buzdolabı,RB3000RM Bottom Mount Freezer with Twin Cooling System™,67899.0,67899.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rb58ds75esa-tr/gallery/tr--rb58ds75esa-tr-thumb-550061218,https://www.samsung.com/tr/refrigerators/bottom-mount-freezer/rb3000rm-twin-cooling-580l-silver-rb58ds75esa-tr/,05,0.0,0.0,,
RB58DS75EWW/TR,RB58DS75EWW/TR,Alttan Donduruculu Buzdolabı Twin Cooling™ 580L,Samsung,Refrigerators,Alttan Donduruculu Buzdolabı,RB3000RM Bottom Mount Freezer with Twin Cooling System™,63899.0,63899.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rb58ds75eww-tr/gallery/tr--rb58ds75eww-tr-thumb-550068403,https://www.samsung.com/tr/refrigerators/bottom-mount-freezer/rb3000rm-twin-cooling-580l-white-rb58ds75eww-tr/,05,0.0,0.0,,
RT47CG6636WWTR,RT47CG6636WWTR,Bespoke AI Üstten Donduruculu Buzdolabı Space Max™ 465L,Samsung,Refrigerators,Üstten Donduruculu,RT6300C Top Mount Freezer Refrigerators with Bespoke Design,44999.0,44999.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rt47cg6636wwtr/gallery/tr--rt47cg6636wwtr-thumb-550251063,https://www.samsung.com/tr/refrigerators/top-mount-freezer/rt6300c-top-mount-freezer-bespoke-design-465l-white-rt47cg6636wwtr/,05,0.0,0.0,,
RT47CG6636S9TR,RT47CG6636S9TR,Bespoke AI Üstten Donduruculu Buzdolabı Space Max™ 465L,Samsung,Refrigerators,Üstten Donduruculu,RT6300C Top Mount Freezer Refrigerators with Bespoke Design,47799.0,47799.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rt47cg6636s9tr/gallery/tr--rt47cg6636s9tr-thumb-550251056,https://www.samsung.com/tr/refrigerators/top-mount-freezer/rt6300c-top-mount-freezer-bespoke-design-465l-silver-rt47cg6636s9tr/,05,0.0,0.0,,
RZ20DG3001WWTR,RZ20DG3001WWTR,6 Çekmeceli Dondurucu Kolay Açılır Kapı 188L,Samsung,Refrigerators,Tek Kapılı,RR3000BM One Door Refrigertor with Modern and Sleek Design RZ20DG3001WWTR,23999.0,23999.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rz20dg3001wwtr/gallery/tr-one-door-modern-and-sleek-design-503941-rz20dg3001wwtr-thumb-541004984,https://www.samsung.com/tr/refrigerators/one-door/rr3000bm-one-door-modern-and-sleek-design-160l-white-rz20dg3001wwtr/,05,0.0,0.0,,
RB50DG601ES9TR,RB50DG601ES9TR,Bespoke AI Alttan Donduruculu Buzdolabı Space Max™ 508L,Samsung,Refrigerators,Alttan Donduruculu Buzdolabı,RB6000D Bottom Mount Freezer Refrigerator with SmartThings AI Energy Mode and All-around Cooling,61299.0,61299.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rb50dg601es9tr/gallery/tr--rb50dg601es9tr-thumb-550060316,https://www.samsung.com/tr/refrigerators/bottom-mount-freezer/rb6000d-508l-refined-inox-rb50dg601es9tr/,05,0.0,0.0,,
RB50DG601EB1TR,RB50DG601EB1TR,Bespoke AI Alttan Donduruculu Buzdolabı Space Max™ 508L,Samsung,Refrigerators,Alttan Donduruculu Buzdolabı,RB6000D Bottom Mount Freezer Refrigerator with SmartThings AI Energy Mode and All-around Cooling,61799.0,61799.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rb50dg601eb1tr/gallery/tr--rb50dg601eb1tr-thumb-550068364,https://www.samsung.com/tr/refrigerators/bottom-mount-freezer/rb6000d-508l-black-doi-rb50dg601eb1tr/,05,0.0,0.0,,
RB50DG601EWWTR,RB50DG601EWWTR,Bespoke AI Alttan Donduruculu Buzdolabı Space Max™ 508L,Samsung,Refrigerators,Alttan Donduruculu Buzdolabı,RB6000D Bottom Mount Freezer Refrigerator with SmartThings AI Energy Mode and All-around Cooling,56899.0,56899.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rb50dg601ewwtr/gallery/tr--rb50dg601ewwtr-thumb-550068360,https://www.samsung.com/tr/refrigerators/bottom-mount-freezer/rb6000d-508l-white-rb50dg601ewwtr/,05,0.0,0.0,,
RF71DB965E8CTR,RF71DB965E8CTR,Bespoke AI 4 Kapılı Buzdolabı İçecek İstasyonu 819L,Samsung,Refrigerators,Gardırop Tipi,BESPOKE RF9000 T Style French Door Refrigerator with Beverage Center™,179999.0,179999.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rf71db965e8ctr/gallery/tr--rf71db965e8ctr-thumb-550341256,https://www.samsung.com/tr/refrigerators/french-door/rf9000d-rf9000dc-t-style-french-door-beverage-center-819l-rf71db965e8ctr/,05,0.0,0.0,,
RF71DG90BESLTR,RF71DG90BESLTR,Bespoke AI 4 Kapılı Buzdolabı Triple Cooling™ 821L,Samsung,Refrigerators,Gardırop Tipi,RF9000 T Style French Door Refrigerator with Beverage Center™,155599.0,155599.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rf71dg90besltr/gallery/tr--rf71dg90besltr-thumb-550341644,https://www.samsung.com/tr/refrigerators/french-door/rf9000d-rf9000dc-t-style-french-door-beverage-center-821l-silver-rf71dg90besltr/,05,0.0,0.0,,
RF57C510ESR/TR,RF57C510ESR/TR,Bespoke AI Gardrop Tipi Buzdolabı Twin Cooling™ 550L,Samsung,Refrigerators,Gardırop Tipi,RF5000A French Door Refrigerator with Built-in Look Design & Modern design,99799.0,99799.0,0,PIECE,IN_STOCK,https://images.samsung.com/is/image/samsung/p6pim/tr/rf57c510esr-tr/gallery/tr--rf57c510esr-tr-thumb-550341913,https://www.samsung.com/tr/refrigerators/french-door/rf5000a-550l-silver-rf57c510esr-tr/,05,0.0,0.0,,
