Location,Rooms,Daily Inflation(%)
Aksu,1+1,-0.1405763630886641
Aksu,1.5+1,-11.842105263157894
Aksu,2+1,1.7960077649002422
Aksu,3+1,5.179040782296586
Aksu,4+1,0.0
Aksu,5+1,-0.5733944954128507
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,0.0
Aksu/Köyler,2+1,-0.9765625000000056
Aksu/Köyler,3+1,4.629235354948605
Aksu/Köyler,4+1,-6.533776301218166
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+1,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Çalkaya,1+1,0.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,46.666666666666664
Alanya,1+1,-0.6868508490811397
Alanya,2+0,0.0
Alanya,2+1,5.61134358011328
Alanya,3+1,21.64973425700528
Alanya,3+2,0.0
Alanya,3.5+1,20.0
Alanya,4+1,11.514819248011083
Alanya,4+2,41.05263157894737
Alanya,4.5+2,0.0
Alanya,5+1,-4.657534246575338
Alanya,6+1,0.0
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),-2.5
Alanya/Beldeler,1+1,1.49794652875845
Alanya/Beldeler,2+1,2.6075836286365828
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,6.475925234718198
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,1.5523861766319207
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,11.111111111111105
Alanya/Beldeler,Stüdyo (1+0),0.0
Alanya/Demirtaş,1+1,0.0
Alanya/Köyler,1+1,-1.0752688172042972
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,0.0
Alanya/Köyler,3+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,28.440366972477065
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,-2.320271313924984
Demre/Kale(Demre),2.5+1,0.0
Demre/Kale(Demre),3+0,-39.473684210526315
Demre/Kale(Demre),3+1,6.790123456790119
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,11.11111111111111
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Köyler,0,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Merkez,1,0.0
Döşemealtı/Merkez,1+1,-0.45079260237780333
Döşemealtı/Merkez,2+0,0.0
Döşemealtı/Merkez,2+1,-3.0209861877809607
Döşemealtı/Merkez,3+1,-0.36132663928191106
Döşemealtı/Merkez,4+1,-3.3090844570617497
Döşemealtı/Merkez,5+1,1.271785209609037
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,0.0
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Yeniköy,1+1,0.29042857086099116
Döşemealtı/Yeniköy,2+0,-9.615384615384617
Döşemealtı/Yeniköy,2+1,5.739287597256396
Döşemealtı/Yeniköy,3+1,5.309791539130716
Döşemealtı/Yeniköy,4+1,-15.023827439177328
Döşemealtı/Yeniköy,5+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,4.206730769230776
Döşemealtı/Yeşilbayır,2+1,-7.414529914529912
Döşemealtı/Yeşilbayır,3+1,2.098751794985098
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,-0.4788418708240567
Döşemealtı/Yeşilbayır,5+1,-19.915254237288135
Döşemealtı/Yeşilbayır,6+1,0.0
Döşemealtı/Yeşilbayır,7+1,0.0
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Yeşilbayır,Stüdyo (1+0),0.0
Elmalı,2+1,2.631578947368421
Elmalı,3+1,4.51127819548873
Elmalı,Stüdyo (1+0),0.0
Finike,1+1,-1.2159329140461252
Finike,2+0,0.0
Finike,2+1,-3.3580910240202275
Finike,3+1,18.808567603748322
Finike,3.5+1,0.0
Finike,Stüdyo (1+0),0.0
Finike/Beldeler,1+1,0.9253799478819814
Finike/Beldeler,2+1,0.04482964734009976
Finike/Beldeler,3+1,2.293064876957499
Finike/Beldeler,4+1,0.0
Gazipaşa,1+1,-1.0321815153159357
Gazipaşa,2+1,9.136361492382445
Gazipaşa,3+1,0.0
Gazipaşa,4+1,0.0
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,2+1,0.0
Gazipaşa/Köyler,3+1,0.0
Kaş,1+1,0.0
Kaş,2+1,-0.1628304906993331
Kaş,3+1,-3.439153439153439
Kaş,5+1,-27.727272727272727
Kaş,Stüdyo (1+0),0.0
Kaş/Kalkan,1+1,0.9146341463414633
Kaş/Kalkan,2+1,8.992027092726403
Kaş/Kalkan,3+1,5.41127678483262
Kaş/Kalkan,3+2,0.0
Kaş/Kalkan,4+1,-1.6845355046485524
Kaş/Kalkan,5+1,0.0
Kaş/Kalkan,6+3,6.666666666666667
Kaş/Kalkan,7+2,0.0
Kaş/Köyler,1+1,-1.6802706081329548
Kaş/Köyler,2,0.0
Kaş/Köyler,2+1,-0.15060240963854873
Kaş/Köyler,2.5+1,0.0
Kaş/Köyler,3+1,0.0
Kaş/Köyler,3+2,0.0
Kaş/Köyler,4+1,0.0
Kaş/Köyler,Stüdyo (1+0),0.0
Kemer,1+1,3.741496598639461
Kemer,2+1,11.683238636363637
Kemer,3+1,2.525252525252525
Kemer,3.5+1,0.0
Kemer,4+1,8.396946564885496
Kemer,4+4,0.0
Kemer,4.5+1,0.0
Kemer,5+1,-22.5
Kemer,6+1,0.0
Kemer,7+1,0.0
Kemer,Stüdyo (1+0),0.0
Kemer/Göynük,1+1,2.4024024024024015
Kemer/Göynük,1.5+1,0.0
Kemer/Göynük,2+1,-1.3129102844638918
Kemer/Göynük,3+1,0.0
Kemer/Göynük,4+1,0.0
Kemer/Göynük,7+2,0.0
Kemer/Göynük,Stüdyo (1+0),-1.4715686274509805
Kemer/Köyler,1+1,0.0
Kemer/Köyler,2+1,0.0
Kemer/Tekirova,1+1,13.414634146341465
Kemer/Tekirova,2+1,0.0
Kemer/Tekirova,3+1,0.0
Kemer/Tekirova,5+1,60.0
Kemer/Tekirova,Stüdyo (1+0),0.0
Kepez/Ahatlı,1+1,-0.3841000015328536
Kepez/Ahatlı,2+0,-2.0326701715677054
Kepez/Ahatlı,2+1,3.5367743355360193
Kepez/Ahatlı,3+0,0.0
Kepez/Ahatlı,3+1,-0.5440026850518102
