Location,Rooms,Daily Inflation(%)
Aksu,1+1,-0.46095956559761503
Aksu,1.5+1,0.0
Aksu,2+1,-0.22869504257713064
Aksu,3+1,6.4930071014357935
Aksu,4+1,2.5760397268777067
Aksu,5+1,-7.958477508650519
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,1.714446318156267
Aksu/Köyler,2+1,-3.4488795518207285
Aksu/Köyler,3+1,0.9298998569384783
Aksu/Köyler,4+1,0.0
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+1,0.0
Aksu/Köyler,6+2,0.0
Aksu/Köyler,8+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Çalkaya,1+1,37.93103448275862
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,-1.5037804956645386
Alanya,2+0,12.5
Alanya,2+1,0.739947405646254
Alanya,2+2,0.0
Alanya,3+1,-1.4591418339293616
Alanya,3+2,0.0
Alanya,3.5+1,0.0
Alanya,4+1,2.518067418001715
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,0.869565217391317
Alanya,6+1,-18.996415770609314
Alanya,Stüdyo (1+0),-25.12923076923077
Alanya/Beldeler,1+1,-0.3403822519665351
Alanya/Beldeler,2+1,-0.0496144125195475
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,2.1395348837209367
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,Stüdyo (1+0),10.63147068147118
Alanya/Demirtaş,1+1,0.0
Alanya/Köyler,1+1,3.225806451612903
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,-6.666666666666661
Alanya/Köyler,3+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,17.307692307692307
Alanya/İncekum (Yeşilköy),3+1,-10.099009900990099
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,-13.846153846153847
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,13.920362576885722
Demre/Kale(Demre),3+0,0.0
