Location,Rooms,Daily Inflation(%)
Aksu,1+1,-3.1645907041232118
Aksu,2+1,0.19614221745952862
Aksu,3+1,-3.905888089723271
Aksu,4+1,-13.287197231833902
Aksu,5+1,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-0.16835016835016345
Aksu/Köyler,2+1,4.081632653061225
Aksu/Köyler,3+1,-4.129838463882962
Aksu/Köyler,4+1,15.272373540856032
Aksu/Köyler,4+2,0.0
Aksu/Köyler,5+1,0.0
Aksu/Köyler,6+1,-15.789473684210526
Aksu/Köyler,6+2,0.0
Aksu/Köyler,8+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,1+1,0.0
Aksu/Çalkaya,2+1,-5.555555555555555
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,-1.8180451416124814
Alanya,2+0,0.0
Alanya,2+1,0.43574134615979376
Alanya,2+2,0.0
Alanya,3+1,1.9234791792859578
Alanya,3+2,0.0
Alanya,3.5+1,0.0
Alanya,4+1,-1.7939216943711245
Alanya,4+2,0.0
Alanya,4.5+2,-16.666666666666664
Alanya,5+1,-6.6779374471682225
Alanya,6+1,0.0
Alanya,Stüdyo (1+0),34.48275862068966
Alanya/Beldeler,1+1,-0.365169297563685
Alanya/Beldeler,2+0,0.0
Alanya/Beldeler,2+1,1.5046926298925405
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,-1.9272436993956008
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-0.5104645227156772
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,Stüdyo (1+0),0.0
Alanya/Demirtaş,1+1,0.0
Alanya/Köyler,1+1,1.0869565217391264
Alanya/Köyler,1.5+1,5.0
Alanya/Köyler,2+1,-16.666666666666664
Alanya/Köyler,3+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,16.071428571428573
Demre/Kale(Demre),2+0,83.4862385321101
Demre/Kale(Demre),2+1,-4.758478931140798
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,0.0
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,-64.55696202531645
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Köyler,0,0.0
Döşemealtı/Köyler,2+1,0.0
