Location,Rooms,Daily Inflation(%)
Aksu,1+1,0.22304673622614246
Aksu,1.5+1,0.0
Aksu,2+1,-0.4574168133275651
Aksu,3+1,0.7556675062972292
Aksu,4+1,9.070495372890589
Aksu,5+1,0.0
Aksu,5+2,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-1.4812760055478493
Aksu/Köyler,2+1,-2.444240757714624
Aksu/Köyler,3+1,3.8095238095238098
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,0.0
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+1,-18.75
Aksu/Köyler,6+2,0.0
Aksu/Köyler,8+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,-12.5
Aksu/Pınarlı,3+1,0.0
Aksu/Çalkaya,1+1,0.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,0.48058425459218973
Alanya,2+0,0.0
Alanya,2+1,2.470301437933966
Alanya,2+2,0.0
Alanya,2.5+1,0.0
Alanya,3+1,-0.7368983149611606
Alanya,3+2,-29.166666666666668
Alanya,3.5+1,0.0
Alanya,4+1,0.9696686585932013
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,-1.4204545454545372
Alanya,6+1,0.0
Alanya,Stüdyo (1+0),-34.61538461538461
Alanya/Beldeler,1+1,-0.12752916100344328
Alanya/Beldeler,2+1,-1.4024416996687126
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,-3.577358258516789
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-2.2235759975632026
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,Stüdyo (1+0),0.0
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,2+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,-3.5714285714285774
Alanya/Köyler,3+1,-0.8238276299112847
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,283.33333333333337
Alanya/İncekum (Yeşilköy),2+1,-1.9230769230769231
Alanya/İncekum (Yeşilköy),3+1,-8.282828282828284
Alanya/İncekum (Yeşilköy),4+1,-8.516483516483513
Demre/Kale(Demre),1+1,-17.0
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,19.391543485733926
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,0.0
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,423.8095238095238
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,-2.5700934579439187
Döşemealtı/Merkez,1,0.0
Döşemealtı/Merkez,1+1,3.653362099964043
Döşemealtı/Merkez,2+0,0.0
Döşemealtı/Merkez,2+1,2.3227918888690775
Döşemealtı/Merkez,3+1,3.292682926829256
Döşemealtı/Merkez,4+1,-3.4753363228699574
Döşemealtı/Merkez,5+1,-0.8294573643410735
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,9.090909090909092
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),0.0
Döşemealtı/Yeniköy,1+1,-0.39268636324823236
Döşemealtı/Yeniköy,2+0,0.0
Döşemealtı/Yeniköy,2+1,-1.4292874849007824
Döşemealtı/Yeniköy,3+1,-0.8565685775156203
Döşemealtı/Yeniköy,4+1,-6.231343283582085
Döşemealtı/Yeniköy,5+1,0.0
Döşemealtı/Yeniköy,6+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,-1.3036809815950834
Döşemealtı/Yeşilbayır,2+1,2.482792527040305
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,-4.371584699453548
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,-5.9973345179920035
Döşemealtı/Yeşilbayır,5+1,0.0
Döşemealtı/Yeşilbayır,6+1,0.0
Döşemealtı/Yeşilbayır,7+1,0.0
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Yeşilbayır,Stüdyo (1+0),0.0
Elmalı,2+1,0.0
Elmalı,3+1,1.8181818181818181
Finike,1+1,1.2423155737704978
Finike,2+0,0.0
Finike,2+1,2.1459405611821483
Finike,3+1,0.5847953216374311
Finike,3.5+1,0.0
Finike,Stüdyo (1+0),0.0
Finike/Beldeler,1+1,-3.424247606019146
Finike/Beldeler,2+1,-2.7918781725888264
Finike/Beldeler,3+1,-0.9142053445850914
Finike/Beldeler,4+1,7.142857142857142
Gazipaşa,1+1,-2.787361235740137
Gazipaşa,2+1,-1.900253824518079
Gazipaşa,3+1,6.809494177260195
Gazipaşa,4+1,9.333333333333329
Gazipaşa,5+1,0.0
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,2+1,0.0
Gazipaşa/Köyler,3+1,0.0
Kaş,1+1,1.896263245956487
Kaş,2+1,-1.3454909373957566
Kaş,3+1,1.9163763066202057
Kaş,4+1,0.0
Kaş,5+1,0.0
Kaş,Stüdyo (1+0),0.0
Kaş/Kalkan,1+1,-4.470588235294115
Kaş/Kalkan,2+1,0.10939570429262806
Kaş/Kalkan,2.5+1,0.0
Kaş/Kalkan,3+1,-3.329752953813102
Kaş/Kalkan,3+2,0.0
Kaş/Kalkan,4+1,18.701906020551903
Kaş/Kalkan,5+1,47.97247023809525
