Location,Rooms,Daily Inflation(%)
Aksu,1+1,3.824496949687095
Aksu,1.5+1,0.0
Aksu,2+1,-1.178761169778028
Aksu,3+1,-0.4385738942270581
Aksu,4+1,11.583011583011576
Aksu,5+1,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),-38.775510204081634
Aksu/Köyler,1+1,-1.36986301369863
Aksu/Köyler,2+1,-1.9033530571992145
Aksu/Köyler,3+1,-12.565569861707193
Aksu/Köyler,4+1,-13.248945147679326
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+1,0.0
Aksu/Köyler,6+2,0.0
Aksu/Köyler,8+2,0.0
Aksu/Köyler,Stüdyo (1+0),0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Çalkaya,1+1,0.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,1.4004654177047524
Alanya,2+0,0.0
Alanya,2+1,0.8269226466258698
Alanya,2+2,0.0
Alanya,3+1,-0.5772740186311407
Alanya,3+2,0.0
Alanya,3.5+1,0.0
Alanya,4+1,0.4856019035594712
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,-6.801470588235291
Alanya,6+1,6.488549618320606
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),-15.53398058252428
Alanya/Beldeler,1+1,-0.0033027369523194183
Alanya/Beldeler,2+1,-1.4873684462322865
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,2.38744884038199
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-1.6566265060240966
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,Stüdyo (1+0),-2.4952758881330377
Alanya/Demirtaş,1+1,0.0
Alanya/Köyler,1+1,-1.4725568942436373
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,0.0
Alanya/Köyler,3+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,-3.7037037037037077
Demre/Kale(Demre),1+1,0.0
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,0.3437607425231989
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,1.2820512820512773
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,182.14285714285714
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,5+1,30.909090909090907
Döşemealtı/Köyler,0,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Merkez,1,0.0
Döşemealtı/Merkez,1+1,-1.3470394775232741
Döşemealtı/Merkez,2+0,-8.561643835616433
Döşemealtı/Merkez,2+1,-0.4991192014092671
Döşemealtı/Merkez,3+1,2.43902439024391
Döşemealtı/Merkez,4+1,10.888285950218247
Döşemealtı/Merkez,5+1,3.860465116279077
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),-52.17391304347826
Döşemealtı/Yeniköy,1+1,0.1652269375353399
Döşemealtı/Yeniköy,2+0,0.0
Döşemealtı/Yeniköy,2+1,-1.4572100851931848
Döşemealtı/Yeniköy,3+1,-1.5181225883990166
