Location,Rooms,Daily Inflation(%)
Aksu,1+1,0.2639161854848135
Aksu,1.5+1,13.432835820895523
Aksu,2+1,-0.42021908112398215
Aksu,3+1,-2.8032674557643915
Aksu,4+0,0.0
Aksu,4+1,0.0
Aksu,5+1,0.0
Aksu,7+1,0.0
Aksu/Köyler,1+1,-1.0023584905660434
Aksu/Köyler,2+1,0.0
Aksu/Köyler,3+1,-3.035495716034282
Aksu/Köyler,4+1,-1.7180094786729807
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+1,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Çalkaya,1+1,0.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,0.8119040292088436
Alanya,2+1,-4.736086085155718
Alanya,3+1,-16.618423979482593
Alanya,3+2,0.0
Alanya,3.5+1,-11.11111111111111
Alanya,4+1,-8.079133612237294
Alanya,4+2,-29.1044776119403
Alanya,5+1,22.12643678160919
Alanya,6+1,-6.093189964157702
Alanya,Stüdyo (1+0),10.04273504273505
Alanya/Beldeler,1+1,-1.498670879492789
Alanya/Beldeler,2+1,-3.860254438091874
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,-7.231386925024003
Alanya/Beldeler,4+1,-1.3666072489601901
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,Stüdyo (1+0),7.560975609756097
Alanya/Demirtaş,1+1,0.0
Alanya/Köyler,1+1,1.4945652173913004
Alanya/Köyler,3+1,-12.457142857142857
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,-3.7037037037037033
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,0.0
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,0.0
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-9.826589595375719
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Köyler,0,0.0
Döşemealtı/Köyler,2+1,-26.666666666666668
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Merkez,1,0.0
Döşemealtı/Merkez,1+1,-0.9203445208184631
Döşemealtı/Merkez,2+0,9.363295880149808
Döşemealtı/Merkez,2+1,7.981554424056093
Döşemealtı/Merkez,3+1,-6.8786502271252505
Döşemealtı/Merkez,4+1,0.0
Döşemealtı/Merkez,5+1,0.0
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),109.09090909090908
