Tarih,UrunID,UrunAdi,FiyatFloat
2026-08-23,1861311,J620 Creatista Pro Kapsüllü Gümüş Kahve Makinesi + Termos Hediyeli,42940.0
2026-08-23,1380851,G G29 Driving Force Shifter Yarış Direksiyonu ve Vites Seti,21367.37
2026-08-23,1803095,Beosound A9 5.G Natural Aluminium B Bluetooth Hoparlör,227959.0
2026-08-23,1703182,Humidify+Cool™ Ph2 De-Nox Nemlendirme Özellikli Hava Temizleyici (Beyaz/altın),37999.0
2026-08-23,1407596,Meta Quest 3 512 GB Beyaz VR Sanal Gerçeklik Gözlüğü ,36841.05
2026-08-23,1754811,Air 3 Acısız Safir Buz Soğutma 700.000 Atım Mor IPL Lazer Epilasyon Aleti + Deri Kutu Hediyeli,23999.0
2026-08-23,1878314,Playstation 5 Slim Standart Dijital Edition 1 TB Oyun Konsolu + 2. Beyaz Dualsense + Şarj  İstasyonu ,46314.74
2026-08-23,1706738,Purifier Hot+Cool HP1 Beyaz Hava Temizleyici,34999.0
2026-08-23,1123166,CIG251 Meşe 3 Raflı 250 Puro Kapasiteli Puro Dolabı,99990.0
2026-08-23,1865278,iPhone 17 Pro 256GB Gümüş Akıllı Cep Telefonu MG8G4TU/A,113401.03
2026-08-23,1348799,Zero Pro Hava Temi̇zleme Ci̇hazı,26500.0
2026-08-23,1801090,Beosound A9 Altın Rengi Multiroom Kablosuz Hoparlör,227959.0
2026-08-23,1611131,RBS4000 Wellness Akıllı Vücut Analiz Tartısı,2499.0
2026-08-23,2042744,Qrevo Curvx Beyaz Akılı Robot Süpürge,66314.74
2026-08-23,1630206,BeoSound Explore Suya Dayanıklı Yeşil Taşınabilir Bluetooth Hoparlör,13449.0
2026-08-23,1846489,Mini 5 Pro Fly More Combo Plus RC 2 Drone,75099.0
2026-08-23,1865379,RD545 Innerscan Pro Segmental Vücut Analizi Akıllı Dijital Tartı,141896.0
2026-08-23,1811352,F1 Pro Bütün Vücut Uyumlu Şarjlı Masaj Tabancası,2499.0
2026-08-23,1483234,Silk Expert Pro 5 Venus PL5146 Çanta ve 2 Başlıklı IPL Lazer Epilasyon Aleti,23999.0
2026-08-23,1962840,Phantom Ultimate Opéra de Paris Beyaz Kablosuz Bluetooth Hoparlör,159999.0
2026-08-23,1669853,G7 Pro Fold TENS-EMS Akıllı Boyun Masaj Aleti,9999.0
2026-08-23,1971659,RGB Işıklı Lambalı 1800 Mah Şarjlı Bluetooth Hoparlör X6850,1499.9
2026-08-23,1061251,FashionMaster Antrasit Lotus Beyazı Buharlı Ütü Sistemi B4847 ,164242.5
2026-08-23,1505318,SC 5 Deluxe Signature Line Buharlı Temizlik Makinesi,30799.0
2026-08-23,1557124,RA-333 500+ Adet Kabinet Puro Dolabı ,280816.39
2026-08-23,1607201,Powelix Activflow Expert Gümüş Blender,6499.0
2026-08-23,1617244,Detroit Taşınabilir Bluetooth Hoparlör,26399.0
2026-08-23,1854495,Airwrap Co-anda 2x™ Saç Şekillendirme ve Kurutma Seti (Ceramic Pink),35999.0
2026-08-23,1630211,BeoSound 2 3. Nesil Multiroom Siyah Hi-Fi Bluetooth Hoparlör,247349.0
2026-08-23,1742098,StainStriker Pet Başlıklı Leke Çıkarma ve Koltuk Yıkama Makinesi,7999.0
2026-08-23,1666263,Arete Two Nem Alma ve Hava Temizleme Cihazı 12 lt,26999.99
2026-08-23,1595672,Service Solo Silence 28 Şişe Kapasiteli Şarap Dolabı LS28S,39990.0
2026-08-23,2075935,Ear Siyah Kulak içi Bluetooth Kulaklık,5999.0
2026-08-23,1908109,BeoSound Explore Suya Dayanıklı Taşınabilir Bluetooth Hoparlör,13449.0
2026-08-23,1387958,PlayStation VR2 PS5 Sanal Gerçeklik Gözlüğü,27262.11
2026-08-23,1948016,Charmera Sürpriz Renk Anahtarlık Dijital Fotoğraf Makinesi,3995.0
2026-08-23,1117722,Hue Gradient Signe Zemin Işığı,16098.75
2026-08-23,1916229,Spot+Scrub™ Ai Islak ve Kuru Temizleme Özellikli Robot Süpürge,49999.0
2026-08-23,2058084,V15 Detect™ Absolute Kablosuz Dikey Süpürge,40999.0
2026-08-23,1729787,"iPad 11. Nesil A16 11"" Wi-Fi 128GB Pembe Tablet MD4E4TU/A",26803.09
2026-08-23,1853746,V16 Piston Animal Kablosuz Süpürge (Mat Siyah/Bakır),45999.0
2026-08-23,1588783,FC 8 Smart Signature Line Islak ve Kuru Dikey Süpürge,27499.0
2026-08-23,1882273,T35 Hybrid ANC/ENC Teknolojili Siyah Kulak İçi Bluetooth Kulaklık,3438.9
2026-08-23,2010729,ECAM450.86.T Eletta Explore Espresso Kahve Makinesi,69998.83
2026-08-23,1369580,Pro Express Protect GV9230 Buhar Kazanlı Ütü,14999.0
2026-08-23,1628922,AirPods 4. Nesil Kulak İçi Bluetooth Kulaklık,8299.0
2026-08-23,2077955,HushJet™ Carnelian/Sky Mini Cool Fan,4999.0
2026-08-23,2011924,Note Pro Siyah AI Ses Kaydedici PN0300,16999.0
2026-08-23,2000792,Deck OLED Oyun Konsolu 512GB HDR Ekran 4K Destekli Taşınabilir PC,56841.05
2026-08-23,1962841,Phantom Derin Orman Kablosuz Bluetooth Hoparlör,133999.0
2026-08-23,1966214,Airwrap Co-anda2x™ Saç Şekillendirme ve Kurutma Seti (Ceramic Apricot),35999.0
2026-08-23,1983928,Beyaz 7200 RPM 3 Kademe LED Ekran USB-C 1800 mAh Şarjlı Tüy Toplama Makinesi X6175,1899.0
2026-08-23,1944286,Multigrill 9 Pro CG9167 Izgara ve Tost Makinesi,29765.65
2026-08-23,1944278,MultiQuick 7 El Blenderi MQ7045X,5490.0
2026-08-23,1948169,Beoplay H100 Kablosuz ANC Kulak Üstü Bluetooth Kulaklık (100. Yıl Özel Sürüm - Limited),99999.0
2026-08-23,1999847,Winbot Mini Cam Silme Robotu ,16549.0
2026-08-23,1992116,Artcool AC18BH A++ 18.000 BTU Wi-Fi Inverter Duvar Tipi Klima,93499.0
2026-08-23,1257189,SGR820 The Smart Grill™ Izgara ve Tost Makinesi,58999.0
2026-08-23,1620704,Beoplay H95 Altın Rengi Kulak Üstü Bluetooth Kulaklık,54999.0
2026-08-23,1999895,Floor One S9 Artist Steam Siyah Islak ve Kuru Dikey Süpürge,36740.0
2026-08-23,1908070,Pembe Islak ve Kuru Sıcak ve Soğuk Hava Üflemeli Saç Düzleştirici,8999.0
2026-08-23,1630196,BeoSound Balance Multiroom Siyah Hi-Fi Bluetooth Hoparlör,224949.0
2026-08-23,1821700,SN27YI82DT iQ700 13 Kişilik B Enerji Sınıfı Solo Bulaşık Makinesi,79808.0
2026-08-23,1850810,HB17FPAAA Gardırop Tipi No Frost Buzdolabı 446 lt,61690.0
2026-08-23,2008639,STH7050/30 Seyahat Tipi Buharlı Dikey Ütü 1500 W,3729.0
2026-08-23,1982876,Supersonic™ Travel Saç Kurutma Makinesi (Ceramic Pink),14999.0
2026-08-23,1929880,RC9588 KeratinCare 25 mm Otomatik Saç Maşası,3999.0
2026-08-23,1955605,XC6551/01 6000 Serisi Kablosuz Dikey Süpürge,10599.0
2026-08-23,1801078,Beosound A5 Koyu Meşe Taşınabilir Kablosuz Hoparlör,95949.0
2026-08-23,1813762,Serie 6 11 kg A Enerji Sınıfı 1400 Devir Home Connect Çamaşır Makinesi WGK264Z0TR,47999.0
2026-08-23,1206011,Stelio 7'li Yumurta Pişirme Makinesi,6499.0
2026-08-23,1740076,ProHeat 2X Revolution CleanShot Halı ve Koltuk Yıkama Makinesi,26999.0
2026-08-23,1742093,Detect Power BlendSense Blender Mutfak Seti,15999.0
2026-08-23,1911980,Corefit I Karın Kası Kemeri,14199.0
2026-08-23,1215403,Corrale™ Bakır/Nikel Saç Düzleştirici,21999.0
2026-08-23,1027927,HD 820 High End Kulak Üstü Kulaklık,134999.0
2026-08-23,1204071,Lineo 4'lü El Blender Seti,13999.0
2026-08-23,2062211,MoveTime MT46X Family Mavi Akıllı Çocuk Saati,6999.0
2026-08-23,2004338,TKM 9961 S Telve Siyah Türk Kahvesi Makinesi,13309.0
2026-08-23,1630208,Beosound A9 Multiroom Siyah Bluetooth Hoparlör,221879.0
2026-08-23,1936406,Big Ball Absolute 2 Kablolu Süpürge,19999.0
2026-08-23,1801008,SongBird HQ Yeşil Çift Karaoke Mikrofonlu Bluetooth Hoparlör,18204.16
2026-08-23,1916229,Spot+Scrub™ Ai Islak ve Kuru Temizleme Özellikli Robot Süpürge,49999.0
2026-08-23,1689844,3000 Serisi Çift Hazneli Airfryer NA350/00 9 lt Yağsız Fritöz,9499.0
2026-08-23,1893841,A2024 Yeni Seri 3 Milyon Atım 3 Başlık Ultra Hızlı IPL Epilasyon Cihazı,10999.0
2026-08-23,1897563,KBOV2001.BG Icona Vintage Serisi Gizli Rezistanslı Kettle 1.7 Lt,6940.0
2026-08-23,1923856,Beosound A5 Meşe Ağacı Taşınabilir Bluetooth Hoparlör,95949.0
2026-08-23,1944295,Puraroma 7 Kahve Makinesi KF7120BK,6342.35
2026-08-23,1692491,Guard S1 Junior Terra Red Toz Torbalı Süpürge,14242.5
2026-08-23,1953043,Phantom Ultimate 108 dB Kablosuz Aktif Hi-Fi Hoparlör,274999.0
2026-08-23,1998916,DST8070/80 Azur 8000 Serisi Buharlı Ütü​,9119.0
2026-08-23,1369543,Dem-cf15w Saç Kurutma Ve Fön Makinesi ,1599.0
2026-08-23,2014789,AirPods Max 2 Gece Yarısı Kulak Üstü Bluetooth Kulaklık MHWK4TU/A,36999.0
2026-08-23,1793073,Series 9 BT9520 Sakal Düzeltici Tıraş Makinesi,5149.0
2026-08-23,1900594,DFC237HMS.ABMPLTK Siyah 8 Programlı Bulaşık Makinesi,57919.39
2026-08-23,1949382,Kapsüllü Kokteyl Makinesi,39990.0
2026-08-23,1948169,Beoplay H100 Kablosuz ANC Kulak Üstü Bluetooth Kulaklık (100. Yıl Özel Sürüm - Limited),99999.0
2026-08-23,1947118,Ektar H35 Filmli Adaçayı Yeşil Fotoğraf Makinesi,3995.0
2026-08-23,1794670,Beoplay H100 Günbatımı Turuncusu Kulak Üstü Bluetooth Kulaklık,99999.0
2026-08-23,1971659,RGB Işıklı Lambalı 1800 Mah Şarjlı Bluetooth Hoparlör X6850,1499.9
2026-08-23,1607021,Ultimate Power Pro FV9E5 Buharlı Ütü,6749.0
2026-08-23,1804840,WH-1000XM6 Gümüş Kulak Üstü Bluetooth Kulaklık,21577.89
2026-08-23,1986721,İç Mekan 3'lü Akıllı Kamera Seti,4721.11
2026-08-23,1206009,Kitchenminis Su Isıtıcısı ve Çay Makinesi 7211003374,10999.0
2026-08-23,1962984,Theragun Mini 3. Jenerasyon Desert Rose Masaj Aleti,11900.0
2026-08-23,1735507,EUFD80B V2 James 2 Katlanabilir Portatif Buharlı Dikey Ütü,8999.0
2026-08-23,2008659,Swirl by CREAMi 13-in-1 Soft Serve Icy Blackberry Lime Dondurma Makinesi  ,19999.0
2026-08-23,1826112,Joy Xtra Kesici Makine Başlangıç Seti 8002010 ,16499.0
2026-08-23,877960,50'S Style Retro Beyaz Stand Mikser,53300.0
2026-08-23,1794666,Beoplay H100 Kum Beji Kulak Üstü Bluetooth Kulaklık,99999.0
2026-08-23,1970103,Neo 32'' 8/128 FHD Android Smart Taşınabilir LED TV,33999.0
2026-08-23,1240845,Lumea Advanced BRI921/00 IPL Lazer Epilasyon Aleti,13999.0
2026-08-23,1022968,KBG Select Cam Potlu Kırık Beyaz Filtre Kahve Makinesi,28375.0
2026-08-23,1801078,Beosound A5 Koyu Meşe Taşınabilir Kablosuz Hoparlör,95949.0
2026-08-23,1933320,Tune 780 BT NC Mavi Kablosuz Kulaküstü Kulaklık,7645.88
2026-08-23,1204057,Lono Grill Cam Kapaklı Izgara,21999.0
2026-08-23,1742093,Detect Power BlendSense Blender Mutfak Seti,15999.0
2026-08-23,1784285,SP-LFF3CLAX Beyaz Projeksiyon Cihazı ,26999.0
2026-08-23,747795,Siyah Espresso Kahve Makinesi,30950.0
2026-08-23,1611131,RBS4000 Wellness Akıllı Vücut Analiz Tartısı,2499.0
