Product Name,Rooms,Product Cost,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Aziziye / Dadaşkent,1+1,15812.5,04,0.0,-6.064356435643557,19.90521327014218,
Aziziye / Dadaşkent,2+1,20062.5,04,0.0,4.220779220779221,-1.6544117647058825,
Aziziye / Dadaşkent,3+1,17500.0,04,0.0,9.375,11.702127659574472,
Aziziye / Merkez,1+1,16554.848,04,-0.1994792902975323,0.8557151600788957,1.9887637291235611,
Aziziye / Merkez,2+0,20013.157894736843,04,1.9778746228628967,3.2586558044806644,2.399904954259235,
Aziziye / Merkez,2+1,16373.076923076924,04,1.059589806003784,2.494198928764596,0.4026974615209981,
Aziziye / Merkez,3+1,15279.545454545454,04,1.2104342701199777,-1.9448812905844195,-3.0879630255280652,
Aziziye / Merkez,4+1,21777.777777777777,04,0.0,0.292397660818714,-10.278818143986683,
Aziziye / Merkez,4.5+1,40000.0,04,0.0,33.33333333333333,0.0,
Aziziye / Merkez,5+1,38000.0,04,0.0,0.0,,
Aziziye / Merkez,6+1,55000.0,04,0.0,,,
Aziziye / Merkez,Stüdyo (1+0),16000.0,04,0.0,0.0,0.0,
Aşkale,2+1,11700.0,04,0.0,-7.326732673267326,-23.278688524590162,
Aşkale,2.5+1,19000.0,04,0.0,0.0,2.7027027027027026,
Aşkale,3+1,10375.0,04,2.0491803278688585,-2.7343749999999947,-12.323943661971835,
Horasan,2+1,14500.0,04,0.0,0.0,0.0,
Horasan,3+1,11250.0,04,0.0,-27.419354838709676,-27.419354838709676,
Horasan / Bağbaşı,1+1,14750.0,04,0.0,0.0,-6.349206349206349,
Horasan / Bağbaşı,3+1,11000.0,04,0.0,-32.82442748091603,-32.30769230769231,
Hınıs,2+1,12000.0,04,0.0,0.0,0.0,
Hınıs,3+1,14000.0,04,,,,
Karaçoban,3+1,8000.0,04,0.0,0.0,0.0,
Oltu,1+1,18750.0,04,0.0,0.0,0.0,
Oltu,1.5+1,17500.0,04,0.0,0.0,0.0,
Oltu,2+1,8500.0,04,0.0,0.0,0.0,
Oltu,3+1,17500.0,04,0.0,12.903225806451612,15.384615384615389,
Oltu,Stüdyo (1+0),14000.0,04,0.0,0.0,0.0,
Oltu / Yağan,3+1,13000.0,04,0.0,,-13.333333333333334,
Palandöken,1+1,16112.5,04,4.026183644189384,3.6543959971408095,8.909125046939534,
Palandöken,2+0,12000.0,04,0.0,0.0,-20.0,
Palandöken,2+1,14181.034482758621,04,-1.1200384700154191,0.9821976672805433,-1.4717207153247167,
Palandöken,3+1,15604.8,04,0.1978701190227557,3.134192702643648,3.550580633895043,
Palandöken,4+1,23352.272727272728,04,0.0,0.27814375640462885,1.381351751356692,
Palandöken / Yenişehir,1+1,11000.0,04,-24.137931034482758,0.0,-20.0,
Palandöken / Yenişehir,2+1,14016.666666666666,04,0.0,-0.09084556254368388,0.5917532263141244,
Palandöken / Yenişehir,3+1,13105.382352941177,04,-0.06286521759874895,-2.2209022931699796,-3.6208695817554073,
Palandöken / Yenişehir,4+0,20000.0,04,0.0,0.0,0.0,
Palandöken / Yenişehir,4+1,21650.0,04,3.0952380952380953,6.793721973094175,18.44984802431611,
Palandöken / Yıldızkent,1+1,19914.70588235294,04,-0.08059572729130429,4.511147931379889,9.445514851357114,
Palandöken / Yıldızkent,10+2,7000.0,04,0.0,0.0,0.0,
Palandöken / Yıldızkent,2+0,17333.333333333332,04,6.66666666666666,6.66666666666666,5.050505050505043,
Palandöken / Yıldızkent,2+1,18726.96629213483,04,0.03301023317228821,0.9048430438321912,3.4174785745892065,
Palandöken / Yıldızkent,3+1,21794.491525423728,04,-0.200308166409866,1.8571121711894985,2.1218275778650195,
Palandöken / Yıldızkent,3.5+1,19000.0,04,0.0,,,
Palandöken / Yıldızkent,4+1,27024.50980392157,04,0.276474226054063,-0.7787215853395834,-2.498364900759478,
Palandöken / Yıldızkent,4.5+1,60000.0,04,,,,
Palandöken / Yıldızkent,5+1,55000.0,04,0.0,-15.384615384615385,-15.384615384615385,
Palandöken / Yıldızkent,6+3,6500.0,04,0.0,0.0,0.0,
Palandöken / Yıldızkent,Stüdyo (1+0),20416.666666666668,04,0.0,6.060606060606067,8.888888888888895,
Pasinler,1+1,17500.0,04,0.0,0.0,0.0,
Pasinler,2+1,11833.333333333334,04,2.8985507246376865,-8.974358974358971,2.8985507246376865,
Pasinler,3+1,13750.0,04,-1.079136690647482,-5.172413793103448,-4.069767441860469,
Yakutiye / Lalapaşa,1+1,13787.5,04,-0.8093525179856115,-9.392113910186197,-11.807036247334759,
Yakutiye / Lalapaşa,2+1,12336.363636363636,04,-4.025896305968125,-5.919057110668172,-7.9621151563597685,
Yakutiye / Lalapaşa,3+1,17543.96551724138,04,0.2942147619915989,1.5863666313918958,-0.6789182857855578,
Yakutiye / Lalapaşa,4+1,21383.333333333332,04,0.6511336000627542,0.0,0.0,
Yakutiye / Lalapaşa,5+1,40000.0,04,0.0,0.0,0.0,
Yakutiye / Lalapaşa,6+1,25000.0,04,0.0,0.0,0.0,
Yakutiye / Lalapaşa,Stüdyo (1+0),8166.666666666667,04,,0.0,0.0,
Yakutiye / Merkez,1+1,15812.5,04,0.0,-1.6839378238342004,5.027675276752773,
Yakutiye / Merkez,2+1,15484.375,04,-0.666273584905659,4.32734929078014,7.406069364161855,
Yakutiye / Merkez,3+1,17817.85714285714,04,-0.1327920155628866,-4.380156106774816,1.4257429243198143,
Yakutiye / Merkez,4+1,23339.285714285714,04,-0.15278838808250797,-3.6594065056115612,-2.414136386261829,
Yakutiye / Merkez,Stüdyo (1+0),8250.0,04,0.0,0.0,-14.6551724137931,
Yakutiye / Terminal,1+1,9046.153846153846,04,0.0,-0.5005993090319376,6.84433676559661,
Yakutiye / Terminal,2+0,20500.0,04,0.0,0.0,0.0,
Yakutiye / Terminal,2+1,14138.636363636364,04,3.1658664476593628,-0.723442736315755,5.495096954950974,
Yakutiye / Terminal,3+1,17099.991150442478,04,1.5730775204745628,1.0447151485516386,0.7753026643967287,
Yakutiye / Terminal,3+2,17000.0,04,0.0,0.0,,
Yakutiye / Terminal,4+1,21916.666666666668,04,0.0,0.0,7.66081871345029,
Yakutiye / Terminal,5+1,18000.0,04,,0.0,0.0,
Yakutiye / Terminal,Stüdyo (1+0),13500.0,04,1.1235955056179776,,0.0,
Yakutiye / Yağan,1+1,12875.0,04,8.041958041958047,0.0,-6.787330316742081,
Yakutiye / Yağan,2+1,11138.888888888889,04,1.0330057949105549,-7.390300230946881,4.973821989528792,
Yakutiye / Yağan,2.5+1,11100.0,04,0.0,0.0,,
Yakutiye / Yağan,3+1,13438.461538461539,04,-0.2975826505238286,1.7239586582652278,6.267900139399315,
Yakutiye / Yağan,4+1,16785.714285714286,04,0.0,-4.081632653061221,-16.9024045261669,
Yakutiye / İstasyon,1+1,16473.684210526317,04,0.0,5.600539811066133,-0.15948963317383788,
Yakutiye / İstasyon,2+1,20238.636363636364,04,0.0,3.1925372269540544,8.155705350094129,
Yakutiye / İstasyon,3+1,19783.050847457627,04,-1.0386196956208416,-3.7028252025183948,-2.9950622990163156,
Yakutiye / İstasyon,4+1,26846.153846153848,04,0.0,-1.0584010584010488,-3.257103257103252,
Yakutiye / İstasyon,Stüdyo (1+0),17500.0,04,0.0,0.0,0.0,
