Location,Rooms,Weekly Inflation(%)
Aksu,1+1,-0.20789657748849255
Aksu,1.5+1,13.432835820895523
Aksu,2+1,-1.4999905846020538
Aksu,3+1,0.45877221856484723
Aksu,4+0,0.0
Aksu,4+1,0.3003003003002959
Aksu,5+1,0.0
Aksu,7+1,0.0
Aksu/Köyler,1+1,0.2842283502660794
Aksu/Köyler,2+1,0.6521600814404709
Aksu/Köyler,3+1,-16.976744186046517
Aksu/Köyler,4+1,-1.7180094786729807
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+1,-15.789473684210526
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Çalkaya,1+1,37.93103448275862
Aksu/Çalkaya,2+1,-5.555555555555555
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,0.9482471217473778
Alanya,2+1,-4.401429214323615
Alanya,3+1,-16.517591565058517
Alanya,3+2,0.0
Alanya,3.5+1,0.0
Alanya,4+1,-8.212441253325615
Alanya,4+2,-29.1044776119403
Alanya,5+1,8.374384236453196
Alanya,6+1,-18.996415770609314
Alanya,Stüdyo (1+0),66.66666666666666
Alanya/Beldeler,1+1,-3.197711792879774
Alanya/Beldeler,2+1,-5.13003581462413
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,-3.5354627827048297
Alanya/Beldeler,4+1,-7.110318875024752
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,Stüdyo (1+0),-7.682926829268292
Alanya/Demirtaş,1+1,25.581395348837212
Alanya/Köyler,1+1,-2.1739130434782648
Alanya/Köyler,3+1,-39.885714285714286
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,-3.7037037037037033
Alanya/İncekum (Yeşilköy),3+1,-1.9801980198019802
Alanya/İncekum (Yeşilköy),4+1,-3.7037037037037077
Demre/Kale(Demre),1+1,-55.35714285714286
Demre/Kale(Demre),2+0,83.4862385321101
Demre/Kale(Demre),2+1,0.0
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-6.891951978657172
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,5+1,30.909090909090907
Döşemealtı/Köyler,0,0.0
Döşemealtı/Köyler,2+1,-53.333333333333336
Döşemealtı/Köyler,3+1,-13.00813008130082
Döşemealtı/Merkez,1,0.0
Döşemealtı/Merkez,1+1,-1.244212834523689
Döşemealtı/Merkez,2+0,0.0
Döşemealtı/Merkez,2+1,0.0812598072180985
Döşemealtı/Merkez,3+1,-2.8298958891741632
Döşemealtı/Merkez,4+1,5.22590539105816
Döşemealtı/Merkez,5+1,0.0
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),0.0
Döşemealtı/Yeniköy,1+1,0.17543689759134048
Döşemealtı/Yeniköy,2+0,0.0
Döşemealtı/Yeniköy,2+1,-2.3436201628991227
Döşemealtı/Yeniköy,3+1,-3.899601087301859
Döşemealtı/Yeniköy,4+1,1.7034913138809216
Döşemealtı/Yeniköy,5+1,-17.22488038277512
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,0.26912725874662696
Döşemealtı/Yeşilbayır,2+1,-0.42590688794242376
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,-5.625879043600567
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,-5.547163477677068
Döşemealtı/Yeşilbayır,5+1,0.22675736961450804
Döşemealtı/Yeşilbayır,6+1,0.0
Döşemealtı/Yeşilbayır,7+1,6.896551724137931
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Yeşilbayır,Stüdyo (1+0),8.695652173913043
Elmalı,2+1,0.8547008547008609
Elmalı,3+1,3.866906474820136
Elmalı,Stüdyo (1+0),0.0
Finike,1+1,4.17457305502846
Finike,2+0,0.0
Finike,2+1,0.4811229976792886
Finike,3+1,-3.6619718309859115
Finike,Stüdyo (1+0),11.11111111111111
Finike/Beldeler,1+1,-0.40247039736108603
Finike/Beldeler,2+1,-0.7504591970611364
Finike/Beldeler,3+1,0.423728813559322
Finike/Beldeler,4+1,0.0
Gazipaşa,1+1,5.776562696121493
Gazipaşa,2+1,-5.5440086752214075
Gazipaşa,3+1,-0.15532774153463988
Gazipaşa,4+1,0.0
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,2+1,-40.0
Gazipaşa/Köyler,3+1,0.0
Kaş,1+1,0.0
Kaş,2+1,0.5355908776779442
Kaş,3+1,-10.136986301369863
Kaş,4+1,0.0
Kaş,5+1,0.0
Kaş,Stüdyo (1+0),-14.598540145985398
Kaş/Kalkan,1+1,-11.955114372032803
Kaş/Kalkan,2+1,8.798042030860495
Kaş/Kalkan,3+1,22.098360655737707
Kaş/Kalkan,3+2,0.0
Kaş/Kalkan,4+1,0.10379040050426437
Kaş/Kalkan,5+1,-32.419861722187306
Kaş/Kalkan,6+3,12.5
Kaş/Kalkan,7+2,0.0
Kaş/Köyler,1+1,2.6303242212333102
Kaş/Köyler,2,0.0
Kaş/Köyler,2+1,-6.041884209305031
Kaş/Köyler,2.5+1,0.0
Kaş/Köyler,3+1,-10.119047619047619
Kaş/Köyler,3+2,0.0
Kaş/Köyler,4+1,0.0
Kaş/Köyler,5+4,0.0
Kaş/Köyler,Stüdyo (1+0),0.0
Kemer,1+1,-9.18032786885247
Kemer,2+1,-11.732909379968204
Kemer,3+1,-4.125615763546798
Kemer,3.5+1,0.0
Kemer,4+1,-5.2984574111334695
Kemer,4+4,0.0
Kemer,4.5+1,0.0
Kemer,5+1,29.03225806451613
Kemer,6+1,0.0
Kemer,7+1,0.0
Kemer,Stüdyo (1+0),-4.482758620689665
Kemer/Göynük,1+1,-5.1738583996648435
Kemer/Göynük,1.5+1,0.0
Kemer/Göynük,2+1,-7.494456762749444
Kemer/Göynük,3+1,2.8735632183908044
Kemer/Göynük,4+1,-37.93103448275862
Kemer/Göynük,7+2,0.0
Kemer/Göynük,Stüdyo (1+0),-0.4965223534562533
Kemer/Köyler,1+1,23.809523809523807
Kemer/Köyler,2+1,-6.172839506172836
Kemer/Tekirova,1+1,29.03225806451613
Kemer/Tekirova,2+1,30.0
Kemer/Tekirova,3+1,0.0
Kemer/Tekirova,5+1,0.0
Kemer/Tekirova,Stüdyo (1+0),0.0
Kepez/Ahatlı,1+1,-0.5218857982162749
Kepez/Ahatlı,2+0,-0.9253307420484722
Kepez/Ahatlı,2+1,-2.317983597210971
Kepez/Ahatlı,3+0,0.0
Kepez/Ahatlı,3+1,-0.08791911441474021
Kepez/Ahatlı,4+0,0.0
Kepez/Ahatlı,4+1,4.166666666666666
Kepez/Ahatlı,4+4,0.0
Kepez/Ahatlı,5+1,4.296875
Kepez/Ahatlı,5+2,0.0
Kepez/Ahatlı,Stüdyo (1+0),2.1817829076246777
Kepez/Altınova,2+1,-6.756756756756757
Kepez/Dokuma,1+1,-7.8510101010100986
Kepez/Dokuma,1.5+1,14.285714285714285
Kepez/Dokuma,2+1,-6.689536878216123
Kepez/Dokuma,3+1,-0.04729191557148568
Kepez/Dokuma,4+1,2.9850746268656714
Kepez/Dokuma,5+1,0.0
Kepez/Dokuma,Stüdyo (1+0),-6.25
Kepez/Duraliler,1+1,-8.781724848315942
Kepez/Duraliler,2+0,-0.025100401606428624
Kepez/Duraliler,2+1,-2.7814704974323408
Kepez/Duraliler,3+1,-6.605432870822741
Kepez/Duraliler,4+2,75.0
Kepez/Duraliler,5+1,0.0
Kepez/Duraliler,6+1,0.0
Kepez/Duraliler,Stüdyo (1+0),-1.7001248679281478
Kepez/Düdenbaşı,1+1,-0.5732201672156104
Kepez/Düdenbaşı,2+0,0.0
Kepez/Düdenbaşı,2+1,-4.629850984142168
Kepez/Düdenbaşı,3+1,-26.072941027747937
Kepez/Erenköy,1+1,-2.0898887097829446
Kepez/Erenköy,2+1,-3.698310357919067
Kepez/Erenköy,2+2,0.0
Kepez/Erenköy,3+1,-2.5567267460572873
Kepez/Erenköy,3+2,-6.666666666666667
Kepez/Erenköy,4+1,1.9326683291770574
Kepez/Erenköy,5+1,0.0
Kepez/Erenköy,5.5+1,0.0
Kepez/Erenköy,6+2,0.0
Kepez/Erenköy,Stüdyo (1+0),0.0
Kepez/Köyler,1+1,0.0
Kepez/Köyler,2+1,16.666666666666664
Kepez/Köyler,3+1,-30.736842105263158
Kepez/Köyler,3+2,0.0
Kepez/Köyler,4+1,-14.476061427280934
Kepez/Köyler,5+1,33.0188679245283
Kepez/Merkez,1+1,3.1729663268948576
Kepez/Merkez,2+1,-2.463054187192113
Kepez/Merkez,3+1,147.4747474747475
Kepez/Merkez,4+1,-8.064516129032254
Kepez/Merkez,Stüdyo (1+0),0.0
Kepez/Sütçüler,1+1,-1.4149511093492873
Kepez/Sütçüler,2+1,-4.259897031396276
Kepez/Sütçüler,3+1,-5.963905820485233
Kepez/Sütçüler,4+1,4.563492063492063
Kepez/Varsak,1+1,-0.6764049640811313
Kepez/Varsak,2+1,0.10147339367616569
Kepez/Varsak,3+1,2.8608951516685277
Kepez/Varsak,4+1,-5.147058823529411
Kepez/Varsak,5+1,72.13114754098362
Kepez/Varsak,5+2,-23.076923076923077
Kepez/Varsak,6+1,0.0
Kepez/Yeniemek,1+1,-5.114678899082575
Kepez/Yeniemek,2+1,-7.385835193452385
Kepez/Yeniemek,3+1,-7.94621026894866
Kepez/Yeniemek,4+1,-5.050505050505054
Kepez/Yeniemek,Stüdyo (1+0),-7.558139534883725
Konyaaltı/Arapsuyu,1+1,1.3673766148524635
Konyaaltı/Arapsuyu,2+0,0.0
Konyaaltı/Arapsuyu,2+1,-3.2322264534768483
Konyaaltı/Arapsuyu,3+1,-2.3990042858989584
