Location,Rooms,Weekly Inflation(%)
Aksu,1+1,-0.2485737070322598
Aksu,1.5+1,0.0
Aksu,2+1,-1.536784971358832
Aksu,3+1,4.137149334088971
Aksu,4+1,9.3980343980344
Aksu,5+1,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),-32.6530612244898
Aksu/Köyler,1+1,-0.2009132420091324
Aksu/Köyler,2+1,-1.808021038790266
Aksu/Köyler,3+1,-11.115879828326177
Aksu/Köyler,4+1,0.0
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+1,-31.57894736842105
Aksu/Köyler,6+2,0.0
Aksu/Köyler,8+2,0.0
Aksu/Köyler,Stüdyo (1+0),37.5
Aksu/Pınarlı,1+1,0.0
Aksu/Çalkaya,1+1,37.93103448275862
Aksu/Çalkaya,2+1,-5.555555555555555
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,0.6164792535933048
Alanya,2+0,0.0
Alanya,2+1,2.8302739503282717
Alanya,2+2,0.0
Alanya,3+1,-0.6168605478210655
Alanya,3+2,-29.166666666666668
Alanya,3.5+1,12.5
Alanya,4+1,0.8232380506225793
Alanya,4+2,0.0
Alanya,4.5+2,-16.666666666666664
Alanya,5+1,-12.52100840336134
Alanya,6+1,-13.740458015267176
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),-0.970873786407774
Alanya/Beldeler,1+1,-1.850220779396805
Alanya/Beldeler,2+1,-2.7046850389824675
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,0.26414327595715775
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-7.917383820998271
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,Stüdyo (1+0),-14.17233560090703
Alanya/Demirtaş,1+1,25.581395348837212
Alanya/Köyler,1+1,-3.614457831325301
Alanya/Köyler,1.5+1,5.0
Alanya/Köyler,2+1,-25.0
Alanya/Köyler,3+1,-31.897302001740645
Alanya/İncekum (Yeşilköy),1+1,283.33333333333337
Alanya/İncekum (Yeşilköy),2+1,-1.9230769230769231
Alanya/İncekum (Yeşilköy),3+1,-10.099009900990099
Alanya/İncekum (Yeşilköy),4+1,-11.904761904761903
Demre/Kale(Demre),1+1,-62.94642857142857
Demre/Kale(Demre),2+0,83.4862385321101
Demre/Kale(Demre),2+1,19.391543485733926
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,3.2544378698224907
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,423.8095238095238
Döşemealtı/Düzlerçamı,5+1,30.909090909090907
Döşemealtı/Köyler,0,0.0
Döşemealtı/Köyler,2+1,-36.36363636363637
Döşemealtı/Köyler,3+1,-15.24390243902439
Döşemealtı/Merkez,1,0.0
Döşemealtı/Merkez,1+1,3.3145434047350686
Döşemealtı/Merkez,2+0,-8.561643835616433
Döşemealtı/Merkez,2+1,-5.163488580523538
Döşemealtı/Merkez,3+1,7.783669141039236
Döşemealtı/Merkez,4+1,1.568951279933939
Döşemealtı/Merkez,5+1,-0.8294573643410735
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),-52.17391304347826
Döşemealtı/Yeniköy,1+1,-0.9883121347542111
Döşemealtı/Yeniköy,2+0,0.0
Döşemealtı/Yeniköy,2+1,-2.425913831527776
Döşemealtı/Yeniköy,3+1,-0.7067320686145327
Döşemealtı/Yeniköy,4+1,-5.950598802395215
Döşemealtı/Yeniköy,5+1,-17.42243436754177
Döşemealtı/Yeniköy,6+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,-15.08313539192399
Döşemealtı/Yeşilbayır,2+1,5.424200278164117
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,-7.651715039577829
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,-12.12624584717607
Döşemealtı/Yeşilbayır,5+1,2.9503105590062066
Döşemealtı/Yeşilbayır,6+1,0.0
Döşemealtı/Yeşilbayır,7+1,6.896551724137931
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Yeşilbayır,Stüdyo (1+0),0.0
Elmalı,2+1,0.8547008547008609
Elmalı,3+1,5.755395683453229
Elmalı,Stüdyo (1+0),0.0
Finike,1+1,2.7156964656964595
Finike,2+0,0.0
Finike,2+1,9.909613030788062
Finike,3+1,17.486338797814213
Finike,Stüdyo (1+0),0.0
Finike/Beldeler,1+1,-1.0179640718562806
Finike/Beldeler,2+1,-2.9560810810810723
Finike/Beldeler,3+1,1.6974978614200102
Finike/Beldeler,4+1,7.142857142857142
Gazipaşa,1+1,1.531878544056025
Gazipaşa,2+1,-3.704337749216472
Gazipaşa,3+1,1.8605470125601635
Gazipaşa,4+1,17.142857142857142
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,2+1,65.0
Gazipaşa/Köyler,3+1,0.0
Kaş,1+1,-0.7566057502037019
Kaş,2+1,4.412788079741289
Kaş,3+1,-8.414872798434445
Kaş,4+1,0.0
Kaş,5+1,0.0
Kaş,Stüdyo (1+0),0.0
Kaş/Kalkan,1+1,-12.757660167130922
Kaş/Kalkan,2+1,11.856326433922591
Kaş/Kalkan,3+1,37.29977116704806
Kaş/Kalkan,3+2,0.0
Kaş/Kalkan,4+1,12.62655531740994
Kaş/Kalkan,5+1,0.0
Kaş/Kalkan,6+3,12.5
Kaş/Kalkan,7+2,0.0
Kaş/Köyler,1+1,6.529833802561069
Kaş/Köyler,2,0.0
Kaş/Köyler,2+1,-14.740431981811291
