District,Rooms,Price
Seyhan / Yenibaraj,Stüdyo (1+0),9000
Sarıçam / Sofulu,1+1,9500
Kozan / Şevkiye,3+1,7000
Seyhan / Denizli,1+1,7000
Sarıçam / Sofulu,1+1,7000
Kozan / Aslanpaşa,3+1,10000
Sarıçam / Sofulu,1+1,8500
Kozan / Şevkiye,2+1,10000
Kozan / Merkez,4+1,8500
Sarıçam / Sofulu,1+1,10850
Kozan / Köyler,2+1,10000
Sarıçam,1+1,9500
Seyhan / Köyler,3+1,10750
Seyhan / Yenibaraj,Stüdyo (1+0),8750
Çukurova / Mahfesığmaz,Stüdyo (1+0),9250
Sarıçam,1+1,7500
Kozan / Merkez,2+1,8500
Seyhan / Yeşilyurt,Stüdyo (1+0),8250
Kozan / Merkez,3+1,10000
Çukurova / Mahfesığmaz,1+1,10000
Seyhan / Denizli,2+1,9500
Çukurova / Mahfesığmaz,Stüdyo (1+0),8000
Yüreğir / Keresteciler,1+1,9000
Seyhan / Denizli,3+1,10000
Sarıçam,2+1,8500
Seyhan / Mavibulvar/Yurt,3+1,10000
Sarıçam,2+1,9999
Sarıçam / Sofulu,1+1,10000
Çukurova / Beyazevler,Stüdyo (1+0),9500
Seyhan / Yenibaraj,Stüdyo (1+0),10500
Sarıçam,1+1,8000
Sarıçam / Sofulu,1+1,9000
Kozan / Çarşı,2+1,10000
Sarıçam,2+1,9000
Sarıçam,2+1,9000
Yüreğir / Yavuzlar,2+1,9000
Sarıçam,1+1,7000
Seyhan / Yenibaraj,Stüdyo (1+0),7000
Sarıçam / Sofulu,1+1,9500
Seyhan / Yeşilyurt,2+1,10000
Sarıçam,2+1,9500
Çukurova / Köyler,3+1,10000
Seyhan / Yeşilyurt,Stüdyo (1+0),8000
Sarıçam / Sofulu,1+1,8500
Kozan / Merkez,2+1,9000
Seyhan / 2000 Evler,2+1,7500
Sarıçam / Köyler,1+1,8500
Sarıçam,2+1,9000
Kozan / Köyler,2+1,8000
Sarıçam / Sofulu,1+1,9250
Sarıçam / Sofulu,1+1,10000
Seyhan / Yenibaraj,Stüdyo (1+0),8000
Sarıçam / Sofulu,1+1,8500
Çukurova / Beyazevler,Stüdyo (1+0),9000
Kozan / Merkez,3+1,10000
Sarıçam / Sofulu,1+1,8000
Sarıçam / Sofulu,1+1,8500
Sarıçam / Sofulu,2+1,10500
Sarıçam,2+1,10000
Sarıçam / Köyler,1+1,10000
Kozan / Köyler,3+1,7000
Sarıçam / Köyler,1+1,6000
Sarıçam,2+1,10000
Seyhan / Gürselpaşa,Stüdyo (1+0),8000
Ceyhan / Türlübaş,2+1,10000
Çukurova / Beyazevler,Stüdyo (1+0),10000
Seyhan / Köyler,3+1,9000
Çukurova / Mahfesığmaz,Stüdyo (1+0),10000
Çukurova / Beyazevler,Stüdyo (1+0),8500
Sarıçam,2+1,9500
Sarıçam / Sofulu,1+1,9000
Sarıçam,1+1,8000
Sarıçam,1+1,9000
Çukurova / Merkez,2+1,8000
Sarıçam,1+1,10000
Sarıçam,1+1,8000
Çukurova / Mahfesığmaz,1+1,10000
Seyhan / 2000 Evler,2+1,9500
Sarıçam,3+1,10500
Çukurova / Beyazevler,Stüdyo (1+0),10500
Sarıçam / Sofulu,1+1,5500
Sarıçam,1+1,8000
Seyhan / Yeşilyurt,Stüdyo (1+0),9000
Sarıçam,1+1,7750
Seyhan / Ziyapaşa,1+1,9000
Seyhan / Yeşilyurt,Stüdyo (1+0),10000
Sarıçam / Mehmet Akif Ersoy,1+1,10000
Seyhan / Yenibaraj,Stüdyo (1+0),9000
Seyhan / Ziyapaşa,2+1,7500
Seyhan / Yeşilyurt,Stüdyo (1+0),10000
Sarıçam,2+1,10000
Sarıçam / Sofulu,3+1,10000
Sarıçam,1+1,8000
Çukurova / Mahfesığmaz,Stüdyo (1+0),9500
Sarıçam,1+1,9500
Sarıçam / Sofulu,2+1,10000
Seyhan / Yenibaraj,Stüdyo (1+0),10000
Sarıçam,2+1,8500
Seyhan / Yenibaraj,1+1,6500
Kozan / Merkez,3+1,9000
Kozan / Mahmutlu,3+1,10000
Sarıçam,1+1,9500
Seyhan / Yeşilyurt,Stüdyo (1+0),9000
Seyhan / Yeşilyurt,Stüdyo (1+0),8500
Kozan / Mahmutlu,3+1,8000
Seyhan / 2000 Evler,2+1,9000
Sarıçam,1+1,9000
Sarıçam / Sofulu,1+1,10500
Sarıçam / Sofulu,1+1,10000
Sarıçam,1+1,6500
Sarıçam / Köyler,1+1,9500
İmamoğlu,2+1,8000
Sarıçam,1+1,9000
Çukurova / Köyler,2+1,10500
Sarıçam / Sofulu,1+1,9999
Sarıçam / Sofulu,1+1,9750
Sarıçam / Sofulu,1+1,9000
Seyhan / Yeşilyurt,2+1,8500
Çukurova / Beyazevler,Stüdyo (1+0),7500
Çukurova / Mahfesığmaz,Stüdyo (1+0),9000
Sarıçam,1+1,8500
Sarıçam,1+1,9500
Seyhan / Yenibaraj,1+1,9900
Kozan / Merkez,3+1,6500
Seyhan / Mavibulvar/Yurt,2+0,10500
Seyhan / Yeşilyurt,2+1,9000
Çukurova / Beyazevler,Stüdyo (1+0),10000
Sarıçam / Sofulu,1+1,9000
Seyhan / Yenibaraj,Stüdyo (1+0),9000
Seyhan / Ziyapaşa,Stüdyo (1+0),6500
Sarıçam,2+1,8000
Seyhan / Yeşilyurt,Stüdyo (1+0),8000
Seyhan / Denizli,2+1,9500
Seyhan / Köyler,3+1,10000
Seyhan / Köyler,3+1,9000
Sarıçam,1+1,7250
Sarıçam,2+1,9000
Sarıçam / Sofulu,1+1,7000
Sarıçam,1+1,8000
Sarıçam,1+1,10000
Sarıçam / Sofulu,1+1,10000
Sarıçam / Sofulu,1+1,8500
Kozan / Merkez,2+1,5000
Seyhan / Yenibaraj,Stüdyo (1+0),9500
Seyhan / Yeşilyurt,2+1,8500
Çukurova / Beyazevler,Stüdyo (1+0),7000
Çukurova / Beyazevler,Stüdyo (1+0),7500
Sarıçam,1+1,7750
Kozan / Çarşı,2+1,10500
Yüreğir / Pttevleri,2+1,10500
Seyhan / Yeşilyurt,Stüdyo (1+0),10000
Sarıçam,2+1,9500
Sarıçam / Sofulu,1+1,9500
Sarıçam / Sofulu,1+1,8000
Sarıçam / Mehmet Akif Ersoy,1+1,7500
Kozan / Çarşı,3+1,10000
Seyhan / Köyler,3+1,10500
Kozan / Merkez,2+1,9000
Yumurtalık,4+1,1000
Kozan / Mahmutlu,3+1,7000
Sarıçam,3+1,9500
Sarıçam,1+1,7950
Sarıçam,2+1,10000
Seyhan / Yeşilyurt,1+1,10500
Seyhan / Yenibaraj,1+1,10000
İmamoğlu,2+1,7000
Çukurova / Beyazevler,Stüdyo (1+0),10500
Seyhan / Yenibaraj,Stüdyo (1+0),10000
Sarıçam,1+1,6999
Sarıçam / Sofulu,2+1,10000
Seyhan / Yeşilyurt,Stüdyo (1+0),7500
Seyhan / Ziyapaşa,1+1,8500
Sarıçam,1+1,8000
Kozan / Merkez,3+1,9000
Seyhan / Ziyapaşa,Stüdyo (1+0),8000
Seyhan / Ziyapaşa,Stüdyo (1+0),8500
Sarıçam,2+1,8000
Seyhan / Yeşilyurt,Stüdyo (1+0),8500
Sarıçam,1+1,9000
Sarıçam / Sofulu,1+1,8000
Sarıçam / Sofulu,2+1,9500
Sarıçam / Sofulu,1+1,7000
Kozan / Merkez,2+1,10000
Sarıçam / Sofulu,1+1,7500
Sarıçam,3+1,9200
Çukurova / Mahfesığmaz,Stüdyo (1+0),10000
Sarıçam,1+1,8000
Sarıçam,1+1,10000
Seyhan / Ziyapaşa,1+1,10500
Kozan / Köyler,1+1,10000
Sarıçam / Köyler,2+1,8800
Seyhan / Yenibaraj,Stüdyo (1+0),10000
Sarıçam / Sofulu,1+1,9000
Seyhan / Yenibaraj,Stüdyo (1+0),8500
Kozan / Merkez,3+1,8500
Çukurova / Mahfesığmaz,Stüdyo (1+0),9000
Kozan / Merkez,3+1,10500
Seyhan / Yeşilyurt,Stüdyo (1+0),7500
Seyhan / Ziyapaşa,2+1,8000
Seyhan / Köyler,3+1,10500
Sarıçam,3+1,10000
Sarıçam / Köyler,2+1,8000
Seyhan / Kuruköprü,1+1,7500
Kozan / Merkez,2+1,10000
Sarıçam,1+1,6800
Seyhan / Merkez,1+1,10500
Yüreğir / Yavuzlar,3+1,10000
Sarıçam / Köyler,1+1,6000
Sarıçam,1+1,9000
Sarıçam,2+1,8000
Seyhan / Denizli,2.5+1,10000
Kozan / Merkez,2+1,9000
Sarıçam / Sofulu,1+1,7000
Sarıçam,2+1,10700
Sarıçam / Sofulu,1+1,9000
Sarıçam / Sofulu,1+1,8500
Sarıçam / Sofulu,1+1,10000
Sarıçam / Sofulu,2+1,10000
Sarıçam / Sofulu,1+1,6500
Sarıçam / Sofulu,1+1,8500
