Location,Rooms,Monthly Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,2.6070397418848548
Aksu,1.5+1,-5.263157894736842
Aksu,2+1,2.9627269250300747
Aksu,3+1,-5.394012153916593
Aksu,4+1,0.9905020352781563
Aksu,5+1,100.69204152249137
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,7.035573122529644
Aksu/Köyler,2+1,-0.5771226192620175
Aksu/Köyler,3+1,3.4183396635919725
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,0.13089005235602477
Aksu/Köyler,4+2,43.75
Aksu/Köyler,6+2,-28.125
Aksu/Pınarlı,1+1,-23.333333333333332
Aksu/Pınarlı,2+1,30.0
Aksu/Pınarlı,3+1,0.0
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,2.5853919286854414
Alanya,1.5+1,0.0
Alanya,2+0,9.090909090909092
Alanya,2+1,1.4840785645254981
Alanya,2+2,11.11111111111111
Alanya,2.5+1,0.0
Alanya,3+1,0.6361622044052493
Alanya,3.5+1,0.0
Alanya,4+1,14.394878149524992
Alanya,4+2,14.285714285714285
Alanya,4.5+2,0.0
Alanya,5+1,21.54088050314465
Alanya,6+1,29.03225806451613
Alanya,Stüdyo (1+0),12.5
Alanya/Beldeler,1+1,1.0559606826127348
Alanya/Beldeler,2+1,3.8436952363281494
Alanya/Beldeler,2.5+1,-25.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,2.685766829184847
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,-6.25
Alanya/Beldeler,4+1,-2.1359223300970918
Alanya/Beldeler,4+2,42.857142857142854
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,9.316770186335404
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,6+1,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),-20.157480314960637
Alanya/Demirtaş,1+1,16.27906976744186
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,-3.225806451612903
Alanya/Köyler,2+1,50.0
Alanya/Köyler,3+1,26.451612903225808
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,8.333333333333332
Alanya/İncekum (Yeşilköy),2+1,8.641975308641971
Alanya/İncekum (Yeşilköy),3+1,25.412541254125415
Alanya/İncekum (Yeşilköy),4+1,-65.625
Demre/Kale(Demre),1+1,1.2345679012345634
Demre/Kale(Demre),2+0,-83.4862385321101
Demre/Kale(Demre),2+1,15.967225849409067
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-13.461538461538462
Demre/Kale(Demre),4+1,-62.08530805687204
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,1+1,0.0
Döşemealtı/Düzlerçamı,2+1,0.0
Döşemealtı/Düzlerçamı,3+1,0.0
Döşemealtı/Düzlerçamı,4+1,0.0
Döşemealtı/Düzlerçamı,5+1,-3.030303030303023
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,22.093023255813954
Döşemealtı/Köyler,3+1,-48.924731182795696
Döşemealtı/Merkez,1+1,5.806027901071055
Döşemealtı/Merkez,2+1,-4.571956991943832
Döşemealtı/Merkez,3+1,-20.052253429131287
Döşemealtı/Merkez,4+1,13.571913289349657
Döşemealtı/Merkez,5+1,3.6305147058823506
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,12.5
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),-4.3478260869565215
Döşemealtı/Yeniköy,1+1,0.8977549214775393
Döşemealtı/Yeniköy,2+0,-13.043478260869565
Döşemealtı/Yeniköy,2+1,1.5994238850993232
Döşemealtı/Yeniköy,3+1,8.127492503168764
Döşemealtı/Yeniköy,4+1,-4.781420765027319
Döşemealtı/Yeniköy,6+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),11.11111111111111
Döşemealtı/Yeşilbayır,1+1,-15.08313539192399
Döşemealtı/Yeşilbayır,2+1,-6.293706293706297
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,-6.773049645390067
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,16.712689020381326
Döşemealtı/Yeşilbayır,4+2,0.0
Döşemealtı/Yeşilbayır,4.5+1,0.0
Döşemealtı/Yeşilbayır,5+1,-7.27360308285163
Döşemealtı/Yeşilbayır,5.5+1,0.0
Döşemealtı/Yeşilbayır,6+1,-5.747126436781609
Döşemealtı/Yeşilbayır,7+1,90.80459770114943
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Çığlık,4+1,0.0
Elmalı,2+1,19.545454545454547
Elmalı,3+1,-0.766283524904216
Finike,1+1,-11.12162304215284
Finike,1.5+1,0.0
Finike,2+0,11.11111111111111
Finike,2+1,1.2794965915049827
Finike,3+1,-28.63247863247863
Finike,3.5+1,0.0
Finike/Beldeler,1+1,-8.684932781318325
Finike/Beldeler,2+1,5.117952818872454
Finike/Beldeler,3+1,1.6931216931216944
Finike/Beldeler,4+1,7.142857142857142
Gazipaşa,1+1,1.2114808634290588
Gazipaşa,2+1,7.662403051493951
Gazipaşa,3+1,-0.5016722408026785
Gazipaşa,4+1,2.631578947368426
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,3+1,-5.0
Kaş,1+1,6.929027917928019
Kaş,2+1,27.639383155397397
Kaş,3+1,0.8924587237840266
Kaş,4+1,0.0
Kaş,5+1,-55.45454545454545
Kaş,Stüdyo (1+0),32.35294117647058
Kaş/Kalkan,1+1,-9.69809813807219
Kaş/Kalkan,2+1,1.088638515840224
Kaş/Kalkan,3+1,-14.102419354838716
