Location,Rooms,Monthly Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,1.1053605198155276
Aksu,1.5+1,12.82051282051282
Aksu,2+0,0.0
Aksu,2+1,1.980816029606568
Aksu,3+1,6.635785736175827
Aksu,4+1,-7.285911602209944
Aksu,4+2,0.0
Aksu,5+1,57.09342560553633
Aksu,6+1,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),-23.333333333333332
Aksu/Köyler,1+1,0.2540220152413209
Aksu/Köyler,2+1,-1.831333284252375
Aksu/Köyler,3+1,-0.9041345964081225
Aksu/Köyler,3.5+1,24.285714285714285
Aksu/Köyler,4+1,-22.555317630264096
Aksu/Köyler,4+2,43.75
Aksu/Köyler,6+2,-53.125
Aksu/Pınarlı,1+1,-27.222222222222225
Aksu/Pınarlı,2+1,-12.962962962962965
Aksu/Pınarlı,6+1,0.0
Aksu/Pınarlı,Stüdyo (1+0),0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,-0.17548451481836821
Alanya,1.5+1,0.0
Alanya,2+0,0.0
Alanya,2+1,3.3021613878297544
Alanya,2+2,11.11111111111111
Alanya,2.5+1,0.0
Alanya,3+1,4.890435543307901
Alanya,3+2,-80.55555555555556
Alanya,3.5+1,-13.77777777777778
Alanya,4+1,-10.95966312056738
Alanya,4+2,14.285714285714285
Alanya,4.5+2,0.0
Alanya,5+1,26.410835214446955
Alanya,6+1,69.6969696969697
Alanya,Stüdyo (1+0),-14.285714285714285
Alanya/Beldeler,1+1,4.763506212877235
Alanya/Beldeler,2+1,6.359123826481307
Alanya/Beldeler,2.5+1,-18.64406779661017
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,0.8669877732493478
Alanya/Beldeler,3+2,7.999999999999992
Alanya/Beldeler,3.5+1,7.142857142857142
Alanya/Beldeler,4+1,-11.900041736227047
Alanya/Beldeler,4+2,17.647058823529413
Alanya/Beldeler,4.5+1,5.714285714285714
Alanya/Beldeler,5+1,-37.0
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,6+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),10.668789808917198
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,5.0
Alanya/Köyler,2+1,56.25
Alanya/Köyler,3+1,72.04301075268818
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,8.333333333333332
Alanya/İncekum (Yeşilköy),2+1,-11.818181818181818
Alanya/İncekum (Yeşilköy),3+1,10.294117647058822
Alanya/İncekum (Yeşilköy),4+1,10.317460317460316
Demre/Kale(Demre),1+1,16.07594936708861
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,-17.489711934156386
Demre/Kale(Demre),3+0,187.5
Demre/Kale(Demre),3+1,-3.522467631378532
Demre/Kale(Demre),4+1,-14.285714285714283
