Location,Rooms,Monthly Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,-0.3961400556241008
Aksu,1.5+1,18.91891891891892
Aksu,2+0,0.0
Aksu,2+1,2.636306615188363
Aksu,3+1,9.835708093174462
Aksu,4+1,-19.30862250262881
Aksu,4+2,0.0
Aksu,5+1,1.1135857461024499
Aksu,6+1,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),-35.55555555555556
Aksu/Köyler,1+1,1.1460906531855004
Aksu/Köyler,2+1,-6.2465772179627645
Aksu/Köyler,3+1,0.46130873020105356
Aksu/Köyler,3.5+1,24.285714285714285
Aksu/Köyler,4+1,-27.400468384074948
Aksu/Köyler,4+2,43.75
Aksu/Köyler,6+2,-25.806451612903224
Aksu/Pınarlı,1+1,-40.833333333333336
Aksu/Pınarlı,2+1,-12.962962962962965
Aksu/Pınarlı,6+1,0.0
Aksu/Pınarlı,Stüdyo (1+0),0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,2.00345156120729
Alanya,1.5+1,0.0
Alanya,2+0,0.0
Alanya,2+1,2.948132524092135
Alanya,2+2,11.11111111111111
Alanya,2.5+1,0.0
Alanya,3+0,0.0
Alanya,3+1,2.3639525651641806
Alanya,3+2,-80.55555555555556
Alanya,3.5+1,0.0
Alanya,4+1,-11.592873872012131
Alanya,4+2,14.285714285714285
Alanya,4.5+2,0.0
Alanya,5+1,24.33392539964476
Alanya,6+1,69.6969696969697
Alanya,Stüdyo (1+0),-27.160493827160487
Alanya/Beldeler,1+1,3.3647517696655083
Alanya/Beldeler,2+1,4.923678534688437
Alanya/Beldeler,2.5+1,-18.64406779661017
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,4.888315227134212
Alanya/Beldeler,3+2,7.999999999999992
Alanya/Beldeler,3.5+1,7.142857142857142
Alanya/Beldeler,4+1,-10.329670329670328
Alanya/Beldeler,4+2,17.647058823529413
Alanya/Beldeler,4.5+1,5.714285714285714
Alanya/Beldeler,5+1,-24.0
Alanya/Beldeler,6+2,0.0
Alanya/Beldeler,Stüdyo (1+0),10.668789808917198
Alanya/Demirtaş,1+1,20.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,2+1,28.571428571428577
Alanya/Köyler,3+1,34.003350083752096
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,8.333333333333332
Alanya/İncekum (Yeşilköy),2+1,-24.768518518518515
Alanya/İncekum (Yeşilköy),3+1,-8.396946564885496
Alanya/İncekum (Yeşilköy),4+1,10.317460317460316
Demre/Kale(Demre),1+1,12.65356265356265
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,20.555791734723567
Demre/Kale(Demre),3+0,-65.21739130434783
Demre/Kale(Demre),3+1,0.4018369690011485
Demre/Kale(Demre),4+1,-14.285714285714283
Demre/Kale(Demre),5+1,-7.142857142857142
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Kale(Demre),Stüdyo (1+0),0.0
Demre/Köyler,1+1,-9.090909090909092
Demre/Köyler,2+1,28.57142857142857
Döşemealtı/Düzlerçamı,1+1,0.0
Döşemealtı/Düzlerçamı,2+1,0.0
Döşemealtı/Düzlerçamı,3+1,0.0
Döşemealtı/Düzlerçamı,4+1,0.0
Döşemealtı/Düzlerçamı,5+1,-7.187500000000006
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,-15.833333333333332
Döşemealtı/Köyler,3+1,-5.263157894736842
Döşemealtı/Merkez,1+1,1.7616098557173467
Döşemealtı/Merkez,2+1,6.472094214029693
Döşemealtı/Merkez,3+1,3.4763313609467392
Döşemealtı/Merkez,4+1,23.705819350232048
Döşemealtı/Merkez,5+1,13.170640834575261
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,14.285714285714285
Döşemealtı/Merkez,6+3,0.0
Döşemealtı/Merkez,7+1,-30.416666666666664
Döşemealtı/Merkez,Stüdyo (1+0),0.0
