Location,Rooms,Monthly Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,0.5147546065818548
Aksu,2+1,1.8670255915942526
Aksu,2.5+1,0.0
Aksu,3+1,-12.72069584100458
Aksu,4+1,4.1891891891891895
Aksu,4+2,0.0
Aksu,5+1,55.017301038062286
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,4.960317460317467
Aksu/Köyler,2+1,6.51915421599545
Aksu/Köyler,3+1,9.94270306707113
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,4.508196721311475
Aksu/Köyler,4+2,43.75
Aksu/Köyler,6+2,-3.125
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,0.0
Aksu/Pınarlı,3+1,0.0
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,-1.83665788357756
Alanya,1.5+1,0.0
Alanya,2+0,0.0
Alanya,2+1,-0.07019513236252478
Alanya,2+2,0.0
Alanya,2.5+1,0.0
Alanya,3+1,2.4538331646049847
Alanya,3.5+1,0.0
Alanya,4+1,7.714484128630991
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,16.634491634491628
Alanya,Stüdyo (1+0),13.541666666666675
Alanya/Beldeler,1+1,1.308581623343972
Alanya/Beldeler,1.5+1,0.0
Alanya/Beldeler,2+1,-0.4852465262130082
Alanya/Beldeler,2.5+1,-25.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,11.73073403395312
Alanya/Beldeler,3+2,12.5
Alanya/Beldeler,3.5+1,-6.25
Alanya/Beldeler,4+1,-1.1917659804983811
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,51.515151515151516
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),-23.393574297188756
Alanya/Demirtaş,1+1,27.118644067796605
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,-3.225806451612903
Alanya/Köyler,1.5+1,5.0
Alanya/Köyler,2+1,6.25
Alanya/Köyler,3+1,-55.333333333333336
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,8.333333333333332
Alanya/İncekum (Yeşilköy),2+1,6.122448979591836
Alanya/İncekum (Yeşilköy),3+1,6.9306930693069315
Alanya/İncekum (Yeşilköy),4+1,-35.9375
Demre/Kale(Demre),1+1,60.0907029478458
Demre/Kale(Demre),2+0,-77.11864406779661
Demre/Kale(Demre),2+1,15.241635687732341
Demre/Kale(Demre),3+0,-39.473684210526315
Demre/Kale(Demre),3+1,-16.460905349794242
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,-6.25
Demre/Köyler,1+1,0.0
Demre/Köyler,2+0,0.0
Demre/Köyler,2+1,0.0
Demre/Köyler,3+1,0.0
Döşemealtı/Düzlerçamı,1+1,0.0
Döşemealtı/Düzlerçamı,2+1,0.0
Döşemealtı/Düzlerçamı,4+1,0.0
Döşemealtı/Düzlerçamı,5+1,-3.030303030303023
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,-12.5
Döşemealtı/Köyler,3+1,-33.41121495327102
Döşemealtı/Merkez,1+1,6.475522552255235
Döşemealtı/Merkez,2+1,-2.9603640151307475
Döşemealtı/Merkez,3+1,-5.319012091587347
Döşemealtı/Merkez,4+1,15.808823529411756
Döşemealtı/Merkez,5+1,-1.1963406052075962
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,58.333333333333336
Döşemealtı/Merkez,7+1,20.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),0.0
Döşemealtı/Yeniköy,1+1,0.9865795629848144
Döşemealtı/Yeniköy,2+0,-8.333333333333332
Döşemealtı/Yeniköy,2+1,3.4004838454407786
Döşemealtı/Yeniköy,3+1,-1.6602809706258004
Döşemealtı/Yeniköy,4+1,18.687872763419485
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,-4.318936877076411
Döşemealtı/Yeşilbayır,2+1,-3.748587860737388
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,1.266490765171504
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,-3.8461538461538463
Döşemealtı/Yeşilbayır,4+2,0.0
Döşemealtı/Yeşilbayır,5+1,-5.263157894736842
Döşemealtı/Yeşilbayır,5.5+1,0.0
Döşemealtı/Yeşilbayır,6+1,-0.4878048780487805
Döşemealtı/Yeşilbayır,6+3,0.0
Döşemealtı/Yeşilbayır,7+1,124.13793103448276
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Çığlık,4+1,0.0
Elmalı,2+1,22.950819672131153
Elmalı,3+1,-2.4539877300613497
Finike,1+1,23.3221476510067
Finike,1.5+1,0.0
Finike,2+0,11.11111111111111
Finike,2+1,4.243035190615836
Finike,3+1,3.614457831325301
Finike,3.5+1,0.0
Finike/Beldeler,1+1,-2.2421993414519457
Finike/Beldeler,2+1,0.266581784904306
Finike/Beldeler,3+1,6.881061766207257
Finike/Beldeler,4+1,7.142857142857142
Gazipaşa,1+1,-3.1944521038989664
Gazipaşa,2+1,1.323552123552117
Gazipaşa,3+1,-10.019334049409249
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,3+1,18.75
Kaş,1+1,26.590909090909093
Kaş,2+1,51.608291636883486
Kaş,3+1,10.44776119402985
Kaş,4+1,0.0
Kaş,5+1,-55.45454545454545
Kaş,Stüdyo (1+0),7.614213197969544
Kaş/Kalkan,1+1,25.55894308943089
Kaş/Kalkan,2+1,2.4500364174097236
Kaş/Kalkan,2.5+1,0.0
Kaş/Kalkan,3+1,-17.170564746149452
Kaş/Kalkan,4+1,28.907670824992792
Kaş/Kalkan,4+2,0.0
Kaş/Kalkan,5+1,0.0
Kaş/Kalkan,5+2,0.0
Kaş/Kalkan,6+1,0.0
Kaş/Kalkan,7+2,0.0
Kaş/Kalkan,Stüdyo (1+0),0.0
Kaş/Köyler,1+1,6.757766158442806
Kaş/Köyler,2,0.0
Kaş/Köyler,2+1,-14.233576642335768
Kaş/Köyler,2+2,0.0
Kaş/Köyler,2.5+1,-6.666666666666667
Kaş/Köyler,3+1,42.50000000000001
Kaş/Köyler,3+2,0.0
Kaş/Köyler,5+4,0.0
Kaş/Köyler,Stüdyo (1+0),26.76056338028169
Kemer,1+1,128.1846635367762
Kemer,2+0,0.0
Kemer,2+1,7.790858725761783
Kemer,3+1,21.6679810725552
Kemer,3.5+1,0.0
Kemer,4+1,71.21854679106588
Kemer,4+4,0.0
Kemer,4.5+1,0.0
Kemer,6+1,-20.0
Kemer,Stüdyo (1+0),-14.108108108108105
Kemer/Göynük,1+1,46.30784378076797
Kemer/Göynük,1.5+1,0.0
Kemer/Göynük,2+1,19.474835886214446
Kemer/Göynük,3+1,0.0
Kemer/Göynük,4+1,-12.962962962962967
Kemer/Göynük,5+1,0.0
Kemer/Göynük,7+2,0.0
Kemer/Göynük,9+1,0.0
Kemer/Göynük,Stüdyo (1+0),-1.4576719576719528
Kemer/Köyler,1+1,27.27272727272727
Kemer/Köyler,2+1,4.210526315789469
Kemer/Köyler,2.5+1,0.0
Kemer/Köyler,3+1,0.0
Kemer/Köyler,Stüdyo (1+0),0.0
Kemer/Tekirova,1+1,10.25081788440568
Kemer/Tekirova,2+1,38.0
Kemer/Tekirova,3+1,120.83333333333333
Kemer/Tekirova,Stüdyo (1+0),0.0
Kepez/Ahatlı,1+1,0.7742049730459264
Kepez/Ahatlı,1.5+1,0.0
Kepez/Ahatlı,2+0,2.311026903811021
Kepez/Ahatlı,2+1,-0.7096332154102394
Kepez/Ahatlı,3+0,-50.943396226415096
Kepez/Ahatlı,3+1,2.4030050427086453
Kepez/Ahatlı,4+4,11.11111111111111
Kepez/Ahatlı,5+1,-5.418719211822666
Kepez/Ahatlı,5+2,-6.25
Kepez/Ahatlı,Stüdyo (1+0),4.84993442237546
Kepez/Altınova,3+1,0.0
Kepez/Dokuma,1+1,-8.667621776504298
Kepez/Dokuma,1.5+1,4.761904761904762
Kepez/Dokuma,2+1,-4.780753355002087
Kepez/Dokuma,2.5+1,0.0
Kepez/Dokuma,3+1,8.778729770161851
Kepez/Dokuma,4+1,-8.547008547008552
Kepez/Dokuma,Stüdyo (1+0),-31.25
Kepez/Duraliler,1+1,8.144362823379108
Kepez/Duraliler,2+0,6.8255687973997805
Kepez/Duraliler,2+1,0.26400779580345896
Kepez/Duraliler,3+1,-25.69514501891551
Kepez/Duraliler,4+1,-6.329113924050624
Kepez/Duraliler,4+2,0.0
Kepez/Duraliler,5+1,-8.333333333333332
Kepez/Duraliler,6+1,-26.923076923076923
Kepez/Duraliler,Stüdyo (1+0),4.333506673600285
Kepez/Düdenbaşı,1+1,-0.642546076677806
Kepez/Düdenbaşı,2+1,-0.5453756484348734
Kepez/Düdenbaşı,3+1,18.32525016882559
Kepez/Erenköy,1+1,0.7613600288806996
Kepez/Erenköy,2+0,4.545454545454546
Kepez/Erenköy,2+1,0.2892183368685484
Kepez/Erenköy,2+2,-21.66666666666667
Kepez/Erenköy,3+0,0.0
Kepez/Erenköy,3+1,0.1376996028207812
Kepez/Erenköy,4+1,12.3015873015873
Kepez/Erenköy,5+1,2.2053231939163496
Kepez/Erenköy,Stüdyo (1+0),-33.33333333333333
Kepez/Köyler,1+1,-47.368421052631575
Kepez/Köyler,2+1,22.468429830831553
Kepez/Köyler,3+1,30.69908814589666
Kepez/Köyler,3+2,0.0
Kepez/Köyler,4+1,2.825888787602547
Kepez/Köyler,4.5+1,0.0
Kepez/Köyler,5+1,0.0
Kepez/Merkez,1+1,5.56695534095259
Kepez/Merkez,2+1,1.0212765957446834
Kepez/Merkez,3+1,83.80952380952381
Kepez/Merkez,4+1,21.40350877192982
Kepez/Merkez,5+1,0.0
Kepez/Merkez,Stüdyo (1+0),51.42857142857142
Kepez/Sütçüler,1+1,-2.8304155361303494
Kepez/Sütçüler,2+1,7.392393732714245
Kepez/Sütçüler,3+1,3.787275876597535
Kepez/Sütçüler,4+1,27.635327635327645
Kepez/Sütçüler,4+2,0.0
Kepez/Varsak,1+1,-0.044186637423766106
Kepez/Varsak,2+0,0.0
Kepez/Varsak,2+1,0.9060141374611743
Kepez/Varsak,3+1,-3.8003261005894817
Kepez/Varsak,4+1,10.10638297872341
Kepez/Varsak,5+1,0.0
Kepez/Varsak,5+2,0.0
Kepez/Varsak,Stüdyo (1+0),39.166666666666664
Kepez/Yeniemek,1+1,-3.4837382697004813
Kepez/Yeniemek,2+1,-0.1361555295784031
Kepez/Yeniemek,3+1,-1.6501711220053714
Kepez/Yeniemek,5+1,0.0
Kepez/Yeniemek,Stüdyo (1+0),22.033898305084744
Konyaaltı/Arapsuyu,1+1,3.016652441248114
Konyaaltı/Arapsuyu,2+0,0.7633587786259598
Konyaaltı/Arapsuyu,2+1,1.3451952642889238
Konyaaltı/Arapsuyu,2+2,0.0
Konyaaltı/Arapsuyu,3+1,5.556543276877649
Konyaaltı/Arapsuyu,3+2,1.4794520547945205
Konyaaltı/Arapsuyu,4+1,-0.13611647063875368
Konyaaltı/Arapsuyu,4+2,-7.051282051282051
Konyaaltı/Arapsuyu,5+1,-5.417764120573598
Konyaaltı/Arapsuyu,5+2,16.66666666666666
Konyaaltı/Arapsuyu,6+1,0.5586592178770949
Konyaaltı/Arapsuyu,7+1,1.2345679012345607
Konyaaltı/Arapsuyu,Stüdyo (1+0),9.856262833675553
Konyaaltı/Doyran,2+1,2.564102564102564
Konyaaltı/Köyler,1+1,-11.656244989578328
Konyaaltı/Köyler,10 Üzeri,0.0
Konyaaltı/Köyler,2+0,9.090909090909099
Konyaaltı/Köyler,2+1,-16.666666666666664
Konyaaltı/Köyler,3+1,32.30563002680966
Konyaaltı/Köyler,4+1,-28.57142857142857
Konyaaltı/Köyler,5+1,-25.0
Konyaaltı/Köyler,6+2,0.0
Konyaaltı/Merkez,1+1,3.3744001105907437
Konyaaltı/Merkez,2+0,-6.896551724137925
Konyaaltı/Merkez,2+1,7.444093340696386
Konyaaltı/Merkez,3+1,0.0016942260775203893
Konyaaltı/Merkez,4+1,-6.327409800753917
Konyaaltı/Merkez,5+1,0.10362694300517757
Konyaaltı/Merkez,Stüdyo (1+0),4.712041884816754
Korkuteli,1+1,45.925925925925924
Korkuteli,2+0,-8.108108108108109
Korkuteli,2+1,-5.7333941328469376
Korkuteli,3+1,-1.9073756432247049
Korkuteli,3.5+1,0.0
Korkuteli,5+1,0.0
Korkuteli/Bozova,2+1,0.0
Korkuteli/Köyler,2+1,-13.157894736842104
Korkuteli/Köyler,3+1,0.0
Kumluca,1+1,-1.3480392156862817
Kumluca,2+0,-8.823529411764707
Kumluca,2+1,-12.226517978858917
Kumluca,3+1,5.005138746145944
Kumluca,4+1,0.0
Kumluca,Stüdyo (1+0),0.0
Kumluca/Beldeler,1+1,-12.790697674418608
Kumluca/Beldeler,2+1,-28.57142857142857
Kumluca/Beykonak,3+1,153.33333333333334
Kumluca/Beykonak,4+1,47.05882352941176
Kumluca/Köyler,1+1,-4.503105590062106
Kumluca/Köyler,1.5+1,0.0
Kumluca/Köyler,2+1,-7.7496274217585706
Kumluca/Köyler,3+1,132.66666666666666
Kumluca/Mavikent,2+1,-7.692307692307697
Kumluca/Mavikent,4+2,0.0
Kumluca/Mavikent,5+1,20.0
Kumluca/Mavikent,6+1,8.108108108108109
Manavgat,1+1,4.298311349789712
Manavgat,1.5+1,-12.962962962962962
Manavgat,2+0,56.12244897959183
Manavgat,2+1,2.860299554183379
Manavgat,2.5+1,0.0
Manavgat,3+1,0.32019644391329943
Manavgat,3+2,-25.0
Manavgat,3.5+1,0.0
Manavgat,4+1,6.925670575210099
Manavgat,4+2,300.0
Manavgat,5+1,16.28664495114007
Manavgat,5+2,64.0625
Manavgat,Stüdyo (1+0),-5.922826282628249
Manavgat/Ilıca,1+1,-2.570731529694492
Manavgat/Ilıca,2+0,3.4482758620689653
Manavgat/Ilıca,2+1,11.693793854730712
Manavgat/Ilıca,2.5+1,0.0
Manavgat/Ilıca,3+1,25.677830940988837
Manavgat/Ilıca,4+1,6.233128834355821
Manavgat/Ilıca,4.5+1,0.0
Manavgat/Ilıca,5+1,1.9047619047619102
Manavgat/Ilıca,6+1,10.0
Manavgat/Köyler,1+1,4.6477850399418905
Manavgat/Köyler,2+0,0.0
Manavgat/Köyler,2+1,4.5061970725141665
Manavgat/Köyler,3+1,-3.6421821267868295
Manavgat/Köyler,3+2,0.0
Manavgat/Köyler,4+1,-8.641975308641975
Manavgat/Köyler,4+3,0.0
Manavgat/Köyler,Stüdyo (1+0),0.0
Manavgat/Sarılar,1+1,10.399999999999993
Manavgat/Sarılar,2+0,35.13513513513514
Manavgat/Sarılar,2+1,-0.628259352030556
Manavgat/Sarılar,3+1,-1.257396449704142
Manavgat/Sarılar,4+1,8.50263355906698
Manavgat/Taşağıl,1+1,13.114754098360661
Manavgat/Taşağıl,2+1,-4.957264957264952
Manavgat/Taşağıl,3+1,32.39130434782608
Manavgat/Taşağıl,4+1,-6.666666666666667
Manavgat/Taşağıl,5+1,0.0
Manavgat/Çolaklı,1.5+1,0.0
Manavgat/Çolaklı,2+1,93.63620448179273
Manavgat/Çolaklı,3+1,-11.971830985915492
Manavgat/Çolaklı,4+1,0.0
Manavgat/Çolaklı,5.5+1,-9.523809523809524
Manavgat/Çolaklı,Stüdyo (1+0),0.0
Muratpaşa/Bahçelievler,1+1,2.469515605772458
Muratpaşa/Bahçelievler,2+1,7.878056231448036
Muratpaşa/Bahçelievler,3+1,1.5278160497229207
Muratpaşa/Bahçelievler,4+1,-43.24958123953099
Muratpaşa/Bahçelievler,4+2,-7.142857142857142
Muratpaşa/Bahçelievler,Stüdyo (1+0),-10.326086956521738
Muratpaşa/Eskisanayi,1+1,3.294752207716927
Muratpaşa/Eskisanayi,2+1,3.7739747878591983
Muratpaşa/Eskisanayi,3+1,2.4163031032880866
Muratpaşa/Eskisanayi,4+1,1.4492753623188406
Muratpaşa/Eskisanayi,5+1,14.444444444444452
Muratpaşa/Eskisanayi,Stüdyo (1+0),6.172839506172844
Muratpaşa/Fener,1+1,4.193309076498018
Muratpaşa/Fener,2+1,3.563022789550072
Muratpaşa/Fener,3+1,-2.381999161483283
Muratpaşa/Fener,3.5+1,-0.5882352941176471
Muratpaşa/Fener,4+1,-10.66691928760895
Muratpaşa/Fener,4+2,20.0
Muratpaşa/Fener,5+1,-23.469387755102044
Muratpaşa/Fener,5+2,418.51851851851853
Muratpaşa/Fener,6+1,0.0
Muratpaşa/Fener,Stüdyo (1+0),7.7378640776698955
Muratpaşa/Gençlik,1+1,-9.62457337883959
Muratpaşa/Gençlik,2+1,2.717113373502315
Muratpaşa/Gençlik,3+1,-3.994213032732529
Muratpaşa/Gençlik,4+1,8.045977011494253
Muratpaşa/Gençlik,Stüdyo (1+0),20.730620730620732
Muratpaşa/Güzeloluk,1+1,0.8757157292017502
Muratpaşa/Güzeloluk,2+1,-4.566858509604592
Muratpaşa/Güzeloluk,3+1,6.723994027845667
Muratpaşa/Güzeloluk,4+1,-11.11111111111111
Muratpaşa/Güzeloluk,5+1,0.0
Muratpaşa/Güzeloluk,6+1,0.0
Muratpaşa/Kızıltoprak,1+1,1.795708955223886
Muratpaşa/Kızıltoprak,2+1,0.7377598926894741
Muratpaşa/Kızıltoprak,3+1,-2.1835668162416586
Muratpaşa/Kızıltoprak,4+2,0.0
Muratpaşa/Kızıltoprak,Stüdyo (1+0),0.0
Muratpaşa/Lara,1+1,13.528089502679567
Muratpaşa/Lara,1.5+1,-7.4074074074074066
Muratpaşa/Lara,2+0,0.0
Muratpaşa/Lara,2+1,1.5103479069041044
Muratpaşa/Lara,3+1,0.49632606013816516
Muratpaşa/Lara,3+3,0.0
Muratpaşa/Lara,4+1,21.586432529879144
Muratpaşa/Lara,4+2,-3.3333333333333335
Muratpaşa/Lara,5+1,-15.09990917347866
Muratpaşa/Lara,6+1,-2.7210884353741496
Muratpaşa/Lara,6+3,0.0
Muratpaşa/Lara,Stüdyo (1+0),15.092748735244523
Muratpaşa/Meltem,1+1,1.0209414962193806
Muratpaşa/Meltem,2+0,-37.08293612964728
Muratpaşa/Meltem,2+1,-1.3770040842896627
Muratpaşa/Meltem,3+1,-1.5689763960466057
Muratpaşa/Meltem,Stüdyo (1+0),10.051813471502587
Muratpaşa/Merkez,2+1,-3.4965034965034967
Muratpaşa/Merkez,3+1,-3.5714285714285756
Muratpaşa/Merkez,4+1,0.0
Muratpaşa/Merkez,Stüdyo (1+0),0.0
Muratpaşa/Yenigün,1+1,2.874963822943294
Muratpaşa/Yenigün,2+1,1.1550521248701981
Muratpaşa/Yenigün,3+1,-0.14453087992253041
Muratpaşa/Yenigün,4+1,54.54545454545454
Muratpaşa/Yenigün,Stüdyo (1+0),0.0
Muratpaşa/Çarşı,1+1,-1.2946912242686908
Muratpaşa/Çarşı,2+0,-1.2345679012345678
Muratpaşa/Çarşı,2+1,-3.408002616150046
Muratpaşa/Çarşı,3+1,17.06568446899939
Muratpaşa/Çarşı,4+1,39.6551724137931
Muratpaşa/Çarşı,5+1,0.0
Muratpaşa/Çarşı,Stüdyo (1+0),12.648221343873518
Serik,1+1,-2.565005417118097
Serik,10+1,0.0
Serik,2+0,0.0
Serik,2+1,0.19827720403007834
Serik,2.5+1,0.0
Serik,3+1,2.229648431705437
Serik,3+2,0.0
Serik,4+0,0.0
Serik,4+1,10.020750199521153
Serik,5+1,8.410732714138282
Serik,6+1,2.0408163265306003
Serik,6+2,0.0
Serik,7+1,0.0
Serik,8+1,0.0
Serik/Belek,1+1,-5.792263514697453
Serik/Belek,10 Üzeri,-47.89473684210526
Serik/Belek,2+0,0.0
Serik/Belek,2+1,10.904977375565602
Serik/Belek,2.5+1,-14.285714285714285
Serik/Belek,3+1,0.7619047619047679
Serik/Belek,4+1,81.2078127244004
Serik/Belek,5+1,25.0
Serik/Belek,5+2,0.0
Serik/Belek,6+1,30.56379821958457
Serik/Belek,7+1,0.0
Serik/Belek,Stüdyo (1+0),-80.0
Serik/Köyler,1+1,0.0
Serik/Köyler,2+1,30.308880308880298
Serik/Köyler,3+1,0.0
Serik/Köyler,4+1,13.809523809523816
Serik/Yukarıkocayatak,2+1,-4.285714285714286
Serik/Yukarıkocayatak,3+1,7.142857142857135
