Location,Rooms,Monthly Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,1.99148077269701
Aksu,1.5+1,-2.631578947368421
Aksu,2+0,0.0
Aksu,2+1,1.4372790432504357
Aksu,2.5+1,0.0
Aksu,3+1,-9.94493524924605
Aksu,4+1,12.617801047120421
Aksu,5+1,55.017301038062286
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,6.853839801816679
Aksu/Köyler,2+1,4.5321637426900585
Aksu/Köyler,3+1,4.957305502846294
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,0.13089005235602477
Aksu/Köyler,4+2,43.75
Aksu/Köyler,6+2,-28.125
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,17.857142857142858
Aksu/Pınarlı,3+1,0.0
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,0.29930595505565244
Alanya,1.5+1,0.0
Alanya,2+0,145.45454545454547
Alanya,2+1,1.471230896146578
Alanya,2+2,0.0
Alanya,2.5+1,0.0
Alanya,3+1,2.005330240811316
Alanya,3.5+1,0.0
Alanya,4+1,9.411804049873744
Alanya,4+2,0.0
Alanya,5+1,21.54088050314465
Alanya,Stüdyo (1+0),2.9545454545454612
Alanya/Beldeler,1+1,-0.9818791244240535
Alanya/Beldeler,2+1,1.1107703116598495
Alanya/Beldeler,2.5+1,-25.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,4.310661591695502
Alanya/Beldeler,3+2,11.11111111111111
Alanya/Beldeler,3.5+1,-6.25
Alanya/Beldeler,4+1,-0.21754894851341552
Alanya/Beldeler,4+2,97.53086419753086
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,2.923976608187134
Alanya/Beldeler,6+1,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),-7.627118644067797
Alanya/Demirtaş,1+1,16.27906976744186
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,-3.225806451612903
Alanya/Köyler,2+1,-3.3333333333333335
Alanya/Köyler,3+1,14.685314685314685
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,8.333333333333332
Alanya/İncekum (Yeşilköy),2+1,12.820512820512816
Alanya/İncekum (Yeşilköy),3+1,6.9306930693069315
Alanya/İncekum (Yeşilköy),4+1,-35.9375
Demre/Kale(Demre),1+1,0.0
Demre/Kale(Demre),2+0,-83.4862385321101
Demre/Kale(Demre),2+1,-7.44360564392918
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-13.461538461538462
Demre/Kale(Demre),4+1,-16.08391608391608
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,-6.25
Demre/Köyler,1+1,0.0
Demre/Köyler,2+0,0.0
Demre/Köyler,2+1,0.0
Demre/Köyler,3+1,0.0
Döşemealtı/Düzlerçamı,1+1,0.0
Döşemealtı/Düzlerçamı,2+1,0.0
Döşemealtı/Düzlerçamı,3+1,0.0
Döşemealtı/Düzlerçamı,4+1,0.0
Döşemealtı/Düzlerçamı,5+1,-3.030303030303023
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,29.098360655737714
Döşemealtı/Köyler,3+1,-48.924731182795696
Döşemealtı/Merkez,1+1,3.4701315163999364
Döşemealtı/Merkez,2+1,1.4262232479370383
Döşemealtı/Merkez,3+1,-5.193426908592939
Döşemealtı/Merkez,4+1,10.239306358381503
Döşemealtı/Merkez,5+1,3.2806201550387617
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,50.0
Döşemealtı/Merkez,7+1,20.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),0.0
Döşemealtı/Yeniköy,1+1,5.487275049138409
Döşemealtı/Yeniköy,2+0,-8.333333333333332
Döşemealtı/Yeniköy,2+1,1.871873576211031
Döşemealtı/Yeniköy,3+1,6.063236684221696
Döşemealtı/Yeniköy,4+1,8.454356846473035
Döşemealtı/Yeniköy,6+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,-8.567774936061381
Döşemealtı/Yeşilbayır,2+1,6.471494607087824
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,-4.617414248021104
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,13.897308716818218
Döşemealtı/Yeşilbayır,4+2,0.0
Döşemealtı/Yeşilbayır,5+1,0.1445086705202333
Döşemealtı/Yeşilbayır,5.5+1,0.0
Döşemealtı/Yeşilbayır,6+1,-20.522388059701495
Döşemealtı/Yeşilbayır,7+1,90.80459770114943
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Çığlık,4+1,0.0
Elmalı,1+1,0.0
Elmalı,2+1,38.88888888888889
Elmalı,3+1,2.344827586206899
Finike,1+1,-9.116367076631976
Finike,1.5+1,0.0
Finike,2+0,11.11111111111111
Finike,2+1,6.632423515296944
Finike,3+1,8.218478815722307
Finike,3.5+1,0.0
Finike/Beldeler,1+1,-5.3223012812388735
Finike/Beldeler,2+1,8.116277276582618
Finike/Beldeler,3+1,3.7562528422010057
Finike/Beldeler,4+1,7.142857142857142
Gazipaşa,1+1,-4.03143743859875
Gazipaşa,2+1,5.911692172920449
Gazipaşa,3+1,-0.37532515793385834
Gazipaşa,4+1,2.631578947368426
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,3+1,-5.0
Kaş,1+1,11.278952668680772
Kaş,2+1,27.240099009900987
Kaş,3+1,-6.506849315068493
Kaş,4+1,0.0
Kaş,5+1,-55.45454545454545
Kaş,Stüdyo (1+0),32.35294117647058
Kaş/Kalkan,1+1,16.11846097827406
Kaş/Kalkan,2+1,2.813642347658313
Kaş/Kalkan,3+1,-15.804290158834124
Kaş/Kalkan,4+1,32.44654878279287
Kaş/Kalkan,5+1,0.0
Kaş/Kalkan,5+2,0.0
Kaş/Kalkan,6+1,0.0
Kaş/Kalkan,7+2,0.0
Kaş/Kalkan,Stüdyo (1+0),0.0
Kaş/Köyler,1+1,18.955568378534323
Kaş/Köyler,2,0.0
Kaş/Köyler,2+1,-4.124135096252654
Kaş/Köyler,2+2,0.0
Kaş/Köyler,2.5+1,-6.666666666666667
Kaş/Köyler,3+1,40.476190476190474
Kaş/Köyler,3+2,0.0
Kaş/Köyler,5+4,0.0
Kaş/Köyler,Stüdyo (1+0),26.76056338028169
Kemer,1+1,122.52112676056338
Kemer,2+1,15.713471404142124
Kemer,3+1,24.595796281325793
Kemer,3.5+1,0.0
Kemer,4+1,84.96460449369036
Kemer,4+4,0.0
Kemer,4.5+1,0.0
Kemer,5+1,60.0
Kemer,6+1,-20.0
Kemer,Stüdyo (1+0),-18.48275862068966
Kemer/Göynük,1+1,46.59788064696041
Kemer/Göynük,2+1,15.798687089715541
Kemer/Göynük,3+1,137.1647509578544
Kemer/Göynük,4+1,1.7241379310344827
Kemer/Göynük,5+1,0.0
Kemer/Göynük,7+2,0.0
Kemer/Göynük,9+1,0.0
Kemer/Göynük,Stüdyo (1+0),7.24741301848327
Kemer/Köyler,1+1,61.53846153846153
Kemer/Köyler,2+1,-2.2222222222222223
Kemer/Köyler,3+1,0.0
Kemer/Köyler,Stüdyo (1+0),0.0
Kemer/Tekirova,1+1,-0.9298998569384888
Kemer/Tekirova,2+1,-37.39130434782609
Kemer/Tekirova,3+1,3.8461538461538463
Kemer/Tekirova,Stüdyo (1+0),0.0
Kepez/Ahatlı,1+1,0.6843059670192659
Kepez/Ahatlı,1.5+1,0.0
Kepez/Ahatlı,2+0,1.7282196693784755
Kepez/Ahatlı,2+1,3.4827008555735515
Kepez/Ahatlı,2.5+1,0.0
Kepez/Ahatlı,3+0,-50.943396226415096
Kepez/Ahatlı,3+1,6.453952139231327
Kepez/Ahatlı,4+1,150.0
Kepez/Ahatlı,4+4,11.11111111111111
Kepez/Ahatlı,5+1,-5.418719211822666
Kepez/Ahatlı,5+2,-6.25
Kepez/Ahatlı,Stüdyo (1+0),4.998600903071776
Kepez/Dokuma,1+1,0.7272336769759425
Kepez/Dokuma,1.5+1,4.761904761904762
Kepez/Dokuma,2+1,1.0426695421111538
Kepez/Dokuma,3+1,2.949330376183577
Kepez/Dokuma,4+1,0.0
Kepez/Dokuma,Stüdyo (1+0),-31.25
Kepez/Duraliler,1+1,8.566176470588236
Kepez/Duraliler,2+0,13.612479474548438
Kepez/Duraliler,2+1,2.628434680623307
Kepez/Duraliler,3+1,-18.924183707124005
Kepez/Duraliler,4+1,-20.430107526881716
Kepez/Duraliler,4+2,46.11111111111112
Kepez/Duraliler,5+1,-8.333333333333332
Kepez/Duraliler,6+1,-13.636363636363635
Kepez/Duraliler,Stüdyo (1+0),1.3244320017228421
Kepez/Düdenbaşı,1+1,2.6845866327353605
Kepez/Düdenbaşı,2+1,2.432332382466309
Kepez/Düdenbaşı,3+1,4.550113641427875
Kepez/Erenköy,1+1,-3.357120785443056
Kepez/Erenköy,2+0,11.111111111111104
Kepez/Erenköy,2+1,1.2334579469907838
Kepez/Erenköy,2+2,-3.589743589743594
Kepez/Erenköy,3+1,-1.986427637254089
Kepez/Erenköy,4+1,2.657591962404802
Kepez/Erenköy,5+1,-3.8348082595870205
Kepez/Erenköy,Stüdyo (1+0),-33.33333333333333
Kepez/Köyler,1+1,-47.368421052631575
Kepez/Köyler,2+1,38.18181818181819
Kepez/Köyler,3+1,-40.24691358024691
Kepez/Köyler,3+2,0.0
Kepez/Köyler,4+1,-13.461538461538462
Kepez/Köyler,4.5+1,0.0
Kepez/Köyler,5+1,0.0
Kepez/Köyler,5.5+1,0.0
Kepez/Merkez,1+1,6.159398787524639
Kepez/Merkez,2+1,12.782540919719418
Kepez/Merkez,3+1,39.01639344262295
Kepez/Merkez,4+1,13.50318471337579
Kepez/Merkez,5+1,0.0
Kepez/Merkez,Stüdyo (1+0),32.407407407407405
Kepez/Sütçüler,1+1,0.870283742331304
Kepez/Sütçüler,2+1,5.347766712986347
Kepez/Sütçüler,3+1,3.990634225796595
Kepez/Sütçüler,4+1,30.417495029821072
Kepez/Sütçüler,4+2,0.0
Kepez/Varsak,1+1,-0.7533071205945852
Kepez/Varsak,2+0,0.0
Kepez/Varsak,2+1,1.9561778105913155
Kepez/Varsak,2.5+1,0.0
Kepez/Varsak,3+1,-1.0529556834062248
Kepez/Varsak,4+1,10.10638297872341
Kepez/Varsak,5+2,7.6923076923076925
Kepez/Varsak,Stüdyo (1+0),0.0
Kepez/Yeniemek,1+1,4.64997445068984
Kepez/Yeniemek,2+1,-0.7540599800340094
Kepez/Yeniemek,3+1,1.053639846743295
Kepez/Yeniemek,5+1,0.0
Kepez/Yeniemek,Stüdyo (1+0),17.391304347826082
Konyaaltı/Arapsuyu,1+1,0.6387262060690154
Konyaaltı/Arapsuyu,2+0,27.536231884057973
Konyaaltı/Arapsuyu,2+1,1.3540999210557303
Konyaaltı/Arapsuyu,2+2,0.0
Konyaaltı/Arapsuyu,3+1,5.663811548468903
Konyaaltı/Arapsuyu,3+2,1.4794520547945205
Konyaaltı/Arapsuyu,4+1,1.1442989218720274
Konyaaltı/Arapsuyu,4+2,-0.684931506849315
Konyaaltı/Arapsuyu,5+1,-2.0815511833475906
Konyaaltı/Arapsuyu,5+2,-12.5
Konyaaltı/Arapsuyu,6+1,14.406779661016955
Konyaaltı/Arapsuyu,7+1,0.0
Konyaaltı/Arapsuyu,Stüdyo (1+0),-3.91644908616188
Konyaaltı/Doyran,2+1,10.0
Konyaaltı/Köyler,1+1,-6.284153005464475
Konyaaltı/Köyler,2+0,23.076923076923077
Konyaaltı/Köyler,2+1,-18.181818181818183
Konyaaltı/Köyler,3+1,0.0
Konyaaltı/Köyler,4+1,-27.27272727272727
