Location,Rooms,Monthly Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,-1.7415314692274098
Aksu,1.5+1,0.0
Aksu,2+0,0.0
Aksu,2+1,1.7642932661027906
Aksu,2.5+1,0.0
Aksu,3+1,-4.200711392850865
Aksu,4+1,-0.9611687812379741
Aksu,4+2,0.0
Aksu,5+1,55.017301038062286
Aksu,Stüdyo (1+0),26.666666666666668
Aksu/Köyler,1+1,5.092592592592593
Aksu/Köyler,2+1,11.052213093029412
Aksu/Köyler,3+1,9.876943005181344
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,16.731517509727624
Aksu/Köyler,4+2,43.75
Aksu/Köyler,6+2,-3.125
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,0.0
Aksu/Pınarlı,3+1,0.0
Aksu/Pınarlı,6+1,1677.7777777777778
Aksu/Çalkaya,1+1,3.4482758620689653
Aksu/Çalkaya,2+1,-7.4074074074074066
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,-1.701280615696777
Alanya,2+0,0.0
Alanya,2+1,1.6917692200185024
Alanya,2+2,-40.0
Alanya,2.5+1,0.0
Alanya,3+1,5.196211082618149
Alanya,3.5+1,-6.25
Alanya,4+1,-1.501095160786846
Alanya,4+2,-41.05263157894737
Alanya,4.5+2,0.0
Alanya,5+1,-0.8622147083685585
Alanya,6+1,-29.03225806451613
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),48.76847290640395
Alanya/Beldeler,1+1,3.2205811525372225
Alanya/Beldeler,1.5+1,0.0
Alanya/Beldeler,2+1,1.2956967941960025
Alanya/Beldeler,2.5+1,44.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,10.366443286175233
Alanya/Beldeler,3+2,12.5
Alanya/Beldeler,3.5+1,-6.25
Alanya/Beldeler,4+1,11.014253740134285
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,20.000000000000007
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),-14.243355071270065
Alanya/Demirtaş,1+1,16.27906976744186
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,-2.1739130434782648
Alanya/Köyler,1.5+1,67.5
Alanya/Köyler,2+1,6.25
Alanya/Köyler,3+1,-47.45430809399478
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+0,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,16.171617161716167
Alanya/İncekum (Yeşilköy),4+1,0.0
Alanya/İncekum (Yeşilköy),6+1,0.0
Demre/Kale(Demre),1+1,11.479591836734691
Demre/Kale(Demre),2+0,-83.4862385321101
Demre/Kale(Demre),2+1,5.138746145940395
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-15.18987341772152
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,-6.25
Demre/Köyler,1+1,0.0
Demre/Köyler,2+0,0.0
Demre/Köyler,2+1,0.0
Demre/Köyler,3+1,0.0
Döşemealtı/Düzlerçamı,1+1,0.0
Döşemealtı/Düzlerçamı,2+1,0.0
Döşemealtı/Düzlerçamı,4+1,0.0
Döşemealtı/Düzlerçamı,5+1,-25.92592592592592
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,36.36363636363637
Döşemealtı/Köyler,3+1,-42.073170731707314
Döşemealtı/Merkez,1+1,10.770794392523369
Döşemealtı/Merkez,2+1,-4.936343550511346
Döşemealtı/Merkez,3+1,-9.175824175824173
Döşemealtı/Merkez,4+1,1.7234042553191413
Döşemealtı/Merkez,5+1,-1.1963406052075962
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,0.0
Döşemealtı/Merkez,7+1,20.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),0.0
Döşemealtı/Yeniköy,1+1,0.14260836797471818
Döşemealtı/Yeniköy,2+0,2.127659574468085
Döşemealtı/Yeniköy,2+1,4.164598031290543
Döşemealtı/Yeniköy,3+1,7.619158453728682
Döşemealtı/Yeniköy,4+1,19.66573816155989
Döşemealtı/Yeniköy,5+1,-55.131264916467785
Döşemealtı/Yeniköy,Stüdyo (1+0),-3.225806451612903
Döşemealtı/Yeşilbayır,1+1,2.208201892744489
Döşemealtı/Yeşilbayır,2+1,-5.85735963581184
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,16.01782363977486
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,0.8896797153024858
Döşemealtı/Yeşilbayır,4+2,0.0
Döşemealtı/Yeşilbayır,5+1,9.47204968944099
Döşemealtı/Yeşilbayır,6+1,-0.4878048780487805
Döşemealtı/Yeşilbayır,7+1,9.756097560975617
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Çığlık,4+1,0.0
Elmalı,2+1,12.82051282051282
Elmalı,3+1,-19.151312116136243
Finike,1+1,-6.56492248062016
Finike,1.5+1,0.0
Finike,2+0,11.11111111111111
Finike,2+1,15.926739608030807
Finike,3+1,0.7615230460921844
Finike,3.5+1,0.0
Finike/Beldeler,1+1,0.11402837718855992
Finike/Beldeler,2+1,7.39514348785872
Finike/Beldeler,3+1,14.382978723404246
Finike/Beldeler,4+1,3.571428571428571
Gazipaşa,1+1,-2.1992367683961698
Gazipaşa,2+1,-0.7798416275027378
Gazipaşa,3+1,-2.633525061626946
Gazipaşa,3+2,0.0
Gazipaşa,4+1,4.0
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,3+1,18.75
Kaş,1+1,13.728837672499653
Kaş,2+0,0.0
Kaş,2+1,43.305312710154666
Kaş,3+1,1.0273972602739725
Kaş,4+1,0.0
Kaş,5+1,-38.36477987421384
Kaş,Stüdyo (1+0),16.239316239316246
Kaş/Kalkan,1+1,46.28533859303091
Kaş/Kalkan,2+1,-12.87235576706415
Kaş/Kalkan,2.5+1,0.0
Kaş/Kalkan,3+1,-6.239913932221627
Kaş/Kalkan,4+1,25.377189482498192
Kaş/Kalkan,5+1,7.605466428995841
Kaş/Kalkan,5+2,0.0
Kaş/Kalkan,6+1,0.0
Kaş/Kalkan,7+2,0.0
Kaş/Kalkan,Stüdyo (1+0),-19.318181818181817
Kaş/Köyler,1+1,12.23776223776223
Kaş/Köyler,2,0.0
Kaş/Köyler,2+1,-25.7843137254902
Kaş/Köyler,2+2,0.0
Kaş/Köyler,2.5+1,-6.666666666666667
Kaş/Köyler,3+1,34.46969696969697
Kaş/Köyler,4+1,12.5
Kaş/Köyler,5+4,0.0
Kaş/Köyler,Stüdyo (1+0),26.76056338028169
Kemer,1+1,142.0046472327841
Kemer,2+1,5.947803321606816
Kemer,3+1,17.093793584379352
Kemer,3.5+1,0.0
Kemer,4+1,73.42497136311569
Kemer,4+4,0.0
Kemer,4.5+1,0.0
Kemer,5+1,19.0
Kemer,6+1,37.93103448275862
Kemer,Stüdyo (1+0),3.384615384615387
Kemer/Göynük,1+1,33.43541704197441
Kemer/Göynük,1.5+1,0.0
Kemer/Göynük,10 Üzeri,0.0
Kemer/Göynük,2+1,8.433734939759036
Kemer/Göynük,3+1,0.0
Kemer/Göynük,4+1,31.03448275862069
Kemer/Göynük,5+1,0.0
Kemer/Göynük,7+2,0.0
Kemer/Göynük,9+1,0.0
Kemer/Göynük,Stüdyo (1+0),8.03120997650296
Kemer/Köyler,1+1,33.33333333333333
Kemer/Köyler,2+1,-1.3157894736842142
Kemer/Köyler,2.5+1,0.0
Kemer/Köyler,3+1,0.0
Kemer/Köyler,Stüdyo (1+0),0.0
Kemer/Tekirova,1+1,0.9803921568627451
Kemer/Tekirova,2+1,6.153846153846154
Kemer/Tekirova,3+1,125.0
Kemer/Tekirova,Stüdyo (1+0),0.0
Kepez/Ahatlı,1+1,-1.1325872995495456
Kepez/Ahatlı,1.5+1,0.0
Kepez/Ahatlı,2+0,0.8570308470030008
Kepez/Ahatlı,2+1,2.1751656492493754
Kepez/Ahatlı,3+0,-50.943396226415096
Kepez/Ahatlı,3+1,-1.5360000000000007
Kepez/Ahatlı,4+1,-27.77777777777778
Kepez/Ahatlı,4+4,11.11111111111111
Kepez/Ahatlı,5+1,-4.119850187265917
Kepez/Ahatlı,5+2,-6.25
Kepez/Ahatlı,Stüdyo (1+0),1.3698104248212004
Kepez/Altınova,3+1,0.0
Kepez/Dokuma,1+1,-5.238095238095238
Kepez/Dokuma,1.5+1,4.761904761904762
Kepez/Dokuma,2+1,-2.019293655984302
Kepez/Dokuma,2.5+1,0.0
Kepez/Dokuma,3+1,7.338334742180905
Kepez/Dokuma,4+1,11.940298507462686
Kepez/Dokuma,5+1,0.0
Kepez/Dokuma,Stüdyo (1+0),-26.666666666666668
Kepez/Duraliler,1+1,12.784673018036155
Kepez/Duraliler,2+0,-3.7846273897776186
Kepez/Duraliler,2+1,0.9782506714014949
Kepez/Duraliler,3+1,-14.015764162946676
Kepez/Duraliler,4+1,-20.430107526881716
Kepez/Duraliler,4+2,-10.0
Kepez/Duraliler,5+1,0.0
Kepez/Duraliler,6+1,-26.923076923076923
Kepez/Duraliler,Stüdyo (1+0),5.1302799805793695
Kepez/Düdenbaşı,1+1,2.763510333567678
Kepez/Düdenbaşı,2+1,1.3569047065208844
Kepez/Düdenbaşı,3+1,6.780141843971635
Kepez/Erenköy,1+1,4.716513356236414
Kepez/Erenköy,2+0,-7.589285714285721
Kepez/Erenköy,2+1,1.6889403933457805
Kepez/Erenköy,2+2,-32.5
Kepez/Erenköy,3+0,0.0
Kepez/Erenköy,3+1,1.8662295081967175
Kepez/Erenköy,4+1,16.569525395503735
Kepez/Erenköy,5+1,-4.975124378109457
Kepez/Erenköy,Stüdyo (1+0),-33.33333333333333
Kepez/Köyler,1+1,-23.684210526315788
Kepez/Köyler,2+1,150.0
Kepez/Köyler,3+1,30.69908814589666
Kepez/Köyler,3+2,-1.9230769230769231
Kepez/Köyler,4+1,23.034227567067536
Kepez/Köyler,4.5+1,0.0
Kepez/Köyler,5+1,-18.877551020408166
Kepez/Merkez,1+1,3.8810043005005097
Kepez/Merkez,2+1,-4.3999010146003386
Kepez/Merkez,3+1,75.23809523809524
Kepez/Merkez,4+1,92.22222222222221
