Location,Rooms,Monthly Inflation(%)
Aksu,1+1,0.30333004267972735
Aksu,1.5+1,-2.631578947368421
Aksu,2+1,0.30841694228472283
Aksu,2.5+1,0.0
Aksu,3+1,-8.945926984539419
Aksu,4+1,33.594071634417446
Aksu,4+2,0.0
Aksu,5+1,104.25531914893615
Aksu,Stüdyo (1+0),-9.090909090909092
Aksu/Köyler,1+1,4.7696760684813455
Aksu/Köyler,2+1,1.9887429643527137
Aksu/Köyler,3+1,17.624223602484467
Aksu/Köyler,3.5+1,-5.405405405405405
Aksu/Köyler,4+1,20.11251758087202
Aksu/Köyler,4+2,43.75
Aksu/Köyler,6+2,-3.125
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,17.857142857142858
Aksu/Pınarlı,3+1,12.676056338028168
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,1+1,-25.0
Aksu/Çalkaya,2+1,-1.9607843137254901
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,3.14396711528677
Alanya,2+0,0.0
Alanya,2+1,-1.5527575871042332
Alanya,2+2,-40.0
Alanya,3+1,4.28378885281525
Alanya,3.5+1,-16.666666666666664
Alanya,4+1,2.0407653494529594
Alanya,4+2,-41.05263157894737
Alanya,4.5+2,20.0
Alanya,5+1,3.2433712121212133
Alanya,6+1,-12.389380530973455
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),20.0
Alanya/Beldeler,1+1,-0.972510847546445
Alanya/Beldeler,1.5+1,0.0
Alanya/Beldeler,2+1,0.6792034679588782
Alanya/Beldeler,2.5+1,45.5
Alanya/Beldeler,3+1,13.767915309446252
Alanya/Beldeler,3+2,4.166666666666674
Alanya/Beldeler,3.5+1,-12.5
Alanya/Beldeler,4+1,15.012600504020163
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,-3.9999999999999947
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),-14.606730685374853
Alanya/Demirtaş,1+1,16.27906976744186
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,2+1,28.571428571428566
Alanya/Köyler,3+1,-29.974651457541185
Alanya/Köyler,4+1,-22.727272727272727
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,5.769230769230769
Alanya/İncekum (Yeşilköy),3+1,29.221732745961816
Alanya/İncekum (Yeşilköy),4+1,3.8461538461538507
Demre/Kale(Demre),1+1,132.57142857142858
Demre/Kale(Demre),2+0,-91.0
Demre/Kale(Demre),2+1,9.181849432794774
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-16.809933142311376
Demre/Kale(Demre),4+1,93.75
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+0,0.0
Demre/Köyler,2+1,0.0
Demre/Köyler,3+1,0.0
