id,sku,name,brand,category,regular_price,shown_price,discount_rate,unit,status
13092,13092,"Bosch HSS-PointTeQ Metal Matkap Ucu 18,0mm",Bosch Aksesuarlar,Aksesuarlar,1305.15,1174.64,10.0,PIECE,IN_SALE
13073,13073,Bosch Expert Self Cut Speed Yaprak Delme Ucu HEX 17x152mm,Bosch Aksesuarlar,Aksesuarlar,163.8,147.42,10.0,PIECE,IN_SALE
13072,13072,Bosch Dekupaj Bıçağı CleanforPVC T302H,Bosch Aksesuarlar,Dekupaj Bıçakları,141.75,127.57,10.0,PIECE,IN_SALE
12945,12945,Bosch Cyl-9 Seramik Matkap Ucu 16x90 mm,Bosch Aksesuarlar,Aksesuarlar,401.1,360.99,10.0,PIECE,IN_SALE
12816,12816,Bosch Taşlama Siperi Kapaksız Vidalı 180 mm,Bosch Aksesuarlar,Kesme ve Taşlama Diskleri,1155.0,1039.5,10.0,PIECE,IN_SALE
12808,12808,Bosch SDS-Plus 6x310mm,Bosch Aksesuarlar,Beton Delici Uçlar,168.0,151.2,10.0,PIECE,IN_SALE
12512,12512,Gison Gas-2a Havalı Fırça Seti,Gison,Hava Kompresörler ve Aksesuarları,822.15,783.0,4.76,PIECE,IN_SALE
14586,14586,Fiskars 1072090 Norden Ahşap Saplı Bıçak (Kılıflı),Fiskars,Bahçe,3321.15,2820.0,15.09,PIECE,IN_SALE
14584,14584,Fiskars 1001539 Çiçek ve Bitki Makası 21 cm,Fiskars,Makaslar,1212.75,1059.99,12.6,PIECE,IN_SALE
14556,14556,Bosch Bahçe Çim ve Yaprak Toplama Tırmığı,Bosch Aksesuar ve El Aletleri,Tırmıklar,404.25,363.82,10.0,PIECE,IN_SALE
13203,13203,Fiskars 1027058 10 Musluk Bağlantı Aparatı 3/4,Fiskars,Bahçe Sulama,136.5,71.82,47.38,PIECE,IN_SALE
12656,12656,Fiskars Norden Yarma Baltası N12,Fiskars,Bahçe,4620.0,3999.99,13.42,PIECE,IN_SALE
12413,12413,Rox Camping Ultrasonik Sivrisinek Koruyucu,Rox,Kamp/Outdoor Ürünler,288.75,240.0,16.88,PIECE,IN_SALE
11886,11886,"Fiskars 1051142 Norden Parçalama Baltası N7 38,6cm",Fiskars,Bahçe,3927.0,3300.0,15.97,PIECE,IN_SALE
10338,10338,Bosch Yedek Misina 1.6mm x 24m,Bosch Aksesuar ve El Aletleri,Çim ve Çit Kesme Makineleri,630.0,460.0,26.98,PIECE,IN_SALE
14253,14253,Huniper Plastik Benzin Bidonu 5 lt,Diğer,Diğer Ürünler,139.65,105.0,24.81,PIECE,IN_SALE
13110,13110,Würth 0892332838 Cam Temizleme Suyu Plus 500 ml,Würth,Oto Bakım Ürünleri,309.75,273.0,11.86,PIECE,IN_SALE
11915,11915,STARLINE  İlk Yardım Kiti Araçlar için PL101,Starline,İlk Yardım Kitleri,577.5,550.0,4.76,PIECE,IN_SALE
15599,15599,Bosch El Aleti Seti 34 Parça,Bosch Aksesuar ve El Aletleri,Çok Amaçlı Setler,1995.0,1795.5,10.0,PIECE,IN_SALE
15597,15597,Bosch Advanced El Aleti Seti (52 Parça),Bosch Aksesuar ve El Aletleri,Çok Amaçlı Setler,6037.5,5433.75,10.0,PIECE,IN_SALE
15540,15540,Bosch Diyagonal Yan Keski 160mm,Bosch Aksesuar ve El Aletleri,Yan Keskiler,693.0,623.7,10.0,PIECE,IN_SALE
15409,15409,CETA B05R-09 Cırcır Kombine Anahtar Özel Ağız 9 mm,CETA,Kombine Anahtarlar,693.0,600.0,13.42,PIECE,IN_SALE
15349,15349,Bosch Uzun Ağızlı Kargaburun 180mm,Bosch Aksesuar ve El Aletleri,Kargaburunlar,693.0,623.7,10.0,PIECE,IN_SALE
15322,15322,Bosch Düz Tornavida SL4.5x100mm,Bosch Aksesuar ve El Aletleri,Düz Uçlu Tornavidalar,404.25,363.82,10.0,PIECE,IN_SALE
