Product Name,Product Cost,id,sku,brand,category,regular_price,discount_rate,unit,status
"BOSCH Tilki kuyruğu bıçağı S 922 AF150X19X0,19 mm",260.4,12544,12544,Bosch Aksesuar ve El Aletleri,Panter Testere Bıçakları,260.4,0.0,PIECE,IN_SALE
Bosch Panter Testere ProgforMetal S123XF,278.25,11509,11509,Bosch Aksesuarlar,Panter Testere Bıçakları,278.25,0.0,PIECE,IN_SALE
Knisaw KS44004 Kılıç Testere Bıçağı 10-250 mm,108.15,11460,11460,Diğer,Panter Testere Bıçakları,108.15,0.0,PIECE,IN_SALE
Bosch Dekupaj Bıçağı BasicforWood T111C,55.65,5546,5546,Bosch Aksesuarlar,Panter Testere Bıçakları,55.65,0.0,PIECE,IN_SALE
Bosch EXP Panter T HollowBrick S1243HM,1963.5,6892,6892,Bosch Aksesuarlar,Panter Testere Bıçakları,1963.5,0.0,PIECE,IN_SALE
Bosch Panter Testere Bıçağı Expert HollowBrick S1543HM,757.05,7931,7931,Bosch Aksesuarlar,Panter Testere Bıçakları,757.05,0.0,PIECE,IN_SALE
Bosch EXP Panter Testere AerCom S1241HM,1062.6,7932,7932,Bosch Aksesuarlar,Panter Testere Bıçakları,1062.6,0.0,PIECE,IN_SALE
BOSCH PANTER TESTERE UCU S 1122 VFR  PALET,231.0,palet,palet,Bosch Aksesuar ve El Aletleri,Panter Testere Bıçakları,231.0,0.0,PIECE,IN_SALE
Bosch S 1211 K Special for Ice,323.4,ice,ice,Bosch Aksesuarlar,Panter Testere Bıçakları,323.4,0.0,PIECE,IN_SALE
Roney Tx-35 Maket Bıçağı Metal,92.4,metal,metal,Roney,Maket Bıçakları,92.4,0.0,PIECE,IN_SALE
Bosch S 1110 VF Heavy for Wood and Metal,295.05,2608657610,2608657610,Bosch Aksesuarlar,Panter Testere Bıçakları,295.05,0.0,PIECE,IN_SALE
DEKOR 213 ALÇI MALASI  DEKOR NO:40,630.0,14082,14082,Dekor,Malalar,630.0,0.0,PIECE,IN_SALE
Dekor Alçı Malası Ahşap Sap Paslanmaz Çelik 40 Cm,672.0,2629,2629,HASSAN,Malalar,672.0,0.0,PIECE,IN_SALE
Dekor 093 Alçı Malası Açık Plastik Saplı Yay Çeliği 35 Cm,329.7,12386,12386,HASSAN,Malalar,329.7,0.0,PIECE,IN_SALE
HASSAN 091 ALÇI MALASI 30 CM,216.3,5431,5431,HASSAN,Malalar,216.3,0.0,PIECE,IN_SALE
HASSAN 0190 DERZ MALASI KISA 28 CM,341.25,3349,3349,HASSAN,Malalar,341.25,0.0,PIECE,IN_SALE
Dkr Derz Malası Uzun,197.4,4942,4942,DKR,Malalar,197.4,0.0,PIECE,IN_SALE
Dizayn Derz Malası Kısa Kod:114,184.8,114,114,Dizayn,Malalar,184.8,0.0,PIECE,IN_SALE
Dekor 133 Derz Temizleyici,134.4,temizleyici,temizleyici,Dekor,Malalar,134.4,0.0,PIECE,IN_SALE
Hassan Dekor Derz Malası 38 cm,234.15,8695013001926,8695013001926,Hassan Dekor,Malalar,234.15,0.0,PIECE,IN_SALE
DEKOR 1187 KALETERASİT MALA PLASTİK SAPLI 128 MM,225.75,2577,2577,Dekor,Malalar,225.75,0.0,PIECE,IN_SALE
HASSAN 075 DEKOR ŞAP MALASI NO:55,598.5,2639,2639,Hassan Dekor,Malalar,598.5,0.0,PIECE,IN_SALE
İZELTAŞ 14000 005383 600 LM Cob Led Çalışma Lambası,1890.0,16247,16247,İzeltaş,El Aletleri,1890.0,0.0,PIECE,IN_SALE
BOSCH L-BOXX Taşıma Seti,15750.0,16157,16157,Bosch Aksesuar ve El Aletleri,El Aletleri,15750.0,0.0,PIECE,IN_SALE
HASSAN 274 ÇELİK SİSTRE PASLANMAZ ÇELİK 15X6CM,105.0,16111,16111,HASSAN,El Aletleri,105.0,0.0,PIECE,IN_SALE
BMI 110R ÇELİK CETVEL,131.25,16083,16083,Bmi,El Aletleri,131.25,0.0,PIECE,IN_SALE
MERCURE KAYNAK GÖNYE TUTUCU AÇILI MANYETİK 22KG,283.5,15958,15958,Mercure,El Aletleri,283.5,0.0,PIECE,IN_SALE
ENG ENERGY M-5004A- MASKE TAKIM,210.0,15866,15866,Energy,El Aletleri,210.0,0.0,PIECE,IN_SALE
LIGHT TORCH LT03152 2Sİ 1 ARADA ÇALIŞMA LAMBASI,262.5,15798,15798,LIGHTORCH,El Aletleri,262.5,0.0,PIECE,IN_SALE
LIGHT TORCH LT03149  ÇALIŞMA LAMBASI + EL FENERİ,483.0,15797,15797,LIGHTORCH,El Aletleri,483.0,0.0,PIECE,IN_SALE
LIGHT TORCH LGH 26321 PİLLİ EL FENERİ 360 LÜMEN,840.0,15795,15795,LIGHTORCH,El Aletleri,840.0,0.0,PIECE,IN_SALE
LIGHT TORCH LT03101 ŞARJLI FENER 190 LÜMEN,1365.0,15794,15794,LIGHTORCH,El Aletleri,1365.0,0.0,PIECE,IN_SALE
LİGHT TORCH LT03100 8LED KAFA LAMBASI 2Lİ 30 LÜMEN,367.5,15792,15792,LIGHTORCH,El Aletleri,367.5,0.0,PIECE,IN_SALE
GOLD POLİCE GP-003 KALEM LAZER,630.0,15664,15664,Gold,El Aletleri,630.0,0.0,PIECE,IN_SALE
İZELTAŞ 0741 65 0001 KIVRIK TEL FIRÇA 270 MM,168.0,15396,15396,İzeltaş,El Aletleri,168.0,0.0,PIECE,IN_SALE
TOPSHOP TSP14319 MARANGOZ MATKAP KOLU 12'',404.25,15378,15378,Topshop,El Aletleri,404.25,0.0,PIECE,IN_SALE
İZELTAŞ 06373 50 140 Kayışlı Yağ Filtresi Sökeceği,1617.0,15039,15039,İzeltaş,El Aletleri,1617.0,0.0,PIECE,IN_SALE
BAYTEC MK0367 Bİ METAL PANÇ ADAPTÖRÜ SDS 30-210 MM,196.35,14842,14842,BAYTEC,El Aletleri,196.35,0.0,PIECE,IN_SALE
BAY-TEC MK4509-2 CAM VANTUZU PLASTİK 2 Lİ,330.75,14452,14452,BAY-TEC,El Aletleri,330.75,0.0,PIECE,IN_SALE
PARTNER PT02044 El Tipi Tel Fırça 30 MM,63.0,14008,14008,PARTNER,El Aletleri,63.0,0.0,PIECE,IN_SALE
CETA R05-300 Yağdanlık 300 GR,364.35,13972,13972,CETA,El Aletleri,364.35,0.0,PIECE,IN_SALE
YILDIZ 1018 Emniyet Walf,711.9,13894,13894,Yıldız,El Aletleri,711.9,0.0,PIECE,IN_SALE
AFACAN Etriye Kolu NO:12,2940.0,13866,13866,Afacan,El Aletleri,2940.0,0.0,PIECE,IN_SALE
CETA N14-031 Yağ Filtre Sökeceği Zincirli 60-110MM,4246.2,13863,13863,CETA,El Aletleri,4246.2,0.0,PIECE,IN_SALE
YILDIZ 1028 EMNİYET VALFİ,727.65,11765,11765,Yıldız,El Aletleri,727.65,0.0,PIECE,IN_SALE
Dkr 703 Ispatula 6 cm,136.5,11729,11729,Dekor,El Aletleri,136.5,0.0,PIECE,IN_SALE
BOSCH Tornavİda Screwdriver PH2,472.5,14567,14567,Bosch Aksesuar ve El Aletleri,Tornavidalar,525.0,10.0,PIECE,IN_SALE
BAY TEC MK4485 TEKLİ TONAVİDA YILDIZ 6X125MM,68.25,14334,14334,BAY-TEC,Tornavidalar,68.25,0.0,PIECE,IN_SALE
BAY TEC MK4467 TEKLİ TORNAVİDA DÜZ 5X125,56.7,14331,14331,BAY-TEC,Tornavidalar,56.7,0.0,PIECE,IN_SALE
Dekor 1213 Paslanmaz Dış Köşe Malası,381.15,13425,13425,Dekor,Malalar,381.15,0.0,PIECE,IN_SALE
DEKOR 1212 PASLANMAZ İÇ KÖŞE MALASI,399.0,726,726,Dekor,Malalar,399.0,0.0,PIECE,IN_SALE
"Dizayn Tırfıl Mala Kısa 12x22,7 Kod:111",100.8,12025,12025,Dizayn,Malalar,100.8,0.0,PIECE,IN_SALE
Dekor 085 Kauçuklu Mala 28cm,409.5,2649,2649,Dekor,Malalar,409.5,0.0,PIECE,IN_SALE
Hassan 0180 Süngerli Mala 16x30cm,367.5,2616,2616,Hassan Dekor,Malalar,367.5,0.0,PIECE,IN_SALE
DİZAYN SÜNGERLİ MALA KOD 115,202.65,12553,12553,Dizayn,Malalar,202.65,0.0,PIECE,IN_SALE
Dekor 432 Seramik Mala 40cm,367.5,11629,11629,Dekor,Malalar,367.5,0.0,PIECE,IN_SALE
HASSAN DEKOR Beyaz Tuğla Malası  22 CM,367.5,14148,14148,HASSAN,Malalar,367.5,0.0,PIECE,IN_SALE
"DEKOR 1207 OYNAR BAŞLIKLI ZIMPARA MALASI 9x22,5 CM",210.0,2580,2580,Dekor,Malalar,210.0,0.0,PIECE,IN_SALE
Kapı Tamponu Uzun Saten,64.05,11726,11726,Diğer,Diğer Ürünler,64.05,0.0,PIECE,IN_SALE
CETA G05-002-100 Terminal Tornavidası VDE100 MM 1000V,289.0,14075,14075,CETA,Tornavidalar,311.85,7.33,PIECE,IN_SALE
Echo CS35-10ES Benzinli Testere 40 cm,13340.25,11937,11937,Echo,Testereler,13340.25,0.0,PIECE,IN_SALE
POLİSAN KONTROL KALEMİ,105.0,15531,15531,Polisan,Kontrol Kalemleri,105.0,0.0,PIECE,IN_SALE
CETA FROMG05-001-080 Terminal Torn. VDE80 MM 1000V,165.0,14074,14074,CETA,Kontrol Kalemleri,265.65,37.89,PIECE,IN_SALE
İzeltaş 4550 17 0190 Elektrik Kontrol Kalemi 190mm,199.5,1751,1751,İzeltaş,Kontrol Kalemleri,199.5,0.0,PIECE,IN_SALE
İZELTAŞ 4550 17 0135 ELEKTRİK KONTROL KALEMİ 135MM,157.5,1750,1750,İzeltaş,Kontrol Kalemleri,157.5,0.0,PIECE,IN_SALE
İzeltaş 4500 17 0480 Klemens Düz Uçlu Tornavida,136.5,12393,12393,İzeltaş,Düz Uçlu Tornavidalar,136.5,0.0,PIECE,IN_SALE
Akdeniz Nail F50 9040 Zımba Tabancası,3060.75,11717,11717,AKDENİZ,Zımba,3060.75,0.0,PIECE,IN_SALE
İZELTAŞ 4100 17 6150 DÜZ UÇLU TORNAVİDA 6*150,262.5,1711,1711,İzeltaş,Düz Uçlu Tornavidalar,262.5,0.0,PIECE,IN_SALE
BOSCH Yıldız Tornavida PH1x100mm,378.0,15905,15905,Bosch Aksesuar ve El Aletleri,Yıldız Uçlu Tornavidalar,420.0,10.0,PIECE,IN_SALE
Bosch Yıldız Tornavida PH2x125mm,415.8,15321,15321,Bosch Aksesuar ve El Aletleri,Yıldız Uçlu Tornavidalar,462.0,10.0,PIECE,IN_SALE
İZELTAŞ 4120 00 8106 YILDIZ U. TORN. SET 6 PRÇ,1369.2,15311,15311,İzeltaş,Yıldız Uçlu Tornavidalar,1369.2,0.0,PIECE,IN_SALE
İzeltaş 4560 18 0190 Yıldız Kontrol Kalemi 190 mm,225.75,13550,13550,İzeltaş,Yıldız Uçlu Tornavidalar,225.75,0.0,PIECE,IN_SALE
İZELTAŞ 4120 18 6150 KRAFT YILDIZ TORNAVİDA 6*150,304.5,13423,13423,İzeltaş,Yıldız Uçlu Tornavidalar,304.5,0.0,PIECE,IN_SALE
İZELTAŞ 4120 18 6100  KRAFT YILDIZ TORNAVİDA 6*100,257.25,3579,3579,İzeltaş,Yıldız Uçlu Tornavidalar,257.25,0.0,PIECE,IN_SALE
Ceta 4200/106M Ph4 Torex Yıldız Uçlu Tornavida 200MM,390.0,1667,1667,CETA,Yıldız Uçlu Tornavidalar,449.4,13.22,PIECE,IN_SALE
MERCURE LOKMA TORNAVIDA 10*125mm.,162.75,16222,16222,Mercure,Torx Uçlu Tornavidalar,162.75,0.0,PIECE,IN_SALE
MERCURE LOKMA TORNAVIDA 8*125mm.,147.0,16221,16221,Mercure,Torx Uçlu Tornavidalar,147.0,0.0,PIECE,IN_SALE
MERCURE LOKMA TORNAVIDA 7*125mm.,147.0,16220,16220,Mercure,Torx Uçlu Tornavidalar,147.0,0.0,PIECE,IN_SALE
İZELTAŞ 4770 19 0120 LOKMA UÇLU TORNAVİDA 12 MM,496.65,15103,15103,İzeltaş,Torx Uçlu Tornavidalar,496.65,0.0,PIECE,IN_SALE
İZELTAŞ 4770 19 0110 LOKMA UÇLU TORNAVİDA 11 MM,462.0,15102,15102,İzeltaş,Torx Uçlu Tornavidalar,462.0,0.0,PIECE,IN_SALE
İZELTAŞ 4770 19 0130 LOKMA UÇLU TORNAVİDA 13 MM,539.7,15101,15101,İzeltaş,Torx Uçlu Tornavidalar,539.7,0.0,PIECE,IN_SALE
İzeltaş 4909 22 0027 T Tipi Torx Allen Anahtar T27,473.55,14742,14742,İzeltaş,Torx Uçlu Tornavidalar,473.55,0.0,PIECE,IN_SALE
İZELTAŞ 4110 17 6540 Düz Uçlu Topaç Torn. 6.5x40,220.5,12978,12978,İzeltaş,Düz Uçlu Tornavidalar,220.5,0.0,PIECE,IN_SALE
Bosch Düz Tornavida SL5.5x100mm,404.25,12604,12604,Bosch Aksesuar ve El Aletleri,Düz Uçlu Tornavidalar,404.25,0.0,PIECE,IN_SALE
İzeltaş 4100 17 4100 Kraft Seri Düz Uçlu Tornavida 4x100 mm,161.7,12332,12332,İzeltaş,Düz Uçlu Tornavidalar,161.7,0.0,PIECE,IN_SALE
BAY TEC MK4464 TEKLİ TORNAVİDA DÜZ 4X125,57.75,11856,11856,BAY-TEC,Düz Uçlu Tornavidalar,57.75,0.0,PIECE,IN_SALE
İZELTAŞ 4100 17 5100 DÜZ TORNAVİDA 5X100,144.9,7185,7185,İzeltaş,Düz Uçlu Tornavidalar,144.9,0.0,PIECE,IN_SALE
İZELTAŞ 4100 17 0380 TORNAVİDA KRAFT DÜZ UÇLU 3*80,147.0,6327,6327,İzeltaş,Düz Uçlu Tornavidalar,147.0,0.0,PIECE,IN_SALE
İzeltaş 4100 17 0580 Düz Uçlu Tornavida 5x80 mm,129.15,11601,11601,İzeltaş,Düz Uçlu Tornavidalar,129.15,0.0,PIECE,IN_SALE
İzeltaş 4500 17 4125 Klemens Düz Uçlu 4x125 mm,138.6,8137,8137,İzeltaş,Düz Uçlu Tornavidalar,138.6,0.0,PIECE,IN_SALE
"İzeltaş 4140 17 6515 6,5x150 Düz Tornavida",172.2,tornavida,tornavida,İzeltaş,Düz Uçlu Tornavidalar,172.2,0.0,PIECE,IN_SALE
İzeltaş 4140 17 5512 İzoleli Düz Tornavida 1000V,191.1,1000v,1000v,İzeltaş,Düz Uçlu Tornavidalar,191.1,0.0,PIECE,IN_SALE
İzeltaş 4100 17 6100 Düz Uçlu Tornavida 6x100,196.35,6x100,6x100,İzeltaş,Düz Uçlu Tornavidalar,196.35,0.0,PIECE,IN_SALE
HASSAN 0063 SIVA MALASI NO:24,420.0,14093,14093,HASSAN,Malalar,420.0,0.0,PIECE,IN_SALE
HASSAN 0062 SIVA MALASI NO:22,409.5,14087,14087,HASSAN,Malalar,409.5,0.0,PIECE,IN_SALE
HASSAN 0061 SIVA MALASI NO:20,378.0,14086,14086,HASSAN,Malalar,378.0,0.0,PIECE,IN_SALE
HASSAN DEKOR SERAMİK MALA KPL PLS SAP 12X12 40CM,462.0,11995,11995,Dekor,Malalar,462.0,0.0,PIECE,IN_SALE
DEKOR 1205 KAZIMA RASPA 30 CM,318.15,11696,11696,Dekor,Malalar,318.15,0.0,PIECE,IN_SALE
Polisan 465 Rapid Astar 3 kg,787.5,11650,11650,Polisan,Endüstriyel Astarlar,787.5,0.0,PIECE,IN_SALE
HASSAN 0060 SIVA MALASI NO:18,357.0,5603,5603,HASSAN,Malalar,357.0,0.0,PIECE,IN_SALE
DEKOR HASSAN 077 TIRFIL MALA 15*22 KISA,273.0,kisa,kisa,HASSAN,Malalar,273.0,0.0,PIECE,IN_SALE
İZELTAŞ 4765 19 0120 T Tipi L. Uçlu Tornavida 12mm,433.65,14099,14099,İzeltaş,Torx Uçlu Tornavidalar,433.65,0.0,PIECE,IN_SALE
İZELTAŞ 4765 19 0100 T Tipi Lokma Tornavida 10 MM,381.15,13879,13879,İzeltaş,Torx Uçlu Tornavidalar,381.15,0.0,PIECE,IN_SALE
İzeltaş 4909 22 0015 Torx Allen Anahtar T15,430.5,13561,13561,İzeltaş,Torx Uçlu Tornavidalar,430.5,0.0,PIECE,IN_SALE
Ceta F18-025-300 Torx Uçlu Tornavida T25x300mm,358.05,12841,12841,CETA,Torx Uçlu Tornavidalar,358.05,0.0,PIECE,IN_SALE
İZELTAŞ 4770 19 0100 Lokma Uçlu Tornavida 10 MM,446.25,12382,12382,İzeltaş,Torx Uçlu Tornavidalar,446.25,0.0,PIECE,IN_SALE
Ceta 1305M Torex Lokma Uçlu Tornavida,190.0,1884,1884,CETA,Torx Uçlu Tornavidalar,300.3,36.73,PIECE,IN_SALE
İZELTAŞ 4770 19 0080 LOKMA UÇLU TORNAVİDA 8 MM,420.0,1749,1749,İzeltaş,Torx Uçlu Tornavidalar,420.0,0.0,PIECE,IN_SALE
Ceta 1304M Torex Lokma Uçlu Tornavida,195.0,1676,1676,CETA,Torx Uçlu Tornavidalar,300.3,35.06,PIECE,IN_SALE
CETA 4400/T27M Torex Torx Uçlu Tornavida,135.0,1632,1632,CETA,Torx Uçlu Tornavidalar,214.2,36.97,PIECE,IN_SALE
İzeltaş 4909 22 0025 T Tipi Torx Allen Anahtar T25,446.25,12401,12401,İzeltaş,Torx Uçlu Tornavidalar,446.25,0.0,PIECE,IN_SALE
İZELTAŞ 4765190080 T TİPİ LOKMA UÇLU TORNAVİDA 8MM,346.5,6996,6996,İzeltaş,Torx Uçlu Tornavidalar,346.5,0.0,PIECE,IN_SALE
Ceta F18/T45x130 Torx Tornavida T45x130mm,267.75,4933,4933,CETA,Torx Uçlu Tornavidalar,267.75,0.0,PIECE,IN_SALE
CETA 4400/T40M Torex Torx Uçlu Tornavida,288.75,3473,3473,CETA,Torx Uçlu Tornavidalar,288.75,0.0,PIECE,IN_SALE
İZELTAŞ 4770 19 0070 LOKMA UÇLU TORNAVİDA 7 MM,414.75,15401546,15401546,İzeltaş,Torx Uçlu Tornavidalar,414.75,0.0,PIECE,IN_SALE
CETA LT/700L 8 PARÇA TORX L ANAHTAR TAKIMI,937.65,8691486034270,8691486034270,CETA,Torx Uçlu Tornavidalar,937.65,0.0,PIECE,IN_SALE
CETA K12-027-150 T SAPLI TORX ANAHTAR T27,283.5,8691486013954,8691486013954,CETA,Torx Uçlu Tornavidalar,283.5,0.0,PIECE,IN_SALE
İzeltaş 4565 17 0135 Oto Kontrol Kalemi 135 mm,404.25,12729,12729,İzeltaş,Kontrol Kalemleri,404.25,0.0,PIECE,IN_SALE
Bosch GERİLİM KONTROL CİHAZI VT SL 3,219.45,11963,11963,Bosch Aksesuar ve El Aletleri,Kontrol Kalemleri,219.45,0.0,PIECE,IN_SALE
Uni-T UT12D-ROW Temassız Kontrol Kalemi AC Voltaj Dedektörü,630.0,6935750512432,6935750512432,UNI-T,Kontrol Kalemleri,630.0,0.0,PIECE,IN_SALE
İZELTAŞ 4130 18 0640 Yıldız Uçlu Topaç Torn. 6x40,220.5,12979,12979,İzeltaş,Yıldız Uçlu Tornavidalar,220.5,0.0,PIECE,IN_SALE
İzeltaş 4130 18 0625 Yıldız Uçlu Topaç Tornavida 6x25 mm,157.5,11877,11877,İzeltaş,Yıldız Uçlu Tornavidalar,157.5,0.0,PIECE,IN_SALE
İZELTAŞ 4120 18 4580 YILDIZ TORNAVİDA 4.5x80,161.7,5560,5560,İzeltaş,Yıldız Uçlu Tornavidalar,161.7,0.0,PIECE,IN_SALE
İzeltaş 4145 18 6100 Tornavida 1000B 6x100 mm,184.8,11600,11600,İzeltaş,Yıldız Uçlu Tornavidalar,184.8,0.0,PIECE,IN_SALE
"İzeltaş 4145 18 4580 İzoleli Yıldız Tornavida 4,5x80 mm",173.25,11605,11605,İzeltaş,Yıldız Uçlu Tornavidalar,173.25,0.0,PIECE,IN_SALE
"İZELTAŞ 4120 18 5100 YILDIZ UÇLU TORNAVİDA 4,5*100",144.9,111,111,İzeltaş,Yıldız Uçlu Tornavidalar,144.9,0.0,PIECE,IN_SALE
Ceta F13-055-025 Torex Topaç Düz Uçlu Tornavida,127.05,4928,4928,CETA,Yıldız Uçlu Tornavidalar,127.05,0.0,PIECE,IN_SALE
CETA 4200/84M PH3 TOREX YILDIZ UÇLU TORNAVİDA,24.4,8691486004846,8691486004846,Ceta Form,Yıldız Uçlu Tornavidalar,24.4,0.0,PIECE,IN_SALE
Ingco ING-AKSD0071 Bits Tornavida Ucu Seti 9'lu,203.7,5098,5098,Ingco,Bits Tutucu Tornavidalar,203.7,0.0,PIECE,IN_SALE
İzeltaş 4780 19 6120 Manyetik Bits Tutucu 1/4 6.3,462.0,3,3,İzeltaş,Bits Tutucu Tornavidalar,462.0,0.0,PIECE,IN_SALE
POLİSAN 2Lİ TORNAVİDA SETİ (DÜZ VE YILDIZ),157.5,15459,15459,Polisan,Tornavida Setleri,157.5,0.0,PIECE,IN_SALE
Bosch 46 Parça Tornavida Seti,1559.25,12280,12280,Bosch,Tornavida Setleri,1559.25,0.0,PIECE,IN_SALE
İzeltaş 4530 00 1006 Klemens Torx Tornavida Seti,997.5,11932,11932,İzeltaş,Tornavida Setleri,997.5,0.0,PIECE,IN_SALE
İzeltaş 4100 00 8108 Düz Uçlu Tornavida Seti 8 Pcs,1530.9,11838,11838,İzeltaş,Tornavida Setleri,1530.9,0.0,PIECE,IN_SALE
İZELTAŞ 4500 00 8106 KLEMENS TORNAVİDA SET 6 PARÇA,1102.5,1679,1679,İzeltaş,Tornavida Setleri,1102.5,0.0,PIECE,IN_SALE
CETA H99-JK-06 SAATÇİ TORNAVİDA SETİ 6 PARÇA,525.0,12754,12754,Diğer,Tornavida Setleri,525.0,0.0,PIECE,IN_SALE
İNGCO HSGT 680608 END. 6LI DARBELİ TORNAVİDA SETİ,2432.85,12123,12123,Ingco,Tornavida Setleri,2432.85,0.0,PIECE,IN_SALE
Bosch Hassas Tornavida Seti 13 Parça,1039.5,11951,11951,Bosch,Tornavida Setleri,1039.5,0.0,PIECE,IN_SALE
İzeltaş 4100 00 8107 Kraft Tornavida Takımı (7 Parça),1351.35,6261,6261,İzeltaş,Tornavida Setleri,1351.35,0.0,PIECE,IN_SALE
İzeltaş 4770 00 8108 Lokma Uçlu Tornavida Seti,3465.0,6738,6738,İzeltaş,Tornavida Setleri,3465.0,0.0,PIECE,IN_SALE
Retta RXL5000 RX Serisi Lokma Tornavida Seti 5 pcs,1478.4,5038,5038,Retta,Tornavida Setleri,1478.4,0.0,PIECE,IN_SALE
Bosch Tornavida Ucu Takımı 32pc EH SD Set DIY,719.25,5529,5529,Bosch Aksesuarlar,Tornavida Setleri,719.25,0.0,PIECE,IN_SALE
Bosch Tornavida Seti 8 Parça,1155.0,5456,5456,Bosch Aksesuar ve El Aletleri,Tornavida Setleri,1155.0,0.0,PIECE,IN_SALE
Bosch Cırcırlı Tornavida Değiştirilebilir 6 Uç S1,519.75,5457,5457,Bosch Aksesuar ve El Aletleri,Tornavida Setleri,519.75,0.0,PIECE,IN_SALE
Bosch DIY-P 10 Parça Cırcır Cep Tornavida Seti,445.2,5470,5470,Bosch Aksesuar ve El Aletleri,Tornavida Setleri,445.2,0.0,PIECE,IN_SALE
Ingco ING-HKSDB0328 Hassas Tornavida seti 32 parça,615.3,5099,5099,Ingco,Tornavida Setleri,615.3,0.0,PIECE,IN_SALE
Ingco ING-HKSD0628 Tornavida Seti 6 parça,1216.95,5100,5100,Ingco,Tornavida Setleri,1216.95,0.0,PIECE,IN_SALE
Proscr 02913 Tornavida Takımı 8 Parça,539.7,pcs,pcs,Pro-Scr,Tornavida Setleri,539.7,0.0,PIECE,IN_SALE
İZELTAŞ 0250 01 0055 Bir Ağız Taçlı Anahtar 55MM,1680.0,15869,15869,İzeltaş,Anahtarlar,1680.0,0.0,PIECE,IN_SALE
İZELTAŞ 0250 01 0060 Bir Ağız Taçlı Anahtar 60MM,2100.0,15868,15868,İzeltaş,Anahtarlar,2100.0,0.0,PIECE,IN_SALE
İZELTAŞ 1800 07 0607 KOVAN ANAHTAR İKİ AĞIZ  6X7,210.0,15397,15397,İzeltaş,Anahtarlar,210.0,0.0,PIECE,IN_SALE
AFACAN DEMİR GÖNYE APARATI 12MM,838.95,14467,14467,Afacan,Anahtarlar,838.95,0.0,PIECE,IN_SALE
İZELTAŞ 1800 07 1819 KOVAN ANAHTAR İKİ AĞIZ 18x19,378.0,14241,14241,İzeltaş,Anahtarlar,378.0,0.0,PIECE,IN_SALE
DEMİR BÜKME Aparatı AFACAN 10 MM,651.0,14126,14126,Afacan,Anahtarlar,651.0,0.0,PIECE,IN_SALE
DEMİR BÜKME APARATI AFACAN 12 MM,861.0,14125,14125,Afacan,Anahtarlar,861.0,0.0,PIECE,IN_SALE
AFACAN Demir Bükme Aparatı 18 MM,1365.0,14124,14124,Afacan,Anahtarlar,1365.0,0.0,PIECE,IN_SALE
İZELTAŞ 4900 22 0170 ALLEN ANAHTAR ALTI KÖŞE 17 MM,735.0,15663,15663,İzeltaş,Allen Anahtarlar,735.0,0.0,PIECE,IN_SALE
İZELTAŞ 4920 22 0040 T TİPİ ALLEN ANAHTAR 4 MM,252.0,15483,15483,İzeltaş,Allen Anahtarlar,252.0,0.0,PIECE,IN_SALE
İZELTAŞ 4903 22 0080  Allen Anahtar Altı Köşe Uzun Boy 8 MM,168.0,15395,15395,İzeltaş,Allen Anahtarlar,168.0,0.0,PIECE,IN_SALE
Bosch Alyan Anahtar Takımı Hex 9 Parça,675.68,14922,14922,Bosch Aksesuar ve El Aletleri,Allen Anahtarlar,750.75,10.0,PIECE,IN_SALE
"İZELTAŞ 4900 22 0015 ALLEN ANAHTAR ALTI KÖŞE 1,5MM",21.0,14859,14859,İzeltaş,Allen Anahtarlar,21.0,0.0,PIECE,IN_SALE
İzeltaş 4900 22 0240 Allen Anahtar Altı Köşe 24 MM,1963.5,14745,14745,İzeltaş,Allen Anahtarlar,1963.5,0.0,PIECE,IN_SALE
İzeltaş 4900 22 0220 Allen Anahtar Altı Köşe 22 MM,1466.85,14744,14744,İzeltaş,Allen Anahtarlar,1466.85,0.0,PIECE,IN_SALE
CETA K99-F3-2 ÇAKI ANH. SETİ TORX 8 PCS,1976.1,14634,14634,CETA,Allen Anahtarlar,1976.1,0.0,PIECE,IN_SALE
İZELTAŞ 4903 22 0050 ALLEN ANAHTAR 5 MM,68.25,14100,14100,İzeltaş,Allen Anahtarlar,68.25,0.0,PIECE,IN_SALE
İZELTAŞ 4920 22 0010 T Tipi Allen Anahtar 10 MM,560.7,14002,14002,İzeltaş,Allen Anahtarlar,560.7,0.0,PIECE,IN_SALE
İZELTAŞ 4920 22 0060 T Tipi Allen Anahtar 6 MM,315.0,13959,13959,İzeltaş,Allen Anahtarlar,315.0,0.0,PIECE,IN_SALE
İzeltaş 4903 22 0190 Allen Anahtar Uzun 19 mm,1674.75,13704,13704,İzeltaş,Allen Anahtarlar,1674.75,0.0,PIECE,IN_SALE
İZELTAŞ 4920 22 0050 T TİPİ ALLEN ANAHTAR 5 MM,273.0,13391,13391,İzeltaş,Allen Anahtarlar,273.0,0.0,PIECE,IN_SALE
İzeltaş 4900 22 0030 Allen Anahtar 6 Köşe 3mm,32.55,12404,12404,İzeltaş,Allen Anahtarlar,32.55,0.0,PIECE,IN_SALE
Pitdrop PD-01 NaCl Steril Göz Solüsyonu (Duşu) 500 ML,450.45,12397,12397,,Göz Koruyucular,450.45,0.0,PIECE,IN_SALE
"İzeltaş 4900 22 0025 Allen Anahtar 6 Köşe 2,5mm",32.55,12396,12396,İzeltaş,Allen Anahtarlar,32.55,0.0,PIECE,IN_SALE
