Location,Rooms,Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,0.168856493002243
Aksu,1.5+1,0.0
Aksu,2+1,1.0320647048668412
Aksu,2.5+1,0.0
Aksu,3+1,-1.4735169798048338
Aksu,4+1,-10.457413249211351
Aksu,4+2,0.0
Aksu,5+1,-0.22271714922048996
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-4.708560048365875
Aksu/Köyler,2+1,5.738368493737793
Aksu/Köyler,3+1,-6.006346328195836
Aksu/Köyler,3.5+1,24.285714285714285
Aksu/Köyler,4+1,-10.421545667447313
Aksu/Köyler,4+2,43.75
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,-8.333333333333332
Aksu/Pınarlı,3+1,0.0
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,1+1,0.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,-3.3733860052211946
Alanya,2+0,0.0
Alanya,2+1,1.6087571056461143
Alanya,2+2,0.0
Alanya,2.5+1,0.0
Alanya,3+0,0.0
Alanya,3+1,3.0524650626495413
Alanya,3.5+1,0.0
Alanya,4+1,0.09588150201183321
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,1.8776960162395293
Alanya,6+1,0.0
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),-28.240740740740737
Alanya/Beldeler,1+1,2.1551585153577597
Alanya/Beldeler,1.5+1,0.0
Alanya/Beldeler,2+1,0.251336094719418
Alanya/Beldeler,2.5+1,-2.3728813559322033
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,2.1619232010325984
Alanya/Beldeler,3+2,7.999999999999992
Alanya/Beldeler,3.5+1,7.142857142857142
Alanya/Beldeler,4+1,-0.42265426880812107
Alanya/Beldeler,4+2,17.647058823529413
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),-13.21656050955414
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,6.25
Alanya/Köyler,3+1,1.0050251256281406
Alanya/Köyler,4+1,0.0
