Location,Rooms,Weekly Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,0.45980109471407316
Aksu,1.5+1,0.0
Aksu,2+0,0.0
Aksu,2+1,2.306413103873574
Aksu,3+1,9.394239277700862
Aksu,4+1,-3.240903240903248
Aksu,5+1,1.3392857142857142
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-15.056818181818182
Aksu/Köyler,2+1,-7.043603258265452
Aksu/Köyler,3+1,-4.223067806125636
Aksu/Köyler,3.5+1,19.54022988505747
Aksu/Köyler,4+1,8.788395904436861
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,-23.333333333333332
Aksu/Pınarlı,2+1,-1.5151515151515151
Aksu/Pınarlı,3+1,11.11111111111111
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,0.8409899133965016
Alanya,1.5+1,0.0
Alanya,2+0,-35.13513513513514
Alanya,2+1,1.3793165153838207
Alanya,2+2,5.263157894736842
Alanya,2.5+1,0.0
Alanya,3+1,-2.810392761596821
Alanya,3.5+1,0.0
Alanya,4+1,10.961238623590413
Alanya,4+2,14.285714285714285
Alanya,4.5+2,0.0
Alanya,5+1,28.5676532769556
Alanya,6+1,0.0
Alanya,Stüdyo (1+0),-10.44776119402985
Alanya/Beldeler,1+1,0.608047164443086
Alanya/Beldeler,2+1,4.088714159840765
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,-7.741815363950652
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-2.4432809773123934
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,-12.0
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,6+1,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),4.559748427672956
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,2+1,59.724612736660944
Alanya/Köyler,3+1,0.7462686567164178
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,8.641975308641971
Alanya/İncekum (Yeşilköy),3+1,17.283950617283956
Alanya/İncekum (Yeşilköy),4+1,-46.34146341463415
Demre/Kale(Demre),1+1,-12.229452880212094
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,33.65333333333332
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-0.24630541871920822
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,-33.33333333333333
Döşemealtı/Düzlerçamı,1+1,0.0
Döşemealtı/Düzlerçamı,2+1,0.0
Döşemealtı/Düzlerçamı,3+1,0.0
Döşemealtı/Düzlerçamı,4+1,100.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,-3.8095238095238098
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Merkez,1+1,-1.044518176831849
Döşemealtı/Merkez,2+1,5.298959503688137
Döşemealtı/Merkez,3+1,-5.420827389443645
Döşemealtı/Merkez,4+1,1.6339905113336801
Döşemealtı/Merkez,5+1,1.9649933949801948
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,-5.263157894736842
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),0.0
Döşemealtı/Yeniköy,1+1,-0.2987433322576446
Döşemealtı/Yeniköy,2+0,-9.090909090909092
Döşemealtı/Yeniköy,2+1,0.028178936245144236
Döşemealtı/Yeniköy,3+1,3.0563514804202474
Döşemealtı/Yeniköy,4+1,0.0
Döşemealtı/Yeniköy,6+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,5.555555555555555
Döşemealtı/Yeşilbayır,2+1,14.122733277290736
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,-0.9306654257794262
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,4.378698224852069
Döşemealtı/Yeşilbayır,4+2,0.0
Döşemealtı/Yeşilbayır,5+1,-18.181818181818183
Döşemealtı/Yeşilbayır,5.5+1,0.0
Döşemealtı/Yeşilbayır,6+1,0.0
