Location,Rooms,Weekly Inflation(%)
Aksu,1+1,-0.3850800859253909
Aksu,1.5+1,-2.631578947368421
Aksu,2+1,0.7476887507580349
Aksu,2.5+1,0.0
Aksu,3+1,-6.393986504896376
Aksu,4+1,21.636817992503126
Aksu,4+2,0.0
Aksu,5+1,108.04953560371516
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,1.0656072476144556
Aksu/Köyler,2+1,1.0761185357350445
Aksu/Köyler,3+1,1.9789983844911148
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,20.366455250176188
Aksu/Köyler,4+2,72.93233082706767
Aksu/Köyler,6+2,-3.125
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,3.125
Aksu/Pınarlı,3+1,0.0
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,1+1,-25.0
Aksu/Çalkaya,2+1,-7.4074074074074066
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,1.503173280090914
Alanya,2+0,9.090909090909092
Alanya,2+1,0.9638201898623214
Alanya,2+2,0.0
Alanya,3+1,4.194661944062215
Alanya,3.5+1,0.0
Alanya,4+1,1.9694473565972785
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,-7.429420505200603
Alanya,6+1,0.0
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),31.092436974789916
Alanya/Beldeler,1+1,-2.96191554697144
Alanya/Beldeler,1.5+1,0.0
Alanya/Beldeler,2+1,-0.3574671603255579
Alanya/Beldeler,2.5+1,-1.3559322033898304
Alanya/Beldeler,3+1,-3.9704433497537015
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,1.5254237288135657
Alanya/Beldeler,4+2,21.428571428571427
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,-13.669064748201443
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),-15.030991735537192
Alanya/Demirtaş,1+1,-28.05755395683453
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,-3.225806451612903
Alanya/Köyler,2+1,0.0
Alanya/Köyler,3+1,-7.916666666666661
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,5.769230769230769
Alanya/İncekum (Yeşilköy),3+1,7.843137254901957
Alanya/İncekum (Yeşilköy),4+1,-1.5625
Demre/Kale(Demre),1+1,-35.871848739495796
Demre/Kale(Demre),2+0,-83.4862385321101
