Location,Rooms,Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,0.8084429164394444
Aksu,2+1,1.4291340818718317
Aksu,2.5+1,0.0
Aksu,3+1,-3.7240762735289366
Aksu,4+1,-2.815126050420162
Aksu,4+2,0.0
Aksu,5+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,1.8032786885245997
Aksu/Köyler,2+1,-0.558474330865014
Aksu/Köyler,3+1,0.030665440049068272
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,-10.421545667447313
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,0.0
Aksu/Pınarlı,3+1,12.5
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,-1.8829004096760353
Alanya,1.5+1,0.0
Alanya,2+0,0.0
Alanya,2+1,1.6498116584139582
Alanya,2+2,5.555555555555555
Alanya,2.5+1,0.0
Alanya,3+1,1.6816342785337697
Alanya,3.5+1,0.0
Alanya,4+1,0.19871970850283655
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,-0.2522357257509759
Alanya,Stüdyo (1+0),-6.837606837606831
Alanya/Beldeler,1+1,1.2369757398718202
Alanya/Beldeler,1.5+1,0.0
Alanya/Beldeler,2+1,0.11606304363287784
Alanya/Beldeler,2.5+1,-16.666666666666664
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,3.723015384615395
Alanya/Beldeler,3+2,7.999999999999992
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-4.201680672268915
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),2.1874999999999956
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,-26.08695652173913
Alanya/Köyler,3+1,9.140271493212662
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,8.333333333333332
Alanya/İncekum (Yeşilköy),2+1,-5.454545454545454
Alanya/İncekum (Yeşilköy),3+1,-7.954545454545451
Alanya/İncekum (Yeşilköy),4+1,-34.92063492063492
Demre/Kale(Demre),1+1,-13.267813267813272
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,-1.9175455417066087
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,0.9950248756218925
Demre/Kale(Demre),4+1,-14.285714285714283
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+0,0.0
Demre/Köyler,2+1,0.0
Demre/Köyler,3+1,0.0
Döşemealtı/Düzlerçamı,1+1,0.0
Döşemealtı/Düzlerçamı,2+1,0.0
Döşemealtı/Düzlerçamı,4+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,-12.5
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Merkez,1+1,3.085851207238497
Döşemealtı/Merkez,2+1,1.002358490566039
Döşemealtı/Merkez,3+1,-1.5608965703483686
Döşemealtı/Merkez,4+1,8.489884393063589
Döşemealtı/Merkez,5+1,0.0
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,-9.523809523809524
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),0.0
Döşemealtı/Yeniköy,1+1,1.5640491174623707
Döşemealtı/Yeniköy,2+0,0.0
Döşemealtı/Yeniköy,2+1,1.0046406003159478
Döşemealtı/Yeniköy,3+1,-1.6321435490004057
Döşemealtı/Yeniköy,4+1,29.782608695652176
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,-13.513513513513514
Döşemealtı/Yeşilbayır,2+1,12.374100719424463
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,0.4914400805639403
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,6.176470588235289
Döşemealtı/Yeşilbayır,4+2,0.0
Döşemealtı/Yeşilbayır,5+1,-11.719745222929937
Döşemealtı/Yeşilbayır,5.5+1,0.0
Döşemealtı/Yeşilbayır,6+1,0.0
Döşemealtı/Yeşilbayır,6+3,0.0
Döşemealtı/Yeşilbayır,7+1,116.66666666666667
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Çığlık,4+1,0.0
Elmalı,2+1,13.636363636363635
Elmalı,3+1,-4.504504504504505
Finike,1+1,0.16709328782707644
Finike,1.5+1,0.0
Finike,2+0,11.11111111111111
Finike,2+1,5.601386356661903
Finike,3+1,-7.637231503579948
Finike,3.5+1,0.0
Finike/Beldeler,1+1,-4.525964745116716
Finike/Beldeler,2+1,3.8972311431299302
Finike/Beldeler,3+1,-0.8549280177187171
Finike/Beldeler,4+1,3.4482758620689653
Gazipaşa,1+1,-0.7800491853673488
Gazipaşa,2+1,-2.064960625443554
Gazipaşa,3+1,-13.656340443777475
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,3+1,4.779411764705877
Kaş,1+1,13.282227784730916
Kaş,2+1,37.727272727272734
Kaş,3+1,4.85829959514171
Kaş,4+1,0.0
Kaş,5+1,0.0
Kaş,Stüdyo (1+0),16.911764705882344
Kaş/Kalkan,1+1,-3.035816210045662
Kaş/Kalkan,2+1,13.149104909832829
Kaş/Kalkan,2.5+1,0.0
Kaş/Kalkan,3+1,-17.33927080434177
Kaş/Kalkan,4+1,-3.9414386683947984
Kaş/Kalkan,4+2,0.0
Kaş/Kalkan,5+1,0.0
Kaş/Kalkan,5+2,0.0
Kaş/Kalkan,6+1,0.0
Kaş/Kalkan,7+2,0.0
Kaş/Kalkan,Stüdyo (1+0),-18.702290076335874
Kaş/Köyler,1+1,3.542396897606085
Kaş/Köyler,2,0.0
Kaş/Köyler,2+1,4.953308972797401
Kaş/Köyler,2+2,17.647058823529413
Kaş/Köyler,2.5+1,0.0
Kaş/Köyler,3+1,-4.909003831417627
Kaş/Köyler,3+2,0.0
Kaş/Köyler,5+4,0.0
Kaş/Köyler,Stüdyo (1+0),0.0
Kemer,1+1,42.96499656829101
Kemer,2+0,0.0
Kemer,2+1,-6.495374329472124
Kemer,3+1,3.6272040302267
Kemer,3.5+1,0.0
Kemer,4+1,0.0
Kemer,4+4,0.0
Kemer,4.5+1,0.0
Kemer,6+1,0.0
Kemer,Stüdyo (1+0),-2.9914529914529915
Kemer/Göynük,1+1,6.30640545894783
Kemer/Göynük,1.5+1,0.0
Kemer/Göynük,2+1,2.1834061135371243
Kemer/Göynük,3+1,0.0
Kemer/Göynük,4+1,-21.66666666666667
Kemer/Göynük,5+1,0.0
Kemer/Göynük,7+2,0.0
Kemer/Göynük,9+1,0.0
Kemer/Göynük,Stüdyo (1+0),-4.027414113501897
Kemer/Köyler,1+1,0.0
Kemer/Köyler,2+1,-8.96551724137931
Kemer/Köyler,2.5+1,0.0
Kemer/Köyler,3+1,0.0
Kemer/Köyler,Stüdyo (1+0),0.0
Kemer/Tekirova,1+1,4.658385093167706
Kemer/Tekirova,2+1,0.0
Kemer/Tekirova,3+1,-1.8518518518518516
Kemer/Tekirova,Stüdyo (1+0),0.0
Kepez/Ahatlı,1+1,-1.1584957021016586
Kepez/Ahatlı,1.5+1,0.0
Kepez/Ahatlı,2+0,-0.7736862968611585
Kepez/Ahatlı,2+1,-0.5879922989416345
Kepez/Ahatlı,3+0,0.0
Kepez/Ahatlı,3+1,1.3426806083650136
Kepez/Ahatlı,4+4,0.0
Kepez/Ahatlı,5+1,-7.913669064748201
Kepez/Ahatlı,5+2,0.0
Kepez/Ahatlı,Stüdyo (1+0),2.4049942058538383
Kepez/Altınova,3+1,0.0
Kepez/Dokuma,1+1,-3.828571428571427
Kepez/Dokuma,1.5+1,4.761904761904762
Kepez/Dokuma,2+1,-0.8490995616110562
Kepez/Dokuma,2.5+1,0.0
Kepez/Dokuma,3+1,-1.043910946958037
Kepez/Dokuma,4+1,-13.00813008130082
Kepez/Dokuma,Stüdyo (1+0),-18.51851851851852
Kepez/Duraliler,1+1,4.518378856389629
Kepez/Duraliler,2+0,5.341880341880339
Kepez/Duraliler,2+1,2.010582322946479
Kepez/Duraliler,3+1,-15.092062602569753
Kepez/Duraliler,4+1,0.0
Kepez/Duraliler,4+2,-7.368421052631578
Kepez/Duraliler,5+1,-8.333333333333332
Kepez/Duraliler,6+1,0.0
Kepez/Duraliler,Stüdyo (1+0),-1.5665212039834338
Kepez/Düdenbaşı,1+1,-1.4763443065668431
Kepez/Düdenbaşı,2+1,0.05216557635912187
Kepez/Düdenbaşı,3+1,1.7646389131342255
Kepez/Erenköy,1+1,1.3942895263652224
Kepez/Erenköy,2+0,5.343511450381679
Kepez/Erenköy,2+1,1.3847804023162313
Kepez/Erenköy,2+2,0.0
Kepez/Erenköy,3+0,0.0
Kepez/Erenköy,3+1,4.671447344090185
Kepez/Erenköy,4+1,11.271297509829619
Kepez/Erenköy,5+1,1.8181818181818181
Kepez/Erenköy,Stüdyo (1+0),0.0
Kepez/Köyler,1+1,-31.03448275862069
Kepez/Köyler,2+1,-5.653450807635824
Kepez/Köyler,3+1,0.0
Kepez/Köyler,3+2,2.0
Kepez/Köyler,4+1,2.1739130434782608
Kepez/Köyler,4.5+1,0.0
Kepez/Köyler,5+1,0.0
Kepez/Merkez,1+1,3.576247204773649
Kepez/Merkez,2+1,6.509503222122517
Kepez/Merkez,3+1,33.28729281767956
Kepez/Merkez,4+1,1.1695906432748495
Kepez/Merkez,5+1,0.0
Kepez/Merkez,Stüdyo (1+0),6.0
Kepez/Sütçüler,1+1,0.14661155574683638
Kepez/Sütçüler,2+1,2.4087063242321762
Kepez/Sütçüler,3+1,1.5304841116248853
Kepez/Sütçüler,4+1,-0.4444444444444379
Kepez/Sütçüler,4+2,-1.7857142857142856
Kepez/Varsak,1+1,-0.5577193845533825
Kepez/Varsak,2+0,0.0
Kepez/Varsak,2+1,-0.2739497593972898
Kepez/Varsak,3+1,-3.405636916275218
Kepez/Varsak,4+1,6.976744186046512
Kepez/Varsak,5+1,0.0
Kepez/Varsak,5+2,-7.142857142857142
Kepez/Varsak,Stüdyo (1+0),68.68686868686868
Kepez/Yeniemek,1+1,1.8527131782945616
Kepez/Yeniemek,2+1,-2.02278855917566
Kepez/Yeniemek,3+1,-1.266598569969367
Kepez/Yeniemek,5+1,8.333333333333332
Kepez/Yeniemek,Stüdyo (1+0),12.5
Konyaaltı/Arapsuyu,1+1,-0.14931527389044502
Konyaaltı/Arapsuyu,2+0,-5.035971223021588
Konyaaltı/Arapsuyu,2+1,2.424366944604118
Konyaaltı/Arapsuyu,2+2,0.0
Konyaaltı/Arapsuyu,3+1,3.307344679112963
Konyaaltı/Arapsuyu,3+2,6.436781609195402
Konyaaltı/Arapsuyu,4+1,2.120184722156689
Konyaaltı/Arapsuyu,4+2,12.69430051813471
Konyaaltı/Arapsuyu,5+1,-1.5653370819422394
Konyaaltı/Arapsuyu,5+2,14.285714285714274
Konyaaltı/Arapsuyu,6+1,1.6129032258064553
Konyaaltı/Arapsuyu,7+1,0.0
Konyaaltı/Arapsuyu,Stüdyo (1+0),11.807732497387661
Konyaaltı/Doyran,2+1,0.0
Konyaaltı/Köyler,1+1,-0.5415162454873634
Konyaaltı/Köyler,10 Üzeri,0.0
Konyaaltı/Köyler,2+0,0.0
Konyaaltı/Köyler,2+1,3.1746031746031806
Konyaaltı/Köyler,3+1,66.16161616161617
Konyaaltı/Köyler,4+1,-14.28571428571429
Konyaaltı/Köyler,5+1,11.11111111111111
Konyaaltı/Köyler,6+2,0.0
Konyaaltı/Merkez,1+1,0.06557788641682835
Konyaaltı/Merkez,2+0,-25.773195876288657
Konyaaltı/Merkez,2+1,2.766413611193653
Konyaaltı/Merkez,3+1,0.8908027085661604
Konyaaltı/Merkez,4+1,-6.927793196178239
Konyaaltı/Merkez,5+1,3.8244514106583116
Konyaaltı/Merkez,Stüdyo (1+0),1.0101010101010102
Korkuteli,1+1,12.571428571428573
Korkuteli,2+0,-1.4492753623188406
Korkuteli,2+1,-3.7470859933913565
Korkuteli,3+1,-13.260089686098658
Korkuteli,3.5+1,0.0
Korkuteli,5+1,0.0
Korkuteli/Bozova,2+1,0.0
Korkuteli/Köyler,2+1,-8.333333333333332
Korkuteli/Köyler,3+1,0.0
Kumluca,1+1,-2.451528709917974
Kumluca,2+0,-8.823529411764707
Kumluca,2+1,-2.452835811998923
Kumluca,3+1,6.76535899333826
Kumluca,4+1,0.0
Kumluca,Stüdyo (1+0),0.0
Kumluca/Beldeler,1+1,11.11111111111111
Kumluca/Beldeler,2+1,11.11111111111111
Kumluca/Beykonak,3+1,0.0
Kumluca/Beykonak,4+1,19.047619047619047
Kumluca/Köyler,1+1,-12.688553682342496
Kumluca/Köyler,1.5+1,0.0
Kumluca/Köyler,2+1,33.69330453563716
Kumluca/Köyler,3+1,187.24279835390945
Kumluca/Mavikent,2+1,0.0
Kumluca/Mavikent,4+2,0.0
Kumluca/Mavikent,5+1,0.0
Kumluca/Mavikent,6+1,-4.761904761904762
Manavgat,1+1,2.962912507750211
Manavgat,1.5+1,0.0
Manavgat,2+0,2.0
Manavgat,2+1,1.578173275435939
Manavgat,2.5+1,0.0
Manavgat,3+1,-1.3791832076850314
Manavgat,3+2,0.0
Manavgat,3.5+1,0.0
Manavgat,4+1,8.748239691501816
Manavgat,4+2,0.0
Manavgat,5+1,7.59493670886076
Manavgat,5+2,75.0
Manavgat,Stüdyo (1+0),0.39935064935065845
Manavgat/Ilıca,1+1,3.771142686775547
Manavgat/Ilıca,2+0,0.0
Manavgat/Ilıca,2+1,10.293408112159813
Manavgat/Ilıca,2.5+1,0.0
Manavgat/Ilıca,3+1,3.861868986424154
Manavgat/Ilıca,4+1,-2.0588235294117614
Manavgat/Ilıca,4.5+1,0.0
Manavgat/Ilıca,5+1,0.0
Manavgat/Ilıca,6+1,0.0
Manavgat/Köyler,1+1,-0.47483380816714704
Manavgat/Köyler,2+0,0.0
Manavgat/Köyler,2+1,0.2351395276461862
Manavgat/Köyler,3+1,-7.260918716427381
Manavgat/Köyler,3+2,0.0
Manavgat/Köyler,4+1,-15.428571428571427
Manavgat/Köyler,4+3,0.0
Manavgat/Köyler,Stüdyo (1+0),0.0
Manavgat/Sarılar,1+1,0.36363636363637025
Manavgat/Sarılar,2+0,14.942528735632186
Manavgat/Sarılar,2+1,-9.549760752993866
Manavgat/Sarılar,3+1,-9.252265861027187
