Location,Rooms,Weekly Inflation(%)
Aksu,1+1,-0.7236721471792629
Aksu,1.5+1,0.0
Aksu,2+1,-0.631486084147215
Aksu,3+1,-5.543267586364154
Aksu,4+1,6.628242074927954
Aksu,5+1,32.52279635258359
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),-9.090909090909092
Aksu/Köyler,1+1,-2.0815371351151564
Aksu/Köyler,2+1,-0.6275473895322484
Aksu/Köyler,3+1,12.616459627329185
Aksu/Köyler,4+1,8.860759493670885
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+1,18.75
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Çalkaya,1+1,-27.500000000000004
Aksu/Çalkaya,2+1,5.88235294117647
Aksu/Çalkaya,3+1,-31.818181818181817
Alanya,1+1,0.2916431047699666
Alanya,2+0,0.0
Alanya,2+1,-1.652404257070185
Alanya,3+1,-0.9949794614331406
Alanya,3+2,0.0
Alanya,3.5+1,-16.666666666666664
Alanya,4+1,-4.919197060876641
Alanya,4+2,0.0
Alanya,4.5+2,20.0
Alanya,5+1,-3.2196969696969684
Alanya,6+1,23.451327433628315
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),-1.5384615384615385
Alanya/Beldeler,1+1,0.21385938613160227
Alanya/Beldeler,2+1,3.122959873483044
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,2.5720981965519947
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,3.4179549000141876
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,-9.999999999999995
Alanya/Beldeler,Stüdyo (1+0),-4.650238858903665
Alanya/Demirtaş,1+1,0.0
Alanya/Köyler,1+1,3.3333333333333335
Alanya/Köyler,1.5+1,-4.761904761904762
Alanya/Köyler,2+1,28.571428571428566
Alanya/Köyler,3+1,66.34980988593155
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,3.8461538461538463
Alanya/İncekum (Yeşilköy),3+1,11.233480176211454
Alanya/İncekum (Yeşilköy),4+1,3.8461538461538507
Demre/Kale(Demre),1+1,74.4
Demre/Kale(Demre),2+0,-45.5
Demre/Kale(Demre),2+1,2.3753867308353374
Demre/Kale(Demre),2.5+1,0.0
Demre/Kale(Demre),3+0,65.21739130434783
Demre/Kale(Demre),3+1,0.5730659025787913
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
