Location,Rooms,Weekly Inflation(%)
Aksu,1+1,-4.429941471877317
Aksu,1.5+1,0.0
Aksu,2+1,0.05084309260463437
Aksu,3+1,0.9812736505061618
Aksu,4+1,-15.906141868512105
Aksu,5+1,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,0.24154589371980736
Aksu/Köyler,2+1,-1.187005414410656
Aksu/Köyler,3+1,14.359733530717978
Aksu/Köyler,4+1,24.18936446173801
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+1,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,-0.5794957466421481
Alanya,2+0,-8.333333333333332
Alanya,2+1,-1.057390758937898
Alanya,3+1,1.6663855632961369
Alanya,3+2,0.0
Alanya,3.5+1,-6.25
Alanya,4+1,0.008698593727341082
Alanya,4+2,-41.05263157894737
Alanya,4.5+2,0.0
Alanya,5+1,0.35502958579881655
Alanya,6+1,0.0
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),10.344827586206897
Alanya/Beldeler,1+1,1.7432481963914455
Alanya/Beldeler,2+1,2.8528397821281044
Alanya/Beldeler,2.5+1,60.0
Alanya/Beldeler,3+1,5.485232067510549
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,4.475072315807389
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,-11.199999999999994
Alanya/Beldeler,Stüdyo (1+0),-4.650238858903665
Alanya/Demirtaş,1+1,0.0
Alanya/Köyler,1+1,1.0869565217391264
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,0.0
Alanya/Köyler,3+1,-52.13228894691036
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,5.494505494505499
Demre/Kale(Demre),1+1,-3.571428571428571
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,2.024665981500518
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-0.8438818565400859
Demre/Kale(Demre),4+1,3.75
Demre/Kale(Demre),5+1,-64.55696202531645
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,3+1,0.0
Döşemealtı/Düzlerçamı,5+1,-23.61111111111111
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,-13.00813008130082
Döşemealtı/Köyler,Stüdyo (1+0),0.0
Döşemealtı/Merkez,1,0.0
Döşemealtı/Merkez,1+1,1.495775700934583
Döşemealtı/Merkez,2+0,-1.1235955056179776
Döşemealtı/Merkez,2+1,3.5507032556309612
Döşemealtı/Merkez,3+1,-5.034013605442181
Döşemealtı/Merkez,4+1,-9.819148936170219
Döşemealtı/Merkez,5+1,-3.71697268248993
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,0.0
Döşemealtı/Merkez,6+2,0.0
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Yeniköy,1+1,1.2533552375279573
Döşemealtı/Yeniköy,2+0,2.127659574468085
Döşemealtı/Yeniköy,2+1,1.546474600626235
Döşemealtı/Yeniköy,3+1,3.087363618672014
Döşemealtı/Yeniköy,4+1,19.34385639121015
Döşemealtı/Yeniköy,5+1,-0.7159904534606205
Döşemealtı/Yeniköy,Stüdyo (1+0),-3.225806451612903
Döşemealtı/Yeşilbayır,1+1,-6.025236593059928
Döşemealtı/Yeşilbayır,2+1,1.365705614567523
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,15.548780487804878
Döşemealtı/Yeşilbayır,3.5+1,0.0
