Location,Rooms,Weekly Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,-0.0890620576582296
Aksu,1.5+1,18.91891891891892
Aksu,2+0,17.647058823529413
Aksu,2+1,0.8884474266501066
Aksu,3+1,-0.010852933996381323
Aksu,4+1,0.0965561635017655
Aksu,4+2,0.0
Aksu,5+1,1.3392857142857142
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-2.686391403547508
Aksu/Köyler,2+1,-3.3566433566433567
Aksu/Köyler,3+1,-2.620841180163208
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,-21.568627450980394
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,-23.333333333333332
Aksu/Pınarlı,2+1,-1.5151515151515151
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,1.2974899936773283
Alanya,1.5+1,0.0
Alanya,2+1,1.1242812802566913
Alanya,2+2,5.263157894736842
Alanya,2.5+1,0.0
Alanya,3+1,0.5370368516089453
Alanya,3.5+1,0.0
Alanya,4+1,0.9401547056858669
Alanya,4+2,28.57142857142857
Alanya,4.5+2,0.0
Alanya,5+1,54.463130659767145
Alanya,6+1,0.0
Alanya,Stüdyo (1+0),-8.874172185430464
Alanya/Beldeler,1+1,4.3903695320272575
Alanya/Beldeler,2+1,4.695929050605007
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,-0.07385007319525594
Alanya/Beldeler,3+2,-10.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-4.1528239202657735
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,-36.36363636363637
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,6+1,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),21.712538226299685
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,2+1,41.522988505747136
Alanya/Köyler,3+1,30.894308943089428
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,2.272727272727277
Alanya/İncekum (Yeşilköy),3+1,11.11111111111111
Alanya/İncekum (Yeşilköy),4+1,-29.268292682926827
Demre/Kale(Demre),1+1,15.608465608465607
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,10.547396528704944
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-6.666666666666667
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,1+1,-8.333333333333332
Döşemealtı/Düzlerçamı,2+1,-4.0
Döşemealtı/Düzlerçamı,3+1,137.5
Döşemealtı/Düzlerçamı,4+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,-3.8095238095238098
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Merkez,1+1,0.36790346685363046
Döşemealtı/Merkez,2+1,1.0963107086732062
Döşemealtı/Merkez,3+1,-12.707182320441998
