Location,Rooms,Weekly Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,-0.20588732588805037
Aksu,1.5+1,22.22222222222222
Aksu,2+0,0.0
Aksu,2+1,-0.6209377695475256
Aksu,3+1,-1.9518856619491938
Aksu,4+1,-6.125011626825404
Aksu,4+2,0.0
Aksu,5+1,0.0
Aksu,6+1,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),-23.333333333333332
Aksu/Köyler,1+1,-2.9824500913698566
Aksu/Köyler,2+1,-1.009598293636692
Aksu/Köyler,3+1,-4.101622755599429
Aksu/Köyler,3.5+1,-16.346153846153847
Aksu/Köyler,4+1,-21.568627450980394
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,-4.3478260869565215
Aksu/Pınarlı,2+1,-7.6923076923076925
Aksu/Pınarlı,6+1,0.0
Aksu/Pınarlı,Stüdyo (1+0),0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,1.3489424608929876
Alanya,1.5+1,0.0
Alanya,2+0,0.0
Alanya,2+1,1.0803730359685748
Alanya,2+2,0.0
Alanya,2.5+1,0.0
Alanya,3+1,4.349113950133928
Alanya,3+2,0.0
Alanya,3.5+1,0.0
Alanya,4+1,-5.854472630173556
Alanya,4+2,12.5
Alanya,4.5+2,0.0
Alanya,5+1,92.80575539568345
Alanya,6+1,-26.785714285714285
Alanya,Stüdyo (1+0),0.0
Alanya/Beldeler,1+1,3.4321653545164894
Alanya/Beldeler,2+1,3.2805998313613083
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,3.559020349506851
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-4.728682170542641
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,5.714285714285714
Alanya/Beldeler,5+1,-13.636363636363635
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),12.030075187969924
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,2+1,-1.4367816091954049
Alanya/Köyler,3+1,67.90123456790124
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,-16.477272727272723
Alanya/İncekum (Yeşilköy),3+1,-5.263157894736846
Alanya/İncekum (Yeşilköy),4+1,215.9090909090909
Demre/Kale(Demre),1+1,25.407983931709754
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,-19.792498004788502
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-3.232323232323235
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,1+1,-8.333333333333332
Döşemealtı/Düzlerçamı,2+1,-4.0
Döşemealtı/Düzlerçamı,3+1,0.0
Döşemealtı/Düzlerçamı,4+1,60.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Merkez,1+1,1.2046853925547587
Döşemealtı/Merkez,2+1,-4.852478318954785
Döşemealtı/Merkez,3+1,1.1236802413272973
Döşemealtı/Merkez,4+1,-0.34113472940756256
Döşemealtı/Merkez,5+1,10.857563489142429
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,33.33333333333333
Döşemealtı/Merkez,7+1,-16.666666666666664
Döşemealtı/Merkez,Stüdyo (1+0),18.181818181818183
Döşemealtı/Yeniköy,1+1,1.777358031938257
Döşemealtı/Yeniköy,2+1,1.1203878510299468
Döşemealtı/Yeniköy,3+1,0.07119386637458369
Döşemealtı/Yeniköy,4+1,-8.967001434720233
Döşemealtı/Yeniköy,6+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,-4.093567251461986
Döşemealtı/Yeşilbayır,2+1,-11.217510259917923
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,-0.7515265382808851
Döşemealtı/Yeşilbayır,4+1,1.6111707841031158
Döşemealtı/Yeşilbayır,4+2,0.0
Döşemealtı/Yeşilbayır,5+1,-10.288065843621393
Döşemealtı/Yeşilbayır,5.5+1,0.0
Döşemealtı/Yeşilbayır,6+1,0.0
Döşemealtı/Yeşilbayır,7+1,51.80722891566264
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Çığlık,4+1,0.0
Elmalı,2+1,0.0
Elmalı,3+1,1.823176823176826
Finike,1+1,-1.146230361624989
Finike,2+1,-0.3897550111358574
Finike,3+1,-8.75912408759124
Finike,3.5+1,0.0
Finike/Beldeler,1+1,-1.9355913978494548
Finike/Beldeler,2+1,-2.0647773279352175
Finike/Beldeler,3+1,0.18121413470250683
Finike/Beldeler,4+1,-6.666666666666667
Gazipaşa,1+1,-0.3571428571428565
Gazipaşa,2+1,-2.0791844584094816
Gazipaşa,3+1,-0.7836045810729321
Gazipaşa,4+1,0.0
Gazipaşa/Köyler,1+1,30.0
Gazipaşa/Köyler,3+1,1.0526315789473684
Kaş,1+1,-0.018484288354895646
Kaş,2+1,0.10481484921256225
Kaş,3+1,12.388250319284797
Kaş,4+1,26.21589561091341
Kaş,5+1,0.0
Kaş,Stüdyo (1+0),0.0
Kaş/Kalkan,1+1,15.964140085075758
Kaş/Kalkan,2+1,-6.155508018661308
Kaş/Kalkan,2.5+1,0.0
Kaş/Kalkan,3+1,15.444202121525338
Kaş/Kalkan,4+1,11.15374270712901
Kaş/Kalkan,5+1,-21.37020741671905
Kaş/Kalkan,5+2,0.0
Kaş/Kalkan,6+1,0.0
Kaş/Kalkan,7+2,0.0
Kaş/Kalkan,Stüdyo (1+0),66.13756613756615
Kaş/Köyler,1+1,-2.4075128059191777
Kaş/Köyler,2,0.0
Kaş/Köyler,2+1,0.08417508417508295
Kaş/Köyler,2+2,-16.666666666666664
Kaş/Köyler,2.5+1,-3.571428571428571
Kaş/Köyler,3+1,18.389458272327964
Kaş/Köyler,3+2,0.0
Kaş/Köyler,5+4,0.0
Kaş/Köyler,Stüdyo (1+0),-11.11111111111111
Kemer,1+1,1.365991521431947
Kemer,2+1,-0.1614367874079291
Kemer,3+1,-5.237866410379609
Kemer,3.5+1,0.0
Kemer,4+1,5.489857574449714
Kemer,5+1,0.0
Kemer,6+1,0.0
Kemer,Stüdyo (1+0),19.760479041916167
Kemer/Göynük,1+1,-2.071698793010256
Kemer/Göynük,1.5+1,0.0
Kemer/Göynük,2+1,6.7114093959731544
Kemer/Göynük,3+1,0.0
Kemer/Göynük,4+1,-1.694915254237288
Kemer/Göynük,5+1,0.0
Kemer/Göynük,7+2,0.0
Kemer/Göynük,9+1,0.0
Kemer/Göynük,Stüdyo (1+0),-16.16262626262627
Kemer/Köyler,1+1,-5.714285714285714
Kemer/Köyler,2+1,-2.659574468085103
Kemer/Köyler,2.5+1,0.0
