Location,Rooms,Weekly Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,-0.6222676863576818
Aksu,1.5+1,0.0
Aksu,2+0,10.0
Aksu,2+1,1.1194411614094781
Aksu,3+1,6.243825736211528
Aksu,4+1,10.775328214020304
Aksu,4+2,0.0
Aksu,5+1,0.0
Aksu,6+1,22.222222222222214
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),-15.94202898550725
Aksu/Köyler,1+1,6.697941099817573
Aksu/Köyler,2+1,-4.83111659582248
Aksu/Köyler,3+1,4.67435538612492
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,-7.5
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,-19.318181818181817
Aksu/Pınarlı,2+1,4.44444444444444
Aksu/Pınarlı,6+1,0.0
Aksu/Pınarlı,Stüdyo (1+0),0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,3.007221039115826
Alanya,1.5+1,0.0
Alanya,2+0,54.166666666666664
Alanya,2+1,-1.1256291106461955
Alanya,2+2,0.0
Alanya,2.5+1,0.0
Alanya,3+1,-1.5038639141426906
Alanya,3+2,0.0
Alanya,3.5+1,0.0
Alanya,4+1,-14.367536256496056
Alanya,4+2,-11.11111111111111
Alanya,4.5+2,0.0
Alanya,5+1,-40.298507462686565
Alanya,6+1,36.58536585365854
Alanya,Stüdyo (1+0),0.0
Alanya/Beldeler,1+1,1.3711926054127066
Alanya/Beldeler,2+1,-1.3689978157756755
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,4.39574454118783
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,1.2205044751830758
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,6+2,0.0
Alanya/Beldeler,Stüdyo (1+0),-6.7114093959731544
Alanya/Demirtaş,1+1,25.33333333333333
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,2+1,-5.867346938775514
Alanya/Köyler,3+1,-21.568627450980387
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,-1.0204081632653061
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,3.2657657657657677
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,16.9983416252073
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,2.9869921310422334
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,-7.142857142857142
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Kale(Demre),Stüdyo (1+0),0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,1+1,0.0
Döşemealtı/Düzlerçamı,2+1,0.0
Döşemealtı/Düzlerçamı,3+1,162.5
Döşemealtı/Düzlerçamı,4+1,0.0
Döşemealtı/Düzlerçamı,5+1,-7.187500000000006
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,-5.263157894736842
Döşemealtı/Merkez,1+1,-2.833216174088444
Döşemealtı/Merkez,2+1,2.5130890052356065
Döşemealtı/Merkez,3+1,6.86106346483705
Döşemealtı/Merkez,4+1,6.67100605052596
Döşemealtı/Merkez,5+1,-9.960159362549804
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,0.0
Döşemealtı/Merkez,6+3,0.0
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),0.0
Döşemealtı/Yeniköy,1+1,-1.4898145825457918
Döşemealtı/Yeniköy,2+0,0.0
Döşemealtı/Yeniköy,2+1,-1.8980771527112517
Döşemealtı/Yeniköy,3+1,-1.7464678786827386
Döşemealtı/Yeniköy,3.5+1,0.0
Döşemealtı/Yeniköy,4+1,35.53979511426321
Döşemealtı/Yeniköy,5+1,0.0
Döşemealtı/Yeniköy,6+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),150.0
Döşemealtı/Yeşilbayır,1+1,0.7404181184669053
Döşemealtı/Yeşilbayır,2+1,-10.59322033898305
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,4.439777567439658
Döşemealtı/Yeşilbayır,4+1,-1.4546373747587171
Döşemealtı/Yeşilbayır,4+2,0.0
Döşemealtı/Yeşilbayır,5+1,30.733944954128432
Döşemealtı/Yeşilbayır,5.5+1,0.0
Döşemealtı/Yeşilbayır,6+1,0.0
