Location,Rooms,Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,0.6730742306430924
Aksu,1.5+1,-5.128205128205128
Aksu,2+1,0.7737407366644595
Aksu,2.5+1,0.0
Aksu,3+1,-2.744787192065843
Aksu,4+1,-13.95053003533569
Aksu,4+2,0.0
Aksu,5+1,55.017301038062286
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-2.2570681872178637
Aksu/Köyler,2+1,4.974300897290708
Aksu/Köyler,3+1,4.6938775510204085
Aksu/Köyler,3.5+1,24.285714285714285
Aksu/Köyler,4+1,2.783725910064237
Aksu/Köyler,4+2,43.75
Aksu/Köyler,6+2,-3.125
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,-8.333333333333332
Aksu/Pınarlı,3+1,0.0
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,1+1,-25.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,-3.0760219294275735
Alanya,2+0,0.0
Alanya,2+1,2.030171651547382
Alanya,2+2,0.0
Alanya,2.5+1,0.0
Alanya,3+1,4.019103565391209
Alanya,3.5+1,0.0
Alanya,4+1,-4.5811118280300285
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,-0.42235217673813696
Alanya,6+1,0.0
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),5.714285714285714
Alanya/Beldeler,1+1,0.5358975603504985
Alanya/Beldeler,1.5+1,6.0
Alanya/Beldeler,2+1,0.2531734665068295
Alanya/Beldeler,2.5+1,-2.3728813559322033
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,-1.4839093413473652
Alanya/Beldeler,3+2,7.999999999999992
Alanya/Beldeler,3.5+1,7.142857142857142
Alanya/Beldeler,4+1,2.297702297702295
Alanya/Beldeler,4+2,17.647058823529413
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,7.913669064748195
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),-8.174097664543527
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,6.25
Alanya/Köyler,3+1,1.0050251256281406
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,7.843137254901957
Alanya/İncekum (Yeşilköy),4+1,-1.5625
Alanya/İncekum (Yeşilköy),5+1,0.0
Demre/Kale(Demre),1+1,-4.339010543390115
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,-16.574923547400612
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,0.7371007371007386
Demre/Kale(Demre),4+1,33.92857142857144
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+0,0.0
Demre/Köyler,2+1,0.0
Demre/Köyler,3+1,0.0
Döşemealtı/Düzlerçamı,2+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Merkez,1+1,-0.2771550845730583
Döşemealtı/Merkez,2+1,-0.43478260869565216
Döşemealtı/Merkez,3+1,-0.8661048689138624
Döşemealtı/Merkez,3+2,0.0
Döşemealtı/Merkez,4+1,-4.453872617387267
Döşemealtı/Merkez,5+1,5.638041733547362
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,-9.523809523809524
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),0.0
Döşemealtı/Yeniköy,1+1,-0.06932395122478877
Döşemealtı/Yeniköy,2+0,13.636363636363635
Döşemealtı/Yeniköy,2+1,-0.31339867102252533
Döşemealtı/Yeniköy,3+1,-0.6058276266529068
Döşemealtı/Yeniköy,4+1,21.693121693121693
Döşemealtı/Yeniköy,5+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,-0.9174311926605571
Döşemealtı/Yeşilbayır,2+1,-26.596758817921835
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,-5.321046373365046
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,13.74999999999999
Döşemealtı/Yeşilbayır,5+1,7.261640798226167
Döşemealtı/Yeşilbayır,6+1,0.0
Döşemealtı/Yeşilbayır,7+1,3.4482758620689653
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Çığlık,4+1,0.0
Elmalı,2+1,0.0
Elmalı,3+1,-9.925558312655088
Finike,1+1,-2.6703499079189696
Finike,1.5+1,0.0
Finike,2+0,0.0
Finike,2+1,5.717518995527293
Finike,3+1,13.267842348206882
Finike,3.5+1,0.0
Finike/Beldeler,1+1,-4.103480751119562
Finike/Beldeler,2+1,1.7934048981166173
Finike/Beldeler,3+1,1.7350369872225953
Finike/Beldeler,4+1,0.0
Gazipaşa,1+1,1.569746085678856
Gazipaşa,2+0,0.0
Gazipaşa,2+1,2.3589692132269047
Gazipaşa,3+1,3.214024835646457
Gazipaşa,3+2,0.0
Gazipaşa,4+1,0.0
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,2+1,63.63636363636363
Gazipaşa/Köyler,3+1,4.779411764705877
Kaş,1+1,2.760351317440406
Kaş,2+1,-2.498744349573079
Kaş,3+1,-2.9197080291970856
Kaş,4+1,0.0
Kaş,5+1,-56.25
Kaş,Stüdyo (1+0),0.7407407407407461
Kaş/Kalkan,1+1,6.75722744688262
Kaş/Kalkan,2+1,-16.13421477964033
Kaş/Kalkan,2.5+1,0.0
Kaş/Kalkan,3+1,-0.1637857367734612
Kaş/Kalkan,4+1,3.21931125347973
Kaş/Kalkan,5+1,-23.11439346323068
Kaş/Kalkan,5+2,0.0
Kaş/Kalkan,6+1,-70.0
Kaş/Kalkan,7+2,0.0
Kaş/Kalkan,Stüdyo (1+0),-26.55172413793104
Kaş/Köyler,1+1,3.542396897606085
Kaş/Köyler,2,0.0
Kaş/Köyler,2+1,-6.5040650406504
Kaş/Köyler,2+2,0.0
Kaş/Köyler,2.5+1,0.0
Kaş/Köyler,3+1,16.0
Kaş/Köyler,4+1,8.433734939759036
Kaş/Köyler,5+4,0.0
Kaş/Köyler,Stüdyo (1+0),26.76056338028169
Kemer,1+1,42.53484375994399
Kemer,2+1,23.696898949398566
Kemer,3+1,3.6803032696256546
Kemer,3.5+1,0.0
Kemer,4+1,40.771734077173406
Kemer,4+4,0.0
Kemer,4.5+1,0.0
Kemer,5+1,0.0
Kemer,6+1,0.0
Kemer,Stüdyo (1+0),2.6415094339622645
Kemer/Göynük,1+1,3.6117836965294505
Kemer/Göynük,1.5+1,0.0
Kemer/Göynük,10 Üzeri,0.0
Kemer/Göynük,2+1,-6.425452276980648
Kemer/Göynük,3+1,0.0
Kemer/Göynük,4+1,37.93103448275862
Kemer/Göynük,5+1,0.0
Kemer/Göynük,7+2,0.0
Kemer/Göynük,9+1,0.0
Kemer/Göynük,Stüdyo (1+0),23.18862984183422
Kemer/Köyler,1+1,0.0
Kemer/Köyler,2+1,-4.605263157894736
Kemer/Köyler,2.5+1,0.0
Kemer/Köyler,3+1,0.0
Kemer/Köyler,5+1,0.0
Kemer/Köyler,Stüdyo (1+0),0.0
Kemer/Tekirova,1+1,-3.765690376569038
Kemer/Tekirova,2+1,0.0
