Location,Rooms,Weekly Inflation(%)
Aksu,1+1,0.45915548436512643
Aksu,1.5+1,0.0
Aksu,2+1,0.5808098641871097
Aksu,2.5+1,0.0
Aksu,3+1,4.63314727168537
Aksu,4+1,9.467455621301776
Aksu,4+2,0.0
Aksu,4.5+1,0.0
Aksu,5+1,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-4.020530367835755
Aksu/Köyler,2+1,1.9927095990279537
Aksu/Köyler,3+1,3.9615675880348338
Aksu/Köyler,4+1,-0.2610966057441329
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+1,0.0
Aksu/Köyler,6+2,0.0
Aksu/Köyler,Stüdyo (1+0),0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,0.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,0.6702630861797194
Alanya,2+0,127.27272727272727
Alanya,2+1,-2.2742161276064743
Alanya,2+2,0.0
Alanya,3+1,-0.15519883887108527
Alanya,3+2,0.0
Alanya,3.5+1,0.0
Alanya,4+0,0.0
Alanya,4+1,0.17741048069257742
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,8.717948717948717
Alanya,6+1,-60.64516129032258
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),17.67241379310344
Alanya/Beldeler,1+1,0.039606378349600894
Alanya/Beldeler,2+1,0.9614667925028008
Alanya/Beldeler,2.5+1,-8.33333333333334
Alanya/Beldeler,3+1,3.7136294027565073
Alanya/Beldeler,3+2,12.5
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,10.03257328990227
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,8.783783783783784
Alanya/Beldeler,Stüdyo (1+0),-7.317073170731707
Alanya/Demirtaş,1+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,116.66666666666667
Alanya/Köyler,3+1,-64.57142857142857
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,3.8461538461538463
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,13.445378151260504
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,-1.2088244182532488
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-2.389078498293514
Demre/Kale(Demre),4+1,18.33333333333334
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,-6.25
Demre/Köyler,1+1,0.0
Demre/Köyler,2+0,0.0
Demre/Köyler,2+1,0.0
Demre/Köyler,3+1,0.0
Döşemealtı/Düzlerçamı,5+1,-3.030303030303023
Döşemealtı/Köyler,2+1,-28.333333333333332
Döşemealtı/Köyler,3+1,30.373831775700943
Döşemealtı/Köyler,Stüdyo (1+0),0.0
Döşemealtı/Merkez,1,0.0
Döşemealtı/Merkez,1+1,1.3062415726350143
Döşemealtı/Merkez,2+0,-1.1235955056179776
Döşemealtı/Merkez,2+1,-1.8717568569310548
