Location,Rooms,Weekly Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,-1.586425564814805
Aksu,1.5+1,22.22222222222222
Aksu,2+0,0.0
Aksu,2+1,1.4293102398518045
Aksu,3+1,0.5476692581284801
Aksu,4+1,-1.3770721866502857
Aksu,4+2,0.0
Aksu,5+1,-21.72413793103448
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-3.415029071906967
Aksu/Köyler,2+1,7.286960176526219
Aksu/Köyler,3+1,-3.4998513232233033
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,-9.14786967418546
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,-10.204081632653061
Aksu/Pınarlı,2+1,-5.050505050505054
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,1.6511716500541715
Alanya,1.5+1,0.0
Alanya,2+0,54.166666666666664
Alanya,2+1,0.4975321609796999
Alanya,2+2,0.0
Alanya,2.5+1,0.0
Alanya,3+1,1.1988489656566526
Alanya,3.5+1,0.0
Alanya,4+1,0.5492058219591764
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,3.9417693169092995
Alanya,6+1,-6.666666666666667
Alanya,Stüdyo (1+0),-20.0
Alanya/Beldeler,1+1,1.686816350028781
Alanya/Beldeler,2+1,4.963041001159118
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,3.217274329717997
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-4.706790123456796
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,-13.636363636363635
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),24.036697247706424
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,2+1,-9.259259259259256
Alanya/Köyler,3+1,54.08163265306123
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,2.272727272727277
Alanya/İncekum (Yeşilköy),3+1,-5.263157894736846
Alanya/İncekum (Yeşilköy),4+1,230.3030303030303
Alanya/İncekum (Yeşilköy),5+1,0.0
Demre/Kale(Demre),1+1,9.73772321428571
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,-4.486677115987454
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-5.555555555555555
Demre/Kale(Demre),4+1,91.66666666666667
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,1+1,-8.333333333333332
Döşemealtı/Düzlerçamı,2+1,-4.0
Döşemealtı/Düzlerçamı,3+1,0.0
Döşemealtı/Düzlerçamı,4+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,-3.8095238095238098
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Merkez,1+1,0.5184766214177965
Döşemealtı/Merkez,2+1,3.5732259687971744
Döşemealtı/Merkez,3+1,5.616224648985958
Döşemealtı/Merkez,4+1,21.10087501045874
Döşemealtı/Merkez,5+1,6.244228993536466
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,0.0
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),18.181818181818183
Döşemealtı/Yeniköy,1+1,1.0884187864627326
Döşemealtı/Yeniköy,2+0,-15.0
Döşemealtı/Yeniköy,2+1,-3.43517473974621
