Location,Rooms,Weekly Inflation(%)
Aksu,1+1,-0.46739333163920116
Aksu,1.5+1,2.631578947368421
Aksu,2+0,0.0
Aksu,2+1,0.36082474226804007
Aksu,2.5+1,0.0
Aksu,3+1,-6.847384945248493
Aksu,4+1,16.025874635568517
Aksu,4+2,0.0
Aksu,5+1,34.210526315789465
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-0.5511994410371854
Aksu/Köyler,2+1,-1.4898314933178318
Aksu/Köyler,3+1,-1.050080775444265
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,12.836001208094224
Aksu/Köyler,4+2,20.30075187969925
Aksu/Köyler,6+1,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,2+1,12.5
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,1+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,1.6614963020491087
Alanya,2+0,9.090909090909092
Alanya,2+1,0.6501995624306247
Alanya,2+2,0.0
Alanya,3+1,0.5826160253026551
Alanya,3+2,0.0
Alanya,3.5+1,0.0
Alanya,4+1,6.914282861564583
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,-8.528974739970288
Alanya,6+1,0.0
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),17.647058823529413
Alanya/Beldeler,1+1,-2.0161729715357164
Alanya/Beldeler,1.5+1,0.0
Alanya/Beldeler,2+0,0.0
Alanya/Beldeler,2+1,-0.4438916474579624
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,-1.6502463054187264
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,0.25423728813559693
Alanya/Beldeler,4+2,21.428571428571427
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,Stüdyo (1+0),-9.173553719008268
Alanya/Demirtaş,1+1,-28.05755395683453
Alanya/Köyler,1+1,-3.225806451612903
Alanya/Köyler,2+1,0.0
Alanya/Köyler,3+1,-0.5
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,-35.241596638655466
Demre/Kale(Demre),2+0,-83.4862385321101
Demre/Kale(Demre),2+1,5.077120822622108
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-11.904761904761903
Demre/Kale(Demre),4+1,-1.4084507042253622
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+0,0.0
Demre/Köyler,2+1,0.0
Demre/Köyler,3+1,0.0
