Location,Rooms,Weekly Inflation(%)
Aksu,1+1,0.16912925063762638
Aksu,1.5+1,0.0
Aksu,2+1,-1.1356719770153207
Aksu,3+1,2.313047633334986
Aksu,4+1,-13.963963963963968
Aksu,5+1,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),-38.775510204081634
Aksu/Köyler,1+1,0.5396430053964276
Aksu/Köyler,2+1,-2.189349112426039
Aksu/Köyler,3+1,1.1158798283261842
Aksu/Köyler,4+1,7.454289732770741
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+1,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,0.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,0.29262478036084366
Alanya,2+0,-8.333333333333332
Alanya,2+1,-0.015576015046637207
Alanya,3+1,2.101061766586758
Alanya,3.5+1,-6.25
Alanya,4+1,-0.5800244959182375
Alanya,4+2,-41.05263157894737
Alanya,4.5+2,0.0
Alanya,5+1,-6.470588235294114
Alanya,6+1,6.488549618320606
Alanya,6+2,681.25
Alanya,Stüdyo (1+0),6.796116504854355
Alanya/Beldeler,1+1,-0.2788630939747771
Alanya/Beldeler,2+1,-0.8875446160760365
Alanya/Beldeler,2.5+1,60.0
Alanya/Beldeler,3+1,6.257196211043701
Alanya/Beldeler,3+2,12.5
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,3.8403614457831323
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,2.6000000000000063
Alanya/Beldeler,Stüdyo (1+0),-16.383219954648524
Alanya/Demirtaş,1+1,0.0
Alanya/Köyler,1+1,-0.4016064257028112
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,0.0
Alanya/Köyler,3+1,-53.328981723237604
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,1.5873015873015872
Demre/Kale(Demre),1+1,-3.571428571428571
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,4.318884965155154
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,0.0
Demre/Kale(Demre),4+1,19.16666666666666
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Köyler,2+1,-7.5757575757575815
Döşemealtı/Köyler,3+1,13.414634146341465
Döşemealtı/Köyler,Stüdyo (1+0),0.0
Döşemealtı/Merkez,1,0.0
Döşemealtı/Merkez,1+1,0.372241906909332
