Location,Rooms,Weekly Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,0.2487962946783674
Aksu,1.5+1,0.0
Aksu,2+1,0.43190133143350773
Aksu,3+1,9.3681717688695
Aksu,4+1,-2.4879141610659192
Aksu,5+1,29.464285714285715
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-2.8546332894158994
Aksu/Köyler,2+1,-6.970859357741034
Aksu/Köyler,3+1,-2.0386266094420726
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,0.0
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+2,-25.806451612903224
Aksu/Pınarlı,1+1,-23.333333333333332
Aksu/Pınarlı,2+1,-1.5151515151515151
Aksu/Pınarlı,3+1,11.11111111111111
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,1.768418654266813
Alanya,1.5+1,0.0
Alanya,2+0,0.0
Alanya,2+1,-0.34126023608184725
Alanya,2+2,5.263157894736842
Alanya,2.5+1,0.0
Alanya,3+1,0.8378896460168114
Alanya,3.5+1,0.0
Alanya,4+1,6.574687000044031
Alanya,4+2,14.285714285714285
Alanya,4.5+2,0.0
Alanya,5+1,24.390804597701152
Alanya,6+1,0.0
Alanya,Stüdyo (1+0),1.8348623853210941
Alanya/Beldeler,1+1,-0.9748612972834615
Alanya/Beldeler,2+1,1.8840843455642382
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,0.25600067925812414
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-0.9868421052631556
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,-12.0
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,6+1,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),40.18348623853211
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,2+1,41.17647058823529
Alanya/Köyler,3+1,0.7462686567164178
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,12.820512820512816
Alanya/İncekum (Yeşilköy),3+1,17.283950617283956
Alanya/İncekum (Yeşilköy),4+1,-46.34146341463415
Demre/Kale(Demre),1+1,7.082152974504252
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,22.48289345063538
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-0.24630541871920822
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,1+1,0.0
Döşemealtı/Düzlerçamı,2+1,0.0
Döşemealtı/Düzlerçamı,3+1,0.0
Döşemealtı/Düzlerçamı,4+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Merkez,1+1,-1.6962636738173134
Döşemealtı/Merkez,2+1,4.514047929109212
Döşemealtı/Merkez,3+1,4.3963169498119665
Döşemealtı/Merkez,4+1,0.8894191522762903
Döşemealtı/Merkez,5+1,2.2079772079772035
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,-5.263157894736842
Döşemealtı/Merkez,7+1,-16.666666666666664
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),0.0
Döşemealtı/Yeniköy,1+1,-0.5465387618982536
Döşemealtı/Yeniköy,2+0,-9.090909090909092
Döşemealtı/Yeniköy,2+1,-1.183401414611114
Döşemealtı/Yeniköy,3+1,3.3443348930481323
Döşemealtı/Yeniköy,4+1,-2.7079843662758196
Döşemealtı/Yeniköy,6+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,-4.93827160493828
Döşemealtı/Yeşilbayır,2+1,0.6285647770923063
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,-2.1089415443092228
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,4.795321637426907
Döşemealtı/Yeşilbayır,4+2,0.0
Döşemealtı/Yeşilbayır,5+1,1.0101010101010102
Döşemealtı/Yeşilbayır,5.5+1,0.0
Döşemealtı/Yeşilbayır,6+1,-5.637254901960785
Döşemealtı/Yeşilbayır,7+1,-14.871794871794867
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Çığlık,4+1,0.0
Elmalı,2+1,-4.666666666666671
Elmalı,3+1,1.7470300489168433
Finike,1+1,-3.201814058956909
Finike,1.5+1,0.0
Finike,2+0,0.0
Finike,2+1,-3.5555555555555514
Finike,3+1,-3.531438415159339
Finike,3.5+1,0.0
Finike/Beldeler,1+1,-0.9145345672291728
Finike/Beldeler,2+1,0.4232804232804329
Finike/Beldeler,3+1,-0.14716066481994963
Finike/Beldeler,4+1,0.0
Gazipaşa,1+1,2.0564656674799586
Gazipaşa,2+1,4.547919043323499
Gazipaşa,3+1,3.1967721911856075
Gazipaşa,4+1,0.0
Gazipaşa/Köyler,1+1,10.0
Gazipaşa/Köyler,3+1,0.0
Kaş,1+1,-10.472770795930577
Kaş,2+1,-12.340876944837337
Kaş,3+1,-3.0030030030029984
Kaş,4+1,0.0
Kaş,5+1,0.0
Kaş,Stüdyo (1+0),13.20754716981132
