Location,Rooms,Weekly Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,-0.140877144507275
Aksu,1.5+1,0.0
Aksu,2+0,0.0
Aksu,2+1,0.6847452399960798
Aksu,3+1,8.576712010191013
Aksu,4+1,6.33061778682959
Aksu,4+2,0.0
Aksu,5+1,0.0
Aksu,6+1,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),-53.06122448979592
Aksu/Köyler,1+1,1.591263650546023
Aksu/Köyler,2+1,-2.5150030440958973
Aksu/Köyler,3+1,-2.2001178897730655
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,3.3333333333333286
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+2,-34.78260869565217
Aksu/Pınarlı,1+1,-0.757575757575763
Aksu/Pınarlı,2+1,-3.589743589743594
Aksu/Pınarlı,6+1,0.0
Aksu/Pınarlı,Stüdyo (1+0),0.0
Aksu/Çalkaya,3+1,76.0
Alanya,1+1,1.2813197274183759
Alanya,1.5+1,0.0
Alanya,2+0,0.0
Alanya,2+1,0.417865102786081
Alanya,2+2,0.0
Alanya,2.5+1,-6.467661691542288
Alanya,3+1,-0.01140324034634935
Alanya,3+2,0.0
Alanya,3.5+1,-13.77777777777778
Alanya,4+1,-15.754201025815417
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,-29.64824120603015
Alanya,6+1,0.0
Alanya,Stüdyo (1+0),1.1235955056179776
Alanya/Beldeler,1+1,-0.7757538852558866
Alanya/Beldeler,2+1,0.7508126366727419
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,2.9182255478353776
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-1.5056325823223644
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,5.714285714285714
Alanya/Beldeler,5+1,-17.105263157894736
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,6+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),4.511278195488721
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,5.0
Alanya/Köyler,2+1,-0.9433962264150889
Alanya/Köyler,3+1,-11.69977924944812
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,-19.166666666666668
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,215.9090909090909
Demre/Kale(Demre),1+1,-9.81067125645439
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,-3.1400966183574948
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-3.760683760683767
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,-7.142857142857142
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,1+1,0.0
Döşemealtı/Düzlerçamı,2+1,-43.302083333333336
Döşemealtı/Düzlerçamı,3+1,-73.33333333333333
Döşemealtı/Düzlerçamı,4+1,220.00000000000003
Döşemealtı/Düzlerçamı,5+1,-7.187500000000006
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Merkez,1+1,1.0926448666307176
Döşemealtı/Merkez,2+1,-1.9432431175595146
Döşemealtı/Merkez,3+1,-11.420798065296244
Döşemealtı/Merkez,4+1,11.099624231741469
Döşemealtı/Merkez,5+1,-2.409638554216862
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,33.33333333333333
Döşemealtı/Merkez,6+3,0.0
Döşemealtı/Merkez,7+1,-16.666666666666664
Döşemealtı/Merkez,Stüdyo (1+0),0.0
Döşemealtı/Yeniköy,1+1,-0.0029277613412189555
Döşemealtı/Yeniköy,2+0,-22.727272727272727
Döşemealtı/Yeniköy,2+1,2.5226702442175437
Döşemealtı/Yeniköy,3+1,-3.360795454545458
Döşemealtı/Yeniköy,4+1,12.454100367197068
Döşemealtı/Yeniköy,6+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,25.954198473282453
Döşemealtı/Yeşilbayır,2+1,-24.76228209191759
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,0.5165368899853428
Döşemealtı/Yeşilbayır,4+1,-4.873981739653378
Döşemealtı/Yeşilbayır,4+2,0.0
Döşemealtı/Yeşilbayır,5+1,-7.894736842105263
Döşemealtı/Yeşilbayır,5.5+1,0.0
Döşemealtı/Yeşilbayır,6+1,0.0
Döşemealtı/Yeşilbayır,7+1,51.80722891566264
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Çığlık,4+1,0.0
Elmalı,2+1,0.0
Elmalı,3+1,2.8301886792452833
Finike,1+1,-0.5057847082494953
Finike,2+1,0.2584055204815787
Finike,3+1,3.240740740740739
Finike,3.5+1,0.0
Finike/Beldeler,1+1,11.32193899782134
Finike/Beldeler,2+1,-0.9895141042681962
Finike/Beldeler,3+1,-0.3116610608819021
Finike/Beldeler,4+1,-6.666666666666667
Gazipaşa,1+1,0.16836788382616713
Gazipaşa,2+1,0.23973905435733436
Gazipaşa,3+1,1.227869788692176
Gazipaşa,4+1,17.307692307692307
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,3+1,32.35294117647058
Kaş,1+1,1.9193857965451027
Kaş,2+1,-0.19546247818498622
Kaş,3+1,21.588315837517094
Kaş,4+1,0.0
Kaş,5+1,0.0
Kaş,Stüdyo (1+0),-18.181818181818176
