Location,Rooms,Weekly Inflation(%)
Aksu,1+1,-0.2593310105229449
Aksu,1.5+1,-2.631578947368421
Aksu,2+1,1.5382436118576768
Aksu,2.5+1,0.0
Aksu,3+1,8.436480588100167
Aksu,4+1,16.271865889212833
Aksu,4+2,0.0
Aksu,5+1,108.51393188854487
Aksu,Stüdyo (1+0),33.33333333333333
Aksu/Köyler,1+1,0.2251377998602627
Aksu/Köyler,2+1,-0.5973271353863966
Aksu/Köyler,3+1,1.9789983844911148
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,20.366455250176188
Aksu/Köyler,4+2,20.30075187969925
Aksu/Köyler,5+1,0.0
Aksu/Köyler,6+2,-3.125
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,3.125
Aksu/Pınarlı,3+1,0.0
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,1+1,-25.0
Aksu/Çalkaya,2+1,-7.4074074074074066
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,1.369842245503788
Alanya,2+0,9.090909090909092
Alanya,2+1,0.8049541072807973
Alanya,2+2,0.0
Alanya,3+1,6.785930550290818
Alanya,3+2,0.0
Alanya,3.5+1,0.0
Alanya,4+1,2.4465020394858588
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,0.3863298662704266
Alanya,6+1,0.0
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),27.058823529411764
Alanya/Beldeler,1+1,-3.0205194759330087
Alanya/Beldeler,1.5+1,0.0
Alanya/Beldeler,2+1,0.46424939131450005
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,-5.211822660098529
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,0.25423728813559693
Alanya/Beldeler,4+2,21.428571428571427
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,7.913669064748195
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),7.506887052341588
Alanya/Demirtaş,1+1,-28.05755395683453
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,-3.225806451612903
Alanya/Köyler,2+1,0.0
Alanya/Köyler,3+1,-7.916666666666661
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,5.769230769230769
Alanya/İncekum (Yeşilköy),3+1,7.843137254901957
Alanya/İncekum (Yeşilköy),4+1,-1.5625
Demre/Kale(Demre),1+1,-35.871848739495796
Demre/Kale(Demre),2+0,-83.4862385321101
Demre/Kale(Demre),2+1,-11.196800914024562
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-11.37566137566138
Demre/Kale(Demre),4+1,-1.4084507042253622
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+0,0.0
Demre/Köyler,2+1,0.0
Demre/Köyler,3+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,2+1,39.53488372093023
Döşemealtı/Köyler,3+1,-48.924731182795696
Döşemealtı/Merkez,1+1,1.7649922118380037
Döşemealtı/Merkez,2+1,14.341085271317825
Döşemealtı/Merkez,3+1,2.7899730916300767
Döşemealtı/Merkez,4+1,-6.900280336403686
Döşemealtı/Merkez,5+1,0.5321888412017217
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,75.0
Döşemealtı/Merkez,6+2,0.0
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Yeniköy,1+1,3.344598845884205
Döşemealtı/Yeniköy,2+0,6.521739130434782
Döşemealtı/Yeniköy,2+1,-0.7253116353896164
Döşemealtı/Yeniköy,3+1,3.8145458687913774
Döşemealtı/Yeniköy,4+1,7.038834951456306
Döşemealtı/Yeniköy,5+1,1.0526315789473684
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,0.8632138114209817
Döşemealtı/Yeşilbayır,2+1,13.893208916537073
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,10.625
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,-3.327800819178725
Döşemealtı/Yeşilbayır,5+1,11.894203357617998
Döşemealtı/Yeşilbayır,6+1,16.57142857142857
Döşemealtı/Yeşilbayır,7+1,0.0
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Çığlık,4+1,0.0
Elmalı,2+1,2.3255813953488373
Elmalı,3+1,2.0905923344947683
Finike,1+1,-8.188125201677968
Finike,1.5+1,0.0
Finike,2+0,0.0
