product_name,product_price
Filiz Tahin Helva Kakaolu 400 Gr,"78,00"
Filiz Helva Sade Paket 40 Gr,"8,00"
Üçel Helva 50 gr,"19,90"
Koska Dondurma Külahı 10 lu 36 gr,"25,00"
Tariş Harnup Pekmezi 640 Gr,"195,00"
Nestle gold flakes honey 225 gr,"140,00"
Nestle Gold Cornflakes 650 Gr,"180,00"
Ovit Elit Yağlı Zeytin 150 Gr,"86,00"
Kebir Kuymak Peynir 500 Gr,"250,00"
TAMEK REÇEL 380GR VIŞNE,"150,00"
Üçel Tahin Helva Fıstıklı 830 Gr Teneke,"499,00"
Balparmak Çıt Kapak Çiçek Balı 600 gr,"299,00"
DOZER HELVA CEVİZLİ 245GR,"125,00"
Filiz Helva Yazlık Cevizli Paket 500 Gr,"112,00"
Balparmak Yayla Ve Ova Çiçek Balı 460 gr,"320,00"
BURCU KAHVALTILIK SOS ACI-TATLI 320 GR,"79,00"
SEPETCİOĞLU ÇEKME HELVA FINDIKLI 280GR,"125,00"
TAMEK REÇEL 380GR ÇİLEK,"115,00"
UCEL T. HELVA 830 GR FINDIKLI,"340,00"
KOSKA TÜP TAHİN PEKMEZ 40 GR,"30,00"
Afia Vanilyalı Tahin Helvası 500 Gr,"175,00"
Akdo Dondurma 480 Gr Çeşitleri,"140,00"
GOLF SIZIN ICIN 1400ML ANT-KAK-VANİLYA,"145,00"
GOLF SIZIN ICIN 750ML KAKAO-VANILYA 6 LI,"79,90"
Gülsan Reçel Çilek 1400 Gr,"230,00"
Akdo Dondurma Sade Maraş 500gr,"140,00"
MAGNUM 100ML BAYAZ BUYU-GOLD,"85,00"
Algida Keyif Vişne Limon 750 ml,"100,00"
Algida Keyif Vanilya 750 ml,"100,00"
Algida Dondurma Dövme Sade 1400 ml,"150,00"
Algida Keyif Fıstık Vanilya 750 ml,"100,00"
MAGNUM 100ML BEYAZ,"65,00"
Danone Süt Disney Muzlu 180 ml,"16,00"
"Kebir Kova Yoğurt 1,750 Gr","147,00"
Ülker Çokokrem Fındık Ezmesi 350 Gr,"265,00"
Ülker Çokokrem 650 Gr Pt Kavanoz,"199,00"
Sütaş Kaymaksız Yoğurt 500 gr,"45,00"
Marmarabirlik Zeytin Kırma 400 Gr,"129,00"
Yumurta Ümit Gezen Tavuk 15 Adet,"125,00"
Mevlana Bey Çiftliği Günlük Süt 3 Lt,"169,00"
Üçel Reçel Böğürtlen 1500 Gr Cam,"419,00"
Üçel Reçel Ayva 1500 Gr Cam,"260,00"
Torku Macar Salam Dilimli 50 gr Aç Ye,"53,00"
Enka Süt 1 Lt,"37,90"
Damalı Fermente Dana Sucuk 300 Gr,"410,00"
TORKU RULO TEREYAĞI 1 KG,"740,00"
Metin Yaz Helvası Kakaolu 500 Gr,"89,00"
BECEL KASE TEREYAĞ KEYFİ 250 GR,"64,00"
Acuka Kg,"230,00"
Aytaç Piliç Isıl İşlem Kasap Sucuk 300 Gr,"145,00"
Ovit Elit Siyah Zeytin 400 Gr,"220,00"
Ekici Krem Peynir 400 Gr,"149,00"
Ovit Vakumlu Zeytin 400 Gr,"120,00"
Zeytin Rizze 180-200 Kalibre,"495,00"
SÜTAŞ TATLIM 4*60GR ÇEŞİTLERİ,"40,00"
Kaanlar Çiftlik Beyaz Peynir 800 Gr,"385,00"
İçim President Cheddarlı Üçgen Peynir 100 Gr,"49,00"
Teksüt Labne Peyniri 400 Gr,"120,00"
ABDURRAHMAN TATLICI TADIBU COKOKREM 330 ML,"290,00"
GÜRSOY KAKOLU FINDIK KREMASI 700 GR,"179,00"
Sarelle Sütlü - K.Fındık Ezmesi Duo 350 Gr,"180,00"
Sarelle 50 Gr,"37,00"
BALPARMAK 40GR SUZME TUP BAL,"56,00"
BALPARMAK 90GR TUP BAL,"95,00"
Koska Reçel Vişne 380 Gr,"165,00"
UCEL RECEL 380GR CAM AYVA,"90,00"
Üçel Reçel Böğürtlen 380 Gr,"123,00"
Üçel Tahin Kreması 350 Gr,"169,00"
FISKOKREM SÜTLÜ KREMA 800GR,"179,00"
FKB FISKORELLA KAK. FINDIK KRMASI 800R,"175,00"
Rizze Telli Peynir 750 Gr,"319,00"
Üçel Reçel Cam Böğürtlen 400 Gr,"240,00"
Tereyağı Tonya Kg,"720,00"
SÜTAŞ SUZME YOĞURT 750GR,"124,50"
Torku Banada Fındık Ezmesi Cam 370 Gr,"265,00"
Algida Usta Bolkaymak 500 ML,"225,00"
Cornetto Disc Max Çikolata 130 ML,"70,00"
Magnum Caramel 85 ML,"85,00"
Magnum Utopya Berry 85 ML,"85,00"
Cartedor Cls. Üçlü Çikolata 850 ML,"265,00"
Karali Çiçek Balı 850 Gr,"365,00"
Rizze Kaşar Peynir 600 Gr,"275,00"
Gülsan Tahin Cam 500 Gr,"135,00"
TORKU Y.YOĞURT 2.000 GR,"109,00"
ALGIDA Magnum Mini Double 345 ML,"325,00"
Algida Magnum Mini Cookia - Badem 338 ML,"325,00"
Algida Magnum Mini Badem 330 ML,"325,00"
Muratbey Kaymaklı Peynir 200 Gr,"79,90"
Rizze Pırlanta Zeytin 700 Gr,"179,00"
Golf BRAVO 360ML BADEM-TRİA-ANTEP,"330,00"
Golf BRAVO 360ML BADEM-BELÇİKA ÇİKOLATALI,"330,00"
Rizze Telli Peynir 500 Gr,"269,00"
Pınar Piliç Sucuk 500 Gr,"99,00"
Burcu Reçel Çilek 1500 Gr,"210,00"
Ordu Bal Çiftliği Süzme Bal 850 Gr + 225 Gr Hediye,"215,00"
Kazdal Günlük Süt 3 Kg,"230,00"
Kazdal Günlük Süt 5 Kg,"380,00"
Üçel Fındık Par.Kak.Fınd.Kreması 330 Gr,"225,00"
Üçel Kakaolu Fındık Kreması 330 Gr,"220,00"
Cebeci Tereyağı 700 Gr,"425,00"
Üçel Tahin Helva Kakaolu/Sade,"335,00"
KURUT PEYNIR KG,"270,00"
Kavurma Üçel Kg,"1,950"
Royal Naturel Peynir 450 Gr,"169,00"
Züber Kakaolu Fıstık Kreması 315 Gr,"239,00"
Eker Kaşar Peyniri 600 Gr,"289,00"
Eker Yoğurt Çırpılmış 500 Gr,"69,00"
Eker Probiyotik Yoğurt Çeşitleri 4*100 Gr,"89,00"
Eker Kaymak 200 Gr,"125,00"
Eker Kaymaklı Tava Yoğurt 1000 Gr,"99,00"
Eker Çikolatalı Puding Kral Şakir 65 Gr,"25,00"
Eker Efsane Yoğurt 750 Gr,"79,90"
Eker Süzme Yoğurt 900 Gr,"149,00"
Sütaş Klasik Beyaz Peynir 500 Gr,"235,00"
Sütaş Tereyağı 750 Gr,"499,00"
İçim Krem Peynir 180 Gr,"65,00"
Pınar Labne Laktozsuz 180Gr,"70,00"
Pınar Krem Peynir 150 Gr,"58,00"
Sütaş Dilimli Burger Peynir 225 Gr,"135,00"
KEBIR OLGUNLAŞTIRILMIS TULUM PEYNİRİ 300GR,"235,00"
SÜTAŞ ERİTME KREM PEYNİR 150 GR,"50,00"
Sütaş Dilimli Tost Peyniri 60 Gr,"35,00"
Sütaş Örgü Peyniri 200 Gr,"139,00"
Sütaş Çeçil Peyniri 200 Gr,"139,00"
AYTAÇ PİLİÇ KOKTEYL SOSİS 240 GR,"57,90"
NAMET ISIL İŞL.KANGAL SUCUK 200 GR,"185,00"
TekSüt Tam Yağlı Beyaz Peynir 900 Gr,"257,00"
BECEL KASE 250GR,"65,00"
MARET YÖRE PİLİÇ SUCUK 225 GR,"89,00"
Pınar Yoğurt 500 Gr,"56,00"
Koska Pekmez Üzüm 1150 Gr,"425,00"
Koska Pekmez Dut 1150 Gr Pls,"395,00"
KOSKA REÇEL 760 GR AYVA,"190,00"
Koska Helva Fıstıklı Pls 350GR,"240,00"
KOSKA REÇEL 760GR KAYISI,"190,00"
KOSKA DIABET VİŞNE REÇELİ 240GR,"170,00"
KOSKA DIABET.ÇİLEK RECELİ 240GR,"159,00"
Üçel Helva Kakaolu 700 Gr Pls.,"235,00"
Koska Helva Sade 350 Gr,"150,00"
Koska Helva Kakaolu 350 Gr Plst.,"150,00"
SEPETCİOĞLU ÇEKME HELVA ANTEP FISTIKLI 280GR,"130,00"
Torku Çiftçi Günlük Süt 1 Lt,"45,00"
FKB ŞEKERLİ FINDIK EZMESİ 180 GR,"199,00"
TORKU KAKAOLU HELVA 500 GR,"99,00"
Torku Tost Kaşar Peyniri 400 gr,"99,00"
Sarelle Bitter Fındık Ezmesi 350 Gr,"190,00"
Tadelle Kakaolu Fındık Ezmesi 200 Gr,"235,00"
ÜLKER FINDIK RÜYASI 350 GR,"190,00"
Ülker Fındıklı Rüya Kakaolu Krema 625 Gr,"249,00"
Gürsoy Dore Sütlü Fındık Ezmesi 350 Gr,"269,00"
Gürsoy Fındık Ezmesi 90 300 Gr,"270,00"
DANİNO ORMAN MEYVELİ 400 GR,"80,00"
DANONE MEYVELİ YOĞURT ÇİLEKLİ 400 GR,"80,00"
PEYNIR MAYASI-TRAKYA 100ML,"69,00"
Yumurta Özkan Gezen Tavuk Yumurtası 20 li,"149,00"
Cornetto Disc Max Mango-Vanilya 130 ML,"70,00"
Aynes Tereyağı 1 Kg,"489,00"
Torku Pastırma Çemensiz 120 Gr,"199,00"
Algida Maraş Sade Çifte Dövülmüş 500 ml,"225,00"
YUMURTA Özkan 15 li,"110,00"
Pınar Aç Bittir Hindi Füme 60 Gr,"36,00"
Pınar Süzme Peynir 500 gr,"99,00"
Helva Üçel Yazlık Cevizli Kg,"250,00"
Ülker Coco Pops Topları 225 gr,"99,00"
Algida Magnum Mini Karadut Karamel Böğ. 6lı 345 ml,"325,00"
İçim Kaymak 150 gr,"119,00"
Aynes Yağlı Süt 1 lt,"39,90"
Sütaş Kaymak 180 gr,"130,00"
"Mevlana Bey Çiftliği Yarım Yağlı Yoğurt 2,5 Kg","179,00"
YUMURTA Köy (Günlük) Adet,"8,25"
Algida Maraş Vişne Limon 460 ML,"100,00"
Algida Cornetto Disc Oreo 130 ml,"70,00"
Algida Milka Tub 570 ML,"125,00"
PINAR UCGEN PEYNİR Y.YAĞLI 200 GR,"85,00"
Aigida Cornetto Dıs Milka 130 ML,"55,00"
Algida Magnum Mini Beyaz Classic Badem 345 ML,"325,00"
Akdo Dondurma 80 Gr,"35,00"
Danone Süprix Meyveli Yoğurt 90 Gr,"60,00"
Üçel Reçel Cam Ahududu 400 Gr,"245,00"
Cartedor Chunkies Vanilya 430 ML,"230,00"
Züber Nutzella Kakaolu Fındık Kreması 315 Gr,"369,00"
Sütaş Kakaolu Puding 200 Gr,"19,00"
Gürsoy Terre Kakaolu Fınd.Ezmesi 350 Gr,"225,00"
Kale Bakliyat Toz Şeker Kg,"45,90"
Kale Bakliyat Pilavlık Pirinç Kg,"85,00"
Kale Bakliyat Mercimek Kg,"65,00"
Kale Bakliyat Baldo Pirinç Kg,"98,00"
NUHUN Ankara Makarna Burgu 500 Gr,"25,90"
NUHUN Ankara Makarna Spagetti 500 Gr,"25,90"
NUHUN Ankara Makarna Kalem 500 Gr,"25,90"
NUHUN Ankara Makarna Arpa Şehriye 500 Gr,"25,90"
Bizim Çorba Ezogelin 80 Gr,"29,90"
Bizim Çorba Domates 65 Gr,"29,90"
Knorr Ezogelin Çorbası 74 Gr,"35,00"
Knorr Tarhana Çorbası 74 gr,"35,00"
Billur İyotlu Tuz 750 gr,"25,00"
NUHUN Ankara Makarna Yüksük 500 Gr,"25,90"
Süperfresh Kayseri Mantı 400 gr,"110,00"
Süperfresh Patates 1 kg,"129,00"
Kale Bakliyat Bulgur Kg,"39,00"
Kale Bakliyat Kelkit Sıra Fasülye Kg,"239,00"
NUHUN Ankara Makarna Tel Şehriye 500 Gr,"25,90"
NUHUN Ankara Makarna İnce Uzun 500 Gr,"25,90"
Bağdat Kuş Üzümü 40 gr,"73,00"
Bağdat Karabiber 185 gr,"240,00"
Billur Tuz İyotlu 1500 gr,"49,00"
Pınar Milföy Hamur 1 kg,"109,00"
Pınar Mantı Üçgen 400 gr,"99,00"
Tamek Domates Salça Cam 700 gr,"95,00"
Duru Bakliyat Köftelik (Kısırlık) Bulgur 1 kg,"50,00"
Yudum Ayçiçek Yağı Pet 2 lt,"235,00"
Bağdat Pul Biber 80 gr,"70,00"
Bağdat Kimyon 75 gr,"75,00"
Kaan Hindistan Cevizi 130 gr,"130,00"
NUHUN Ankara Makarna Kuskus 500 Gr,"25,90"
Duru Bakliyat Yeşil Mercimek 1 kg,"150,00"
Duru Bakliyat Osmancık Pirinç 1 kg,"130,00"
Duru Bakliyat Koçbaşı Nohut 1 kg,"160,00"
Duru Bakliyat Kırmızı Futbol Mercimek 1kg,"140,00"
Duru Bakliyat Pilavlık İri Bulgur 2 Kg,"99,00"
Bağdat Karabiber 40 Gr,"75,00"
NUHUN Ankara Makarna Fırın 500 Gr,"25,90"
NUHUN Ankara Makarna Erişte 500 Gr,"25,90"
Lezita Piliç Döner 200 gr,"120,00"
Saray Tuz 1500 gr,"20,00"
Billur İyotlu Tuz 3 kg,"97,00"
Duru Bakliyat Pilavlık İri Bulgur 1 kg,"50,00"
Duru Bakliyat Çiğ Köftelik Bulgur 1 kg,"50,00"
Penguen Salatalık Turşusu 330 gr,"90,00"
Bağdat Sumak 80 gr,"85,00"
NUHUN Ankara Makarna Linguine 500 Gr,"25,90"
Kale Bakliyat Barbunya Kg,"140,00"
Kale Bakliyat Nohut Kg,"135,00"
Pınar Özel Burger 225 Gr,"245,00"
Tariş Üzüm Sirkesi Pet 1 lt,"98,50"
Burcu Domates Salçası 1500 gr,"155,00"
Öncü Domates Salçası Pet 1650 gr,"159,00"
Saray Tuz İyotlu 3 kg,"45,00"
Süperfresh Tost Pizza 200 gr,"100,00"
Duru Bakliyat Patlayan Mısır 1 kg,"65,00"
Duru Bakliyat Baldo Pirinç 1 kg,"140,00"
Penguen Salatalık Turşusu 670 gr,"130,00"
Bağdat Tarçın Kabuk 45 gr,"65,00"
Knorr Mangal Lezzeti 29 Gr,"50,00"
Kaan Karabiber 40 gr,"70,00"
Kaan Acı Pul Biber 200 gr,"175,00"
Cemil Usta Akçaabat Köfte 500 gr,"550,00"
Calve Mayonez 540 gr,"135,00"
Knorr Kremalı Domates Çorbası 69 Gr,"35,00"
Cemil Usta Akçaabat Köfte 1 kg,"1,050"
Komili Riviera Zeytinyağı Teneke 5 lt,"1,650"
Tariş Ayçiçek Yağı Teneke 5 lt,"549,00"
Trakyağ Ayçiçek Yağı Teneke 5 lt,"499,00"
Sadıkoğlu Yeşil Mercimek 1 kg,"125,00"
Süperfresh Ton Balığı 3x75 Gr,"230,00"
Süperfresh Milföy Hamuru 1 kg,"150,00"
Duru Bakliyat Pilavlık Bulgur 1 kg,"50,00"
Duru Bakliyat Başbaşı Bulgur 1 kg,"50,00"
Duru Bakliyat Kırmızı Yaprak Mercimek 1 kg,"145,00"
Fersan Elma Sirkesi Cam 500 ml,"115,00"
Bağdat Susam 75 gr,"45,00"
Kaan Zerdeçal 50 gr,"35,00"
Kaan Zencefil 50 gr,"49,00"
Kaan Pul Biber 110 gr,"105,00"
Kaan Antep Fıstığı 25 gr,"220,00"
Kaan Acı Pul Biber 40 gr,"43,00"
Tariş Sızma Zeytin Yağı 250 ml,"165,00"
Marmarabirlik Riviera Zeytinyağı Cam 1 lt,"330,00"
Komili Riviera 500 ml,"179,00"
Lezita Piliç Acılı Kebap 1 kg,"220,00"
Lezita Nugget 300 gr,"95,00"
Sadıkoğlu Pilavlık Bulgur 1 kg,"49,90"
Duru Bakliyat Başbaşı Bulgur 2 kg,"99,00"
Kemal Kükrer Organik Elma Sirkesi Cam 500 ml,"189,00"
Calve Hardal Sos 250 gr,"110,00"
Calve Mayonez 380 gr,"110,00"
Calve Acılı Ketçap 600 Gr,"90,00"
Calve Acılı Ketçap 430 gr,"80,00"
Calve Ketçap 600 gr,"90,00"
Knorr Mantar Çorbası 63 gr,"35,00"
Pınar Mayonez 500 gr,"125,00"
Öncü Domates Salçası Cam 700 gr,"85,00"
Knorr Tavuk Bulyon 12 Li 120 Gr,"47,00"
Sadıkoğlu İri Fasulye 2 Kg,"365,00"
Sadıkoğlu Basmati Pirinç 2 Kg,"179,00"
Sadıkoğlu Şeker Fasulye 1 kg,"249,00"
Sadıkoğlu Köftelik Bulgur 1 kg,"52,00"
Sadıkoğlu İri Plavlık Bulgur 1 kg,"52,00"
Tariş Elma Sirkesi Cam 500 ml,"70,00"
Tariş Sızma Zeytinyağı Teneke 1 lt,"589,00"
Tariş Riviera Zeytinyağı 500 ml,"229,00"
Tariş Riviera Zeytinyağı 250 ml,"125,00"
Tariş Guney Ege Sızma Zeytinyağı 750 ml,"385,00"
Tariş Ayçiçek Yağı Pet 2 lt,"249,00"
Burcu Biber Domates Karışık Salça Cam 1500 gr,"285,00"
Saray Tuz 750 gr,"10,00"
Billur Salamura Tuz 3 kg,"50,00"
Olca Domates Salçası Cam 720 gr,"83,00"
Süperfresh Patates Kroket 450 gr,"100,00"
Duru Bakliyat Pilavlık Pirinç 5 kg,"470,00"
Duru Bakliyat Dermason Fasulye 1 kg,"135,00"
Penguen Bezelye 680 gr,"75,00"
Penguen Acı Biber Turşusu 300 gr,"85,00"
Penguen Biberiye Turşusu 300 gr,"85,00"
Fersan Beyaz Sirke Pet 1 lt,"53,00"
Yudum Ayçiçek Yağı Teneke 5 lt,"499,00"
Bağdat Tarçın 45 gr,"50,00"
Bağdat Hindistan Cevizi 160 gr,"145,00"
Kaan Hindistan Cevizi 30 gr,"39,00"
Marmarabirlik Sızma Zeytinyağı Cam 500 ml,"225,00"
Marmarabirlik Riviera Zeytinyağı Cam 500 ml,"175,00"
Çotanak Fındık Yağı 2 lt,"480,00"
Çotanak Fındık Yağı 1 lt,"260,00"
Çotanak Rafine Fındık Yağı 5 lt,"965,00"
Biryağ Ayçiçek Yağı 5 lt Tnk,"549,00"
NUHUN Ankara Makarna Yıldız Şehriye 500 Gr,"25,90"
Pınar Ketçap 420 Gr+ Mayonez 350 Gr,"145,00"
Lezita Parmak Köfte 275 gr,"100,00"
Lezita Parmak Köfte 1 kg,"236,00"
Lezita Büfe Nugget 1 kg,"225,00"
Burcu Domates Salçası Teneke 830 gr,"59,90"
Calve Ranch Sos 245 gr,"90,00"
Calve Acı Sos 265 gr,"90,00"
Calve Ketçap 430 gr,"80,00"
Knorr Yayla Çorbası 72 gr,"35,00"
Knorr Mercimek Çorbası 76 gr,"35,00"
Knorr Kremalı Tavuk Çorbası 65 gr,"35,00"
Knorr Çabuk Çorba Kıtırlı Domates 22 gr,"18,00"
Pınar Ekonomik Burger 545 gr 10 lu,"565,00"
Pınar Mayonez 350 gr,"97,00"
Komili Mısırözü Yağı Pet 2 lt,"225,00"
Tariş Güney Ege Sızma Zeytinyağı Teneke 5 lt,"2,350"
Knorr Et Bulyon 12 Li 120 gr,"50,00"
Sadıkoğlu Lüx Baldo Pirinç 1 kg,"130,00"
Tariş Üzüm Sirkesi Pet 2 lt,"185,00"
Tariş Elma Sirkesi 1 lt,"85,00"
Tariş Ayçiçek Yağı Pet 1 lt,"129,00"
Tariş Sızma Zeytinyağı Teneke 2 lt,"1,150"
Tariş Sızma Kuzey Ege Zeytinyağı 750 ml,"430,00"
Tariş Riviera Zeytinyağı Teneke 1 lt,"425,00"
Tariş Riviera Zeytinyağı 750 ml,"320,00"
Tariş Riviera Zeytinyağı Teneke 5 lt,"1,650"
Tariş Riviera Zeytinyağı Teneke 2 lt,"790,00"
Burcu Salça Tatlı Biber 600 gr,"135,00"
Burcu Biber Salçası Acı 1500 gr,"320,00"
Olca Domates Salçası 1600 Gr,"207,00"
Duru Bakliyat Kuru Fasulye (7 mm) 1 kg,"125,00"
Duru Bakliyat Barbunya 1 kg,"185,00"
Penguen Acı Kornişon Turşu 680 gr,"130,00"
Fersan Üzüm Sirkesi Pet 500 ml,"77,00"
Fersan Elma Sirkesi Pet 500 ml,"85,00"
Fersan Üzüm Sirkesi Pet 1 lt,"125,00"
Fersan Elma Sirkesi Pet 1 lt,"140,00"
Yudum Ayçiçek Yağı Pet 1 lt,"115,00"
Bağdat Ekstra Acı Biber 80 gr,"60,00"
Kaan Sumak 50 gr,"52,00"
Kaan Hindistan Cevizi 90 gr,"95,00"
Komili Ayçiçek Yağı Pet 1 lt,"115,00"
Komili Ayçiçek Yağı Pet 2 lt,"229,00"
Komili Riviera Zeytinyağı 1 lt,"345,00"
Komili Riviera Zeytinyağı 2 lt,"680,00"
Tatküpü Küp Şeker 750 gr,"47,00"
Kemal Kükrer Gurme Elma Sirkesi Cam 500 ml,"95,00"
Akfa Domates Salçası Teneke 420 gr,"55,00"
Akfa Domates Salçası Cam 700 gr,"79,90"
Akfa Salça Teneke 830 gr,"79,90"
Burcu Domates Salçası Cam 600 gr,"105,00"
Öncü Karışık Salça 1600 gr,"259,00"
Öncü Karışık Salça Acı-Tatlı-Domates Cam 700 gr,"110,00"
Yakamoz Karışık Turşu 1500 gr,"155,00"
Yakamoz Kornişon Turşu 1500 gr,"250,00"
Bizim Çorba İşkembe 65 gr,"29,90"
Bizim Çorba K.Tavuk 62 gr,"29,90"
Bizim Çorba Kr.Mantar 65 gr,"29,90"
Bizim Çorba Mercimek 72 gr,"29,90"
Bizim Çorba Şehriyeli Tavuk 51 gr,"29,90"
Bizim Çorba Tarhana 65 gr,"29,90"
Bizim Çorba Yayla 80 gr,"29,90"
Trakyağ Ayçiçek Yağı Pet 2 lt,"229,00"
Trakyağ Ayçiçek Yağı Pet 1 lt,"119,00"
Komili Sızma Zeytinyağı 1 lt,"410,00"
Komili Sızma Zeytinyağı 2 lt,"820,00"
Bizim Ayçiçek Yağı Pet 1 lt,"125,00"
Bizim Ayçiçek Yağı Pet 2 lt,"250,00"
Bizim Ayçiçek Yağı Teneke 5 Lt Tnk,"499,00"
Bizim Mısırözü Yağı Pet 1 lt,"105,00"
Bizim Mısırözü Yağı Pet 2 lt,"240,00"
Bizim Mısırözü Yağı Teneke 5 lt Tnk,"525,00"
Tat Ketçap Acılı 650 gr,"90,00"
Tat Mayonez Büfe (550 ml) 550 gr,"135,00"
Tat Acı Biber Salçası 550 Gr,"115,00"
Tat Domates Salçası Teneke 830 gr,"64,90"
Duru Bakliyat Pilavlık Pirinç 1 kg,"99,00"
Tat Domates Salçası Cam 360 gr,"58,00"
Tat Domates Salçası 710 gr,"59,90"
Tat Biberiye Turşusu 330 gr,"90,00"
Tat Jalepeno Biber Turşusu 330 gr,"89,00"
Tat Karışık Turşu 650 gr,"130,00"
Tat Salatalık Turşusu 680 gr,"119,00"
Sadıkoğlu Nohut (Kabak) 1 kg,"160,00"
Öncü Tatlı-Acı Biber Salçası Cam 700 Gr,"130,00"
Calve Barbekü Sos 290 gr,"85,00"
Sadıkoğlu Kırmızı Mercimek 1 kg,"139,00"
NUHUN Ankara Makarna Dirsek 500 Gr,"25,90"
NUHUN Ankara Makarna Kelebek 500 Gr,"25,90"
Tatküpü Toz Şeker 1 kg,"53,00"
Tatküpü Toz Şeker 2 kg,"109,00"
Tatküpü Toz Şeker 3 kg,"155,00"
Tatküpü Toz Şeker 5 kg,"259,00"
Turşu Yakamoz Karışık kg,"125,00"
Komili Sızma Zeytinyağı 500 ml,"220,00"
Çotanak Ayçiçek Yağı 4 Lt,"395,00"
Tariş Sızma Zeytin Yağı 500 ml,"320,00"
Eti Lifalif Kuru Yemişli Bar 35 gr,"33,00"
Tukaş Domates Salçası 1650 gr,"169,00"
Sadıkoğlu Aşurelik Buğday 1 kg,"49,00"
İndomie Gurme Acı Baharatlı 80 Gr,"26,50"
İndomie Paket Sebzeli Noodle 75 Gr,"20,00"
İndomie Paket Tavuk Noodle 70 Gr,"20,00"
İndomie Paket Special Noodle 75 Gr,"20,00"
İndomie Paket Köri Noodle 75 Gr,"20,00"
İndomie Gurme Soya Soslu 80 Gr,"26,50"
Burcu Garnitür 570 gr,"45,90"
Barilla Mafaldine Makarna 500 gr,"95,00"
Penguen Mısır 3*150 Gr,"120,00"
Duru Pratik Haşlanmış Börülce 400 Gr,"40,00"
Burcu Haşlanmış Mısır 320 Gr,"75,00"
Tat Barbunya Pilaki 400 Gr,"65,00"
Komili Ayçiçek Yağı 4 Lt Pet,"399,00"
Tamek Fasülye Pilaki 400 Gr,"80,00"
Tat Pancar Turşusu 680 Gr,"145,00"
Tukaş Domates Püresi 700 Gr,"60,00"
Tukaş Jalapeno 680 gr,"98,00"
Tukaş Biberiye Turşusu 680 Gr,"125,00"
Tukaş Yakan Acı Biber Turşu 680 Gr,"125,00"
Penguen Közlenmiş Biber Cam 680 Gr,"165,00"
Burcu Bezelye Konservesi Cam 570 gr,"45,90"
Burcu Mantar (Dilim) 560 Gr,"165,00"
Burcu Közlenmiş Patlıcan 540 gr,"72,00"
Burcu Mantar Bütün 560 Gr,"160,00"
YAYLA Osmancık Pirinç 2 Kg,"179,00"
Akfa Domates Salçası 1700 Gr,"199,00"
Pınar Ketçap 600 Gr + Mayonez 500 Gr,"177,00"
Bağdat Kekik 25 Gr,"75,00"
Salina Tuz 3 Kg,"70,00"
"Salina Tuz 1,5 kg","35,00"
Salina Tuz 750 gr,"18,00"
NUHUN Ankara Makarna Sebzeli Burgu 350 Gr,"28,00"
Barilla Makarna Sosu Pesto Rosso 200 Gr,"150,00"
Barilla Sos Acılı Domates Arrabbiata 400 gr,"155,00"
Barilla Lazanya Sade Uzun Makarna 500 Gr,"150,00"
NUHUN Ankara Makarna Kepekli Burgu 350 gr,"28,00"
Kemal Kükrer Organik Üzüm Sirkesi 500 ml,"220,00"
Tukaş Kahvaltılık Sos 300 gr,"65,00"
Kemal Kükrer Gurme Üzüm Sirkesi Cam 500 ml,"117,00"
"Knorr Köfte Harcı Toz Karışım 2 x 42,5 gr","47,00"
Billur Öğütme Deniz Tuzu 500 Gr,"50,00"
Billur Tuz Rafine İyotlu Sofra Tuzu 500 Gr,"35,00"
Duru Bakliyat Patlayan Mısır 500 Gr,"35,00"
Fersan Beyaz Sirke 2 Lt,"90,00"
Marmarabirlik Naturel Sızma Zeytinyağ Teneke 3 lt,"1,150"
Yayla Kırmızı Mercimek 2 Kg,"129,00"
Söke Glutensiz Kakaolu Kek Unu 225 Gr,"75,00"
Söke Glutensiz Ekmek Unu 250 Gr,"62,00"
Hünnap Keçiboynuzu Özü 640 Gr,"189,00"
Tukaş Ketçap 400 gr+ Mayonez 355 gr,"99,00"
Barilla Pappardelle Makarna 250 Gr,"105,00"
Marmarabirlik Riviera Zeytinyağı 5 lt,"1,490"
Heinz Mayonez 400 gr,"155,00"
Salina Tuz Tuzluklu 200 gr,"24,00"
Salina Tuz Tuzluklu 500 Gr,"38,00"
Barilla Sos Fesleğenli Cenovese 190 gr,"150,00"
Barilla Fettuccıne 500 Gr,"155,00"
Dardanel Ton Balığı 3x75 Gr,"340,00"
Doğanay Elma Sirkesi 1 Lt,"75,00"
Billur Tuz İyotlu Tuzluklu 125 Gr,"17,00"
Lezita Büfe Schnitsel 1080 gr,"245,00"
Tukaş Domates Salçası 700 gr,"79,00"
Bizim Mayonez 540 Gr,"129,00"
Duru Pratik Haşlanmış Bezelye 400 Gr,"67,00"
Sadıkoğlu Köftelik Bulgur Esmer 1 kg,"52,00"
Sadıkoğlu İri Piavlık Bulgur 2 kg,"105,00"
Sadıkoğlu Osmancık Pirinç 1 kg,"115,00"
Sadıkoğlu Lüx İri Fasulye 1 Kg,"185,00"
Sadıkoğlu Sarı Mercimek 1 kg,"120,00"
Sadıkoğlu Pilavlık Pirinç 2 kg,"185,00"
Sadıkoğlu Pilavlık Pirinç 1 kg,"95,00"
Fersan Nar Ekşisi 100 330 Gr,"205,00"
Kemal Kükrer Nar Ekşisi Cam 250 ml,"305,00"
Kemal Kükrer Soya Sosu 250 ml,"190,00"
Bağdat Hindistan Cevizi 50 Gr,"60,00"
