product_name,price,product_id,brand,category,color,regular_price,discount_pct,currency
Düğmeli mini etek,1790.0,226931744,Bershka,KADıN > Etek,Haki,1790.0,0.0,TRY
Düğmeli mini etek,1290.0,227741827,Bershka,KADıN > Etek,Beyaz/Siyah,1290.0,0.0,TRY
Düğmeli mini etek,1290.0,227741826,Bershka,KADıN > Etek,Siyah,1290.0,0.0,TRY
Dantel pullu mini etek,1040.0,229730478,Bershka,KADıN > Etek,Açık mavi,1490.0,30.2,TRY
Kıvrık belli midi etek,1590.0,229723052,Bershka,KADıN > Etek,Beyaz,1590.0,0.0,TRY
Asimetrik dantel midi etek,2690.0,229465975,Bershka,KADıN > Etek,Kirli beyaz,2690.0,0.0,TRY
Puantiye desenli file midi etek,1990.0,233590596,Bershka,KADıN > Etek,Siyah,1990.0,0.0,TRY
Dantel pullu mini etek,1490.0,229730479,Bershka,KADıN > Etek,Beyaz,1490.0,0.0,TRY
Lastikli belli midi etek,1990.0,226931411,Bershka,KADıN > Etek,Siyah,1990.0,0.0,TRY
Fırfırlı mini etek,1790.0,230182164,Bershka,KADıN > Etek,Siyah,1790.0,0.0,TRY
Metalik iplikli fırfırlı mini etek,1290.0,229723127,Bershka,KADıN > Etek,Beyaz,1290.0,0.0,TRY
Kıvrık bel midi etek,1590.0,229723051,Bershka,KADıN > Etek,Haki,1590.0,0.0,TRY
Beli bağlamalı mini şort etek,850.0,229730145,Bershka,KADıN > Etek,Siyah,850.0,0.0,TRY
Dantel pullu mini etek,1040.0,229730477,Bershka,KADıN > Etek,Denizci mavisi,1490.0,30.2,TRY
Dantel pullu mini etek,1490.0,230329778,Bershka,KADıN > Etek,Beyaz,1490.0,0.0,TRY
Metalik iplikli fırfırlı mini etek,1290.0,229723125,Bershka,KADıN > Etek,Denizci mavisi,1290.0,0.0,TRY
Kloş midi etek,1990.0,229350173,Bershka,KADıN > Etek,Kırmızı,1990.0,0.0,TRY
Fırfırlı işlemeli mini etek,1990.0,226931353,Bershka,KADıN > Etek,Bordo,1990.0,0.0,TRY
Pullu maksi mini etek,1990.0,226931345,Bershka,KADıN > Etek,Kirli beyaz,1990.0,0.0,TRY
Ekose midi etek,1890.0,231417645,Bershka,KADıN > Etek,Açık mavi,1890.0,0.0,TRY
Denim şort etek,1790.0,229730009,Bershka,KADıN > Etek,Mavi,1790.0,0.0,TRY
Işıltılı denim etek,1790.0,226926998,Bershka,KADıN > Etek,Açık mavi,1790.0,0.0,TRY
Poplin balon şort etek,1290.0,227741829,Bershka,KADıN > Etek,Kum rengi,1290.0,0.0,TRY
Poplin şort etek,1290.0,227741828,Bershka,KADıN > Etek,Denizci mavisi,1290.0,0.0,TRY
Denim mini etek,1250.0,227263455,Bershka,KADıN > Etek,Açık mavi,1790.0,30.17,TRY
Denim mini etek,1250.0,236553972,Bershka,KADıN > Etek,Açık mavi,1790.0,30.17,TRY
Beli bağlamalı mini şort etek,850.0,230328424,Bershka,KADıN > Etek,Beyaz,850.0,0.0,TRY
Beli bağlamalı mini şort etek,850.0,229730146,Bershka,KADıN > Etek,Beyaz,850.0,0.0,TRY
Kemerli mini şort etek,850.0,229730144,Bershka,KADıN > Etek,Kahverengi,850.0,0.0,TRY
Lastikli belli midi etek,1990.0,238451620,Bershka,KADıN > Etek,Haki,1990.0,0.0,TRY
Lastikli belli midi etek,1990.0,226931412,Bershka,KADıN > Etek,Haki,1990.0,0.0,TRY
denim şort etek,1790.0,229723010,Bershka,KADıN > Etek,Açık mavi,1790.0,0.0,TRY
denim şort etek,1790.0,230329164,Bershka,KADıN > Etek,Açık mavi,1790.0,0.0,TRY
Kargo mini etek,1290.0,235801181,Bershka,KADıN > Etek,Haki,1290.0,0.0,TRY
Kargo mini etek,1290.0,226927226,Bershka,KADıN > Etek,Haki,1290.0,0.0,TRY
Jakarlı kumaş saçaklı mini etek,1590.0,226931727,Bershka,KADıN > Etek,Beyaz,1590.0,0.0,TRY
Jakarlı kumaş saçaklı mini etek,1590.0,235801182,Bershka,KADıN > Etek,Beyaz,1590.0,0.0,TRY
Kareli teknik kumaş şort etek,1790.0,231799596,Bershka,KADıN > Etek,Krem,1790.0,0.0,TRY
Dantel pullu mini etek,1490.0,237553225,Bershka,KADıN > Etek,Beyaz,1490.0,0.0,TRY
Poplin şort etek,1290.0,235339616,Bershka,KADıN > Etek,Denizci mavisi,1290.0,0.0,TRY
Puantiye desenli file midi etek,1990.0,233590595,Bershka,KADıN > Etek,Krem,1990.0,0.0,TRY
Kıvrık belli midi etek,1590.0,233573375,Bershka,KADıN > Etek,Siyah,1590.0,0.0,TRY
Boncuk işlemeli pareo etek,1340.0,233573370,Bershka,KADıN > Etek,Kahverengi,2690.0,50.19,TRY
Asimetrik fırfırlı etek,3290.0,232227688,Bershka,KADıN > Etek,Beyaz,3290.0,0.0,TRY
Kareli dökümlü midi etek,2490.0,231799615,Bershka,KADıN > Etek,Deve tüyü rengi,2490.0,0.0,TRY
Pullu maksi mini etek,1990.0,231042234,Bershka,KADıN > Etek,Kirli beyaz,1990.0,0.0,TRY
Dantel pullu mini etek,1040.0,231042122,Bershka,KADıN > Etek,Açık mavi,1490.0,30.2,TRY
Denim şort etek,1790.0,231042121,Bershka,KADıN > Etek,Siyah,1790.0,0.0,TRY
Metalik iplikli fırfırlı mini etek,1290.0,231041844,Bershka,KADıN > Etek,Kahverengi,1290.0,0.0,TRY
Metalik iplikli fırfırlı mini etek,1290.0,231041439,Bershka,KADıN > Etek,Denizci mavisi,1290.0,0.0,TRY
Denim şort etek,1790.0,230329925,Bershka,KADıN > Etek,Mavi,1790.0,0.0,TRY
Dantel pullu mini etek,1040.0,230329892,Bershka,KADıN > Etek,Denizci mavisi,1490.0,30.2,TRY
denim şort etek,1790.0,230329858,Bershka,KADıN > Etek,Açık mavi,1790.0,0.0,TRY
Kıvrık bel midi etek,1590.0,230329332,Bershka,KADıN > Etek,Haki,1590.0,0.0,TRY
Denim şort etek,1790.0,230329000,Bershka,KADıN > Etek,Mavi,1790.0,0.0,TRY
Kuşak detaylı midi etek,1790.0,230064783,Bershka,KADıN > Etek,Beyaz,1790.0,0.0,TRY
Metalik iplikli fırfırlı mini etek,1290.0,229723126,Bershka,KADıN > Etek,Kahverengi,1290.0,0.0,TRY
Kıvrık belli midi etek,1590.0,229723050,Bershka,KADıN > Etek,Siyah,1590.0,0.0,TRY
Denim şort etek,1790.0,229723009,Bershka,KADıN > Etek,Siyah,1790.0,0.0,TRY
Süslü düğmeli mini etek,1290.0,229499427,Bershka,KADıN > Etek,Siyah,1290.0,0.0,TRY
Asimetrik midi denim etek,1990.0,227962165,Bershka,KADıN > Etek,Açık mavi,1990.0,0.0,TRY
İşlemeli etek üstü,1590.0,227229876,Bershka,KADıN > Etek,Beyaz,1590.0,0.0,TRY
İşlemeli fırfırlı mini etek,1990.0,226931351,Bershka,KADıN > Etek,Denizci mavisi,1990.0,0.0,TRY
Kuşak detaylı midi etek,1790.0,226927394,Bershka,KADıN > Etek,Beyaz,1790.0,0.0,TRY
Asimetrik fırfırlı etek,3290.0,226927101,Bershka,KADıN > Etek,Beyaz,3290.0,0.0,TRY
Boncuk işlemeli pareo etek,1340.0,226926885,Bershka,KADıN > Etek,Kahverengi,2690.0,50.19,TRY
Kareli mini balon şort,1590.0,231799611,Bershka,KADıN > Etek,Kahverengi,1590.0,0.0,TRY
Barrel fit şardonlu eşofman altı,1790.0,226931742,Bershka,Xenia > Xeniadown,Gri,1790.0,0.0,TRY
Stoperli barrel fit şardonlu eşofman altı,1790.0,229723130,Bershka,Xenia > Xeniadown,Gri,1790.0,0.0,TRY
Poplin bloomer pantolon,1390.0,229730174,Bershka,Xenia > Xeniadown,Kızıl kahverengi,1990.0,30.15,TRY
Stoperli barrel fit eşofman altı,1790.0,229723128,Bershka,Xenia > Xeniadown,Siyah,1790.0,0.0,TRY
Barrel fit şardonlu eşofman altı,1790.0,226931740,Bershka,Xenia > Xeniadown,Siyah,1790.0,0.0,TRY
Balon fit şardonlu eşofman altı,1890.0,226926647,Bershka,Xenia > Xeniadown,Gri,1890.0,0.0,TRY
Barrel fit şardonlu eşofman altı,1790.0,226931741,Bershka,Xenia > Xeniadown,Mor,1790.0,0.0,TRY
Poplin bloomer pantolon,1390.0,229730176,Bershka,Xenia > Xeniadown,Siyah,1990.0,30.15,TRY
Poplin bloomer pantolon,1390.0,229730177,Bershka,Xenia > Xeniadown,Beyaz,1990.0,30.15,TRY
Paraşüt jogger pantolon,1790.0,227741822,Bershka,Xenia > Xeniadown,Kırmızı,1790.0,0.0,TRY
Hacimli teknik crop pantolon,1790.0,227381994,Bershka,Xenia > Xeniadown,Kahverengi,1790.0,0.0,TRY
Modal barrel fit pantolon,1990.0,226931420,Bershka,Xenia > Xeniadown,Gri,1990.0,0.0,TRY
Stoperli barrel fit şardonlu eşofman altı,1790.0,229723129,Bershka,Xenia > Xeniadown,Gri,1790.0,0.0,TRY
Yanları pileli pantolon,2690.0,227382009,Bershka,Xenia > Xeniadown,Kahverengi,2690.0,0.0,TRY
Yanları pileli pantolon,2690.0,227382008,Bershka,Xenia > Xeniadown,Siyah,2690.0,0.0,TRY
Yanları pileli pantolon,2690.0,227382007,Bershka,Xenia > Xeniadown,Denizci mavisi,2690.0,0.0,TRY
Modal barrel fit pantolon,1990.0,226931419,Bershka,Xenia > Xeniadown,Siyah,1990.0,0.0,TRY
Arka tokalı barrel fit pantolon,1990.0,226927290,Bershka,Xenia > Xeniadown,Kırmızı,1990.0,0.0,TRY
Balon kesim şardonlu eşofman altı,1890.0,226926646,Bershka,Xenia > Xeniadown,Gri,1890.0,0.0,TRY
Hacimli teknik cropped pantolon,1790.0,227381995,Bershka,Xenia > Xeniadown,Krem,1790.0,0.0,TRY
Poplin bloomer pantolon,1990.0,229730175,Bershka,Xenia > Xeniadown,Mavi,1990.0,0.0,TRY
Pamuklu jogger fit pantolon,1790.0,238450864,Bershka,Xenia > Xeniadown,Kızıl kahverengi,1790.0,0.0,TRY
Barrel fit şardonlu eşofman altı,1790.0,238451444,Bershka,Xenia > Xeniadown,Gri,1790.0,0.0,TRY
Desenli barrel fit pantolon,2990.0,238451372,Bershka,Xenia > Xeniadown,Kum rengi,2990.0,0.0,TRY
Modal barrel fit pantolon,1990.0,238450958,Bershka,Xenia > Xeniadown,Krem,1990.0,0.0,TRY
Teknik paraşüt pantolon,1990.0,238136102,Bershka,Xenia > Xeniadown,Denizci mavisi,1990.0,0.0,TRY
Barrel fit modal pantolon,1990.0,236554577,Bershka,Xenia > Xeniadown,Kahverengi,1990.0,0.0,TRY
Çizgili barrel fit pantolon,1990.0,236213477,Bershka,Xenia > Xeniadown,Siyah,1990.0,0.0,TRY
Kareli barrel fit pantolon,1990.0,234324915,Bershka,Xenia > Xeniadown,Kahverengi,1990.0,0.0,TRY
Çizgili barrel fit pantolon,1990.0,226931329,Bershka,Xenia > Xeniadown,Kahverengi,1990.0,0.0,TRY
Paçası yırtmaçlı kapri pantolon,1290.0,229723200,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1290.0,0.0,TRY
Baskılı kargo bermuda,2490.0,229499431,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Haki,2490.0,0.0,TRY
Baskılı kargo bermuda,2490.0,236553974,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Haki,2490.0,0.0,TRY
ED HARDY x BERSHKA uzun bermuda şort,2990.0,226931507,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kum rengi,2990.0,0.0,TRY
Baggy fit denim bermuda,1790.0,229730106,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Açık mavi,1790.0,0.0,TRY
Kruvaze düğmeli culotte bermuda,1990.0,227229913,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kahverengi,1990.0,0.0,TRY
Baggy fit denim bermuda,1790.0,229730104,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Mavi,1790.0,0.0,TRY
Şardonlu bermuda,1290.0,229730067,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Gri,1290.0,0.0,TRY
Kapri pantolon,1990.0,230329136,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Haki,1990.0,0.0,TRY
Kapri pantolon,1990.0,229730491,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Haki,1990.0,0.0,TRY
Baskılı uzun şardonlu bermuda,1990.0,233573429,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Koyu gri,1990.0,0.0,TRY
Düğmeli kapri jean,1990.0,227382017,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kahverengi,1990.0,0.0,TRY
Kruvaze düğmeli culotte pantolon bermuda,1990.0,227229914,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1990.0,0.0,TRY
Elastik belli kargo bermuda şort,1890.0,226931262,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Haki,1890.0,0.0,TRY
Elastik belli kargo bermuda şort,1890.0,226931261,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kum rengi,1890.0,0.0,TRY
Paçası yırtmaçlı kapri pantolon,1290.0,226931516,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kahverengi,1290.0,0.0,TRY
Paçası yırtmaçlı kapri pantolon,1290.0,234324929,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kahverengi,1290.0,0.0,TRY
Kapri pantolon,1990.0,229730489,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Koyu gri,1990.0,0.0,TRY
Kapri pantolon,1990.0,238451374,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Koyu gri,1990.0,0.0,TRY
Uzun şardonlu bermuda,1290.0,229730068,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,0-052,1290.0,0.0,TRY
Şardonlu eşofman şort,1290.0,229730066,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1290.0,0.0,TRY
Paçası yırtmaçlı kapri pantolon,1290.0,227994908,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Beyaz,1290.0,0.0,TRY
Paçası yırtmaçlı kapri pantolon,1290.0,226931517,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kahverengi,1290.0,0.0,TRY
Kapri pantolon,1990.0,229730493,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kirli beyaz,1990.0,0.0,TRY
Slouchy denim bermuda şort,1990.0,226931817,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Açık mavi,1990.0,0.0,TRY
Çapraz belli denim bermuda şort,1790.0,229723086,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Açık mavi,1790.0,0.0,TRY
Paçası yırtmaçlı kapri pantolon,1290.0,229723201,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Gri,1290.0,0.0,TRY
Yan şeritli kapri eşofman altı,1190.0,230270441,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Denizci mavisi,1190.0,0.0,TRY
Yan şeritli kapri eşofman altı,1190.0,236554457,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Denizci mavisi,1190.0,0.0,TRY
Kapri pantolon,1090.0,229499426,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1090.0,0.0,TRY
Kapri pantolon,1090.0,229499425,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kahverengi,1090.0,0.0,TRY
Kapri pantolon,1090.0,238451149,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kahverengi,1090.0,0.0,TRY
Yan şeritli kapri eşofman altı,1190.0,230270442,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1190.0,0.0,TRY
Yan şeritli kapri eşofman altı,1190.0,238450874,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1190.0,0.0,TRY
Slouchy denim bermuda şort,1990.0,238451373,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Beyaz,1990.0,0.0,TRY
Kapri jean,1790.0,237553127,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Denizci mavisi,1790.0,0.0,TRY
Straight fit kapri pantolon,1590.0,237552678,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Gri,1590.0,0.0,TRY
Denim kapri pantolon,1890.0,235339732,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Mavi,1890.0,0.0,TRY
Uzun fitilli kumaş bermuda,1990.0,234325187,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1990.0,0.0,TRY
Kapri pantolon,1990.0,234325041,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1990.0,0.0,TRY
Kapri pantolon,1290.0,233573318,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1290.0,0.0,TRY
Baggy fit denim bermuda,1790.0,232227681,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Denizci mavisi,1790.0,0.0,TRY
Baggy fit denim bermuda,1790.0,231815917,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1790.0,0.0,TRY
Baggy fit bermuda kot şort,1790.0,230327913,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1790.0,0.0,TRY
Baggy fit denim bermuda,1790.0,230327872,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Açık mavi,1790.0,0.0,TRY
