product_name,price,product_id,brand,category,color,regular_price,discount_pct,currency
Paçası yırtmaçlı kapri pantolon,1290.0,229723200,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1290.0,0.0,TRY
Paçası yırtmaçlı kapri pantolon,1290.0,226931517,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kahverengi,1290.0,0.0,TRY
Kapri pantolon,1990.0,229730491,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Haki,1990.0,0.0,TRY
Baggy fit denim bermuda,1790.0,229730106,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Açık mavi,1790.0,0.0,TRY
Baggy fit denim bermuda,1790.0,229730104,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Mavi,1790.0,0.0,TRY
Baskılı kargo bermuda,2490.0,229499431,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Haki,2490.0,0.0,TRY
Baskılı kargo bermuda,2490.0,236553974,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Haki,2490.0,0.0,TRY
Kruvaze düğmeli culotte pantolon bermuda,1990.0,227229914,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1990.0,0.0,TRY
Elastik belli kargo bermuda şort,1890.0,226931261,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kum rengi,1890.0,0.0,TRY
Denim kapri pantolon,1890.0,226926680,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Mavi,1890.0,0.0,TRY
Kapri boy halter tulum,1790.0,231948426,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1790.0,0.0,TRY
Çapraz belli denim bermuda,1790.0,229723085,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Mavi,1790.0,0.0,TRY
Denim kapri pantolon,1890.0,235339732,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Mavi,1890.0,0.0,TRY
Slouchy denim bermuda şort,1990.0,238451373,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Beyaz,1990.0,0.0,TRY
Slouchy denim bermuda şort,1990.0,227229875,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Beyaz,1990.0,0.0,TRY
Paçası yırtmaçlı kapri pantolon,1290.0,227994908,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Beyaz,1290.0,0.0,TRY
Kapri pantolon,1090.0,229499426,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1090.0,0.0,TRY
Baskılı uzun şardonlu bermuda,1990.0,236553977,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Koyu gri,1990.0,0.0,TRY
Baskılı uzun şardonlu bermuda,1990.0,228741259,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Koyu gri,1990.0,0.0,TRY
Kapri pantolon,1990.0,234325041,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1990.0,0.0,TRY
Slouchy denim bermuda şort,1990.0,229730047,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Açık mavi,1990.0,0.0,TRY
Düğmeli kapri jean,1990.0,227382017,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kahverengi,1990.0,0.0,TRY
Kruvaze düğmeli culotte bermuda,1990.0,227229913,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kahverengi,1990.0,0.0,TRY
Slouchy denim bermuda şort,1990.0,226931817,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Açık mavi,1990.0,0.0,TRY
Şardonlu bermuda,1290.0,230327770,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Gri,1290.0,0.0,TRY
Şardonlu bermuda,1290.0,229730067,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Gri,1290.0,0.0,TRY
Kapri jean,1790.0,231981444,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Denizci mavisi,1790.0,0.0,TRY
Baggy fit bermuda kot şort,1790.0,229730105,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1790.0,0.0,TRY
Çapraz belli denim bermuda şort,1790.0,229723086,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Açık mavi,1790.0,0.0,TRY
Kapri pantolon,1990.0,229730489,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Koyu gri,1990.0,0.0,TRY
Kapri pantolon,1990.0,238451374,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Koyu gri,1990.0,0.0,TRY
Baggy fit denim bermuda,1790.0,231815917,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1790.0,0.0,TRY
Baggy fit denim bermuda,1790.0,229736928,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1790.0,0.0,TRY
Baggy fit denim bermuda,1790.0,232227681,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Denizci mavisi,1790.0,0.0,TRY
Baggy fit denim bermuda,1790.0,229736927,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Denizci mavisi,1790.0,0.0,TRY
Kapri pantolon,1090.0,229499425,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kahverengi,1090.0,0.0,TRY
Kapri pantolon,1090.0,238451149,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kahverengi,1090.0,0.0,TRY
Paçası yırtmaçlı kapri pantolon,1290.0,226931516,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kahverengi,1290.0,0.0,TRY
Paçası yırtmaçlı kapri pantolon,1290.0,234324929,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Kahverengi,1290.0,0.0,TRY
Baggy fit denim bermuda,1790.0,229736930,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Açık mavi,1790.0,0.0,TRY
Baggy fit denim bermuda,1790.0,230327872,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Açık mavi,1790.0,0.0,TRY
Elastik belli kargo bermuda şort,1890.0,231041520,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Haki,1890.0,0.0,TRY
Elastik belli kargo bermuda şort,1890.0,226931262,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Haki,1890.0,0.0,TRY
Uzun fitilli kumaş bermuda,1990.0,240127546,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1990.0,0.0,TRY
Uzun fitilli kumaş bermuda,1990.0,226931432,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1990.0,0.0,TRY
Yan şeritli kapri eşofman altı,1190.0,230270441,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Denizci mavisi,1190.0,0.0,TRY
Yan şeritli kapri eşofman altı,1190.0,236554457,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Denizci mavisi,1190.0,0.0,TRY
Straight fit kapri pantolon,1590.0,237552678,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Gri,1590.0,0.0,TRY
Uzun şardonlu bermuda,1290.0,236213942,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,0-052,1290.0,0.0,TRY
Paçası yırtmaçlı kapri pantolon,1290.0,235801205,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Gri,1290.0,0.0,TRY
Uzun fitilli kumaş bermuda,1990.0,234769971,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Gri,1990.0,0.0,TRY
Yan şeritli kapri eşofman altı,1190.0,234325064,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Siyah,1190.0,0.0,TRY
Kapri jean,1790.0,233590613,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Açık mavi,1790.0,0.0,TRY
Kapri jean,1790.0,233590612,Bershka,KADıN > KAPRİ PANTOLONLAR VE JORTLAR,Mavi,1790.0,0.0,TRY
