Product Name,Product Cost,product_id,brand,category,color,regular_price,discount_pct,currency
Saten yüzeyli mini elbise,2290.0,209167394,Bershka,KADıN > Yeni,Yeşil,2290.0,0.0,TRY
Dantel pullu mini etek,1490.0,209452235,Bershka,KADıN > Yeni,Yeşil,1490.0,0.0,TRY
Pullu slip top,1490.0,209452228,Bershka,KADıN > Yeni,Yeşil,1490.0,0.0,TRY
Ribana şeritli slip top,1490.0,210357116,Bershka,KADıN > Yeni,Siyah,1490.0,0.0,TRY
Yüksek bel geniş paça barrel fit jean,1790.0,209441588,Bershka,KADıN > Yeni,Mavi,1790.0,0.0,TRY
Saten şort,1490.0,209167392,Bershka,KADıN > Yeni,Siyah,1490.0,0.0,TRY
Mini saten elbise,2290.0,209167395,Bershka,KADıN > Yeni,Siyah,2290.0,0.0,TRY
Kısa kollu baskılı tişört,990.0,216728067,Bershka,KADıN > Yeni,Kirli beyaz,990.0,0.0,TRY
Denim paçası katlamalı şort,990.0,205462804,Bershka,KADıN > Yeni,Mavi,990.0,0.0,TRY
Denim paçası katlamalı şort,990.0,205462809,Bershka,KADıN > Yeni,Beyaz,990.0,0.0,TRY
Katlanabilir paçalı denim şort,990.0,205462806,Bershka,KADıN > Yeni,Siyah,990.0,0.0,TRY
Denim paçası katlamalı şort,990.0,205462807,Bershka,KADıN > Yeni,Gri,990.0,0.0,TRY
Denim paçası katlamalı şort,990.0,205462805,Bershka,KADıN > Yeni,Açık mavi,990.0,0.0,TRY
Denim paçası katlamalı şort,990.0,205462808,Bershka,KADıN > Yeni,Açık mavi,990.0,0.0,TRY
Zımbalı fitilli şort,1590.0,213178792,Bershka,KADıN > Yeni,Kum rengi,1590.0,0.0,TRY
Zımbalı fitilli şort,1590.0,212509285,Bershka,KADıN > Yeni,Gri,1590.0,0.0,TRY
Zımbalı fitilli şort,1590.0,212509286,Bershka,KADıN > Yeni,Kirli beyaz,1590.0,0.0,TRY
Puantiye desenli denim şort,1490.0,209221144,Bershka,KADıN > Yeni,Kahverengi,1490.0,0.0,TRY
Tül askılı mini elbise,1590.0,216135821,Bershka,KADıN > Yeni,Kahverengi,1590.0,0.0,TRY
Puantiye büzgülü çanta,1590.0,212207478,Bershka,KADıN > Yeni,Kahverengi,1590.0,0.0,TRY
Puantiye şort,1190.0,212938546,Bershka,KADıN > Yeni,Pembe,1190.0,0.0,TRY
Asimetrik fular top,990.0,216179399,Bershka,KADıN > Yeni,Sarı,990.0,0.0,TRY
Puantiye çanta,1190.0,212207477,Bershka,KADıN > Yeni,Sarı,1190.0,0.0,TRY
Tül askılı mini elbise,1590.0,216135822,Bershka,KADıN > Yeni,Pembe,1590.0,0.0,TRY
Düşük bel zımbalı baggy fit jean,2290.0,206098491,Bershka,KADıN > Yeni,Krem,2290.0,0.0,TRY
Asimetrik fular top,990.0,215366284,Bershka,KADıN > Yeni,Kahverengi,990.0,0.0,TRY
Puantiye bootcut fit denim,2290.0,214978186,Bershka,KADıN > Yeni,Kahverengi,2290.0,0.0,TRY
Kısa kollu baskılı tişört,550.0,211514426,Bershka,KADıN > Yeni,Kahverengi,550.0,0.0,TRY
Dantelli şalvar pantolon,2290.0,215366289,Bershka,KADıN > Yeni,Beyaz,2290.0,0.0,TRY
V yaka kazak,1190.0,207865114,Bershka,KADıN > Yeni,Pembe,1190.0,0.0,TRY
Baggy fit denim bermuda şort,1590.0,208376519,Bershka,KADıN > Yeni,Açık mavi,1590.0,0.0,TRY
Rib askılı tişört,350.0,220330185,Bershka,KADıN > Yeni,Kirli beyaz,350.0,0.0,TRY
Poplin bloomer pantolon,1790.0,220330251,Bershka,KADıN > Yeni,Siyah,1790.0,0.0,TRY
Süet görünümlü bowling çanta,1490.0,220330188,Bershka,KADıN > Yeni,Deve tüyü rengi,1490.0,0.0,TRY
Parmak arası topuklu sandalet,1790.0,220329700,Bershka,KADıN > Yeni,SİYAH,1790.0,0.0,TRY
Kıvrık belli midi etek,1490.0,210535427,Bershka,KADıN > Yeni,Beyaz,1490.0,0.0,TRY
Balon kollu rustik bluz,1090.0,209007215,Bershka,KADıN > Yeni,Beyaz,1090.0,0.0,TRY
V yaka kazak,1190.0,207865113,Bershka,KADıN > Yeni,Gri,1190.0,0.0,TRY
Volanlı rustik midi etek,1790.0,207684738,Bershka,KADıN > Yeni,Koyu gri,1790.0,0.0,TRY
MİNİ BOWLING ÇANTA,1490.0,220329701,Bershka,KADıN > Yeni,Deve tüyü rengi,1490.0,0.0,TRY
Kısa kollu balon tişört,1090.0,220329699,Bershka,KADıN > Yeni,Kirli beyaz,1090.0,0.0,TRY
Çapraz belli yüksek bel geniş paça jean,1790.0,209441420,Bershka,KADıN > Yeni,Açık mavi,1790.0,0.0,TRY
Tokalı sabo,2490.0,220330190,Bershka,KADıN > Yeni,DEVE TÜYÜ,2490.0,0.0,TRY
Kısa kollu bağcıklı bluz,1490.0,212817198,Bershka,KADıN > Yeni,Beyaz,1490.0,0.0,TRY
Süet kemerli ceket,8990.0,204283059,Bershka,KADıN > Yeni,Kahverengi,8990.0,0.0,TRY
Kloş etekli kuşaklı mini elbise,2290.0,210009311,Bershka,KADıN > Yeni,Bej,2290.0,0.0,TRY
Fırfırlı rustik uzun kollu bluz,1190.0,206544499,Bershka,KADıN > Yeni,Beyaz,1190.0,0.0,TRY
Fırfırlı rustik uzun kollu bluz,1190.0,206544498,Bershka,KADıN > Yeni,Kahverengi,1190.0,0.0,TRY
Denim bandeau top,1590.0,209725472,Bershka,KADıN > Yeni,Kirli beyaz,1590.0,0.0,TRY
Düşük bel pensli geniş paça jean,2290.0,209725471,Bershka,KADıN > Yeni,Kirli beyaz,2290.0,0.0,TRY
Kısa kollu bluz,990.0,204937261,Bershka,KADıN > Yeni,Beyaz,990.0,0.0,TRY
Kısa kollu bluz,990.0,204937260,Bershka,KADıN > Yeni,Sarı,990.0,0.0,TRY
Slouchy düşük bel jean,2290.0,211505091,Bershka,KADıN > Yeni,Açık mavi,2290.0,0.0,TRY
Düşük bel geniş paça balloon fit jean,1790.0,209975792,Bershka,KADıN > Yeni,Krem,1790.0,0.0,TRY
Saten yüzeyli fular,590.0,212837911,Bershka,KADıN > Yeni,Mavi,590.0,0.0,TRY
İşlemeli Kürk Bandana,590.0,209484490,Bershka,KADıN > Yeni,Beyaz,590.0,0.0,TRY
Volanlı rustik midi etek,1790.0,205577766,Bershka,KADıN > Yeni,Kirli beyaz,1790.0,0.0,TRY
Zımbalı mayo,1490.0,220330182,Bershka,KADıN > Yeni,Kahverengi,1490.0,0.0,TRY
Zımbalı bikini altı,1190.0,204066833,Bershka,KADıN > Yeni,Krem,1190.0,0.0,TRY
Zımbalı üçgen bikini üstü,1190.0,204066831,Bershka,KADıN > Yeni,Krem,1190.0,0.0,TRY
Kontrast üçgen bikini üstü,990.0,220329696,Bershka,KADıN > Yeni,Kahverengi,990.0,0.0,TRY
Kontrast tanga bikini altı,790.0,204066844,Bershka,KADıN > Yeni,Kahverengi,790.0,0.0,TRY
Kontrast üçgen bikini üstü,990.0,207713548,Bershka,KADıN > Yeni,Pembe,990.0,0.0,TRY
Kontrast detaylı Brezilya modeli bikini altı,790.0,207713549,Bershka,KADıN > Yeni,Pembe,790.0,0.0,TRY
Kontrast üçgen bikini üstü,990.0,204066840,Bershka,KADıN > Yeni,Kahverengi,990.0,0.0,TRY
Zımbalı mini elbise,1790.0,211134510,Bershka,KADıN > Yeni,Kahverengi,1790.0,0.0,TRY
Zımbalı mayo,1490.0,204066961,Bershka,KADıN > Yeni,Kahverengi,1490.0,0.0,TRY
Kıvrık belli pensli pantolon,2490.0,210691817,Bershka,KADıN > Yeni,Haki,2490.0,0.0,TRY
Arkası tokalı çizgili yelek,1590.0,207583796,Bershka,KADıN > Yeni,Haki,1590.0,0.0,TRY
Kruvaze çizgili blazer,2790.0,207583795,Bershka,KADıN > Yeni,Haki,2790.0,0.0,TRY
Kemerli mini şort,1190.0,209725467,Bershka,KADıN > Yeni,Haki,1190.0,0.0,TRY
Uzun trençkot,3690.0,206098484,Bershka,KADıN > Yeni,Haki,3690.0,0.0,TRY
Arkası tokalı blazer,2490.0,204234900,Bershka,KADıN > Yeni,Haki,2490.0,0.0,TRY
Kısa kollu baskılı tişört,550.0,211514427,Bershka,KADıN > Yeni,Kirli beyaz,550.0,0.0,TRY
Paisley desenli bandana,490.0,213178806,Bershka,KADıN > Yeni,Haki,490.0,0.0,TRY
Çift kumaş hacimli pantolon,1790.0,216462672,Bershka,KADıN > Yeni,Açık mavi,1790.0,0.0,TRY
Asimetrik fular top,990.0,215366286,Bershka,KADıN > Yeni,Açık mavi,990.0,0.0,TRY
Asimetrik fular top,990.0,215366285,Bershka,KADıN > Yeni,Siyah,990.0,0.0,TRY
Büzgülü askılı body,790.0,215084411,Bershka,KADıN > Yeni,Siyah,790.0,0.0,TRY
Büzgülü askılı body,790.0,215084412,Bershka,KADıN > Yeni,Açık mavi,790.0,0.0,TRY
Büzgülü askılı body,790.0,215084410,Bershka,KADıN > Yeni,Krem,790.0,0.0,TRY
Sırtı açık drapeli etekli elbise,1590.0,212968336,Bershka,KADıN > Yeni,Krem,1590.0,0.0,TRY
Büzgülü mini elbise,1490.0,213178786,Bershka,KADıN > Yeni,Siyah,1490.0,0.0,TRY
Kare çerçeveli güneş gözlüğü,790.0,208851253,Bershka,KADıN > Yeni,Siyah,790.0,0.0,TRY
Kemer efektli şort,1190.0,208474415,Bershka,KADıN > Yeni,Yeşil,1190.0,0.0,TRY
Polo yaka fermuarlı ceket,1590.0,208474416,Bershka,KADıN > Yeni,Yeşil,1590.0,0.0,TRY
Geniş yaka mini elbise,1590.0,207838353,Bershka,KADıN > Yeni,Yeşil,1590.0,0.0,TRY
Geniş yaka top,990.0,208379983,Bershka,KADıN > Yeni,Pembe,990.0,0.0,TRY
Güneş figürlü küpe,450.0,208851225,Bershka,KADıN > Yeni,Altın,450.0,0.0,TRY
Sarkık küpe,590.0,208851243,Bershka,KADıN > Yeni,Altın,590.0,0.0,TRY
Madalyon küpeler,590.0,208851241,Bershka,KADıN > Yeni,Altın,590.0,0.0,TRY
Halter yaka bağlamalı top,990.0,209357896,Bershka,KADıN > Yeni,Haki,990.0,0.0,TRY
Diskli zincir kemer,790.0,213662850,Bershka,KADıN > Yeni,Altın,790.0,0.0,TRY
Spiral zincir kemer,590.0,209138797,Bershka,KADıN > Yeni,Altın,590.0,0.0,TRY
Zincir kemer,590.0,209121257,Bershka,KADıN > Yeni,Altın,590.0,0.0,TRY
