Product Name,Product Cost,product_id,brand,category,color,regular_price,discount_pct,currency
Tokalı mini şort etek,1190.0,218368104,Bershka,KADıN > Etek,Beyaz,1190.0,0.0,TRY
Tokalı mini şort etek,1190.0,211238907,Bershka,KADıN > Etek,Beyaz/Siyah,1190.0,0.0,TRY
denim şort etek,1590.0,207674698,Bershka,KADıN > Etek,Açık mavi,1590.0,0.0,TRY
Denim şort etek,1590.0,207674697,Bershka,KADıN > Etek,Siyah,1590.0,0.0,TRY
Dantel pullu mini etek,1490.0,208134180,Bershka,KADıN > Etek,Açık mavi,1490.0,0.0,TRY
Dantel pullu mini etek,1490.0,208793045,Bershka,KADıN > Etek,Beyaz,1490.0,0.0,TRY
Tokalı mini şort etek,1190.0,208236671,Bershka,KADıN > Etek,Siyah,1190.0,0.0,TRY
Tokalı mini şort etek,1190.0,218801664,Bershka,KADıN > Etek,Siyah,1190.0,0.0,TRY
Denim şort etek,1590.0,207674701,Bershka,KADıN > Etek,Siyah,1590.0,0.0,TRY
Denim şort etek,1590.0,207674700,Bershka,KADıN > Etek,Mavi,1590.0,0.0,TRY
Dantel pullu mini etek,1490.0,209452235,Bershka,KADıN > Etek,Yeşil,1490.0,0.0,TRY
Mini kloş şort etek,1190.0,206914319,Bershka,KADıN > Etek,Yulaf,1190.0,0.0,TRY
Mini şort etek,1190.0,212049566,Bershka,KADıN > Etek,Siyah,1190.0,0.0,TRY
Saten midi etek,760.0,222003435,Bershka,KADıN > Etek,Beyaz/Siyah,1090.0,30.28,TRY
Saten midi etek,760.0,208793038,Bershka,KADıN > Etek,Beyaz/Siyah,1090.0,30.28,TRY
Denim mini etek,1190.0,207391457,Bershka,KADıN > Etek,Denizci mavisi,1190.0,0.0,TRY
Dantelli pareo etek,990.0,209121420,Bershka,KADıN > Etek,Kahverengi,990.0,0.0,TRY
Dantelli pareo etek,990.0,209940753,Bershka,KADıN > Etek,Beyaz,990.0,0.0,TRY
Dantelli pareo etek,990.0,209121421,Bershka,KADıN > Etek,Beyaz,990.0,0.0,TRY
Baskılı balon şort etek,1190.0,207768274,Bershka,KADıN > Etek,Koyu mavi,1190.0,0.0,TRY
Baskılı balon şort etek,1190.0,207768273,Bershka,KADıN > Etek,Kum rengi,1190.0,0.0,TRY
Baskılı balon şort etek,1190.0,217315752,Bershka,KADıN > Etek,Kum rengi,1190.0,0.0,TRY
Volanlı rustik midi etek,1790.0,205577766,Bershka,KADıN > Etek,Kirli beyaz,1790.0,0.0,TRY
Volanlı rustik midi etek,1790.0,207684738,Bershka,KADıN > Etek,Koyu gri,1790.0,0.0,TRY
Denim şort etek,1590.0,207674696,Bershka,KADıN > Etek,Mavi,1590.0,0.0,TRY
Kıvrık bel midi etek,1490.0,210696743,Bershka,KADıN > Etek,Haki,1490.0,0.0,TRY
Asimetrik puantiye midi etek,1190.0,214221702,Bershka,KADıN > Etek,Kahverengi,1190.0,0.0,TRY
Asimetrik puantiye midi etek,1190.0,214221701,Bershka,KADıN > Etek,Sarı,1190.0,0.0,TRY
Parlak fırfırlı mini etek,1190.0,212049569,Bershka,KADıN > Etek,Beyaz,1190.0,0.0,TRY
Parlak fırfırlı mini etek,1190.0,212049568,Bershka,KADıN > Etek,Kahverengi,1190.0,0.0,TRY
Çift bel detaylı mini etek,1090.0,213178788,Bershka,KADıN > Etek,Kırmızı,1090.0,0.0,TRY
Çift bel detaylı mini etek,1090.0,213178789,Bershka,KADıN > Etek,Kirli beyaz,1090.0,0.0,TRY
Dantel pullu mini etek,1490.0,210667642,Bershka,KADıN > Etek,Denizci mavisi,1490.0,0.0,TRY
Balon midi etek,1790.0,207380770,Bershka,KADıN > Etek,Haki,1790.0,0.0,TRY
Balon midi etek,1790.0,215064395,Bershka,KADıN > Etek,Beyaz,1790.0,0.0,TRY
Dantelli mini etek,1590.0,211505103,Bershka,KADıN > Etek,Krem,1590.0,0.0,TRY
Balon midi etek,1790.0,206136563,Bershka,KADıN > Etek,Beyaz,1790.0,0.0,TRY
Tokalı mini şort etek,1190.0,208236670,Bershka,KADıN > Etek,Denizci mavisi,1190.0,0.0,TRY
Parlak file midi etek,1790.0,205801381,Bershka,KADıN > Etek,Krem,1790.0,0.0,TRY
Yüksek belli denim şort etek,1590.0,206160616,Bershka,KADıN > Etek,Denizci mavisi,1590.0,0.0,TRY
Büzgülü midi etek,1490.0,208793041,Bershka,KADıN > Etek,Sarı,1490.0,0.0,TRY
Büzgülü midi etek,1490.0,208793039,Bershka,KADıN > Etek,Kahverengi,1490.0,0.0,TRY
Denim balon mini etek,1590.0,208274675,Bershka,KADıN > Etek,Denizci mavisi,1590.0,0.0,TRY
Büzgülü midi etek,1490.0,208793040,Bershka,KADıN > Etek,Siyah,1490.0,0.0,TRY
Ekose hacimli midi etek,2290.0,208851255,Bershka,KADıN > Etek,Haki,2290.0,0.0,TRY
