Location,Rooms,Daily Inflation(%)
Aksu,1+1,0.19751553197930616
Aksu,1.5+1,0.0
Aksu,2+1,0.4793511973160813
Aksu,2.5+1,0.0
Aksu,3+1,-2.807021625583107
Aksu,4+1,-0.4032258064516246
Aksu,4+2,0.0
Aksu,5+1,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-2.1470644119323588
Aksu/Köyler,2+1,-1.0152284263959324
Aksu/Köyler,3+1,-1.273605621431709
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,-1.4527845036319578
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+1,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,14.285714285714285
Aksu/Çalkaya,1+1,0.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,-0.19227292272819807
Alanya,2+0,-35.294117647058826
Alanya,2+1,-1.2112291354170035
Alanya,2+2,0.0
Alanya,3+1,-0.48537798775122587
Alanya,3+2,0.0
Alanya,3.5+1,0.0
Alanya,4+1,2.526074007319415
Alanya,4+2,-3.571428571428571
Alanya,4.5+2,0.0
Alanya,5+1,0.0
Alanya,6+1,0.0
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),23.410852713178297
Alanya/Beldeler,1+1,0.49382038098878794
Alanya/Beldeler,2+1,-0.7993096087328183
Alanya/Beldeler,2.5+1,0.5681818181818249
Alanya/Beldeler,3+1,2.158634538152603
Alanya/Beldeler,3+2,-16.203703703703702
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-3.1608391608391697
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,Stüdyo (1+0),4.1269841269841265
Alanya/Demirtaş,1+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,0.0
Alanya/Köyler,3+1,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,0.0
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,0.0
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-2.1367521367521336
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+0,0.0
Demre/Köyler,2+1,0.0
Demre/Köyler,3+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Köyler,Stüdyo (1+0),0.0
Döşemealtı/Merkez,1,0.0
Döşemealtı/Merkez,1+1,-0.28574331623988086
Döşemealtı/Merkez,2+0,0.0
Döşemealtı/Merkez,2+1,-11.453537536408898
Döşemealtı/Merkez,3+1,-4.319738480697384
Döşemealtı/Merkez,4+1,29.476584022038566
Döşemealtı/Merkez,5+1,-0.7092198581560336
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,0.0
Döşemealtı/Merkez,6+2,0.0
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),117.3913043478261
Döşemealtı/Yeniköy,1+1,-0.7092198581560383
Döşemealtı/Yeniköy,2+0,-4.166666666666666
Döşemealtı/Yeniköy,2+1,0.5154269926911943
Döşemealtı/Yeniköy,3+1,1.1388353518138015
Döşemealtı/Yeniköy,4+1,-12.246963562753043
Döşemealtı/Yeniköy,5+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,0.0
Döşemealtı/Yeşilbayır,2+1,-2.885682574916751
Döşemealtı/Yeşilbayır,3+1,0.0
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,-0.7311207311207315
Döşemealtı/Yeşilbayır,5+1,-2.874432677760979
Döşemealtı/Yeşilbayır,6+1,-14.215686274509803
Döşemealtı/Yeşilbayır,7+1,0.0
Döşemealtı/Yeşilbayır,Stüdyo (1+0),0.0
Elmalı,2+1,0.0
Elmalı,3+1,2.3622047244094486
Finike,1+1,0.4950278179349004
Finike,1.5+1,0.0
Finike,2+0,0.0
Finike,2+1,1.3087465443209199
