Location,Rooms,Daily Inflation(%)
Aksu,1+1,0.4843672777077145
Aksu,1.5+1,0.0
Aksu,2+1,-0.6543802738721535
Aksu,2.5+1,0.0
Aksu,3+1,-2.818671454219019
Aksu,4+1,0.0
Aksu,4+2,0.0
Aksu,5+1,0.0
Aksu,Stüdyo (1+0),13.333333333333334
Aksu/Köyler,1+1,3.9805825242718473
Aksu/Köyler,2+1,-2.401945880206747
Aksu/Köyler,3+1,0.0
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,0.0
Aksu/Köyler,4+2,0.0
Aksu/Köyler,5+1,0.0
Aksu/Köyler,6+1,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,0.0
Aksu/Çalkaya,1+1,0.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,0.4201602128148605
Alanya,2+0,63.63636363636363
Alanya,2+1,-0.02863440540348531
Alanya,2+2,0.0
Alanya,3+1,1.1863799814212606
Alanya,3+2,0.0
Alanya,3.5+1,0.0
Alanya,4+1,1.7367978175464545
Alanya,4+2,3.7037037037037033
Alanya,4.5+2,0.0
Alanya,5+1,0.0
Alanya,6+1,0.0
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),40.20100502512563
Alanya/Beldeler,1+1,1.5470285266369828
Alanya/Beldeler,2+0,0.0
Alanya/Beldeler,2+1,-0.23635545010303916
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,1.0647010647010815
Alanya/Beldeler,3+2,19.33701657458563
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,3.264009243212026
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,3.672985781990521
Alanya/Beldeler,Stüdyo (1+0),-1.2195121951219512
Alanya/Demirtaş,1+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,0.0
Alanya/Köyler,3+1,28.000000000000004
Alanya/İncekum (Yeşilköy),2+1,-3.7037037037037033
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,10.37037037037037
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,3.332060744888449
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,1.3973799126637523
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,50.0
Demre/Köyler,2+0,0.0
Demre/Köyler,2+1,0.0
Demre/Köyler,3+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Köyler,Stüdyo (1+0),0.0
