Location,Rooms,Daily Inflation(%)
Aksu,1+1,0.9929522386101839
Aksu,1.5+1,-5.128205128205128
Aksu,2+1,-0.31378029469656965
Aksu,2.5+1,0.0
Aksu,3+1,-2.1301205596567137
Aksu,4+1,12.588792423046568
Aksu,4+2,0.0
Aksu,5+1,55.36332179930796
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-1.4100062585134223
Aksu/Köyler,2+1,1.083084625012041
Aksu/Köyler,3+1,2.4099790085580617
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,6.6738044254104345
Aksu/Köyler,4+2,0.0
Aksu/Köyler,4.5+1,0.0
Aksu/Köyler,6+2,-3.125
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,0.0
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,1+1,-25.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,0.45401090449716924
Alanya,2+0,0.0
Alanya,2+1,-0.24001604560887857
Alanya,2+2,0.0
Alanya,3+1,1.4176637666876455
Alanya,3+2,0.0
Alanya,3.5+1,0.0
Alanya,4+1,-8.073708206686927
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,1.6704288939051917
Alanya,6+1,0.0
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),28.57142857142857
Alanya/Beldeler,1+1,-0.11022281252085794
Alanya/Beldeler,1.5+1,0.0
Alanya/Beldeler,2+1,-0.49477586955584685
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,-1.9243238236383884
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-1.2520868113522563
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),0.0
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,2+1,0.0
Alanya/Köyler,3+1,28.387096774193548
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,4.7272727272727275
Alanya/İncekum (Yeşilköy),3+1,20.40441176470588
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,3.0379746835443093
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,-18.858024691358025
Demre/Kale(Demre),3+0,187.5
Demre/Kale(Demre),3+1,-0.4950495049505041
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,10.0
Demre/Köyler,2+0,0.0
Demre/Köyler,2+1,0.0
Demre/Köyler,3+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Merkez,1+1,-0.4196752277366421
Döşemealtı/Merkez,2+1,2.212683519781202
Döşemealtı/Merkez,3+1,1.2734082397003734
Döşemealtı/Merkez,4+1,-8.847047884704779
Döşemealtı/Merkez,5+1,2.808988764044949
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,0.0
Döşemealtı/Merkez,6+2,0.0
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Yeniköy,1+1,0.5212988666029841
Döşemealtı/Yeniköy,2+0,0.0
Döşemealtı/Yeniköy,2+1,-0.3103694430937635
Döşemealtı/Yeniköy,3+1,0.5703339578492466
Döşemealtı/Yeniköy,4+1,0.0
Döşemealtı/Yeniköy,5+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,-0.4587155963302885
Döşemealtı/Yeşilbayır,2+1,-13.756906077348068
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,-2.4549098196392767
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,-0.9603841536614641
Döşemealtı/Yeşilbayır,5+1,11.894203357617998
Döşemealtı/Yeşilbayır,6+1,0.0
Döşemealtı/Yeşilbayır,7+1,0.0
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Çığlık,4+1,0.0
Elmalı,2+1,0.0
Elmalı,3+1,0.0
Finike,1+1,-0.5554848831785556
Finike,1.5+1,0.0
Finike,2+0,0.0
Finike,2+1,-0.990132990132999
Finike,3+1,0.0
Finike,3.5+1,0.0
Finike/Beldeler,1+1,-1.8694885361552036
Finike/Beldeler,2+1,1.3341889254297998
Finike/Beldeler,3+1,-0.6127101738386933
Finike/Beldeler,4+1,0.0
Gazipaşa,1+1,-3.4226190476190466
Gazipaşa,2+1,1.24458737433846
Gazipaşa,3+1,12.071445140338655
Gazipaşa,3+2,0.0
Gazipaşa,3.5+1,0.0
Gazipaşa,4+1,0.0
Gazipaşa/Köyler,1+1,0.0
