Location,Rooms,Daily Inflation(%)
Aksu,1+1,-0.22255034494528203
Aksu,1.5+1,0.0
Aksu,2+1,0.4595187292555693
Aksu,3+1,-0.75
Aksu,4+1,-8.31617692931562
Aksu,5+1,0.0
Aksu,5+2,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,1.503547696812703
Aksu/Köyler,2+1,2.505480739116807
Aksu/Köyler,3+1,-3.669724770642202
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,0.0
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+1,23.076923076923077
Aksu/Köyler,6+2,0.0
Aksu/Köyler,8+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,14.285714285714285
Aksu/Pınarlı,3+1,0.0
Aksu/Çalkaya,1+1,0.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,-0.47828568887946726
Alanya,2+0,0.0
Alanya,2+1,-2.410748678660053
Alanya,2+2,0.0
Alanya,2.5+1,0.0
Alanya,3+1,0.7423688182738175
Alanya,3+2,41.17647058823529
Alanya,3.5+1,0.0
Alanya,4+1,-0.9603563837293784
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,1.4409221902017206
Alanya,6+1,0.0
Alanya,Stüdyo (1+0),52.94117647058824
Alanya/Beldeler,1+1,0.12769200554678556
Alanya/Beldeler,2+1,1.4223898885982862
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,3.710081153042842
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,2.274143302180683
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,Stüdyo (1+0),0.0
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,2+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,3.7037037037037104
Alanya/Köyler,3+1,0.8306709265175766
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,-73.91304347826086
Alanya/İncekum (Yeşilköy),2+1,1.9607843137254901
Alanya/İncekum (Yeşilköy),3+1,9.030837004405285
Alanya/İncekum (Yeşilköy),4+1,9.309309309309304
Demre/Kale(Demre),1+1,20.481927710843372
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,-16.241974028965476
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,0.0
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,-80.9090909090909
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,2.6378896882493934
Döşemealtı/Merkez,1,0.0
Döşemealtı/Merkez,1+1,-3.524595850967877
Döşemealtı/Merkez,2+0,0.0
Döşemealtı/Merkez,2+1,-2.2700630485061617
Döşemealtı/Merkez,3+1,-3.1877213695395397
Döşemealtı/Merkez,4+1,3.600464576074335
Döşemealtı/Merkez,5+1,0.8363949034628193
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,-8.333333333333332
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),0.0
Döşemealtı/Yeniköy,1+1,0.3942344682442517
Döşemealtı/Yeniköy,2+0,0.0
Döşemealtı/Yeniköy,2+1,1.4500123296581038
Döşemealtı/Yeniköy,3+1,0.8639690650462621
Döşemealtı/Yeniköy,4+1,6.645443692797448
Döşemealtı/Yeniköy,5+1,0.0
Döşemealtı/Yeniköy,6+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,1.3209013209013118
Döşemealtı/Yeşilbayır,2+1,-2.4226433197409363
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,4.571428571428568
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,6.379962192816635
Döşemealtı/Yeşilbayır,5+1,0.0
Döşemealtı/Yeşilbayır,6+1,0.0
Döşemealtı/Yeşilbayır,7+1,0.0
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Yeşilbayır,Stüdyo (1+0),0.0
Elmalı,2+1,0.0
Elmalı,3+1,-1.7857142857142856
Finike,1+1,-1.2270714737507964
Finike,2+0,0.0
Finike,2+1,-2.100857409890703
