Location,Rooms,Daily Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,0.07455279383495902
Aksu,1.5+1,0.0
Aksu,2+1,1.3687795517813417
Aksu,2.5+1,0.0
Aksu,3+1,1.172941049982676
Aksu,4+1,0.0
Aksu,4+2,0.0
Aksu,5+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-14.720009372071226
Aksu/Köyler,2+1,-3.74984471774122
Aksu/Köyler,3+1,-2.6511134676564185
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,8.788395904436861
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,-1.0101010101010064
Aksu/Pınarlı,3+1,0.0
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,0.34527467122408484
Alanya,1.5+1,0.0
Alanya,2+0,-35.13513513513514
Alanya,2+1,0.16312135573664394
Alanya,2+2,0.0
Alanya,2.5+1,0.0
Alanya,3+1,-0.8231488255217838
Alanya,3.5+1,0.0
Alanya,4+1,-0.2528321238209089
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,36.187455954897814
Alanya,Stüdyo (1+0),-9.203980099502488
Alanya/Beldeler,1+1,0.8733428234740891
Alanya/Beldeler,1.5+1,0.0
Alanya/Beldeler,2+1,0.6122857232713413
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,-3.4131781588307994
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-8.947062245491562
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,6+1,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),-14.30817610062893
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,13.734939759036143
Alanya/Köyler,3+1,-2.4875621890547266
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,-12.736287573597775
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,0.0
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-1.3546798029556615
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+0,0.0
Demre/Köyler,2+1,-33.33333333333333
Demre/Köyler,3+1,0.0
Döşemealtı/Düzlerçamı,1+1,0.0
Döşemealtı/Düzlerçamı,2+1,0.0
Döşemealtı/Düzlerçamı,4+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,-11.578947368421053
Döşemealtı/Merkez,1+1,0.24763292061179284
Döşemealtı/Merkez,2+1,2.0777359842378664
Döşemealtı/Merkez,3+1,9.985734664764632
Döşemealtı/Merkez,4+1,0.0
Döşemealtı/Merkez,4.5+1,0.0
Döşemealtı/Merkez,5+1,0.0
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,-5.263157894736842
