Location,Rooms,Daily Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,-0.10077312104898309
Aksu,1.5+1,0.0
Aksu,2+1,-0.028771426392959168
Aksu,2.5+1,0.0
Aksu,3+1,-3.6771348765181804
Aksu,4+1,-0.8288043478260908
Aksu,4+2,0.0
Aksu,5+1,0.0
Aksu,Stüdyo (1+0),-21.052631578947366
Aksu/Köyler,1+1,-2.2445982798405755
Aksu/Köyler,2+1,-2.5215315969700036
Aksu/Köyler,3+1,0.0
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,6.25
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,0.0
Aksu/Pınarlı,3+1,0.0
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,1+1,0.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,0.09800232450955504
Alanya,2+0,0.0
Alanya,2+1,-1.1498355289432092
Alanya,2+2,0.0
Alanya,2.5+1,0.0
Alanya,3+0,0.0
Alanya,3+1,-1.054438287378188
Alanya,3.5+1,0.0
Alanya,4+1,3.2030458056446323
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,9.549795361527966
Alanya,6+1,0.0
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),-10.182119205298019
Alanya/Beldeler,1+1,-2.4908460627376576
Alanya/Beldeler,1.5+1,0.0
Alanya/Beldeler,2+1,-0.4202026480237659
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,0.8658138625570438
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,0.0
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),-7.627118644067797
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,1.5+1,-37.3134328358209
Alanya/Köyler,2+1,0.0
Alanya/Köyler,3+1,-0.12422360248447205
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,-10.030511060259347
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,0.0
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,0.9950248756218925
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+2,0.0
