Location,Rooms,Daily Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,0.07284040470912548
Aksu,1.5+1,0.0
Aksu,2+0,0.0
Aksu,2+1,0.0685144900049159
Aksu,3+1,-1.54336482334145
Aksu,4+1,2.3186589378035327
Aksu,4+2,0.0
Aksu,5+1,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),-38.775510204081634
Aksu/Köyler,1+1,-1.7754995914122291
Aksu/Köyler,2+1,-1.2370625924100458
Aksu/Köyler,3+1,2.1956970232832247
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,0.0
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,4.545454545454546
Aksu/Pınarlı,2+1,0.0
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,3+1,76.0
Alanya,1+1,0.5792921348999474
Alanya,1.5+1,0.0
Alanya,2+1,-0.2575345069160766
Alanya,2+2,0.0
Alanya,2.5+1,-6.467661691542288
Alanya,3+1,0.8053761574888482
Alanya,3.5+1,0.0
Alanya,4+1,-6.4181877800852565
Alanya,4+2,12.5
Alanya,4.5+2,0.0
Alanya,5+1,0.0
Alanya,6+1,-23.214285714285715
Alanya,Stüdyo (1+0),-3.3707865168539324
Alanya/Beldeler,1+1,-1.0184793613412273
Alanya/Beldeler,2+1,-0.22743139711776983
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,-0.6581942712354324
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,0.0
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,-26.31578947368421
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,6+1,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),-0.2506265664160474
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,2+1,-13.270440251572316
Alanya/Köyler,3+1,-11.147902869757178
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,31.818181818181817
Demre/Kale(Demre),1+1,-14.039832800590116
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,0.0
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-6.666666666666667
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
