Location,Rooms,Daily Inflation(%)
Aksu,1+1,-0.03122989150027555
Aksu,1.5+1,0.0
Aksu,2+1,-0.3563941532679076
Aksu,2.5+1,0.0
Aksu,3+1,-1.6437342903519763
Aksu,4+1,-14.432460195172062
Aksu,4+2,0.0
Aksu,5+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-1.8228893320737658
Aksu/Köyler,2+1,3.575370545569213
Aksu/Köyler,3+1,2.4988213107025015
Aksu/Köyler,3.5+1,24.285714285714285
Aksu/Köyler,4+1,0.0
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,0.0
Aksu/Pınarlı,3+1,0.0
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,1+1,0.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,-1.1303024703397506
Alanya,2+0,0.0
Alanya,2+1,-0.0006876801555610308
Alanya,2+2,0.0
Alanya,3+1,-1.4598198002181384
Alanya,3.5+1,0.0
Alanya,4+1,0.7083391749617737
Alanya,4+2,0.0
Alanya,4+4,0.0
Alanya,4.5+2,0.0
Alanya,5+1,0.0
Alanya,6+1,0.0
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),0.0
Alanya/Beldeler,1+1,1.1761922763723942
Alanya/Beldeler,1.5+1,0.0
Alanya/Beldeler,2+1,0.9480060645774777
Alanya/Beldeler,2.5+1,-1.0309278350515463
Alanya/Beldeler,3+1,0.03077870113881194
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,7.142857142857142
Alanya/Beldeler,4+1,-1.6138007790762354
Alanya/Beldeler,4+2,17.647058823529413
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,25.0
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),-9.219858156028364
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,2+0,0.0
Alanya/Köyler,2+1,43.75
Alanya/Köyler,3+1,0.0
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,0.0
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,-1.4829507887031335
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,0.0
Demre/Kale(Demre),4+1,-39.78494623655914
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+0,0.0
Demre/Köyler,2+1,0.0
Demre/Köyler,3+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,0.0
