Location,Rooms,Daily Inflation(%)
Aksu,1+1,-0.7248987368467027
Aksu,1.5+1,0.0
Aksu,2+1,0.2677195045427101
Aksu,3+1,0.8789342508657094
Aksu,4+1,5.103550295857988
Aksu,5+1,-5.651672433679347
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-2.9940119760479
Aksu/Köyler,2+1,0.2710533694737848
Aksu/Köyler,3+1,-0.1553302812295599
Aksu/Köyler,4+1,0.0
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+1,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,-1.7764830536602094
Alanya,2+0,0.0
Alanya,2+1,-0.309454090725876
Alanya,3+1,-1.2313135956500092
Alanya,3+2,0.0
Alanya,3.5+1,0.0
Alanya,4+1,1.2012582349100827
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,-3.9316239316239265
Alanya,6+1,0.0
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),-3.4482758620689715
Alanya/Beldeler,1+1,1.0118124956567391
Alanya/Beldeler,2+1,2.363861571952567
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,-2.6621318423020823
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-2.946924698218058
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,Stüdyo (1+0),0.0
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,2+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,0.0
Alanya/Köyler,3+1,-4.761904761904767
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,-10.714285714285714
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,0.0
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-2.389078498293514
Demre/Kale(Demre),4+1,3.75
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Köyler,2+1,-26.666666666666668
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Köyler,Stüdyo (1+0),0.0
Döşemealtı/Merkez,1,0.0
Döşemealtı/Merkez,1+1,0.3178506375227773
Döşemealtı/Merkez,2+0,0.0
Döşemealtı/Merkez,2+1,6.676241660489257
Döşemealtı/Merkez,3+1,0.9854409053341022
Döşemealtı/Merkez,4+1,0.0
Döşemealtı/Merkez,5+1,-2.3734885803851347
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,0.0
Döşemealtı/Merkez,6+2,0.0
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Yeniköy,1+1,-0.3183621462119394
Döşemealtı/Yeniköy,2+0,0.0
Döşemealtı/Yeniköy,2+1,1.6587972998717873
Döşemealtı/Yeniköy,3+1,-0.5558948200301825
Döşemealtı/Yeniköy,4+1,-2.5293132328308197
Döşemealtı/Yeniköy,5+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,0.6269592476488937
Döşemealtı/Yeşilbayır,2+1,0.0
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,8.329101066531244
Döşemealtı/Yeşilbayır,4+1,0.0
Döşemealtı/Yeşilbayır,5+1,0.0
Döşemealtı/Yeşilbayır,6+1,8.943089430894313
Döşemealtı/Yeşilbayır,7+1,0.0
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Yeşilbayır,Stüdyo (1+0),0.0
Elmalı,2+1,0.0
Elmalı,3+1,0.0
Finike,1+1,0.5230496453900678
Finike,2+0,0.0
Finike,2+1,1.7714285714285651
Finike,3+1,-0.1275510204081635
Finike,3.5+1,0.0
Finike,Stüdyo (1+0),0.0
Finike/Beldeler,1+1,1.4437569411391438
Finike/Beldeler,2+1,-1.1659726353361073
Finike/Beldeler,3+1,1.4890282131661396
Finike/Beldeler,4+1,0.0
Gazipaşa,1+1,-5.188097365849935
Gazipaşa,2+1,-0.8818342151675549
Gazipaşa,3+1,-0.6526362103101936
Gazipaşa,4+1,0.0
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,2+1,0.0
Gazipaşa/Köyler,3+1,25.0
Kaş,1+1,6.423673763984117
Kaş,2+1,-2.839575413888363
Kaş,3+1,0.0
Kaş,5+1,0.0
Kaş,Stüdyo (1+0),0.0
Kaş/Kalkan,1+1,0.0
Kaş/Kalkan,2+1,-6.275767816604633
Kaş/Kalkan,3+1,-1.9028871391076168
Kaş/Kalkan,3+2,0.0
Kaş/Kalkan,4+1,-24.754432804160036
Kaş/Kalkan,5+1,17.13602061476165
Kaş/Kalkan,6+3,0.0
Kaş/Kalkan,7+2,0.0
Kaş/Köyler,1+1,0.8757689678742341
Kaş/Köyler,2,0.0
Kaş/Köyler,2+1,0.6235385814497374
Kaş/Köyler,2.5+1,0.0
Kaş/Köyler,3+1,-10.208333333333336
Kaş/Köyler,3+2,0.0
Kaş/Köyler,4+1,0.0
