Location,Rooms,Daily Inflation(%)
Aksu,1+1,0.2374227242820053
Aksu,1.5+1,0.0
Aksu,2+1,0.6747895575855956
Aksu,3+1,0.9241958603610826
Aksu,4+1,-2.2695285010555946
Aksu,5+1,5.990220048899748
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,0.24154589371980736
Aksu/Köyler,2+1,-1.4301693831895066
Aksu/Köyler,3+1,1.605237198457535
Aksu/Köyler,4+1,0.0
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+1,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,1.2853848614345962
Alanya,2+0,0.0
Alanya,2+1,-1.1500850467844013
Alanya,3+1,-0.6079550369921942
Alanya,3+2,0.0
Alanya,3.5+1,0.0
Alanya,4+1,0.6069882824870666
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,13.167259786476862
Alanya,6+1,0.0
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),0.0
Alanya/Beldeler,1+1,-0.34480482768139503
Alanya/Beldeler,2+1,1.1363636363636227
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,3.246254321936233
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,3.0364052752112545
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,Stüdyo (1+0),0.0
Alanya/Demirtaş,1+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,0.0
Alanya/Köyler,3+1,-56.00000000000001
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,27.058823529411764
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,0.0
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,0.42735042735042117
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,3+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Köyler,Stüdyo (1+0),0.0
